Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64,Prezza
640,34.006822,35.018881,36.291991,35.776911,37.534405,36.900604,35.345435,39.944773,40.632542,39.612647,41.184365,40.720606,32.061687,32.097476,32.388389,32.238890,33.317145,33.344539,32.649335,35.260508,37.161489,35.313282,36.809419,37.136707,31.298400,31.479575,31.263224,31.928900,31.723913,32.568447,32.050169,34.307124,34.520609,34.310784,34.220685,34.501051,31.347538,31.425314,31.303046,31.988927,31.502777,33.036035,32.415973,34.151111,34.239372,34.319650,34.212118,34.560199,31.432802,31.808093,31.300337,32.118697,31.783131,32.736667,32.123351,34.468247,35.435829,34.283882,35.487705,35.782747,269.384603
1280,37.829623,39.058520,41.058004,40.522044,42.450828,42.252328,39.440871,45.004761,45.971171,44.735601,46.454265,46.076350,35.901557,36.389672,36.436981,36.647486,36.866678,36.864890,36.677127,39.162609,40.742599,39.214145,40.747618,40.742682,34.787109,34.988887,35.280055,35.879323,36.183165,36.918065,35.830069,38.536826,39.523798,38.745201,39.638009,39.529959,34.731444,35.075737,34.916024,35.706500,35.191584,36.442968,35.927028,37.873105,38.294476,38.160793,38.242340,38.328973,34.778005,35.559010,34.753562,35.838457,35.696927,36.457355,35.900299,38.254498,40.042563,38.281452,39.216239,39.277080,274.932668
1920,40.181771,41.956741,44.161318,44.026351,45.604347,45.285230,42.144463,48.268192,49.286218,47.871698,49.505014,49.112888,38.585587,39.563049,40.517397,39.846179,41.164781,40.740306,39.845270,43.138104,45.005581,43.279070,45.118426,45.214982,37.349573,38.156694,37.970454,38.937030,38.891157,38.932976,38.541898,41.638556,42.292473,41.515229,42.348858,42.285708,36.845434,37.411552,36.932271,38.637615,37.640166,39.125618,38.378857,40.437930,40.934641,40.632531,41.000694,40.889078,36.893999,38.097661,36.792318,38.541607,38.190543,39.043118,38.486552,40.612428,41.922472,40.833930,41.835797,41.622140,279.219036
2560,41.300689,43.194789,45.865938,45.929379,47.465422,47.464927,43.475928,50.087563,51.367713,49.792308,51.894061,51.450626,39.257765,40.385229,41.211608,40.684367,41.663853,41.442527,40.389626,43.812396,45.747280,45.267407,46.093802,45.816124,37.933370,38.725374,38.728463,39.492685,39.233365,40.022921,39.191434,42.095465,43.052455,43.082125,42.921932,42.900511,38.775261,38.890554,39.187627,39.653520,40.604642,39.994748,39.885766,42.325627,44.090552,42.858254,44.213976,44.087251,39.634350,40.868791,39.479690,41.388245,40.842064,41.621907,41.307632,43.455482,44.671636,43.516131,45.725855,45.508179,289.733777
3200,42.610754,44.560675,48.751971,48.089867,48.851150,48.718004,45.432520,51.741614,52.860068,51.343543,53.235712,52.828681,40.610339,41.833830,43.311702,42.228887,43.249508,42.933273,41.527616,45.273495,47.396900,45.416661,47.584556,47.401829,39.407509,40.516160,41.141501,41.450924,42.276104,41.737348,40.899008,44.367080,46.027158,44.362664,45.954788,46.028774,40.114082,40.885219,40.535961,41.482424,41.831502,41.244104,41.621022,43.967246,45.735362,44.056342,45.812866,45.782977,42.157422,43.594657,42.207980,43.626990,43.458644,44.148345,44.038554,46.108865,47.288395,45.919618,47.094372,47.008922,294.941718
3840,43.743382,45.953025,51.539321,50.676562,50.659758,50.460851,46.793838,53.800354,54.707018,53.595081,54.740564,54.390194,42.174825,43.589602,45.838367,44.225904,46.247565,45.269590,43.498237,48.002221,50.629432,47.997551,50.679489,50.583624,41.069995,42.254014,43.684303,43.278646,43.990860,43.542705,42.483645,46.070250,47.839301,46.063788,47.745026,47.733902,41.436601,42.309898,41.984115,43.063472,43.316053,42.843631,43.220456,45.924247,47.549961,46.039901,47.548707,47.315817,44.749610,45.984509,44.737990,45.647780,46.037597,46.515744,46.685362,48.641473,49.886725,48.529721,49.739749,49.721814,299.390848
4480,44.580476,47.133750,52.740322,52.514190,52.701898,53.201003,48.616927,55.220916,56.903336,54.975701,57.058020,56.619696,42.347514,43.965597,46.020857,44.641949,46.237445,45.596270,43.832866,48.169396,50.761213,48.250612,50.882566,50.820046,41.200875,42.534132,44.193917,43.545556,43.902749,43.813514,42.646930,46.480320,48.010596,46.324461,48.029385,48.071155,41.969561,42.716697,42.566067,43.515034,43.706832,43.340813,43.499529,46.210915,47.608349,46.212993,47.662185,47.545276,46.176855,46.408084,46.401565,46.510157,47.053165,46.748387,47.864533,50.357536,51.637769,50.261079,51.672970,51.438972,310.291974
5120,45.110263,47.876687,53.404512,53.024741,53.317704,53.532297,49.376477,55.840866,57.371550,55.503133,58.069965,57.486698,42.877263,44.618429,46.541644,45.397130,46.657494,45.832966,44.188235,48.757215,51.309703,48.781226,51.437812,51.398428,41.641997,43.181010,44.562821,44.303115,44.392827,44.490180,43.322788,46.774576,48.556267,46.835997,48.499614,48.584706,42.182571,43.059375,42.566272,43.803977,43.917714,43.724496,43.611390,46.475300,47.929198,46.518312,47.953750,47.761934,46.104788,46.251469,46.445894,46.486878,46.872945,46.427381,47.439681,50.240582,51.451078,50.089507,51.362723,51.177481,317.393154
5760,45.852283,48.599218,54.608875,53.638397,54.073680,53.914541,49.973913,56.422829,57.975921,56.013397,58.660811,58.156239,43.621341,45.296880,47.306115,45.767101,47.691191,46.911532,44.821865,49.691595,52.401872,49.605272,52.566867,52.426988,42.294460,43.757138,45.435061,45.237823,45.143807,45.161593,43.901751,47.650164,49.375781,47.583650,49.648935,49.360922,43.168015,43.950863,43.655351,44.640224,44.814761,44.656719,44.886189,47.892455,49.240489,47.849917,49.392387,49.200853,46.933868,46.987424,47.040716,47.265078,47.431653,46.962381,48.504642,51.231748,52.032240,51.086539,52.063353,52.011369,323.896393
6400,46.346853,49.534757,54.830539,55.075340,54.919646,54.789784,50.700159,57.422180,59.181441,57.052484,59.601618,59.217925,44.277008,46.028435,48.407660,46.504157,48.259504,47.569106,46.066567,50.238157,53.107556,50.385561,53.328792,53.066023,42.873869,44.254049,46.240469,46.010162,45.665388,46.237543,44.427395,48.320243,49.968062,48.317676,50.144003,49.983240,44.026199,44.937593,45.513507,45.858191,47.133495,45.998617,45.703830,49.331651,50.767682,49.058694,50.741931,50.775352,47.846033,47.735401,47.664181,47.949120,48.335614,47.644264,49.011643,51.919317,52.516272,51.708852,52.602639,52.480914,336.244510
12800,51.601814,54.761646,60.928848,60.865638,61.748735,62.019268,56.242822,63.666841,66.404264,63.405621,67.413650,66.541739,47.996552,50.143269,52.975180,51.113750,53.531122,52.494907,49.395983,55.124149,58.864413,55.212501,58.925079,58.818280,46.527313,48.802099,51.249536,50.843988,50.968889,50.675050,48.730497,53.308007,55.426793,53.255203,55.526861,55.463294,47.619957,48.932996,50.541105,50.250066,50.944225,50.132907,49.010060,53.370835,55.124833,53.321894,55.145872,55.193079,53.446555,53.240238,54.095128,53.642801,54.849025,53.771004,54.701099,58.143553,59.656722,58.086915,59.702992,59.607283,413.722135
19200,55.008815,58.277463,63.612361,64.287050,66.622114,65.703954,59.120227,67.128498,70.242357,66.794931,71.760996,70.510847,50.293466,52.464070,55.753896,54.660172,56.909089,55.420431,51.847678,58.247786,62.338344,58.295853,62.395270,62.258619,48.511785,51.086590,54.039598,53.293120,53.748767,53.660765,50.982094,56.096754,58.874089,56.257574,58.730877,58.657133,49.586990,51.285541,53.429691,52.745430,54.102146,52.770125,51.799469,56.492682,58.849333,56.325490,58.872228,58.919421,55.194561,54.896977,56.813905,55.481678,56.346741,55.570271,56.368664,59.953007,61.369452,59.882279,61.240345,61.410841,388.999524
