Elements,fixed[F]holes,byte[F]holes,bit[F]holes,fixed[F]noholes,byte[F]noholes,bit[F]noholes
100,40.685200,43.573580,47.607590,38.931390,41.289130,45.162240
110,40.652480,44.443920,47.481810,38.922320,40.844800,44.812970
120,40.635670,43.369410,47.534350,38.813530,40.505340,44.841630
130,41.382090,44.472750,48.781480,39.549960,41.703930,46.454240
140,41.297290,44.327060,48.707150,39.464950,41.917730,45.933740
150,41.655350,44.830760,49.460100,39.500670,41.786550,46.023080
160,40.766990,43.824590,48.248340,39.783800,41.768540,45.871430
170,40.775490,43.750390,48.108330,39.483220,41.670100,45.816980
180,41.294710,44.354770,48.872760,39.493690,41.513210,46.157060
190,41.268080,44.389380,50.359900,39.422240,41.377980,45.852830
200,41.286680,44.336910,48.578390,39.424680,41.519310,45.649970
210,41.252100,44.297360,48.541840,39.413660,41.452120,45.843530
220,41.471590,44.500480,48.896750,39.409230,41.638630,45.961400
230,41.205080,44.202410,48.441520,39.367030,41.382580,45.848210
240,41.756930,44.421590,48.857690,39.938950,41.347890,45.719040
250,41.125570,45.463590,48.485380,39.395330,41.573390,46.034310
260,42.258080,45.612100,50.200280,39.993270,42.727820,47.187540
270,41.964650,45.193900,49.798980,40.202200,42.351030,47.088200
280,43.303800,45.207400,49.860780,39.971690,44.645030,47.016140
290,41.984570,47.472750,49.807930,39.954510,42.526380,47.020400
300,41.941050,45.137120,51.409340,39.963530,42.298290,46.982860
310,41.881280,45.057640,49.741250,40.155230,42.150850,47.007790
320,41.950920,45.171500,49.917830,39.934200,42.256310,46.893770
330,41.889850,46.502400,49.660980,39.899850,42.210000,47.096990
340,41.900210,45.030890,49.664890,39.909740,42.309490,46.915520
350,41.865680,45.231980,49.583140,39.903430,42.141950,46.927970
360,42.967030,44.991840,49.651640,39.908980,42.289710,47.155700
370,42.142460,45.070400,50.178140,39.883540,42.398420,47.214780
380,41.764780,44.863360,51.536410,39.832400,42.301920,47.142080
390,42.078210,45.129740,49.650570,39.895830,42.261430,46.764710
400,41.876490,45.306540,49.714240,39.867400,42.305000,46.934630
410,41.800840,46.266260,49.610240,39.842830,42.158430,46.827590
420,41.835680,44.989990,49.626710,39.823810,42.223720,46.868290
430,41.822900,45.050330,49.599450,39.811330,42.216900,46.767270
440,43.158680,44.994960,49.643530,39.828400,42.277180,46.948380
450,41.902650,44.996990,49.499670,39.833680,44.115040,46.994190
460,41.782900,44.945890,50.933360,40.135610,42.549250,47.068120
470,41.733740,44.906540,49.528650,39.820510,42.170880,46.844220
480,42.006930,44.911420,49.511540,39.858310,42.172420,46.640710
490,41.776810,46.175070,49.490450,40.338510,42.142270,46.720710
500,41.707770,44.867270,49.454000,39.784260,42.113070,46.831330
510,41.759730,44.901090,49.385210,39.794340,42.026820,46.661310
520,43.661450,46.217840,50.872510,40.366550,43.317980,48.044640
530,42.737710,46.108900,50.823500,40.541890,43.245510,48.280330
540,42.728350,45.934160,51.591330,40.360460,43.236230,48.129950
550,42.484440,45.989610,50.764750,40.402020,43.396650,48.268340
560,42.416880,45.909900,50.786410,40.354430,43.382130,48.587480
570,42.468850,45.851360,50.697140,40.361140,43.252640,47.930500
580,42.470480,45.989130,50.869240,40.638960,43.180780,47.987310
590,42.469870,47.723500,53.778330,40.667840,44.019730,48.243900
600,42.419200,45.883490,50.722260,40.572420,43.494260,48.108590
610,42.384550,45.889770,50.725410,40.374220,43.088090,48.273480
620,42.107290,46.304400,50.414400,40.290910,43.339150,48.030050
630,42.379070,45.966660,50.994790,40.321770,43.046030,47.995750
640,41.837550,45.380100,50.133570,40.610490,43.207860,48.228190
650,41.825380,45.256710,50.134080,40.331110,43.253060,47.976340
660,41.777740,45.243590,50.084200,40.350900,43.062040,48.173580
670,41.818110,45.203830,49.990980,40.249680,43.053030,48.140630
680,41.794670,45.236100,50.055210,40.351610,43.378120,47.955850
690,41.798380,45.142140,50.041860,40.367420,43.523930,47.989560
