Elements,fixed[F]holes,byte[F]holes,bit[F]holes,fixed[F]noholes,byte[F]noholes,bit[F]noholes
580,45.261140,53.273390,51.730730,43.077840,50.826570,49.583990
590,44.802620,53.311890,52.697540,43.382460,51.294880,50.663860
600,45.180060,53.360640,52.799210,41.860480,49.124850,48.284180
610,44.362030,52.387050,51.717340,42.876380,50.463980,49.648710
620,45.349260,53.809700,52.110060,42.537970,50.346520,49.667460
630,44.399500,53.201190,53.950800,43.968000,51.080210,50.727830
640,44.953220,52.175540,51.018830,43.136520,51.203640,50.288960
650,44.696800,51.692140,51.052370,43.315410,50.633770,50.085630
660,43.840780,51.623890,50.998880,42.159490,49.911710,49.360070
670,42.846370,51.403360,51.320710,43.258780,50.597020,50.446250
680,44.058860,52.298630,51.795220,41.954730,49.766990,48.982420
690,43.974850,52.472320,52.602740,42.995660,51.118660,50.521380
700,43.452340,52.620590,52.171010,42.679850,50.946950,51.053270
710,43.390430,51.236470,51.402260,43.471680,52.697270,51.190820
720,43.477220,50.421190,50.032230,43.168540,50.353450,49.783080
730,43.130470,51.718370,51.782900,41.081610,48.707040,49.112980
740,43.571400,51.449710,51.230390,41.706320,49.732540,48.909910
750,43.661510,53.149080,53.240920,42.291410,50.498740,50.824460
760,43.680460,52.479950,52.673970,42.048590,49.955920,50.084730
770,45.871770,54.058420,52.370100,43.350270,52.619160,50.455610
780,45.669340,52.667840,51.461080,43.272150,52.054230,50.780280
790,44.499680,53.014120,52.229620,42.476780,51.517990,50.721600
800,43.687620,52.489990,51.151360,43.992130,52.483340,50.084860
810,44.571380,53.134230,52.673860,41.724380,50.167940,49.511660
820,43.357760,51.985300,51.227700,43.430850,52.258550,51.224560
830,44.470000,53.809830,53.804850,41.833960,51.109950,51.130170
840,43.820550,51.775340,51.150740,42.775160,51.598810,50.675160
850,44.304760,52.733070,52.207020,42.696920,51.284370,50.630230
860,43.483150,51.950940,52.009920,42.431510,51.294370,50.882160
870,44.467200,52.824640,52.600320,42.472940,51.029240,50.666200
880,43.896770,53.371050,52.398010,42.833310,51.953390,51.132300
890,45.310060,54.694120,54.700970,42.043840,51.024260,50.978770
900,44.451070,52.775360,52.388970,42.329770,51.237990,49.905290
910,45.774110,52.727430,52.610270,43.412180,52.914340,51.818930
920,44.821660,52.771460,52.155080,43.234640,51.347650,50.351070
930,43.860610,52.482790,52.264050,42.029620,50.999990,49.829260
940,43.758170,52.818880,52.710300,42.039140,51.425220,50.678680
950,44.115690,53.172170,53.067350,43.362680,52.640800,52.079570
960,43.676370,52.653200,51.653760,42.965990,52.251000,50.675850
970,44.006410,53.263530,52.742040,42.990190,51.979740,51.167310
980,43.006730,51.875420,51.732570,42.545440,51.418430,51.399530
990,43.705200,53.675690,53.583790,42.556220,51.991700,52.433580
1000,44.977610,53.156650,53.126960,42.456230,51.564570,51.035270
1200,46.685190,58.438550,54.914640,45.485320,54.473720,53.757040
1400,46.086330,55.848750,55.694840,44.713790,53.780410,53.755320
1600,48.259690,55.705310,55.563120,44.366510,52.847550,53.014780
1800,46.793080,55.145630,55.430990,44.556830,53.730910,53.791790
2000,47.304760,55.919630,56.308690,44.517180,53.885100,54.793200
2200,49.644730,61.097820,58.423050,48.043570,57.071530,57.572380
2400,49.049640,58.219680,58.543280,47.908470,56.838660,57.814390
2600,49.088060,57.822490,58.391340,48.059910,56.786050,57.864190
2800,49.226790,59.038630,60.060800,46.979780,56.551940,57.857470
3000,49.070780,58.964480,60.327930,46.833870,55.717350,57.928120
3200,49.054490,57.763860,58.978760,46.633550,55.156960,56.445650
3400,49.526240,58.722060,60.046380,47.525860,56.018360,57.774220
3600,49.042640,57.863860,59.459880,47.514160,56.103320,58.043040
3800,49.147400,59.121570,61.135160,46.887130,56.483580,58.718730
4000,50.193270,58.313450,60.392150,47.018380,56.168710,58.607620
4200,54.552380,61.108130,62.040290,50.096690,58.909460,60.229570
4400,53.694750,61.479120,62.197560,50.716990,59.765690,61.210590
4600,52.575280,64.834800,64.188800,49.980730,58.989410,61.518450
4800,51.719240,60.461650,61.443940,50.121570,58.345290,60.288690
5000,52.543170,61.430200,64.853520,50.394740,58.141470,60.371260
5200,52.959680,60.517190,61.418300,50.044180,57.879960,60.231820
5400,52.267690,60.615690,61.869040,52.077120,58.846520,60.942040
5600,53.978520,61.335730,63.091970,50.070180,58.853410,61.269630
5800,53.254690,61.473640,62.229260,50.277000,58.333510,60.672280
6000,52.036310,61.173120,63.184710,50.831070,58.830360,61.589070
6200,52.686080,61.005230,62.277090,51.126880,58.976150,61.469630
6400,52.561720,59.948040,61.788030,51.785750,58.629290,60.615320
6600,52.909300,61.438050,63.153070,50.944320,58.686160,61.374380
6800,53.004730,61.023290,62.484050,52.222250,58.534860,61.016140
7000,52.922240,61.536130,63.686260,50.668210,58.858360,61.499690
7200,52.770270,60.417300,61.888590,50.800670,58.411990,60.731530
7400,53.365070,62.096600,64.066230,50.964290,59.085520,61.700410
7600,53.006300,61.451080,63.592020,50.423440,58.954830,61.658270
7800,53.079550,61.687920,63.840600,51.132180,59.173450,62.496630
8000,52.803030,60.632750,63.185980,50.046690,58.051050,60.750430
8200,57.208420,63.444610,64.840370,54.747890,61.821770,63.393070
8400,57.373530,64.308270,65.219280,54.078980,61.581650,63.891400
8600,57.110110,64.637270,66.011520,54.033700,61.916430,64.111380
8800,56.514200,66.746910,64.966440,54.692840,61.841030,63.683870
9000,57.001620,64.168420,65.301520,53.989730,61.524570,63.792000
9200,56.489910,65.153360,69.176410,54.912980,62.187610,64.973650
9400,56.558030,64.613140,66.264600,54.355180,61.973150,64.393150
9600,56.659440,63.774400,65.168500,55.847000,61.003550,63.295620
9800,57.907030,63.647470,65.220430,54.370870,61.066610,63.330240
10000,57.868720,63.760270,64.947860,53.603240,60.742820,63.128600
13000,57.194520,64.005470,65.897940,53.923010,61.597260,63.947560
16000,56.631530,63.774520,66.165720,53.964050,61.456370,64.188740
19000,60.931250,67.815400,68.957890,58.394290,65.152300,67.455840
22000,59.942000,67.895530,70.213310,57.620400,64.905740,68.085850
25000,61.318290,67.371220,70.295200,59.118720,64.902610,67.503020
28000,62.148320,67.413310,69.446900,58.986800,64.516580,67.541810
31000,61.803370,66.893970,68.950980,59.319690,63.890200,66.954340
34000,67.098710,70.919670,71.733480,64.901140,67.971940,70.273240
37000,67.288620,69.843920,70.516480,65.501580,66.880400,69.850560
40000,67.740920,70.147170,71.719610,65.934520,67.036510,70.415070
43000,69.695010,73.316500,75.566550,66.199060,68.739780,73.591260
46000,71.958010,71.064250,73.329470,68.461450,67.964750,72.273650
49000,70.250250,71.743370,74.522350,66.616000,67.905240,72.789730
52000,71.914160,71.040900,72.554540,69.568860,68.123700,71.612760
55000,72.359960,71.972430,74.539070,69.391120,68.614000,73.238430
58000,73.793270,70.746060,72.422710,70.788920,67.857660,71.535450
61000,73.291030,71.198700,73.645960,70.816760,68.372710,72.685540
64000,73.268280,70.151410,72.911080,70.984280,67.428770,71.748530
67000,78.600450,74.971710,77.590370,76.520330,72.338860,76.910900
70000,78.795080,74.174360,76.725200,76.554580,71.125080,75.302610
73000,78.515540,74.783030,76.930770,76.180810,71.623710,75.436910
76000,79.145810,74.833640,76.604110,77.064290,71.306250,75.607610
79000,80.033260,74.557410,77.210590,77.236350,70.840120,75.530270
82000,79.867940,74.133810,75.353330,79.095000,70.385770,74.403370
85000,80.604780,74.066920,76.582510,78.104410,70.722550,75.248510
88000,81.277140,75.101090,78.187000,79.730900,71.790400,77.078490
91000,80.971700,75.289420,79.526990,80.331800,71.492270,77.163030
94000,81.361200,75.428710,78.370060,80.570340,71.290040,76.890550
97000,80.970210,75.603960,79.337040,79.510630,71.935420,78.073640
100000,82.783370,74.881440,77.221620,82.637520,71.450740,76.291680
140000,88.037170,78.638860,81.621030,90.972470,75.539100,80.901330
180000,92.259960,79.398330,82.802270,93.231180,75.279070,81.562960
220000,90.465700,80.378100,84.591560,94.940930,76.380720,82.351900
260000,92.113660,82.185840,86.924030,95.947350,78.025910,85.700150
300000,96.056820,86.281460,92.162510,101.461980,81.129500,89.229270
340000,95.365410,84.238120,86.570470,100.951420,81.576740,90.427360
380000,92.574260,86.175340,89.247940,101.337000,81.304690,91.994020
420000,93.376620,86.235450,90.527130,101.695850,83.059900,94.580710
460000,93.766440,86.550070,89.931910,102.208870,82.688440,95.269600
500000,98.026090,86.697360,90.601840,102.659230,83.308320,95.479850
540000,97.766530,92.067370,95.774630,106.817360,87.744510,100.739480
580000,95.461560,93.920700,95.578950,108.253790,87.827460,101.841380
620000,98.371190,92.496980,98.258010,106.109580,89.050390,105.550850
660000,98.104110,91.646640,94.704340,106.512330,88.612680,102.814070
700000,95.714750,92.890650,97.677580,109.086160,88.922390,105.154350
740000,96.765180,92.146070,96.443080,107.355800,88.434510,104.770150
780000,97.861640,93.827190,99.375240,106.927170,89.523110,107.007240
820000,98.273210,96.496970,96.087840,109.237690,90.020820,105.738880
860000,98.820250,94.584210,99.839570,106.822030,90.321950,108.852320
900000,96.087950,96.742320,100.827120,111.371140,90.969080,109.379490
940000,100.425130,95.572650,101.726350,113.576920,91.493810,110.232950
980000,97.772640,94.456240,99.935740,110.409860,90.507170,109.846240
1000000,99.284490,93.835740,98.223670,115.191460,90.426040,109.377100
1500000,116.442790,100.051690,105.545300,162.231790,96.456840,117.074430
2000000,126.053290,100.792200,104.778880,201.197330,97.895080,117.606250
2500000,135.841810,103.373230,110.316860,216.534490,102.403820,122.373400
3000000,139.584880,104.460620,106.787340,234.332060,103.259930,126.151290
3500000,144.136880,107.453640,115.451980,254.909330,100.170850,125.814150
4000000,147.261740,105.421950,107.442310,266.159630,102.814110,122.243990
4500000,153.983890,110.342940,112.217710,278.286570,107.875380,127.883760
5000000,156.206620,109.538650,113.364550,281.274600,106.300950,128.696190
5500000,157.200330,112.099100,115.574990,288.268610,105.136890,130.299010
6000000,158.885060,110.214020,112.881890,288.780780,108.781360,133.890040
6500000,162.378190,116.137190,114.935770,293.559180,109.932150,132.306750
7000000,162.754760,117.854300,118.912730,296.623400,113.238450,133.884400
7500000,165.362200,120.266440,123.745910,303.478080,117.131470,135.280250
8000000,164.709700,119.030070,114.011000,313.592910,116.817280,134.784860
8500000,172.942930,128.905070,122.013110,316.753180,125.017540,141.700200
9000000,170.732920,127.236910,122.805620,320.859240,126.823020,149.024820
9500000,171.701230,132.884280,126.297460,316.640940,126.482240,154.158710
10000000,173.352460,132.878110,126.268480,323.529010,128.933110,160.232540
16000000,180.571830,146.251920,143.440650,347.515500,143.446430,219.197040
22000000,192.350390,158.704720,155.496740,367.672810,156.266840,261.088220
28000000,198.239080,167.782010,164.273420,383.800110,165.108880,278.716890
34000000,213.701790,182.688370,176.674060,404.731090,180.736940,293.851180
40000000,213.280790,182.095220,176.724220,406.707100,179.945970,301.026050
46000000,215.565960,185.538570,182.746880,418.927100,183.000800,315.632300
52000000,216.678960,184.653550,183.075070,421.731630,184.245090,313.528940
58000000,218.619430,184.384330,181.086150,419.594000,183.297320,320.789240
64000000,219.878230,184.935770,180.396360,427.081620,184.710300,315.594790
70000000,256.858660,222.781830,218.496340,464.215530,221.786980,358.866960
76000000,254.689480,220.027230,216.478650,467.223850,219.495580,360.515400
82000000,255.027400,218.460150,215.608020,466.843960,216.943060,362.817550
88000000,256.084850,216.947710,215.650870,469.589480,215.671210,360.250560
94000000,251.970380,215.973530,213.350810,462.946720,215.148500,353.508550
100000000,249.973000,215.082180,213.925150,463.996630,211.408500,366.871930
170000000,267.011240,226.320530,223.693050,488.962010,226.466860,384.567610
240000000,276.028010,230.841720,228.508530,506.244870,234.262440,396.064190
310000000,288.437950,242.595470,239.271690,519.327870,246.563690,417.950050
380000000,292.952410,246.096090,243.123360,530.283280,250.307990,427.525100
450000000,306.182720,249.460510,248.033060,539.435620,254.966040,428.057000
520000000,313.780910,254.388550,253.399910,553.293530,262.400740,440.475760
590000000,327.831130,261.837930,258.395850,565.104200,267.233600,445.627680
660000000,329.830750,262.946010,262.150480,575.614920,267.169150,448.098680
730000000,334.297490,266.700510,265.026560,588.832200,270.740340,456.022300
800000000,340.237860,269.569770,269.608160,586.253420,272.164770,465.150550
870000000,339.853880,273.786740,271.850350,591.657990,276.390160,466.985310
940000000,348.694000,276.005840,272.906300,595.163650,278.685270,471.726070
1000000000,355.149180,278.506100,276.614200,598.957590,280.046830,473.291460
1800000000,386.504650,301.391600,298.230310,628.830660,301.980670,505.641400
2600000000,410.020600,318.286500,318.082970,664.547920,324.290420,516.352900
3400000000,430.688020,328.654630,325.874810,674.291880,341.168800,533.514710
