Elements,fixed[F]holes,byte[F]holes,bit[F]holes,fixed[F]noholes,byte[F]noholes,bit[F]noholes
100,28.099600,30.476870,33.723610,26.108220,28.521240,32.280400
110,27.490590,30.427400,33.935880,26.375840,28.647790,32.828760
120,27.586210,30.621080,34.334560,26.547300,28.871230,32.954620
130,27.902600,30.996510,34.727390,26.846630,29.333760,33.584970
140,27.922770,32.286690,34.716500,27.019150,29.194200,33.419410
150,28.106510,31.192680,34.795560,26.673040,29.172010,33.242820
160,27.600620,30.403800,34.066810,26.933370,29.719500,33.610830
170,26.745080,30.314100,33.996600,26.654130,29.138380,33.317390
180,27.736650,30.911210,34.647840,26.552080,29.167910,33.458650
190,28.070140,31.176150,34.933270,26.800850,29.367940,33.742030
200,27.599400,31.214040,34.998560,26.899020,29.930190,33.712510
210,27.974880,31.208350,34.937160,27.076030,29.421870,33.720010
220,28.543410,31.506600,35.666970,26.836740,29.461990,33.872590
230,28.012270,31.365930,35.123090,27.118010,29.630370,34.009920
240,28.915690,32.604910,35.590410,26.979050,29.685510,34.177980
250,28.828350,31.629850,35.590890,27.092870,30.071790,34.360960
260,29.248990,32.192930,36.085850,27.297830,30.094330,34.541600
270,28.761040,31.832700,35.790470,27.337720,30.062990,34.533610
280,28.316890,32.007230,35.708900,27.463290,30.030100,34.555220
290,28.275340,31.823360,35.729100,27.280580,30.001190,34.492560
300,28.376980,31.696820,35.690650,27.079970,30.229170,34.412930
310,27.683910,31.753780,35.613090,27.019350,29.923640,34.359150
320,28.505250,31.859690,35.694960,27.104730,29.998580,34.488470
330,28.541210,31.817100,35.979620,27.311000,30.056160,34.480830
340,28.492470,31.780910,35.563780,27.225690,29.944560,34.324570
350,28.213020,31.867020,35.936190,27.134330,30.012270,34.502470
360,28.494980,31.696090,35.681120,27.082410,29.963460,34.429960
370,28.460080,31.888960,35.767360,27.392410,30.886470,34.472560
380,28.577680,32.000900,35.897340,27.079870,30.157290,34.644770
390,28.615770,32.069630,36.076370,27.303070,30.249500,34.717260
400,28.596290,32.109830,35.996850,27.386440,30.193200,34.659930
410,28.526940,32.117660,36.774690,27.185560,30.185310,34.647240
420,28.613680,32.104660,35.905520,27.286220,30.192540,34.645710
