Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,38.051188,40.037002,40.586810,42.180112,41.297038,42.596680,40.354485,43.513307,43.712405,42.528724,43.213956,43.699744,40.394070,43.647158,43.589152,43.132052,43.040425,44.583903,40.469125,43.843343,44.036243,42.692645,43.557005,43.927241,40.112026,43.550154,44.015904,42.720215,43.391211,43.612466,40.145705,43.056596,43.825143,42.582110,43.326067,43.742057
7040,38.098427,39.980476,40.578629,42.031294,41.222394,42.465120,40.479523,43.535022,43.584314,42.426817,43.074422,43.645213,40.407330,43.584827,43.430495,42.958339,43.005564,43.997974,40.521549,43.193523,43.915058,42.598503,43.441623,43.836090,40.078906,43.226869,43.948145,42.697170,43.203861,43.590577,40.136591,42.943036,43.695740,42.550929,43.227971,43.679127
7680,38.008890,39.917775,40.390998,41.888957,41.178914,42.441846,40.624739,43.427755,43.581713,42.504514,43.169435,43.521659,40.368626,43.494742,43.493827,43.164886,43.005204,43.776201,40.500412,43.220262,43.880514,42.557447,43.528694,43.840791,40.029602,43.205541,43.881242,42.654986,43.123728,43.529043,40.106235,42.995003,43.726138,42.499840,43.241884,43.642309
8320,38.472021,40.991758,41.511797,43.238927,42.418895,43.850584,40.805183,44.435815,44.663219,43.520325,44.180266,44.791827,40.739199,44.432815,44.515927,43.973224,44.143449,45.240553,40.844659,44.106207,44.889613,43.632666,44.533774,44.906907,40.469499,44.063044,44.982308,43.653089,44.569712,44.651088,40.583290,43.968371,44.895110,43.527568,44.426040,44.652367
8960,38.578221,40.948625,41.433521,42.993128,42.321956,43.740270,40.791831,44.205841,44.580435,43.356793,44.056973,44.573793,40.822903,44.177622,44.389203,43.830661,44.112709,44.836604,40.823351,43.959806,44.891087,43.451688,44.449566,44.783604,40.975095,43.875974,44.875816,43.511104,44.451604,44.488380,40.664281,43.803463,44.883131,43.437057,44.266878,44.568774
9600,38.502950,40.808422,41.421508,43.127794,42.249232,43.765190,40.821269,44.323835,44.573002,43.329349,43.981221,44.549941,40.770247,44.542012,44.483457,43.946390,44.098949,44.752008,40.884952,43.981790,44.864749,43.477124,44.466506,44.772481,40.555239,44.018806,44.888551,43.572786,44.256081,44.417469,40.709691,43.765632,45.054489,43.469992,44.264650,44.553973
10240,38.456197,41.016648,41.417234,43.084703,42.403594,43.739763,40.925328,44.240256,44.540147,43.365620,44.078535,44.481241,40.739972,44.222741,44.404390,43.936129,43.998201,44.821885,40.825339,44.029168,44.800962,43.475801,44.395254,44.717930,40.496423,43.884144,44.838588,43.588762,44.212861,44.415449,40.664782,43.847356,44.757151,43.413083,44.198187,44.454026
10880,38.479820,40.790361,41.284047,42.912989,42.238900,43.514444,40.826146,44.246728,44.452620,43.276959,44.024035,44.595649,40.745999,44.293807,44.509381,44.012992,43.914026,44.738076,40.821577,43.911458,44.712195,43.419769,44.310201,44.674372,40.525931,44.043820,44.794554,43.565131,44.264378,44.374595,40.650171,43.887613,44.639879,43.375497,44.208188,44.442215
11520,38.547056,40.859512,41.250745,42.880505,42.310477,43.469012,40.795026,44.238673,44.503455,43.327884,43.967039,44.546917,40.735868,44.451190,44.454679,43.966534,43.871206,44.730337,40.893392,43.920066,44.734868,43.523860,44.338795,44.617095,40.471747,43.907322,44.781298,43.544016,44.089458,44.328719,40.657341,43.759270,44.659182,43.396317,44.156670,44.486930
12160,38.558018,40.693794,41.180872,42.787773,42.114615,43.339521,40.866153,44.209302,44.432528,43.132316,43.823881,44.368855,40.913303,44.150079,44.313336,43.946586,43.767481,44.685172,40.814462,43.852288,44.624988,43.799579,44.259184,44.558866,40.516161,43.810203,44.690434,43.449593,44.072212,44.210908,40.723274,43.639938,44.287286,43.234582,44.080245,44.416265
