Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,55.400000,47.660000,63.590000,90.330000,65.710000,99.670000,66.520000,978.070000,649.190000,76.810000,72.360000,599.970000,62.560000,575.580000,570.140000,71.580000,98.060000,985.520000,224.600000,984.770000,907.570000,81.740000,70.040000,999.740000,218.110000,822.590000,1105.310000,222.210000,69.490000,761.440000,55.130000,689.890000,552.220000,240.870000,69.320000,815.280000
7040,48.772727,48.690909,55.918182,93.490909,58.727273,71.318182,52.709091,838.300000,718.000000,65.227273,72.009091,639.990909,48.136364,508.900000,741.290909,64.981818,72.372727,606.036364,47.809091,512.627273,611.945455,63.472727,71.409091,598.745455,48.100000,499.790909,618.636364,64.827273,71.427273,607.945455,47.972727,505.654545,729.418182,62.836364,69.600000,757.918182
7680,41.433333,34.708333,48.083333,62.991667,48.566667,65.141667,44.100000,650.591667,599.041667,66.175000,62.575000,522.241667,45.850000,824.950000,450.825000,63.500000,61.900000,821.158333,46.875000,447.391667,477.458333,59.633333,60.258333,463.833333,46.675000,450.975000,450.416667,61.916667,197.741667,813.325000,44.841667,471.883333,447.900000,59.383333,200.833333,810.858333
8320,37.761538,31.284615,43.500000,60.346154,41.715385,60.692308,42.961538,829.446154,458.884615,54.823077,184.515385,420.607692,39.700000,745.807692,410.446154,55.053846,57.769231,454.315385,55.307692,513.746154,463.146154,56.776923,188.769231,431.692308,39.315385,425.300000,410.992308,53.676923,185.738462,745.623077,38.923077,742.376923,414.584615,55.738462,56.453846,418.346154
8960,35.000000,31.057143,42.964286,54.957143,39.857143,57.514286,38.342857,452.071429,424.935714,52.535714,49.321429,397.171429,37.585714,696.192857,386.557143,52.335714,172.900000,710.457143,37.771429,389.042857,385.550000,51.014286,51.914286,390.814286,38.135714,567.871429,432.185714,70.771429,56.500000,696.942857,39.828571,559.028571,402.621429,53.407143,174.378571,510.171429
9600,33.386667,145.146667,39.813333,54.986667,38.686667,54.446667,37.466667,731.166667,407.813333,48.880000,162.480000,362.600000,36.126667,372.293333,371.280000,52.173333,164.473333,656.613333,35.320000,361.913333,362.333333,49.226667,162.233333,670.173333,35.213333,376.860000,360.366667,50.053333,167.206667,366.866667,34.880000,649.606667,359.760000,69.633333,50.306667,626.546667
10240,31.450000,25.912500,37.418750,140.231250,39.718750,51.706250,38.118750,804.862500,395.437500,49.437500,46.800000,626.825000,33.018750,347.212500,340.631250,49.843750,47.825000,343.556250,33.593750,614.175000,342.206250,47.131250,47.931250,616.362500,33.862500,609.318750,339.012500,46.431250,154.581250,611.037500,31.325000,342.400000,338.537500,50.000000,45.431250,605.906250
10880,28.629412,126.317647,36.417647,47.905882,34.488235,50.588235,150.452941,562.064706,382.600000,47.735294,144.805882,353.511765,32.188235,318.900000,319.705882,44.223529,45.911765,326.335294,32.335294,320.747059,318.529412,43.988235,148.488235,322.935294,31.323529,322.094118,323.000000,46.117647,45.711765,575.370588,31.388235,323.476471,321.435294,43.417647,44.247059,575.600000
11520,28.322222,24.044444,130.677778,44.333333,33.333333,46.544444,29.900000,429.266667,331.361111,40.855556,40.844444,554.144444,30.400000,304.011111,406.472222,47.072222,137.700000,344.455556,29.505556,546.516667,307.311111,43.383333,40.194444,303.661111,29.466667,536.177778,300.766667,42.744444,161.277778,303.416667,27.961111,537.377778,302.500000,41.222222,41.088889,545.416667
12160,25.894737,22.810526,125.352632,42.336842,31.889474,43.531579,28.842105,423.721053,314.442105,41.231579,133.294737,511.615789,27.226316,285.347368,285.615789,41.468421,141.300000,288.294737,27.878947,286.889474,284.821053,41.152632,40.805263,317.263158,35.473684,426.984211,332.078947,43.689474,40.947368,298.147368,28.163158,513.747368,290.184211,40.657895,39.457895,287.994737
12800,25.085000,21.545000,32.095000,40.235000,31.165000,42.240000,29.755000,527.955000,298.860000,39.270000,37.885000,495.960000,26.860000,484.655000,274.065000,39.720000,37.850000,482.805000,26.320000,272.460000,271.965000,39.615000,38.740000,275.365000,25.725000,490.865000,272.135000,39.130000,38.720000,298.035000,36.045000,403.650000,303.570000,43.435000,36.180000,499.270000
13440,24.361905,21.138095,30.209524,39.723810,28.466667,39.490476,27.242857,512.461905,289.542857,38.271429,36.709524,482.447619,25.128571,467.700000,259.285714,37.038095,118.514286,469.780952,25.214286,465.757143,261.461905,36.847619,119.147619,261.623810,24.238095,462.257143,259.919048,38.804762,121.261905,263.838095,25.833333,459.571429,258.633333,37.623810,34.866667,263.752381
14080,90.668182,28.372727,37.450000,45.254545,29.840909,38.954545,27.859091,450.404545,414.886364,101.345455,35.290909,313.177273,24.250000,254.063636,373.340909,101.013636,41.690909,392.781818,81.995455,440.881818,251.663636,36.559091,35.422727,261.313636,24.350000,312.827273,251.936364,38.031818,35.640909,252.222727,24.090909,303.304545,366.300000,102.009091,34.786364,260.718182
14720,83.573913,27.739130,34.604348,59.939130,42.643478,49.660870,33.739130,481.482609,386.426087,100.460870,52.934783,392.321739,88.852174,342.334783,368.730435,100.000000,46.586957,306.108696,88.478261,302.682609,362.826087,100.269565,49.052174,307.678261,25.347826,318.382609,365.121739,100.291304,66.065217,316.926087,88.691304,306.886957,363.234783,98.530435,48.026087,303.900000
15360,80.795833,22.779167,33.300000,39.529167,28.095833,36.100000,24.266667,268.525000,354.133333,34.000000,37.625000,279.433333,22.716667,232.700000,287.891667,34.033333,36.429167,294.729167,77.204167,264.083333,249.725000,35.312500,37.320833,283.541667,23.212500,237.258333,341.408333,33.975000,37.987500,281.191667,22.641667,235.275000,288.545833,34.070833,36.275000,287.700000
16000,20.300000,18.732000,27.740000,34.672000,25.536000,33.872000,22.788000,271.580000,239.720000,34.076000,31.092000,394.180000,21.632000,387.016000,218.868000,32.512000,31.668000,221.148000,21.760000,220.720000,219.232000,33.660000,32.080000,395.200000,21.236000,401.836000,239.460000,40.312000,32.152000,313.572000,23.024000,242.420000,220.016000,33.528000,32.040000,390.580000
16640,26.592308,18.126923,25.400000,33.261538,25.030769,32.065385,20.580769,597.426923,235.361538,31.503846,31.626923,217.461538,20.392308,377.323077,211.023077,31.530769,97.611538,213.096154,20.315385,380.111538,211.188462,31.196154,98.323077,363.100000,19.492308,373.792308,210.034615,31.061538,98.938462,375.830769,19.842308,210.111538,219.300000,36.311538,98.211538,253.526923
17280,18.292593,17.437037,24.411111,32.400000,23.707407,32.166667,21.492593,323.140741,229.451852,31.051852,30.051852,210.996296,19.218519,367.196296,208.062963,29.781481,29.192593,207.240741,19.259259,202.914815,204.707407,30.844444,94.166667,204.955556,19.218519,206.155556,204.092593,30.637037,30.448148,369.366667,19.748148,206.840741,205.133333,40.855556,29.440741,367.977778
17920,18.128571,16.917857,24.403571,44.803571,25.085714,32.271429,74.500000,353.728571,236.617857,31.707143,31.121429,352.432143,18.460714,350.971429,204.732143,29.867857,94.635714,353.057143,19.400000,350.503571,198.275000,30.692857,29.453571,201.214286,20.703571,200.842857,199.010714,31.157143,30.482143,357.100000,18.710714,199.928571,198.471429,30.414286,28.653571,350.853571
18560,17.075862,15.531034,24.993103,30.524138,23.575862,29.782759,19.668966,374.282759,206.510345,29.589655,36.724138,301.834483,18.844828,424.113793,193.593103,30.231034,89.065517,192.679310,18.734483,193.589655,191.717241,30.044828,88.144828,343.886207,18.531034,335.968966,216.296552,80.562069,31.986207,241.406897,67.317241,242.741379,287.920690,79.503448,34.986207,244.931034
19200,17.380000,19.123333,28.983333,35.626667,25.866667,35.933333,24.006667,268.386667,291.890000,77.263333,33.850000,236.650000,18.103333,231.580000,337.046667,77.340000,35.010000,280.700000,19.260000,259.716667,279.063333,78.463333,34.796667,240.373333,66.313333,238.303333,278.133333,79.273333,34.346667,239.303333,65.906667,236.646667,277.533333,76.440000,32.503333,236.666667
19840,16.345161,18.225806,27.009677,36.041935,24.790323,34.980645,21.545161,226.490323,282.525806,75.587097,30.122581,240.587097,19.432258,283.190323,278.429032,75.370968,32.948387,229.925806,62.651613,228.745161,269.103226,74.161290,31.835484,250.806452,64.167742,271.374194,286.609677,76.861290,32.777419,235.274194,62.480645,235.206452,275.725806,75.087097,31.754839,234.177419
20480,15.656250,14.665625,76.768750,28.096875,22.240625,27.356250,18.250000,422.150000,185.025000,27.787500,80.606250,307.512500,16.521875,175.740625,173.112500,27.684375,26.859375,174.303125,16.987500,173.331250,173.165625,28.075000,80.096875,175.143750,16.593750,175.781250,175.475000,27.762500,27.771875,225.034375,20.359375,251.268750,274.525000,72.518750,26.809375,178.593750
