Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,23.916738,23.004092,27.222193,26.258149,34.060911,34.826845,24.724023,31.184797,33.030171,31.306863,32.894670,32.832945,24.627114,31.560826,36.359560,32.888534,38.760082,33.898461,24.631563,31.582215,40.815019,31.684356,33.387753,43.241925,24.954613,31.043308,34.636420,35.537920,33.544819,33.303479,24.642787,31.240311,34.529145,31.185040,32.973339,34.061226
7040,23.922490,22.948084,27.316935,25.415261,30.180429,29.868453,24.662303,31.162591,37.885410,31.434539,33.135624,38.533989,24.650174,31.173991,33.771222,32.456559,33.775602,34.754801,24.654440,31.354626,40.081446,31.155920,33.447684,33.893307,25.065627,31.321370,35.639968,31.247600,33.986256,36.601295,24.646681,31.358837,33.283145,30.921676,34.546569,33.869352
7680,23.881973,22.951369,27.240078,26.097249,28.870583,31.100551,24.953850,31.173459,37.366216,31.731860,41.741314,34.977609,24.657383,31.637039,35.335682,31.193242,38.521264,33.821207,24.623890,31.215331,36.525803,30.930270,33.697400,34.197219,24.945305,30.989723,39.187983,31.598071,42.809999,39.168265,24.633653,31.301754,33.750491,30.961928,37.747858,40.227831
8320,24.463893,24.024677,28.730848,27.635778,30.618446,30.357542,25.405479,32.975181,41.631499,32.590875,36.860128,37.516583,25.356082,28.467751,37.501997,32.944550,38.925745,34.722343,25.365014,31.294374,41.449469,33.252960,38.370818,31.598428,25.497943,33.009268,32.505451,32.840577,37.857804,32.915521,25.394195,33.651597,36.905214,32.607911,39.721114,40.219257
8960,24.515043,23.919863,28.831167,26.450149,27.718247,30.526259,25.382863,33.096493,37.949517,32.650714,43.338881,43.807848,25.345315,32.998575,34.583720,34.045406,35.045726,35.366204,25.395794,33.330046,40.173350,32.889683,37.107200,40.742082,25.445989,33.360729,38.591950,33.035256,39.498233,38.600192,25.410704,32.847161,36.959689,31.277984,34.808479,39.182485
9600,24.473284,24.017372,28.611493,26.473818,37.056569,36.066050,25.376355,35.374987,39.550078,32.568979,35.860163,34.573258,25.466870,32.730955,40.083780,32.520129,36.235378,40.053812,25.381067,33.076401,43.714389,32.897370,34.759199,35.886899,25.432307,33.331200,36.209524,32.923836,42.000310,37.218613,25.345708,33.112737,42.843010,32.543424,36.199144,35.633660
10240,24.499511,23.967814,28.449476,28.154517,35.970921,27.072892,25.720287,33.051864,39.879857,35.055681,40.819415,33.691632,25.563777,33.002868,36.137953,35.558785,38.398941,37.448741,25.606554,33.428306,42.833225,32.921419,41.711691,40.659659,25.713256,34.571121,45.089328,32.925710,41.196594,38.485163,25.567974,32.846724,36.658579,32.697817,37.135397,38.301565
10880,24.481717,23.969952,28.464189,27.132851,36.576640,32.865417,25.376516,32.773463,38.901260,32.972969,36.128519,43.504660,25.374584,32.920928,34.975638,32.594408,33.016922,37.307336,25.377544,32.983077,42.808036,33.255283,34.284700,38.091455,25.450489,33.066662,42.660737,32.847429,35.726787,34.902240,25.380917,32.814094,37.038616,37.091416,40.014998,40.777314
11520,24.466753,24.096316,28.332490,26.417189,32.575692,35.510256,25.358347,32.743499,41.063437,32.984544,41.045808,39.778719,25.349976,33.309109,35.741711,32.862649,40.129980,35.209092,25.409037,37.345369,36.216377,32.878738,34.938748,39.647274,25.489955,34.702102,40.096241,32.839034,43.329890,41.942139,25.352265,33.183683,42.301561,33.202935,38.619227,38.073925
12160,24.472972,23.924494,28.895744,26.588517,30.920482,38.297005,25.450832,33.600677,40.207393,32.868082,35.027692,40.062568,25.333372,36.485072,35.563832,32.874289,37.489087,37.622549,25.420147,32.938855,34.808497,32.994748,35.957200,40.624951,25.463817,33.106943,43.452776,32.872459,36.884215,41.806283,25.350965,35.989106,38.955667,32.599590,38.937664,39.004811
