Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,20971.586250,20971.686250,2621.516250,2621.616250,2621.516250,2621.616250,41943.223750,5243.085000,5243.085000,23593.155000,23593.155000,5243.085000,41943.223750,5243.085000,5243.085000,23593.155000,23593.155000,5243.085000,41943.223750,5243.085000,5243.085000,23593.155000,23593.155000,5243.085000,41943.223750,5243.085000,5243.085000,23593.155000,23593.155000,5243.085000,41943.223750,5243.085000,5243.085000,23593.155000,23593.155000,5243.085000
7040,19065.078409,19065.169318,2383.196591,2383.287500,2383.196591,2383.287500,38130.203409,4766.440909,4766.440909,21448.322727,21448.322727,4766.440909,38130.203409,4766.440909,4766.440909,21448.322727,21448.322727,4766.440909,38130.203409,4766.440909,4766.440909,21448.322727,21448.322727,4766.440909,38130.203409,4766.440909,4766.440909,21448.322727,21448.322727,4766.440909,38130.203409,4766.440909,4766.440909,21448.322727,21448.322727,4766.440909
7680,17476.321875,17476.405208,2184.596875,2184.680208,2184.596875,2184.680208,34952.686458,4369.237500,4369.237500,19660.962500,19660.962500,4369.237500,34952.686458,4369.237500,4369.237500,19660.962500,19660.962500,4369.237500,34952.686458,4369.237500,4369.237500,19660.962500,19660.962500,4369.237500,34952.686458,4369.237500,4369.237500,19660.962500,19660.962500,4369.237500,34952.686458,4369.237500,4369.237500,19660.962500,19660.962500,4369.237500
8320,16131.989423,16132.074038,2016.550962,2016.635577,2016.550962,2016.635577,32264.018269,4033.142308,4033.142308,18148.580769,18148.580769,4033.142308,32264.018269,4033.142308,4033.142308,18148.580769,18148.580769,4033.142308,32264.018269,4033.142308,4033.142308,18148.580769,18148.580769,4033.142308,32264.018269,4033.142308,4033.142308,18148.580769,18148.580769,4033.142308,32264.018269,4033.142308,4033.142308,18148.580769,18148.580769,4033.142308
8960,14979.704464,14979.783036,1872.511607,1872.590179,1872.511607,1872.590179,29959.445536,3745.060714,3745.060714,16852.253571,16852.253571,3745.060714,29959.445536,3745.060714,3745.060714,16852.253571,16852.253571,3745.060714,29959.445536,3745.060714,3745.060714,16852.253571,16852.253571,3745.060714,29959.445536,3745.060714,3745.060714,16852.253571,16852.253571,3745.060714,29959.445536,3745.060714,3745.060714,16852.253571,16852.253571,3745.060714
9600,13981.057500,13981.130833,1747.677500,1747.750833,1747.677500,1747.750833,27962.149167,3495.390000,3495.390000,15728.770000,15728.770000,3495.390000,27962.149167,3495.390000,3495.390000,15728.770000,15728.770000,3495.390000,27962.149167,3495.390000,3495.390000,15728.770000,15728.770000,3495.390000,27962.149167,3495.390000,3495.390000,15728.770000,15728.770000,3495.390000,27962.149167,3495.390000,3495.390000,15728.770000,15728.770000,3495.390000
10240,13107.241406,13107.310156,1638.447656,1638.516406,1638.447656,1638.516406,26214.514844,3276.928125,3276.928125,14745.721875,14745.721875,3276.928125,26214.514844,3276.928125,3276.928125,14745.721875,14745.721875,3276.928125,26214.514844,3276.928125,3276.928125,14745.721875,14745.721875,3276.928125,26214.514844,3276.928125,3276.928125,14745.721875,14745.721875,3276.928125,26214.514844,3276.928125,3276.928125,14745.721875,14745.721875,3276.928125
10880,12336.227206,12336.291912,1542.068382,1542.133088,1542.068382,1542.133088,24672.484559,3084.167647,3084.167647,13878.326471,13878.326471,3084.167647,24672.484559,3084.167647,3084.167647,13878.326471,13878.326471,3084.167647,24672.484559,3084.167647,3084.167647,13878.326471,13878.326471,3084.167647,24672.484559,3084.167647,3084.167647,13878.326471,13878.326471,3084.167647,24672.484559,3084.167647,3084.167647,13878.326471,13878.326471,3084.167647
11520,11650.881250,11650.942361,1456.397917,1456.459028,1456.397917,1456.459028,23301.790972,2912.825000,2912.825000,13107.308333,13107.308333,2912.825000,23301.790972,2912.825000,2912.825000,13107.308333,13107.308333,2912.825000,23301.790972,2912.825000,2912.825000,13107.308333,13107.308333,2912.825000,23301.790972,2912.825000,2912.825000,13107.308333,13107.308333,2912.825000,23301.790972,2912.825000,2912.825000,13107.308333,13107.308333,2912.825000
12160,11037.676974,11037.734868,1379.745395,1379.803289,1379.745395,1379.803289,22075.380921,2759.518421,2759.518421,12417.450000,12417.450000,2759.518421,22075.380921,2759.518421,2759.518421,12417.450000,12417.450000,2759.518421,22075.380921,2759.518421,2759.518421,12417.450000,12417.450000,2759.518421,22075.380921,2759.518421,2759.518421,12417.450000,12417.450000,2759.518421,22075.380921,2759.518421,2759.518421,12417.450000,12417.450000,2759.518421
