Elements,Fenw,LFenw,Byte,LByte,Bit,LBit,LFenwFenw16,LByteByte16,LBitBit16,Fenw(16),LFenw(16),Byte(16),LByte(16),Bit(16),LBit(16),LFenwFenw16(16),LByteByte16(16),LBitBit16(16),Fenw(32),LFenw(32),Byte(32),LByte(32),Bit(32),LBit(32),LFenwFenw16(32),LByteByte16(32),LBitBit16(32),Fenw(64),LFenw(64),Byte(64),LByte(64),Bit(64),LBit(64),LFenwFenw16(64),LByteByte16(64),LBitBit16(64)
12800,23.256231,23.763035,24.618359,24.143749,25.145283,25.004031,25.073982,25.492723,25.960373,27.003356,26.759169,26.726354,27.151483,27.166121,27.190295,27.166973,27.182677,27.100144,26.832535,26.928728,26.704777,26.788144,26.836347,26.809999,27.132163,27.306754,27.251025,26.770912,26.756814,26.736559,26.870280,26.993919,26.847739,27.268522,27.245215,27.163423
19200,23.526586,24.482887,24.883536,25.082752,25.175119,25.459467,25.816393,26.015836,27.028975,28.505281,28.084796,28.209697,28.461244,28.749615,28.542727,28.637928,28.466098,28.584651,28.259335,28.308642,28.084713,28.145412,28.256024,28.067026,28.439892,28.662241,28.622686,28.259826,27.998427,27.852171,28.110260,28.443257,28.102471,28.570854,28.547513,28.468822
25600,24.516232,25.727840,25.743724,26.213661,26.061843,26.576083,26.537836,26.840909,27.631335,29.238658,28.641585,28.898978,29.012940,29.370647,29.471787,29.175959,29.071228,29.153481,28.746358,28.928978,28.732708,28.550626,28.967275,28.720371,29.027822,29.304520,29.256398,29.050852,28.742216,29.390057,28.901732,29.204102,28.733350,29.224556,29.115616,29.162322
32000,25.573161,26.925302,26.787294,27.641859,27.155845,28.144354,27.096916,27.952821,28.489354,29.526879,29.003553,29.377100,29.309972,29.731265,29.394368,29.799296,29.632454,29.625565,29.261018,29.414495,29.380052,29.145562,29.635098,29.177181,29.581582,30.002517,29.676926,29.551245,29.322573,29.377896,29.166416,29.763158,29.196695,29.583115,29.532605,29.747464
38400,25.435314,26.902940,26.678830,27.479141,27.029357,27.954062,27.099101,27.807530,28.478458,29.886169,29.278751,29.654834,29.527825,30.009927,29.710871,30.150618,30.069363,29.958385,29.865812,29.781647,29.843731,29.422709,30.011466,29.469684,29.943137,30.305986,30.095272,29.845718,29.622765,29.676264,29.528238,30.234894,29.466508,29.836161,29.773982,30.045487
44800,25.090169,26.545855,26.632893,27.451623,26.920624,28.107182,26.618131,27.846420,28.235244,30.178679,29.531414,29.991633,29.689190,30.339142,30.073286,30.471354,30.270934,30.255574,30.160801,30.060318,30.007307,29.560843,30.256952,29.709603,30.286932,30.641895,30.454337,30.016076,29.794903,29.871881,29.840202,30.637537,29.833867,30.383178,30.097903,30.189005
51200,25.211641,26.700916,27.013993,27.876210,27.130588,28.587290,26.578252,28.145675,28.699040,30.592276,30.453742,30.224228,30.073411,30.704513,30.477104,30.923008,30.393722,30.572414,30.251250,30.327262,30.137660,29.970410,30.478531,29.915188,30.414621,31.013652,30.560315,30.225884,29.920744,30.143766,30.074264,30.887673,30.159055,30.462626,30.389606,30.512001
57600,25.283934,27.054880,27.109762,28.094373,27.391888,28.748816,26.837472,28.433945,28.967891,30.676165,30.028566,30.431934,30.186484,30.990372,30.644323,31.020917,30.720445,31.064245,30.584561,30.571537,30.317625,30.520963,30.703047,30.166959,30.684252,31.189458,31.064066,30.609532,30.164854,30.802779,30.329928,31.146093,30.400257,30.662891,30.584454,30.705631
64000,25.982394,28.275055,27.632009,28.816317,28.074225,29.494402,27.449537,29.072574,29.473969,30.927506,30.448329,30.732913,30.451164,31.405606,30.794213,31.287900,30.905100,31.103306,31.262708,30.836107,30.506804,30.496109,30.997506,30.464586,30.855934,31.427650,31.464621,30.766612,30.495883,31.081515,30.706787,31.297795,30.687249,30.755174,30.734645,30.915706
128000,26.514558,29.089483,28.435230,30.304877,29.123477,31.162457,28.085627,31.349668,30.255838,33.384325,33.370540,33.639136,33.898921,34.337475,33.819689,33.909952,34.429864,34.669686,33.865979,33.622303,32.984164,33.183087,33.553170,33.146397,33.392185,33.419988,33.679786,34.063313,33.542908,33.612889,34.084209,34.049566,33.306264,33.579184,33.462819,33.433990
192000,26.435568,29.260580,28.644427,30.632339,29.253423,31.635472,27.993331,30.244674,31.115108,33.172526,32.569070,33.247873,33.165221,33.574987,33.058024,33.118991,33.682348,34.094215,34.838772,34.959753,34.394252,34.913168,34.953794,35.089755,35.153126,35.385744,35.802921,36.809702,36.173296,36.499045,37.030029,36.748956,36.270187,36.413174,36.271765,36.504942
256000,27.120788,30.311209,29.172380,31.567304,29.919833,32.703584,28.678083,30.690424,31.039224,33.822057,33.940467,34.064141,34.456029,34.593247,34.404651,34.152081,34.867696,35.026707,36.315685,36.537228,39.271745,39.026816,38.749883,37.256522,36.759690,37.312647,37.492284,39.638497,39.074147,39.376631,39.885966,39.377772,39.198711,39.291976,39.180204,39.137774
320000,27.145939,30.332859,29.247136,31.663954,29.943178,32.820138,28.604425,30.700075,31.090528,33.579189,33.573264,33.732160,34.003801,34.205428,33.918345,33.742982,34.365161,34.699061,35.768229,35.564825,35.920324,36.057206,36.099638,36.401230,36.193212,36.557201,36.727326,39.269593,38.944082,39.277619,39.862630,39.525668,39.171143,39.189635,39.503394,39.787157
384000,27.317442,30.794789,29.337530,32.022335,30.037995,33.146648,28.814068,30.821819,31.289874,33.907604,34.175344,34.160377,34.745812,34.768803,34.760268,34.392605,35.723764,35.779676,35.908070,35.988420,35.923791,35.956258,35.891983,36.496784,36.056077,36.627063,36.695416,40.055334,39.753643,40.307424,40.569716,40.332385,40.230730,40.434457,40.585091,40.628590
448000,27.181759,30.671582,29.494847,32.231729,30.367166,33.408951,28.715799,31.021101,31.460161,33.934874,34.606366,34.446490,35.286823,35.258009,35.083054,35.607451,35.677866,35.653054,36.038313,36.298873,36.067111,36.415691,36.040662,36.784506,36.212796,36.669681,36.895171,41.338005,41.022025,41.240604,41.917820,41.348510,41.273734,41.724258,42.066381,42.005798
512000,27.612850,31.389326,29.878520,32.947480,30.674068,33.966044,29.020217,31.402816,31.864464,34.407154,35.303795,34.998486,35.932461,35.650705,35.709647,35.347751,36.220757,36.240041,36.823612,37.355139,36.967151,37.657290,37.019237,38.779268,36.993753,37.602800,37.773795,43.012001,42.422485,42.339574,43.360244,42.628188,42.432539,43.173741,43.528215,43.318079
576000,27.855011,31.611233,30.081150,33.093201,30.853599,34.153854,29.302192,31.736972,32.103396,34.489385,35.403075,35.045389,36.175602,35.825334,35.989282,35.432020,36.371432,36.641319,36.663833,36.904853,40.074946,37.219967,36.677069,37.463498,36.699324,37.379446,37.468153,42.397826,41.745243,41.626861,42.696566,42.009881,41.865252,42.498623,42.953274,42.817875
640000,27.670117,31.439861,29.946269,33.033868,30.746865,34.058422,29.107743,31.574730,31.999337,34.340775,35.332170,34.921179,35.978179,35.653237,35.764837,35.365663,36.193912,36.374861,36.330450,36.989931,36.508994,37.162961,36.384157,37.461105,36.478520,37.172703,37.419844,41.689123,41.105645,41.093824,42.246298,41.600342,41.349865,41.875285,42.210766,42.406814
1280000,28.154905,32.788803,30.757796,34.241849,31.444635,35.410427,29.729368,32.298540,32.796870,34.689836,36.163916,35.576841,36.909281,36.390746,37.183076,35.876297,36.919343,37.278667,37.283086,38.682721,38.393638,38.907265,38.105813,39.709927,37.984364,39.090780,39.589355,42.855498,42.453063,42.211896,43.541518,42.913832,42.937046,42.882438,43.467896,43.548982
1920000,28.234546,33.297899,31.121973,34.953033,31.916782,36.040000,29.872983,32.809811,33.388064,34.780894,36.761611,35.982107,37.831827,36.839900,38.338857,36.321103,37.416222,37.791561,37.243091,39.361801,38.795522,39.600957,38.737083,40.391357,38.190969,39.340757,39.782794,43.792218,43.962318,43.645822,45.147093,43.621349,44.269520,44.249838,45.236627,44.797902
2560000,28.597480,33.804768,31.420909,35.329302,32.070787,36.589917,30.222030,33.239686,33.730060,35.099097,37.232092,36.432480,38.328856,37.161410,38.798649,36.515756,37.673905,38.058955,37.640370,39.781654,39.334093,40.030567,39.134990,40.985457,38.667733,39.781512,40.255009,44.244148,44.533621,44.174565,45.712448,44.187034,44.872613,44.784403,45.645510,45.298382
3200000,28.735752,34.291169,31.672519,35.725368,32.194623,36.921800,30.591637,33.315530,33.948726,35.235125,37.713990,36.575015,38.799545,37.572695,39.498559,36.745672,38.105071,38.363665,37.860770,39.990129,39.655663,40.521908,39.575919,41.730531,38.865778,40.273982,40.748191,44.406207,44.749752,44.188947,45.828927,44.292503,45.190728,44.673714,45.707087,45.180043
3840000,28.686164,34.578558,31.725179,36.067520,32.590944,37.279948,30.453057,33.442850,34.200572,35.243685,37.775580,36.651676,39.209830,37.661946,39.864135,36.710850,38.077093,38.482284,38.015263,39.999149,39.720126,40.752367,39.697073,42.232345,39.003305,40.463156,40.910209,44.527095,45.177183,44.629629,46.354934,44.437968,45.690000,45.086288,46.123256,45.528367
4480000,28.986085,35.017787,32.099567,36.444824,32.834372,37.836521,30.938606,33.918485,34.535740,35.664420,38.589891,37.125309,39.984144,38.154144,40.516422,37.260757,38.618315,38.897271,38.552899,40.863286,40.429102,41.483224,40.522656,43.036733,39.627416,41.067747,41.415953,45.120612,46.197287,45.573075,47.355899,45.168875,46.710562,45.915741,47.012131,46.310897
5120000,28.951191,34.991569,32.068770,36.462367,32.908916,37.968545,30.730396,33.760276,34.485681,35.562005,38.436565,36.943049,39.803142,38.124182,40.310566,37.279919,38.405756,38.850085,38.377647,40.540089,40.097505,41.351177,39.940047,42.767004,39.424069,40.796372,41.219223,44.679464,45.735166,45.046923,46.836964,45.073731,46.343943,45.449339,46.426132,46.065201
5760000,28.916801,35.029980,32.133232,36.525850,33.098737,37.974612,30.762187,33.944774,34.490944,35.524901,38.390630,37.023110,39.931973,38.160064,40.508695,37.049330,38.468613,38.860909,38.400259,40.538963,40.200340,41.413207,40.285373,42.941013,39.423330,40.788497,41.215048,44.787576,45.874206,45.171240,47.120240,44.964033,46.595511,45.513684,46.734415,46.161683
6400000,29.009591,35.364452,32.343698,36.885905,33.247426,38.306808,30.940508,34.178638,34.763665,35.693571,38.842994,37.231070,40.297950,38.419203,40.886038,37.194015,38.636517,39.091599,38.570797,40.941051,40.523292,41.769062,40.605365,43.453509,39.607327,41.103088,41.629484,44.876979,46.236131,45.538970,47.375716,45.297921,46.880192,45.750274,47.013590,46.382970
12800000,29.440994,36.526352,33.070729,38.122062,33.917096,39.466169,31.339493,34.873539,35.585051,36.126564,39.888284,37.773374,41.473631,39.373004,42.209082,38.477954,39.380258,39.858739,39.016302,42.223613,41.408735,43.136087,41.333238,44.936034,40.119856,41.902860,42.502110,45.662561,47.735069,46.496751,48.749107,46.156829,48.521166,46.584206,48.199843,47.238766
19200000,29.630602,37.273588,33.422201,38.621333,34.411833,40.158301,31.626600,35.133632,35.968947,36.383098,40.526800,38.478801,43.397416,39.948730,42.941098,37.902663,39.838234,40.429509,39.337823,43.026553,41.975174,43.796464,41.820086,45.704126,40.437358,42.204896,42.990995,46.063599,48.616060,47.301139,49.720329,47.165130,49.556837,47.128639,48.876626,48.653925
25600000,29.870636,37.513875,33.710909,39.130270,34.932216,40.558378,31.747416,35.619213,36.238160,36.473897,40.930358,38.415227,42.764130,40.255025,43.399003,38.049756,40.064430,40.626421,39.381733,43.316591,42.200289,44.288017,42.101611,46.281383,40.872646,42.330199,43.363925,46.315373,49.079129,47.618784,50.198526,47.638572,50.178318,47.290619,49.447354,48.874108
32000000,29.954945,38.167564,34.125296,39.617539,35.410172,41.257702,31.864799,36.562835,36.594125,36.510948,41.352047,38.649162,43.138107,40.532195,43.819432,38.306012,40.262545,41.026904,39.508591,43.730006,42.397464,44.699133,42.344463,46.837328,40.601564,42.548917,43.603557,46.652618,49.698084,47.929927,50.672830,48.229745,50.831100,47.702205,49.569830,49.299028
38400000,30.293079,38.137610,34.969187,39.799796,35.509569,41.300425,32.098003,36.062820,36.737463,36.745154,41.770593,38.881753,43.426113,40.713905,44.026758,38.383071,40.450546,41.048405,39.803250,44.188232,42.605224,45.034903,42.452823,47.143208,41.052556,42.908926,43.931856,46.826462,50.019419,48.279621,51.193773,48.871155,51.243889,47.974616,50.024471,49.748269
44800000,30.251492,38.146117,34.208099,39.910720,35.595014,41.468136,32.052647,35.872831,36.736787,36.676642,41.623694,39.040712,43.595200,40.779639,44.112563,38.321332,40.417926,41.344789,39.699679,44.035519,42.641514,45.208502,42.527667,47.207577,40.995353,43.765520,44.057281,46.811086,50.048390,48.237467,51.148788,48.852003,51.493154,47.813469,49.966645,49.911777
51200000,30.454104,38.586159,34.538276,40.301312,35.861402,41.880921,32.305027,36.179967,37.030050,36.798748,42.113636,39.065860,43.958773,41.273857,44.442986,38.732478,40.850548,41.532282,39.838568,44.410353,42.988833,45.376377,42.911523,47.557054,41.066388,43.071276,44.123389,47.032195,50.337194,48.653316,51.893091,49.406478,52.226011,48.154689,50.518250,50.523402
57600000,30.485415,38.544352,34.471407,40.462972,35.878393,42.101555,32.168678,36.240305,37.192678,36.759646,42.242067,39.107203,44.140630,41.260787,44.708508,38.515912,40.672510,41.662026,39.753278,44.497734,42.966032,45.503751,42.736669,47.760147,40.962457,43.042548,44.155226,46.969328,50.429785,48.574424,51.799075,49.339189,52.189721,47.960948,50.334460,50.460284
64000000,30.483253,38.791740,34.642620,40.778684,36.237745,42.416627,32.338353,36.477752,37.346895,36.877575,42.421949,39.470726,44.432965,41.429517,45.169769,38.632058,41.152142,42.128119,39.920089,44.726998,43.161648,45.920365,43.178158,48.571744,41.320674,43.554773,44.624699,47.281768,50.806455,48.803018,52.412208,50.706813,52.526220,48.399863,50.704585,50.646135
128000000,31.110103,39.893880,35.725334,41.943971,37.027828,43.807531,32.823121,37.371697,38.298979,37.428635,43.597093,40.173953,45.824104,42.404004,46.441839,39.421799,41.873342,43.104076,40.588242,45.956600,43.970671,47.460853,44.158879,49.671297,41.945314,44.411405,45.870271,47.766226,52.082159,50.034515,53.823559,51.106369,54.477222,49.144195,51.874937,52.163698
192000000,31.322824,40.155414,36.166152,42.515597,37.437898,44.516956,33.026727,37.793071,38.880565,37.612197,44.141178,40.601663,46.483122,42.940912,47.023457,39.578121,42.297535,43.715214,40.766837,46.515160,44.426233,48.194368,46.912821,50.322732,42.455735,44.957174,46.573682,48.640826,53.280759,51.298468,55.352301,52.704809,56.249027,50.240262,53.214497,54.139276
256000000,31.673009,40.818339,36.846594,43.400541,38.093960,45.374174,33.405172,38.281073,39.597830,37.993244,44.814011,41.124703,47.425024,43.599273,47.842901,40.018280,42.848221,44.368364,41.184635,47.338183,45.100441,49.465837,45.639337,51.425993,43.016236,45.902497,47.715607,49.364094,54.189829,52.050496,56.379746,53.518230,57.191732,51.114300,53.918085,54.929583
320000000,31.847297,41.060609,37.049697,43.683057,38.643295,45.939384,34.712448,39.791429,41.252996,38.142578,45.201184,41.400072,47.767989,43.865713,48.172100,40.309579,43.231164,44.579306,41.503533,47.587482,45.434516,49.774174,46.040013,51.661803,43.483380,46.247803,48.032617,49.921816,54.701578,52.664762,56.964665,53.954047,57.605449,51.735524,54.530277,55.579708
384000000,32.001240,41.310543,37.246246,44.098637,38.905142,46.131969,36.213902,41.266734,42.919771,38.247292,45.293616,41.477598,48.057027,44.065732,48.356617,40.267749,43.334911,44.924579,41.755028,47.806386,45.620687,50.389473,46.236795,52.056849,43.583809,46.453365,48.397287,50.196047,54.904279,52.906991,57.375774,54.454655,58.236847,52.020961,54.851972,57.632286
448000000,32.085328,41.636476,37.520203,44.349866,39.119233,46.392742,36.934826,42.353885,43.839963,38.380434,45.665664,41.742351,48.509753,44.413826,48.768825,40.469870,43.503777,45.184522,41.856568,48.147627,45.742174,50.572326,46.646492,52.451505,43.698675,46.833570,48.704765,50.640233,55.679051,53.485849,57.987382,54.776054,58.700007,52.441051,55.257956,56.597682
512000000,32.419430,42.070947,37.885780,45.113444,39.638606,46.946298,37.283549,42.941572,44.521767,38.511422,45.992446,41.993197,48.918685,44.698075,49.231065,40.572379,43.761022,45.433355,42.099551,48.574573,46.068345,51.127288,47.047249,53.035813,43.949345,47.158177,49.366850,50.662929,55.872615,53.682296,58.417280,55.297042,59.278010,52.692001,55.583960,57.218514
576000000,32.580830,42.089634,38.076091,45.119051,40.072360,47.158172,38.099177,43.006737,44.531955,38.702962,46.328442,42.209939,49.231399,44.982099,49.453925,40.821664,44.000064,45.668382,42.238781,48.836794,46.417023,51.620091,47.156905,53.170920,44.397162,47.362737,49.425930,50.959573,56.541232,54.152982,58.946232,55.451250,59.511831,52.977730,55.783378,57.404610
640000000,32.620494,42.330646,38.208101,45.256037,39.994735,47.400749,37.245383,43.203072,44.357913,38.752771,46.415093,42.294117,49.257108,45.115809,49.477775,40.858135,44.028376,45.698241,42.334065,48.948058,46.489409,51.538546,47.243504,53.309246,44.253702,47.500859,49.495951,51.035413,56.381223,54.036293,58.985439,55.722053,59.739563,53.092443,55.977545,57.788756
1280000000,33.252152,44.296796,39.526149,46.943506,42.128487,49.227777,38.864088,44.726336,46.145630,39.395258,47.632981,43.218853,50.853288,46.359905,50.908359,41.600739,45.023020,46.921301,43.266014,50.203614,48.445388,53.133073,48.553784,54.891726,45.039475,48.584759,50.937865,51.788723,58.216800,55.587563,60.604664,57.049954,61.329161,53.965720,57.216679,59.290556
1920000000,42.077238,53.208915,40.760941,48.238058,43.110869,51.105742,45.637719,47.082031,50.016193,39.872572,48.443644,43.849931,51.723131,47.212047,52.139198,41.967725,45.731228,47.802426,43.418437,51.224495,48.162408,54.239211,49.416313,55.949006,45.434999,49.243749,51.640807,52.121292,58.905764,56.049565,61.496543,58.418813,62.485227,55.718259,60.581551,60.271002
2560000000,49.370130,63.326876,42.094031,50.398900,44.633365,52.436225,60.118630,49.155572,50.197823,40.453410,50.628180,44.529830,52.962528,48.305408,52.734349,43.623260,46.614049,48.782525,45.564430,51.857198,48.963016,55.569798,51.344950,56.654590,45.975397,49.906942,52.373266,52.662024,59.836562,56.955892,62.453571,59.375806,63.041360,54.726447,59.327948,60.622450
3200000000,59.570590,75.855172,47.311582,55.236478,47.584813,56.366619,75.489546,52.737864,55.083705,42.123733,52.244456,46.486830,54.448941,52.506647,56.094833,44.167245,49.428689,51.214549,46.738607,55.392290,52.290255,59.221054,53.650986,57.837054,46.953878,52.486323,54.857772,55.246616,61.971120,59.970556,67.392276,62.262288,66.625193,56.019895,59.203621,64.287872
3840000000,65.290072,83.881221,53.067149,57.070765,52.203850,60.269876,82.041716,56.576736,58.152601,47.437963,54.636260,49.799390,58.883428,52.520600,59.747952,47.498265,52.714319,51.700357,51.472003,56.581906,52.920867,58.396245,55.100252,62.508512,52.218944,53.588341,58.566971,59.808341,67.725876,64.130528,70.492980,66.081271,72.343510,62.246341,64.584378,66.664411
4480000000,70.806043,89.541614,57.456756,64.916023,56.950665,64.251668,89.770870,62.922672,65.605083,51.182468,60.387110,55.185405,62.405287,59.003248,65.667447,53.529520,57.985247,60.926578,58.140872,63.998417,61.309941,65.198978,64.960245,68.346610,57.485879,62.960434,66.953989,66.779939,74.594015,71.488123,77.385776,73.089378,78.623949,68.869972,75.090296,75.687896
5120000000,73.285322,93.574688,62.679976,69.685517,65.176352,70.255084,94.183697,68.572359,72.033914,58.267229,66.672447,59.839507,68.583447,64.624002,68.539245,61.487289,62.954489,66.037288,61.624241,71.080586,68.981508,74.641322,70.073343,74.354249,65.284083,68.234681,71.253085,73.925934,84.104188,81.357246,84.824717,79.998214,85.606060,77.213622,79.343305,82.702465
5760000000,77.183343,97.652662,67.175434,74.393941,68.323134,76.587488,98.372481,74.087567,75.686637,61.276859,70.915123,64.945932,73.633785,68.589889,73.806649,68.140798,69.369408,73.351202,68.670462,76.872259,72.984332,80.765364,75.757265,82.251170,70.792583,76.016149,76.631376,81.942065,88.011739,85.746573,90.555112,88.369047,91.644122,83.892628,87.016934,91.067528
6400000000,78.758571,99.630727,71.008712,78.348206,72.266335,80.146705,100.893551,78.218648,80.165342,64.985625,76.423928,69.759390,76.907708,73.209183,77.965288,72.926364,74.192697,77.950753,71.743807,80.411261,76.238482,84.060510,79.171122,85.227091,75.482172,78.579646,81.970335,84.597287,92.668628,89.046748,95.801873,92.033273,97.502298,87.507952,92.229385,94.549875
12800000000,89.931062,112.852885,92.092336,99.897480,93.027632,100.851618,115.857735,100.477053,102.260652,83.235064,94.780954,89.168150,96.880524,94.116084,98.099735,93.119270,94.884247,99.136404,91.704952,101.449445,96.925799,104.412827,100.439673,105.859965,98.914735,101.848390,105.623056,106.105699,115.178169,112.032927,118.349668,114.868172,119.876612,109.216760,114.602140,117.460410
19200000000,92.559660,117.591373,100.427982,108.586559,101.380265,109.081104,121.732157,109.010054,110.948478,89.637027,103.062163,96.011073,103.833984,100.593563,105.710944,102.318080,102.899751,107.328414,98.630968,108.476021,103.941670,111.660967,107.831362,113.077153,106.585890,109.763410,113.573331,113.442964,121.992945,118.876042,125.683177,122.607301,127.390650,117.233339,122.460451,125.688860
25600000000,114.030926,122.481276,106.632853,114.852324,107.682737,115.196641,127.397615,115.515865,117.425433,94.712473,106.851045,100.814134,108.543728,105.490420,110.619347,105.711933,107.673598,112.290925,103.012832,113.181984,108.662734,116.448204,112.902717,118.159533,110.765086,114.095374,118.087596,118.812039,127.169947,123.425413,130.989285,127.719990,132.679966,124.098754,128.592255,132.694528
32000000000,100.123016,124.545369,110.661612,117.984663,112.632822,118.578670,129.748777,119.366928,122.021683,96.521047,109.333625,102.700824,110.550769,107.483486,112.731708,108.247192,110.098193,114.861123,104.489865,115.422629,110.631858,118.542519,114.997638,120.272899,114.007626,116.949731,120.858288,120.346549,128.879328,125.226317,132.711789,129.838415,134.381830,126.420571,131.083549,135.259334
38400000000,100.131747,128.035203,114.104546,121.112829,120.341738,121.562632,132.025942,122.785606,126.430581,98.561739,111.664401,104.792556,112.990924,109.881648,114.995871,111.281569,112.547140,117.225690,106.516618,117.715249,112.643535,120.945833,116.928351,122.319045,115.815435,118.976635,122.986239,122.249891,131.063872,127.220300,134.789465,132.052733,141.414780,128.895296,132.867434,137.222413
44800000000,102.291665,127.130843,115.936418,122.342263,125.168473,122.913281,133.116770,123.733189,128.241470,99.107651,112.697314,105.222065,113.373817,110.444740,115.506500,111.770133,112.716170,117.386447,106.780421,118.319007,113.034240,121.311349,117.347604,122.826956,115.733823,119.418914,123.519475,122.148703,131.538550,127.582167,135.288231,132.488001,137.097168,128.314431,133.270849,137.439085
51200000000,104.575358,129.559805,120.269323,125.009002,131.383594,124.793191,134.726231,126.460953,131.354292,101.347811,114.824108,106.657254,115.101497,112.013948,117.048719,114.504388,114.429205,119.133442,108.762239,120.553078,114.516642,122.739403,119.065284,124.718083,118.103680,121.432701,125.618705,124.911439,133.385931,129.118606,137.096650,134.469538,138.823721,131.591061,134.222154,138.998750
57600000000,110.485933,131.910092,124.188143,126.642841,137.968256,126.961574,137.524956,128.694764,134.557664,104.270831,116.765662,108.313599,117.007879,113.675697,119.093359,116.386707,115.996834,120.652245,110.698367,122.552033,116.309628,124.918189,120.919080,126.489976,119.869517,123.264885,127.914681,126.099327,135.862766,131.072062,139.087371,136.517524,140.933017,131.997464,136.499530,141.246122
64000000000,114.708897,133.102885,124.876539,127.849267,140.892024,130.158349,138.563251,130.329702,137.094777,105.135904,118.123589,109.071107,117.538103,114.659070,119.803428,118.352564,116.914583,121.934290,111.517850,123.360728,116.846238,125.338131,121.448671,127.164933,121.367474,123.985160,128.249792,126.475226,136.321150,131.183025,139.274118,137.098696,141.362066,132.967497,137.214264,142.254069
