Elements,Fenw,LFenw,Byte,LByte,Bit,LBit,LFenwFenw16,LByteByte16,LBitBit16,Fenw(16),LFenw(16),Byte(16),LByte(16),Bit(16),LBit(16),LFenwFenw16(16),LByteByte16(16),LBitBit16(16),Fenw(32),LFenw(32),Byte(32),LByte(32),Bit(32),LBit(32),LFenwFenw16(32),LByteByte16(32),LBitBit16(32),Fenw(64),LFenw(64),Byte(64),LByte(64),Bit(64),LBit(64),LFenwFenw16(64),LByteByte16(64),LBitBit16(64)
640,33.898705,34.565170,37.620138,36.467707,38.446664,38.100492,36.479650,42.069894,42.603273,30.404803,29.930533,30.799457,30.793701,31.741626,31.525647,32.370461,35.089500,34.957335,30.446852,29.974718,31.069499,30.890174,32.144737,31.269093,32.556549,34.388621,34.524483,30.392972,29.573144,31.048100,31.008626,32.228298,31.912991,32.284627,34.399247,35.062199
1280,37.659150,38.790988,42.378362,41.397595,43.504661,43.446780,40.991073,46.112911,45.906272,34.492633,33.911155,35.496484,35.670002,36.628804,35.975450,36.214710,38.934142,39.892301,34.196777,33.414662,34.644163,34.689197,35.642355,35.443642,35.944170,37.332854,38.032404,34.009960,33.287313,35.077622,35.270616,35.823130,35.443858,35.838242,37.284271,38.452581
1920,40.014519,42.148447,46.037762,45.296699,46.799504,50.605278,43.611555,49.394881,49.441652,37.123326,36.708144,38.641875,38.324780,38.982152,38.691013,38.749318,42.230000,42.456198,37.363638,36.818740,37.984279,37.445219,38.481475,37.888954,38.929729,40.866111,41.580602,37.563920,36.499919,37.821952,37.942672,38.626442,38.142935,39.228710,40.852715,42.231854
2560,41.388094,43.245356,47.429017,46.676268,49.845952,49.138727,44.862241,52.155437,52.169996,38.090486,37.484576,39.522607,39.052232,39.931701,39.586256,39.550636,42.696963,43.850365,39.474984,38.349097,39.914969,39.756412,40.790874,39.993703,40.356454,42.968536,44.723403,40.487755,39.825861,40.596842,40.768365,41.366105,40.959617,43.165680,44.215184,45.824774
3200,42.950556,44.572756,48.691665,48.045798,51.337432,51.682480,46.326517,53.189056,53.098642,39.523152,39.022283,41.647918,41.343510,42.572894,42.048014,41.215078,45.299344,46.198708,39.738746,39.619227,41.430252,41.325843,42.253565,41.267128,41.777954,44.344799,46.070549,43.021542,42.334203,43.083200,43.320691,44.039865,43.598813,45.273165,47.075727,48.790726
3840,44.339166,46.409885,50.631903,49.318441,52.236846,53.048991,47.815079,55.203824,54.760489,40.960814,40.769384,43.240557,43.071354,44.371655,43.836019,43.096365,47.092744,47.756850,41.830600,41.699260,43.361523,43.264548,43.983817,43.388250,43.910451,46.653860,48.240828,46.282700,45.747397,46.440195,46.586650,47.314077,46.960504,49.196114,51.851476,52.471225
4480,45.492126,47.491469,52.529863,51.637463,54.675914,55.917652,48.818922,57.592344,57.147213,41.240023,40.997807,43.490417,43.263230,44.495278,44.171655,43.527920,47.672324,48.380180,42.138294,42.277513,43.709678,43.176122,44.434552,43.592537,44.831658,49.011452,49.119839,47.182238,46.655271,47.784476,47.539627,49.111643,48.879886,52.022571,53.839673,55.761438
5120,46.402020,48.116609,53.096874,52.144577,55.272916,55.811753,49.569680,58.511073,58.147278,41.668113,41.435454,43.970225,43.735968,45.481697,44.686199,44.679863,47.850439,48.622267,42.336265,42.588288,43.933944,43.836438,44.852052,44.128991,44.413982,47.269842,49.041578,46.821128,46.622910,47.767873,47.508995,48.934094,48.474261,49.782795,51.857546,53.956821
5760,46.367706,48.380814,53.550355,52.275583,56.105961,56.215890,50.071938,58.346810,59.120351,42.380664,42.284440,44.710914,44.963450,46.009127,45.482396,44.148838,48.641655,49.207046,43.175456,42.911430,44.693295,44.320535,45.428877,44.756991,45.189100,47.958175,49.521924,47.253372,46.599288,47.964399,47.750723,49.005596,48.983745,50.195035,51.960159,54.073186
6400,47.714533,49.643149,54.774490,52.998540,57.454276,57.969794,50.888871,60.215373,59.664132,42.757028,42.844021,45.501628,45.735665,46.413237,45.965476,44.848238,49.210344,50.178318,44.464331,44.398083,46.584682,46.447422,47.970822,47.013553,46.669127,49.962160,51.870499,48.105334,47.707546,49.289350,48.696101,49.987314,50.163814,51.280603,53.993732,55.066518
