Elements,Fenw,LFenw,Byte,LByte,Bit,LBit,LFenwFenw16,LByteByte16,LBitBit16,Fenw(16),LFenw(16),Byte(16),LByte(16),Bit(16),LBit(16),LFenwFenw16(16),LByteByte16(16),LBitBit16(16),Fenw(32),LFenw(32),Byte(32),LByte(32),Bit(32),LBit(32),LFenwFenw16(32),LByteByte16(32),LBitBit16(32),Fenw(64),LFenw(64),Byte(64),LByte(64),Bit(64),LBit(64),LFenwFenw16(64),LByteByte16(64),LBitBit16(64)
12800,2.034375,2.044375,1.195625,1.261250,1.166250,1.230000,2.073125,1.255625,1.226875,1.099375,1.109375,1.055625,1.101250,1.053750,1.097500,1.138125,1.115625,1.114375,1.069375,1.079375,1.048125,1.088750,1.048750,1.087500,1.108125,1.108125,1.109375,1.054375,1.064375,1.044375,1.085000,1.045625,1.084375,1.093125,1.104375,1.106250
19200,2.022917,2.029583,1.182500,1.229583,1.152500,1.198333,2.048750,1.222500,1.192917,1.086250,1.092917,1.042083,1.075833,1.039583,1.072083,1.112083,1.082083,1.080000,1.056250,1.062917,1.034583,1.065000,1.034583,1.063750,1.082083,1.074583,1.075000,1.039583,1.046250,1.030417,1.057500,1.031250,1.057083,1.065417,1.070417,1.071667
25600,2.017187,2.022187,1.175938,1.211250,1.145625,1.180000,2.036563,1.205938,1.175938,1.082188,1.087187,1.035937,1.061250,1.032812,1.057187,1.101562,1.065937,1.063125,1.049688,1.054688,1.027813,1.050625,1.027187,1.049063,1.069063,1.057813,1.057500,1.034687,1.039688,1.024063,1.044375,1.024375,1.043750,1.054062,1.054062,1.054688
32000,2.013750,2.017750,1.172000,1.200250,1.141500,1.169000,2.029250,1.196000,1.165750,1.077750,1.081750,1.031750,1.054000,1.028500,1.050000,1.093250,1.055750,1.052750,1.045750,1.049750,1.023750,1.044000,1.023000,1.042500,1.061250,1.047750,1.047250,1.029750,1.033750,1.019750,1.038000,1.020000,1.037500,1.045250,1.043750,1.044250
38400,2.011458,2.014792,1.169375,1.194583,1.138750,1.163333,2.024375,1.189375,1.158958,1.074792,1.078125,1.028958,1.047500,1.025625,1.043542,1.087708,1.048958,1.045833,1.043125,1.046458,1.021042,1.037917,1.020208,1.036458,1.056042,1.041042,1.040417,1.028125,1.031458,1.017292,1.032500,1.017500,1.032083,1.041042,1.037292,1.037708
44800,2.009821,2.012679,1.167500,1.189107,1.136786,1.157857,2.020893,1.184643,1.154107,1.072679,1.075536,1.026964,1.042857,1.023571,1.038929,1.083750,1.044107,1.040893,1.041250,1.044107,1.019107,1.033571,1.018214,1.032143,1.052321,1.036250,1.035536,1.025536,1.028393,1.015179,1.028214,1.015179,1.027679,1.036607,1.032321,1.032500
51200,2.008594,2.011094,1.166094,1.185000,1.135312,1.153750,2.018281,1.181094,1.150469,1.072344,1.074844,1.025781,1.039688,1.022344,1.035781,1.082031,1.040781,1.037500,1.041094,1.043594,1.017969,1.030625,1.016875,1.029062,1.050781,1.032969,1.032031,1.024844,1.027344,1.013906,1.025313,1.013906,1.024844,1.034531,1.028906,1.029062
57600,2.007639,2.009861,1.165000,1.181806,1.134167,1.150556,2.016250,1.178333,1.147639,1.070972,1.073194,1.024583,1.036944,1.021111,1.033056,1.079583,1.037917,1.034583,1.039861,1.042083,1.016806,1.028056,1.015694,1.026528,1.048472,1.030139,1.029167,1.024306,1.026528,1.012917,1.023056,1.012778,1.022500,1.032917,1.026250,1.026250
64000,2.006875,2.008875,1.164125,1.179250,1.133250,1.148000,2.014625,1.176125,1.145375,1.069875,1.071875,1.023625,1.034750,1.020000,1.030750,1.077625,1.035625,1.032125,1.038875,1.040875,1.016625,1.027125,1.014750,1.025500,1.046625,1.028625,1.026875,1.022875,1.024875,1.012625,1.022125,1.011750,1.021500,1.030625,1.024625,1.023875
128000,2.003437,2.004437,1.160562,1.168313,1.129125,1.137000,2.007312,1.166562,1.135188,1.066437,1.067438,1.020063,1.025813,1.015937,1.021813,1.070312,1.026063,1.022000,1.034938,1.035937,1.012188,1.017437,1.010500,1.015875,1.038812,1.018188,1.016563,1.019437,1.020438,1.008687,1.013625,1.007625,1.013000,1.023313,1.014687,1.013688
192000,2.002292,2.002958,1.159375,1.164667,1.127750,1.133333,2.004875,1.163375,1.131792,1.064958,1.065625,1.018792,1.022750,1.014500,1.018750,1.067542,1.022792,1.018542,1.033625,1.034292,1.010958,1.014583,1.009125,1.013042,1.036208,1.014958,1.013167,1.017958,1.018625,1.007042,1.010333,1.006167,1.009750,1.020542,1.011042,1.010208
256000,2.001719,2.002219,1.158781,1.162594,1.127063,1.131250,2.003656,1.161781,1.130094,1.064469,1.064969,1.018219,1.021031,1.013813,1.017000,1.066406,1.021219,1.016844,1.033219,1.033719,1.010406,1.012969,1.008469,1.011406,1.035156,1.013406,1.011500,1.017469,1.017969,1.006469,1.008781,1.005500,1.008188,1.019406,1.009469,1.008531
320000,2.001375,2.001775,1.158425,1.161550,1.126650,1.130200,2.002925,1.160825,1.129075,1.063975,1.064375,1.017825,1.020150,1.013375,1.016125,1.065525,1.020225,1.015800,1.032775,1.033175,1.010025,1.012150,1.008025,1.010575,1.034325,1.012425,1.010450,1.017175,1.017575,1.006125,1.008050,1.005100,1.007450,1.018725,1.008525,1.007525
384000,2.001146,2.001479,1.158187,1.160688,1.126375,1.129333,2.002438,1.160187,1.128396,1.063813,1.064146,1.017604,1.019437,1.013125,1.015417,1.065104,1.019604,1.015146,1.032479,1.032812,1.009771,1.011437,1.007729,1.009854,1.033771,1.011771,1.009750,1.016812,1.017146,1.005854,1.007354,1.004792,1.006750,1.018104,1.007854,1.006813
448000,2.000982,2.001268,1.158018,1.160071,1.126179,1.128714,2.002089,1.159732,1.127911,1.063554,1.063839,1.017411,1.018893,1.012911,1.014875,1.064661,1.019125,1.014643,1.032268,1.032554,1.009589,1.010929,1.007536,1.009357,1.033375,1.011304,1.009268,1.016696,1.016982,1.005696,1.006893,1.004607,1.006286,1.017804,1.007411,1.006339
512000,2.000859,2.001109,1.157891,1.159609,1.126031,1.128250,2.001828,1.159391,1.127547,1.063484,1.063734,1.017297,1.018516,1.012766,1.014484,1.064453,1.018797,1.014281,1.032234,1.032484,1.009484,1.010578,1.007406,1.009000,1.033203,1.010984,1.008922,1.016609,1.016859,1.005578,1.006547,1.004469,1.005937,1.017578,1.007078,1.005984
576000,2.000764,2.000986,1.157792,1.159361,1.125917,1.128000,2.001625,1.159125,1.127264,1.063319,1.063542,1.017181,1.018306,1.012639,1.014278,1.064181,1.018514,1.013986,1.032097,1.032319,1.009375,1.010389,1.007278,1.008806,1.032958,1.010708,1.008625,1.016431,1.016653,1.005458,1.006361,1.004347,1.005764,1.017292,1.006792,1.005694
640000,2.000688,2.000888,1.157712,1.159063,1.125825,1.127700,2.001463,1.158913,1.127037,1.063287,1.063487,1.017113,1.018063,1.012563,1.014037,1.064062,1.018312,1.013775,1.031988,1.032188,1.009287,1.010137,1.007187,1.008563,1.032763,1.010487,1.008400,1.016387,1.016587,1.005388,1.006137,1.004263,1.005537,1.017162,1.006587,1.005475
1280000,2.000344,2.000444,1.157356,1.157769,1.125412,1.126400,2.000731,1.157956,1.126019,1.062894,1.062994,1.016744,1.016956,1.012137,1.012925,1.063281,1.017344,1.012744,1.031644,1.031744,1.008931,1.009094,1.006769,1.007506,1.032031,1.009531,1.007375,1.015994,1.016094,1.005019,1.005131,1.003837,1.004525,1.016381,1.005619,1.004444
1920000,2.000229,2.000296,1.157237,1.157304,1.125275,1.125933,2.000488,1.157638,1.125679,1.062763,1.062829,1.016621,1.016554,1.012000,1.012525,1.063021,1.017021,1.012404,1.031496,1.031562,1.008804,1.008704,1.006625,1.007117,1.031754,1.009204,1.007029,1.015862,1.015929,1.004896,1.004763,1.003696,1.004154,1.016121,1.005296,1.004100
2560000,2.000172,2.000222,1.157178,1.157097,1.125206,1.125725,2.000366,1.157478,1.125509,1.062697,1.062747,1.016559,1.016378,1.011928,1.012347,1.062891,1.016859,1.012231,1.031447,1.031497,1.008747,1.008541,1.006559,1.006953,1.031641,1.009047,1.006862,1.015822,1.015872,1.004841,1.004609,1.003628,1.003997,1.016016,1.005141,1.003931
3200000,2.000138,2.000177,1.157128,1.156950,1.125165,1.125580,2.000293,1.157368,1.125407,1.062658,1.062698,1.016507,1.016250,1.011888,1.012223,1.062812,1.016747,1.012130,1.031397,1.031438,1.008692,1.008415,1.006515,1.006830,1.031553,1.008933,1.006757,1.015777,1.015818,1.004787,1.004490,1.003585,1.003880,1.015932,1.005027,1.003828
3840000,2.000115,2.000148,1.157106,1.156854,1.125137,1.125483,2.000244,1.157306,1.125340,1.062631,1.062665,1.016485,1.016167,1.011858,1.012137,1.062760,1.016685,1.012060,1.031381,1.031415,1.008673,1.008338,1.006487,1.006750,1.031510,1.008873,1.006690,1.015748,1.015781,1.004765,1.004412,1.003556,1.003802,1.015877,1.004965,1.003758
4480000,2.000098,2.000127,1.157091,1.156800,1.125118,1.125429,2.000277,1.157350,1.125393,1.062612,1.062641,1.016470,1.016121,1.011839,1.012093,1.062723,1.016641,1.012012,1.031355,1.031384,1.008655,1.008293,1.006468,1.006707,1.031466,1.008827,1.006641,1.015727,1.015755,1.004748,1.004371,1.003537,1.003762,1.015837,1.004920,1.003711
5120000,2.000086,2.000111,1.157080,1.156747,1.125103,1.125375,2.000242,1.157306,1.125344,1.062598,1.062623,1.016458,1.016075,1.011823,1.012045,1.062695,1.016608,1.011975,1.031348,1.031373,1.008645,1.008250,1.006453,1.006663,1.031445,1.008795,1.006605,1.015723,1.015748,1.004739,1.004331,1.003523,1.003720,1.015820,1.004889,1.003675
5760000,2.000076,2.000099,1.157063,1.156704,1.125090,1.125332,2.000215,1.157264,1.125306,1.062588,1.062610,1.016440,1.016037,1.011811,1.012008,1.062674,1.016574,1.011946,1.031332,1.031354,1.008626,1.008212,1.006440,1.006626,1.031418,1.008760,1.006575,1.015710,1.015732,1.004721,1.004296,1.003511,1.003686,1.015796,1.004854,1.003646
6400000,2.000069,2.000089,1.157056,1.156671,1.125082,1.125300,2.000194,1.157237,1.125275,1.062579,1.062599,1.016434,1.016009,1.011802,1.011980,1.062656,1.016554,1.011924,1.031329,1.031349,1.008621,1.008186,1.006433,1.006600,1.031406,1.008741,1.006554,1.015699,1.015719,1.004714,1.004269,1.003501,1.003659,1.015776,1.004834,1.003623
12800000,2.000034,2.000044,1.157021,1.156527,1.125041,1.125155,2.000144,1.157167,1.125205,1.062539,1.062549,1.016397,1.015883,1.011761,1.011854,1.062578,1.016457,1.011821,1.031289,1.031299,1.008584,1.008066,1.006390,1.006479,1.031328,1.008644,1.006451,1.015664,1.015674,1.004678,1.004154,1.003460,1.003544,1.015703,1.004738,1.003521
19200000,2.000023,2.000030,1.157006,1.156479,1.125028,1.125107,2.000112,1.157125,1.125161,1.062526,1.062533,1.016382,1.015841,1.011747,1.011813,1.062552,1.016422,1.011787,1.031276,1.031283,1.008572,1.008026,1.006376,1.006438,1.031302,1.008612,1.006416,1.015650,1.015656,1.004665,1.004116,1.003446,1.003505,1.015675,1.004705,1.003486
25600000,2.000017,2.000022,1.157001,1.156452,1.125021,1.125080,2.000108,1.157116,1.125152,1.062520,1.062525,1.016377,1.015818,1.011740,1.011789,1.062539,1.016407,1.011770,1.031270,1.031275,1.008564,1.008003,1.006369,1.006416,1.031289,1.008594,1.006399,1.015645,1.015650,1.004658,1.004094,1.003439,1.003483,1.015664,1.004688,1.003469
32000000,2.000014,2.000018,1.156998,1.156436,1.125017,1.125064,2.000096,1.157100,1.125134,1.062516,1.062520,1.016373,1.015804,1.011735,1.011775,1.062531,1.016397,1.011760,1.031266,1.031270,1.008561,1.007989,1.006365,1.006402,1.031281,1.008585,1.006389,1.015640,1.015644,1.004654,1.004081,1.003435,1.003470,1.015655,1.004678,1.003459
38400000,2.000011,2.000015,1.156994,1.156427,1.125014,1.125055,2.000096,1.157098,1.125134,1.062513,1.062516,1.016370,1.015796,1.011733,1.011767,1.062526,1.016390,1.011753,1.031263,1.031266,1.008557,1.007982,1.006362,1.006395,1.031276,1.008577,1.006382,1.015638,1.015641,1.004652,1.004074,1.003432,1.003463,1.015651,1.004672,1.003452
44800000,2.000010,2.000013,1.156993,1.156419,1.125012,1.125047,2.000089,1.157089,1.125124,1.062511,1.062514,1.016368,1.015789,1.011731,1.011760,1.062522,1.016386,1.011748,1.031261,1.031264,1.008556,1.007975,1.006360,1.006388,1.031272,1.008573,1.006377,1.015636,1.015638,1.004649,1.004067,1.003430,1.003457,1.015647,1.004667,1.003447
51200000,2.000009,2.000011,1.156992,1.156414,1.125010,1.125041,2.000090,1.157089,1.125124,1.062510,1.062512,1.016367,1.015784,1.011729,1.011755,1.062520,1.016382,1.011744,1.031260,1.031262,1.008555,1.007970,1.006358,1.006383,1.031270,1.008570,1.006373,1.015635,1.015637,1.004649,1.004063,1.003428,1.003452,1.015645,1.004664,1.003444
57600000,2.000008,2.000010,1.156990,1.156409,1.125009,1.125037,2.000085,1.157083,1.125117,1.062509,1.062511,1.016366,1.015780,1.011728,1.011751,1.062517,1.016379,1.011742,1.031259,1.031261,1.008553,1.007966,1.006357,1.006379,1.031267,1.008567,1.006370,1.015633,1.015635,1.004647,1.004059,1.003427,1.003448,1.015642,1.004660,1.003441
64000000,2.000007,2.000009,1.156990,1.156405,1.125008,1.125033,2.000086,1.157083,1.125118,1.062508,1.062510,1.016365,1.015777,1.011727,1.011748,1.062516,1.016377,1.011739,1.031258,1.031260,1.008553,1.007963,1.006356,1.006376,1.031266,1.008565,1.006368,1.015633,1.015635,1.004646,1.004056,1.003426,1.003445,1.015641,1.004658,1.003438
128000000,2.000003,2.000004,1.156986,1.156389,1.125004,1.125017,2.000079,1.157072,1.125106,1.062504,1.062505,1.016361,1.015763,1.011723,1.011734,1.062510,1.016371,1.011733,1.031254,1.031255,1.008549,1.007950,1.006352,1.006362,1.031258,1.008555,1.006358,1.015629,1.015630,1.004643,1.004043,1.003422,1.003432,1.015633,1.004649,1.003428
192000000,2.000002,2.000003,1.156985,1.156384,1.125003,1.125012,2.000076,1.157068,1.125102,1.062503,1.062503,1.016360,1.015758,1.011722,1.011729,1.062508,1.016368,1.011730,1.031253,1.031253,1.008547,1.007945,1.006350,1.006358,1.031257,1.008554,1.006357,1.015628,1.015628,1.004641,1.004039,1.003421,1.003428,1.015630,1.004645,1.003425
256000000,2.000002,2.000002,1.156984,1.156381,1.125002,1.125009,2.000076,1.157067,1.125102,1.062502,1.062502,1.016359,1.015755,1.011721,1.011727,1.062507,1.016367,1.011729,1.031252,1.031252,1.008547,1.007943,1.006350,1.006355,1.031255,1.008551,1.006355,1.015627,1.015627,1.004641,1.004036,1.003420,1.003425,1.015629,1.004644,1.003423
320000000,2.000001,2.000002,1.156984,1.156380,1.125002,1.125007,2.000075,1.157066,1.125100,1.062502,1.062502,1.016359,1.015754,1.011720,1.011725,1.062507,1.016366,1.011728,1.031252,1.031252,1.008546,1.007941,1.006349,1.006354,1.031255,1.008551,1.006355,1.015627,1.015627,1.004640,1.004035,1.003420,1.003424,1.015629,1.004644,1.003424
384000000,2.000001,2.000001,1.156984,1.156379,1.125001,1.125006,2.000074,1.157065,1.125099,1.062501,1.062502,1.016359,1.015753,1.011720,1.011724,1.062507,1.016366,1.011728,1.031251,1.031252,1.008546,1.007940,1.006349,1.006353,1.031254,1.008550,1.006353,1.015626,1.015627,1.004640,1.004034,1.003419,1.003423,1.015628,1.004643,1.003423
448000000,2.000001,2.000001,1.156983,1.156378,1.125001,1.125005,2.000074,1.157064,1.125099,1.062501,1.062501,1.016358,1.015752,1.011720,1.011723,1.062506,1.016365,1.011727,1.031251,1.031251,1.008546,1.007939,1.006349,1.006352,1.031254,1.008550,1.006354,1.015626,1.015626,1.004640,1.004033,1.003419,1.003422,1.015628,1.004642,1.003422
512000000,2.000001,2.000001,1.156983,1.156377,1.125001,1.125004,2.000074,1.157064,1.125099,1.062501,1.062501,1.016358,1.015752,1.011720,1.011723,1.062506,1.016365,1.011727,1.031251,1.031251,1.008546,1.007939,1.006349,1.006352,1.031254,1.008550,1.006353,1.015626,1.015626,1.004640,1.004033,1.003419,1.003422,1.015628,1.004642,1.003421
576000000,2.000001,2.000001,1.156983,1.156377,1.125001,1.125004,2.000074,1.157064,1.125098,1.062501,1.062501,1.016358,1.015751,1.011720,1.011722,1.062506,1.016365,1.011727,1.031251,1.031251,1.008546,1.007939,1.006349,1.006351,1.031254,1.008550,1.006353,1.015626,1.015626,1.004640,1.004032,1.003419,1.003421,1.015628,1.004642,1.003422
640000000,2.000001,2.000001,1.156983,1.156376,1.125001,1.125004,2.000074,1.157064,1.125098,1.062501,1.062501,1.016358,1.015751,1.011720,1.011722,1.062506,1.016365,1.011727,1.031251,1.031251,1.008546,1.007938,1.006349,1.006351,1.031253,1.008549,1.006352,1.015626,1.015626,1.004639,1.004032,1.003419,1.003421,1.015628,1.004642,1.003421
1280000000,2.000000,2.000000,1.156983,1.156374,1.125000,1.125002,2.000073,1.157062,1.125097,1.062500,1.062500,1.016358,1.015749,1.011719,1.011720,1.062505,1.016364,1.011726,1.031250,1.031250,1.008545,1.007937,1.006348,1.006349,1.031253,1.008548,1.006352,1.015625,1.015625,1.004639,1.004030,1.003418,1.003420,1.015627,1.004641,1.003420
1920000000,2.000000,2.000000,1.156983,1.156374,1.125000,1.125001,2.000073,1.157062,1.125096,1.062500,1.062500,1.016358,1.015749,1.011719,1.011720,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006349,1.031253,1.008548,1.006351,1.015625,1.015625,1.004639,1.004030,1.003418,1.003419,1.015627,1.004641,1.003420
2560000000,2.000000,2.000000,1.156983,1.156374,1.125000,1.125001,2.000073,1.157062,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011720,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006349,1.031253,1.008548,1.006351,1.015625,1.015625,1.004639,1.004030,1.003418,1.003419,1.015626,1.004640,1.003420
3200000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157062,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003419,1.015626,1.004640,1.003420
3840000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157062,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003419,1.015626,1.004640,1.003420
4480000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157062,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
5120000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
5760000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
6400000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
12800000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
19200000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
25600000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
32000000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
38400000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003419
44800000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000072,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003419
51200000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000072,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003419
57600000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000072,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003419
64000000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000072,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003419
