Elements,Fenw,LFenw,Byte,LByte,Bit,LBit,LFenwFenw16,LByteByte16,LBitBit16,Fenw(16),LFenw(16),Byte(16),LByte(16),Bit(16),LBit(16),LFenwFenw16(16),LByteByte16(16),LBitBit16(16),Fenw(32),LFenw(32),Byte(32),LByte(32),Bit(32),LBit(32),LFenwFenw16(32),LByteByte16(32),LBitBit16(32),Fenw(64),LFenw(64),Byte(64),LByte(64),Bit(64),LBit(64),LFenwFenw16(64),LByteByte16(64),LBitBit16(64)
448000,45.910889,47.720962,49.135132,50.936269,49.800478,59.300474,46.723350,50.630795,51.225413,43.888394,46.373439,45.454180,47.742698,47.597076,48.206732,45.869183,48.099558,49.409262,43.228667,45.176447,44.754189,46.945319,46.778993,47.655213,45.366167,47.073234,48.302545,43.805082,44.503961,45.073620,46.353321,46.172642,46.295336,44.776407,46.342578,47.943874
512000,45.934820,47.619736,48.913671,50.459381,50.359735,51.281428,46.658214,50.693418,51.212590,43.411508,46.311881,45.431564,47.882590,47.594987,48.092088,45.855289,48.058701,49.424063,42.832612,45.310723,44.704222,46.970844,46.648818,47.559164,45.298725,47.475878,48.258401,43.851717,44.530588,44.967956,46.402598,45.969966,46.133057,44.677167,46.350440,47.756612
576000,46.435065,48.428616,49.743578,51.871667,51.032651,52.361120,47.301046,51.382902,52.133298,44.219553,47.126960,46.148549,49.022662,48.570745,49.244425,46.521167,51.940034,50.493821,43.568236,46.085481,45.544663,47.978525,47.651576,48.808676,46.000149,47.950045,49.310483,44.324962,45.432463,46.071963,47.375123,47.263193,47.478184,45.236900,47.036400,48.960674
640000,46.329463,48.375759,49.451737,51.646000,50.799351,51.936262,47.250830,51.183951,51.896986,44.016001,47.066810,46.045326,48.916104,48.514137,49.110956,46.488808,48.787227,50.270086,43.486592,46.079597,45.471229,47.826359,47.573731,48.494460,45.930141,47.849028,49.208372,43.274731,45.424256,46.038949,47.371145,47.197781,47.450859,45.310664,46.943475,48.817721
1280000,46.562301,49.030945,50.105007,52.076118,51.331131,52.769843,47.837387,52.026732,53.587059,44.431356,47.641809,46.678678,49.702203,49.406079,50.128359,47.003138,49.629181,52.049351,43.939424,46.873547,46.097718,48.726690,48.308945,49.479898,45.893454,48.730312,51.047796,45.087742,46.178006,47.405968,49.051110,49.778097,49.609001,45.602928,47.720058,50.607247
1920000,46.376596,48.893678,50.126734,52.222193,51.505643,52.683762,47.756820,51.989027,52.784420,44.293617,47.579559,46.605031,49.618720,49.296186,49.833639,46.879492,49.361237,50.879678,43.675863,46.585777,45.944772,48.584693,48.356097,49.266737,46.164077,48.378223,49.891540,44.597132,45.970202,46.421123,47.993505,47.827871,48.104652,45.443522,47.530234,49.582966
2560000,46.849939,49.614827,50.815420,53.092747,52.170909,54.460254,48.316611,52.861032,53.653037,44.704933,48.224988,47.307562,50.499519,50.169100,50.823943,47.503114,50.089744,51.863978,44.341169,47.448825,46.704022,49.512091,49.221850,50.350125,46.748329,49.095765,50.859993,45.340399,46.789933,47.234465,48.908867,48.857884,49.187435,46.138321,48.424382,50.474739
3200000,46.742629,49.627973,50.818967,53.180166,52.183812,53.847017,48.397343,53.004300,53.852482,44.870300,48.257914,47.271106,50.536537,50.137898,50.864372,47.337013,50.159451,51.969785,44.302923,47.443082,46.747683,49.507670,49.211093,50.476804,46.240760,49.288688,51.157014,45.271223,46.873496,47.201539,48.849607,48.847916,49.231892,46.095356,48.475688,50.544871
3840000,46.703379,49.553654,51.046490,53.015262,52.549311,53.712581,48.319982,53.283963,54.016125,44.697629,49.067721,47.423787,50.548335,50.536480,51.018188,47.306981,50.116420,51.901827,44.171956,47.436258,46.721442,49.397620,49.383953,50.205695,46.801629,49.264008,51.140042,45.115083,46.776043,47.750497,50.268845,49.440529,58.781938,46.083232,48.485790,50.650814
4480000,47.318891,50.227771,51.823006,54.141708,53.022970,55.055852,49.692465,54.544688,55.739223,45.303422,49.006745,48.053614,51.401800,51.188701,51.966411,48.061995,51.140451,52.996974,44.920606,48.359717,47.496798,50.559195,50.223320,51.477440,47.320425,50.164582,52.079237,45.920059,47.600795,48.091645,50.011222,49.894735,50.452541,46.507148,49.381492,51.611959
5120000,47.272230,50.192405,51.663277,54.389779,52.835654,54.946660,50.004983,54.849155,56.264090,45.077001,48.962550,48.029362,51.336517,51.065230,51.864063,48.009084,51.005156,52.913662,44.882065,48.248926,47.358681,50.399236,49.970369,51.285942,47.337425,50.083416,51.962645,45.904104,47.512109,47.961563,49.793789,49.945680,50.106098,46.523535,49.434725,51.702161
5760000,47.266035,50.086608,51.367906,53.673727,52.750711,54.654379,50.145075,54.945411,56.038832,45.149697,48.768493,47.803751,51.008462,50.717794,51.509328,48.072719,50.889472,52.596626,44.990749,48.065876,47.283391,50.347893,50.079106,51.155007,47.196429,49.949320,51.782107,45.914134,47.435361,47.900856,49.784784,49.651428,49.892973,46.538349,49.240221,51.255778
6400000,47.283685,50.260958,51.753021,54.337963,52.925486,55.131744,50.660733,55.700097,56.857941,45.204960,48.807718,48.087668,51.420340,51.012667,51.833671,48.010005,51.276435,53.109662,44.728322,48.203932,47.463127,50.467838,50.232016,51.390171,47.180055,50.274579,52.183422,45.848692,47.646311,48.485843,49.829355,49.881330,50.124126,46.434388,49.583068,51.713451
12800000,47.700527,50.844355,52.505963,55.207301,53.714749,56.781565,51.240728,56.563622,58.719994,45.578507,49.391697,48.603271,52.325320,51.822445,52.740856,48.377202,51.913423,53.803465,47.689225,48.798545,48.062926,51.261651,50.857083,52.273613,47.532375,51.141714,53.031027,46.369589,48.079618,48.652574,50.658312,50.594124,51.040074,46.924316,50.343370,52.533077
19200000,49.409151,52.457840,53.339214,56.660979,54.480442,57.905375,53.804467,59.364783,60.524140,46.118685,50.143706,49.709919,52.916157,52.526700,53.539520,48.893838,52.958470,55.188575,45.748268,49.518178,48.739492,52.096283,51.693636,53.162596,47.992206,51.867827,54.080673,46.746508,48.864600,49.250680,51.502217,51.555878,51.905641,47.595505,51.285685,53.620681
25600000,52.205295,55.691398,53.415864,56.909897,54.572302,58.054338,56.888333,58.927244,60.297907,46.102526,50.065091,49.226545,52.925090,52.483524,53.504782,49.007619,52.715949,54.849594,45.680531,49.493504,48.740327,52.509907,51.668591,53.228038,48.148016,51.853977,53.994440,46.821800,48.781867,49.307450,51.382805,51.596516,51.829073,47.485488,51.210076,53.794803
32000000,59.907119,62.022660,53.559727,57.081603,54.423292,58.078835,64.510919,59.102662,60.563319,45.955637,49.876047,49.290698,52.793616,52.371692,53.468318,48.698074,52.761079,54.990056,45.531368,49.319855,48.592871,51.860619,51.458910,52.746327,48.104623,51.797664,53.817862,46.474462,48.724607,49.126458,51.326324,51.062756,51.694147,47.423683,51.692136,53.405464
38400000,72.168725,74.270843,55.104398,59.113932,56.029887,59.982186,78.191501,61.868665,63.211440,46.778157,50.936037,49.975829,53.828798,53.350322,54.696429,49.544896,53.717420,56.135480,46.787025,50.218953,49.448700,52.956525,52.592965,54.474795,48.900664,54.875880,55.115677,47.565995,49.427801,49.960472,52.473446,54.745350,52.890018,48.161742,51.981020,54.499869
44800000,82.421339,83.328549,57.024053,61.037692,58.051223,61.901139,89.987152,63.429201,64.970758,47.797544,51.906574,50.585749,54.503333,54.163083,55.083878,50.629697,54.353194,56.679561,47.467231,50.616727,49.768796,53.360009,53.344996,54.526800,49.368030,53.100565,55.385763,47.511081,49.824127,50.207154,52.570813,52.630118,53.143739,49.093124,52.529318,54.818208
51200000,90.850265,91.233534,60.011650,63.937009,60.282907,64.415117,98.328261,66.213388,66.927088,49.756799,53.868287,52.677916,55.878368,55.334476,57.504266,52.921388,55.861827,58.089559,48.546310,52.426088,51.149281,54.679670,54.377823,55.805200,50.837071,54.559721,56.777789,48.877359,51.626591,51.895430,54.067723,54.205359,54.693772,49.943160,53.819185,56.399842
57600000,97.584921,96.609192,63.158082,67.101301,63.174950,67.428427,105.347896,70.156931,71.747716,52.275483,56.470938,54.812096,62.777608,57.644985,59.007750,55.560881,58.827169,60.905238,50.579490,54.602487,53.721161,57.325522,56.713635,58.053694,53.177103,57.297577,59.426276,51.292569,53.787663,53.888380,56.418402,56.321231,57.068581,52.295485,56.603314,58.899771
64000000,101.652239,100.593589,68.373068,71.998690,68.192714,70.902195,109.915443,73.775962,73.967310,55.189417,59.341690,56.995407,60.873621,60.169821,61.647082,57.963940,61.250375,63.369566,53.536060,59.350903,56.601140,73.837097,59.153160,60.615956,57.709335,60.880766,61.948255,53.769903,56.719717,57.292860,59.588631,59.023148,59.829237,55.051601,59.324625,61.597108
128000000,129.633717,121.255646,99.554208,104.186122,98.346292,102.957964,138.365717,106.814670,106.327995,84.359126,88.682721,86.583332,90.004898,87.860480,90.507237,88.348729,91.102943,92.584988,82.181457,85.469742,84.223147,88.098665,86.656545,88.783207,84.084924,88.359968,90.576735,79.901181,83.590977,83.477419,86.518968,86.280261,87.109961,82.578372,87.362987,89.816890
192000000,143.020845,129.131411,113.404263,117.168432,111.076838,116.889485,148.549304,122.337049,120.207267,96.782859,100.219251,97.835961,101.942865,100.769792,102.440551,99.676907,103.532735,106.007817,92.613932,98.694221,96.608469,100.704596,98.477015,100.930070,96.884134,100.686420,103.028247,91.289839,95.429189,95.561361,99.001529,98.225631,99.793263,94.167771,99.839956,102.762325
256000000,148.500745,134.861587,120.139225,126.829102,119.913035,123.922484,155.500254,135.449219,129.978864,103.271702,107.356292,104.776387,109.018606,107.365932,109.427458,106.572923,113.668752,113.102773,99.889137,104.192080,103.316880,107.262032,105.640371,108.307396,104.657290,108.883753,110.380303,98.438149,102.361647,102.338204,105.731230,105.154061,107.544737,101.022403,106.653835,109.205803
320000000,152.528475,137.043846,125.309338,131.725091,126.583132,129.850800,161.084533,149.009052,139.732749,106.507998,111.017100,108.228214,112.748574,110.991804,113.520676,110.365661,115.433836,117.419728,103.673584,108.163386,107.159941,111.447131,110.089607,112.080639,107.734351,112.347160,115.507901,102.309243,106.412336,106.484780,109.950357,109.546540,110.869418,105.720735,110.978856,114.805439
384000000,154.103738,138.964332,129.301348,135.829390,133.084402,132.490363,163.096694,157.356941,149.127494,109.210586,113.810926,111.031997,115.616401,113.959832,116.064659,113.128226,117.831426,120.018501,106.145761,110.717928,109.928884,113.917820,112.405735,114.707619,110.316949,115.360382,117.881570,104.572361,108.905614,108.955455,112.360190,112.829586,114.209973,108.187884,113.739338,116.698962
448000000,159.319449,143.003690,133.300750,140.915579,140.582381,136.608567,167.998243,166.000712,157.143212,111.424379,116.296397,113.368563,117.854512,115.859011,118.417046,115.996082,119.551194,121.848464,108.369110,112.768481,111.825081,116.463938,114.842003,116.911918,112.377638,117.203044,119.614897,106.850409,111.098746,111.100985,115.261230,114.222914,115.503756,110.481182,115.844080,118.851137
512000000,161.987242,144.290421,135.858532,143.727750,150.457483,139.780247,169.583058,172.319455,164.263785,113.374797,117.896488,115.152956,119.450413,118.046342,120.001038,117.769322,121.041974,123.537127,110.276874,114.813974,113.828413,117.707809,116.712901,118.435363,114.236723,119.037558,121.370437,108.519575,112.960681,112.937975,116.591624,116.072324,117.133380,112.290334,117.742466,120.463561
576000000,166.391549,148.778658,139.953450,151.772800,159.925316,144.597136,174.696219,178.651233,172.095712,115.214960,120.054677,116.826025,121.836891,119.953405,122.938391,121.801822,124.603894,127.564971,112.930279,116.892917,115.784519,121.468934,118.517248,121.032861,116.085968,121.598450,125.065407,110.195107,114.398392,114.692753,118.704801,118.085243,119.527282,114.397588,119.788182,123.325052
640000000,169.726463,151.687272,142.995190,153.216390,167.846141,148.899640,175.428866,183.655168,177.795037,118.073588,123.475858,119.164590,124.124383,126.806561,124.945541,125.329538,128.268587,130.463637,114.536287,119.787690,117.832978,122.601466,120.558840,123.087956,118.255473,123.764321,127.013746,112.875895,116.825524,117.054055,121.192308,120.448702,122.297009,116.682963,122.581295,125.708923
1280000000,185.211411,162.847450,154.604711,170.888010,199.989231,168.275454,190.197447,202.741160,200.485806,133.725357,131.071546,123.967203,129.783486,127.046457,130.300903,146.693849,132.822166,135.630097,120.378163,125.759024,124.206754,128.010994,125.818961,128.794587,127.366673,129.882013,133.639406,117.431449,121.779864,121.820941,126.137801,125.361879,127.340269,121.517219,128.180054,131.885539
1920000000,185.671944,168.788533,160.599433,180.903216,190.711818,177.909525,185.967786,210.123869,209.078893,139.421932,135.615377,127.144934,134.073381,129.695691,133.690481,154.592329,138.660729,138.491194,126.933489,130.066605,125.418873,129.940694,128.336867,131.298228,137.707964,132.348397,135.377941,119.512703,124.712454,124.292365,128.584210,129.829858,130.091527,124.382148,129.855347,133.935014
2560000000,215.139535,203.035292,182.098937,206.181766,210.917455,204.528474,205.341265,223.357807,223.879571,167.470416,158.057539,141.207514,150.964160,141.387873,147.325767,175.675931,161.600387,150.622650,153.984150,149.403782,134.119799,141.132989,137.606894,141.182196,161.248369,143.080850,146.212709,132.777175,137.992884,134.888691,138.473094,137.853181,139.819199,140.166484,140.983880,144.920424
3200000000,209.780698,193.561067,188.744208,203.829872,208.616992,203.534674,198.230557,228.364049,225.143565,162.543611,165.039554,142.797210,148.841034,141.881383,145.096723,173.394131,167.806790,157.913359,148.510228,142.856618,130.465964,137.402610,133.874171,137.340758,158.650903,139.300822,142.587190,132.913066,134.603633,129.525551,134.842601,133.197914,135.316610,141.753455,136.523124,140.842777
3840000000,200.503029,188.001550,174.102994,202.462334,204.525496,201.559873,192.071099,225.075220,226.684420,162.650144,146.290121,142.424583,154.960294,143.857610,145.791245,171.446826,173.952413,161.430189,149.919371,138.885779,132.129595,137.464935,134.774647,137.250224,163.063291,146.716874,147.219583,133.427873,132.554494,126.189143,131.309588,129.835969,132.158789,144.514093,133.438748,137.442821
4480000000,329.645529,305.348146,282.521067,301.842401,307.537393,301.079307,295.022395,294.752173,298.378934,279.517647,260.622703,242.107236,241.637196,236.115580,235.390356,268.317109,246.925316,233.880761,270.408058,244.778321,202.993272,215.550184,205.242428,211.843518,255.085206,217.857438,207.768309,236.547935,225.092995,192.442430,199.406032,198.797171,200.905829,232.815110,199.983635,204.251271
5120000000,315.364881,298.416568,271.842908,292.505870,299.184792,291.569746,283.327746,285.943128,289.840049,275.221458,250.281418,236.788353,233.376513,232.610503,225.546442,262.465264,243.144496,233.931807,264.277879,237.880356,202.323557,206.369825,190.527456,200.432320,248.785354,206.534567,197.783641,239.726870,218.602946,180.947719,186.736212,184.725215,187.374152,229.084612,188.098070,191.581552
5760000000,307.823358,293.398489,266.489467,286.937744,291.452387,287.036222,274.693954,281.174872,285.450831,261.063615,245.331786,233.391501,231.092639,236.294117,223.020484,254.568571,240.738927,233.373961,255.064516,231.600736,201.749274,201.974704,187.927582,194.424316,242.142432,207.260233,199.112610,233.382992,213.375897,171.407274,178.430290,175.826945,178.547853,224.205390,179.031032,182.578994
6400000000,303.988177,290.487673,259.883276,281.781419,282.469437,284.987887,266.754125,274.553050,279.897019,257.543367,240.109150,230.434296,225.968523,231.297512,221.059721,249.487404,240.256410,233.942130,250.125698,227.590976,201.313512,203.769850,192.013261,195.472372,235.509523,216.297640,198.160873,228.317105,212.305444,175.511622,176.704834,169.546658,172.991776,220.207817,182.690927,175.504999
12800000000,329.599154,312.297607,265.454843,294.056914,284.223244,292.695836,279.487805,282.455440,288.315977,272.066700,251.532991,245.918552,248.216145,260.598145,244.302053,246.849599,254.974308,257.872007,263.724833,240.052683,230.053117,226.622255,230.747690,225.099274,247.206223,240.409575,237.008661,254.418793,226.418236,203.512472,201.975520,198.598901,200.409824,235.282607,214.722079,206.944342
19200000000,377.382080,340.787164,285.379675,316.699857,316.719666,315.364320,315.719187,302.925315,305.793312,291.888769,275.639810,266.638506,273.493368,275.495990,273.401458,266.818916,276.697017,280.111573,293.646914,266.266325,254.877735,258.187718,261.662737,256.311056,264.161408,266.386165,266.748841,278.875726,253.032227,238.675540,237.791664,239.244624,235.826020,254.142729,249.167582,244.025428
25600000000,393.242428,347.046841,284.251478,322.848991,319.715867,318.243343,331.317333,302.340410,305.951323,297.730719,278.950178,267.642396,278.073797,280.363256,276.913781,272.643108,278.652800,282.761338,293.695828,267.434431,257.137940,263.746373,265.401456,263.333028,268.653434,269.344259,271.857423,284.246403,256.624848,245.117937,246.493242,249.723874,243.910989,262.570010,255.731871,254.450006
32000000000,420.299794,360.233581,292.452406,330.813380,332.675797,328.145868,350.517965,313.294915,315.361226,308.205397,286.616025,274.213860,288.823890,293.554237,287.351359,278.895221,286.977287,290.965655,298.466429,276.807900,266.862320,275.470074,275.457475,276.643707,277.027559,278.329820,281.092656,291.194205,267.640048,256.454019,260.514136,264.876360,258.735926,275.998404,266.549952,268.117372
38400000000,439.922613,364.945104,295.305108,335.225664,338.338865,332.052060,358.139688,315.379550,318.174735,314.741025,289.511311,275.706213,292.082297,300.367761,291.255698,282.724452,288.552572,293.259180,305.278906,280.301369,268.789211,280.345752,274.204760,279.675572,280.003936,280.764896,285.210919,299.639530,270.002632,259.190349,265.800095,269.333326,266.811840,273.391066,270.998491,272.579834
44800000000,448.134983,371.586670,302.175620,343.536599,346.985799,338.900255,368.482994,322.943910,324.592799,320.861716,294.303032,280.163268,297.892837,305.749790,297.406431,290.454084,293.705902,297.150199,309.879431,284.887036,272.653484,286.939371,279.316195,286.001707,283.968798,291.052203,290.102826,303.267703,276.052685,265.412006,274.029760,275.687313,272.154735,284.312910,277.894585,279.427418
51200000000,455.561529,373.748388,306.330584,344.171462,355.203102,340.669732,372.247268,327.998469,328.497413,323.336515,294.407326,281.005928,298.127436,307.689714,297.182506,288.634163,292.881149,297.588445,309.187462,284.976107,272.318356,287.115163,278.981248,286.595919,286.231456,285.571277,290.398046,308.225180,275.845299,265.834922,278.614958,276.136480,273.677979,280.157191,276.498255,280.522174
57600000000,466.979553,379.941744,311.206701,352.569238,355.702713,346.709703,379.149913,331.361092,332.373439,334.809797,299.033273,283.209303,302.590566,311.816144,301.858065,291.111119,296.176118,301.154611,313.436803,289.395698,275.961108,292.196689,282.397764,291.788131,290.013774,289.070149,294.074998,320.754545,281.136722,270.171274,280.671951,281.200239,279.035623,287.704052,284.411387,285.062898
64000000000,477.621106,383.080628,315.080285,357.366301,354.875890,350.218194,383.534656,335.414852,334.329494,330.063878,301.178507,283.448989,304.070903,311.196102,303.546369,292.736952,297.925264,301.317749,318.340213,290.413812,275.719420,293.378495,282.484539,292.373938,288.899554,290.712884,294.404614,308.480316,281.680113,270.847870,281.600626,281.613876,280.514857,287.124417,282.888068,287.044608
