Elements,Fenw,LFenw,Byte,LByte,Bit,LBit,LFenwFenw16,LByteByte16,LBitBit16,Fenw(16),LFenw(16),Byte(16),LByte(16),Bit(16),LBit(16),LFenwFenw16(16),LByteByte16(16),LBitBit16(16),Fenw(32),LFenw(32),Byte(32),LByte(32),Bit(32),LBit(32),LFenwFenw16(32),LByteByte16(32),LBitBit16(32),Fenw(64),LFenw(64),Byte(64),LByte(64),Bit(64),LBit(64),LFenwFenw16(64),LByteByte16(64),LBitBit16(64)
640,121.600000,57.700000,80.900000,55.100000,52.400000,62.400000,1589.000000,129.300000,1535.300000,38.400000,41.700000,39.900000,39.500000,40.400000,49.200000,89.600000,65.200000,97.200000,37.400000,50.900000,41.000000,36.200000,45.200000,39.200000,78.400000,63.000000,80.500000,33.800000,43.100000,52.800000,44.600000,44.800000,40.800000,76.000000,66.800000,88.100000
1280,780.900000,39.950000,38.450000,37.000000,35.400000,32.300000,797.800000,45.300000,45.400000,19.950000,19.750000,18.000000,36.050000,29.050000,29.200000,58.200000,50.450000,59.200000,27.250000,32.000000,29.450000,23.450000,21.650000,23.150000,40.750000,42.000000,41.600000,19.850000,25.950000,20.850000,24.300000,22.850000,26.250000,40.500000,31.200000,38.100000
1920,43.500000,30.433333,25.733333,29.900000,30.033333,35.300000,59.366667,32.300000,511.700000,15.200000,16.900000,17.533333,17.200000,17.166667,19.600000,32.100000,24.533333,508.833333,16.633333,15.600000,15.433333,16.000000,16.466667,18.966667,26.366667,23.833333,500.733333,15.133333,15.466667,15.366667,27.766667,16.000000,16.300000,22.000000,22.833333,26.366667
2560,386.050000,21.250000,21.800000,20.900000,19.425000,18.600000,396.250000,388.650000,27.850000,11.250000,10.725000,11.150000,14.975000,10.850000,11.575000,19.925000,19.000000,380.600000,13.525000,12.850000,11.125000,11.275000,9.875000,11.800000,17.875000,17.575000,24.125000,10.525000,13.675000,11.175000,11.450000,10.925000,11.750000,21.650000,379.925000,392.550000
3200,316.920000,305.140000,25.800000,24.700000,24.600000,27.220000,335.740000,318.220000,312.500000,11.560000,12.880000,11.080000,11.900000,10.520000,12.500000,309.840000,307.720000,305.540000,9.920000,9.540000,10.060000,10.120000,14.040000,11.840000,308.100000,304.320000,314.820000,9.500000,10.160000,9.780000,10.160000,9.060000,11.100000,17.220000,13.680000,310.840000
3840,23.016667,14.566667,18.450000,15.866667,16.466667,14.383333,27.583333,264.266667,21.800000,8.333333,9.933333,8.116667,9.200000,7.700000,9.050000,11.200000,13.266667,13.966667,7.566667,8.466667,7.316667,8.133333,7.016667,7.933333,17.116667,13.533333,13.433333,8.166667,10.400000,9.016667,8.283333,7.950000,8.916667,254.533333,13.216667,14.433333
4480,256.200000,19.214286,221.185714,222.914286,14.714286,221.214286,24.557143,18.857143,229.028571,8.271429,10.157143,7.428571,8.271429,6.757143,9.957143,14.600000,11.057143,221.857143,6.485714,5.785714,8.114286,6.828571,6.728571,14.500000,19.557143,15.114286,17.300000,8.600000,10.000000,10.671429,10.242857,7.514286,7.871429,17.528571,9.671429,11.800000
5120,18.212500,14.600000,197.150000,13.950000,193.900000,12.762500,18.600000,198.562500,200.825000,7.487500,7.750000,8.237500,8.200000,7.075000,8.225000,12.512500,9.600000,11.287500,5.925000,6.462500,6.287500,6.412500,6.225000,8.150000,11.537500,12.200000,10.800000,6.400000,8.237500,6.925000,8.050000,6.362500,6.812500,11.862500,9.700000,10.987500
5760,174.288889,14.200000,16.066667,173.555556,173.444444,181.055556,176.900000,19.688889,23.922222,7.611111,6.866667,6.433333,7.688889,6.333333,7.177778,10.611111,9.522222,11.800000,5.466667,6.111111,5.955556,6.311111,6.077778,6.411111,10.655556,165.366667,15.633333,8.566667,9.066667,8.444444,9.266667,8.455556,8.700000,10.988889,12.100000,13.622222
6400,13.920000,156.160000,158.220000,13.250000,160.630000,156.950000,19.020000,164.790000,165.370000,6.840000,6.990000,7.110000,7.540000,6.830000,7.620000,11.350000,9.610000,9.780000,6.210000,7.570000,6.750000,8.340000,7.030000,7.200000,158.220000,154.230000,154.220000,6.310000,7.820000,6.850000,6.840000,6.760000,8.670000,8.890000,11.180000,11.080000
12800,7.310000,6.795000,12.985000,80.355000,84.135000,86.055000,82.955000,87.270000,16.875000,4.955000,4.710000,4.515000,5.620000,5.285000,5.295000,79.455000,79.160000,9.475000,76.145000,4.920000,5.090000,4.925000,4.360000,4.805000,6.685000,76.915000,79.705000,75.670000,5.520000,4.795000,5.220000,4.640000,4.785000,77.320000,5.995000,77.740000
19200,6.493333,55.473333,61.323333,57.523333,60.590000,58.596667,57.420000,63.593333,63.330000,51.543333,3.583333,3.403333,52.450000,3.463333,3.980000,53.476667,53.303333,53.180000,51.810000,3.560000,51.476667,3.720000,3.426667,52.513333,53.536667,52.310000,53.533333,55.576667,3.630000,3.433333,3.743333,3.250000,3.526667,53.076667,4.300000,53.393333
25600,4.422500,4.227500,10.845000,43.680000,47.155000,45.262500,43.632500,50.332500,50.282500,3.695000,4.095000,3.932500,39.660000,2.987500,39.875000,4.472500,40.722500,40.810000,38.975000,3.047500,2.535000,3.640000,38.662500,3.217500,40.467500,39.955000,40.287500,39.312500,38.875000,39.192500,40.077500,39.302500,39.287500,40.420000,39.735000,40.667500
32000,33.660000,33.660000,40.326000,36.770000,40.400000,42.224000,34.860000,40.554000,41.482000,33.650000,2.566000,31.928000,2.904000,3.546000,3.900000,4.696000,4.312000,34.542000,3.548000,3.588000,31.394000,32.020000,31.404000,3.032000,32.686000,32.464000,32.834000,31.562000,31.134000,31.956000,2.574000,2.452000,31.638000,32.772000,32.116000,32.564000
38400,5.603333,3.325000,34.338333,30.606667,34.723333,30.828333,4.136667,35.038333,35.383333,26.648333,2.455000,26.843333,26.523333,26.658333,26.623333,27.585000,27.395000,27.790000,2.673333,26.905000,26.531667,27.080000,26.648333,2.973333,27.470000,27.486667,27.881667,27.118333,26.423333,28.635000,26.800000,26.576667,26.480000,27.561667,27.123333,27.256667
