Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,24.824357,23.538059,28.351825,26.326308,38.187349,33.676989,25.727284,31.994059,34.133163,31.967423,36.039573,34.679292,25.822803,32.304715,39.618484,32.400847,35.058584,38.029159,26.175769,32.356470,37.446432,32.259771,40.224858,41.578563,25.808387,31.939156,35.075165,31.923341,38.094247,36.051885,26.025369,32.362077,40.970359,31.928923,33.513023,33.798593
7040,24.727436,23.607543,30.782058,25.852704,33.714694,29.482303,25.631792,32.285489,39.440012,32.190832,37.052853,38.173210,25.435589,31.857458,32.540600,31.856695,35.434681,35.209446,25.784581,31.959980,35.795202,31.892633,35.434332,36.600974,25.422956,32.248867,42.487342,31.599039,38.995301,34.994113,25.783321,31.826389,36.972569,31.850172,33.362409,33.445418
7680,24.417851,23.272949,28.031718,25.157666,31.946540,33.429893,25.366588,31.508207,36.421761,31.512946,33.772230,37.274969,25.440569,31.889288,33.548395,31.828857,40.255755,38.404070,25.730231,31.934516,42.693748,31.810160,39.352074,36.940590,25.423687,31.561815,41.098276,31.833743,38.597743,34.352763,25.918181,31.633220,42.024102,32.322993,41.645164,34.159909
8320,25.210561,23.951442,29.826657,27.605059,33.075936,31.428550,25.955776,33.921795,35.065252,34.872102,35.233709,36.225157,26.035796,35.289957,37.029243,33.882243,36.496124,37.174911,26.372885,34.399592,37.770210,33.197599,38.834264,43.129782,26.136893,33.612399,35.567666,33.211860,36.693383,38.678176,26.360360,33.563892,30.719381,35.897233,44.013760,35.656967
8960,25.228479,24.025390,29.153838,26.668413,35.791422,37.243954,25.995579,33.445713,37.845538,33.218257,33.080975,39.254080,26.029255,33.186260,30.394997,33.402127,35.600790,34.567493,26.351206,35.534262,32.777737,33.214032,41.240748,36.761070,26.130909,33.141347,35.890357,33.215273,39.840621,35.235493,26.351489,33.135451,40.749457,33.174477,35.424622,37.590176
9600,25.233496,23.947859,29.313039,30.214377,34.481094,34.017842,25.965068,35.555407,42.149865,33.513686,40.684854,36.611630,26.005386,33.799644,36.311263,33.165151,45.261738,37.317021,26.435795,33.511647,35.010973,35.054792,37.725748,37.842364,26.107740,33.166122,35.122157,36.790077,41.507762,43.283084,26.348285,33.165064,38.066321,34.471212,37.056742,38.827696
10880,27.547603,23.938598,29.143320,30.696121,34.519698,31.560896,25.966005,33.465141,40.969924,33.889405,41.384575,45.334142,26.031054,37.414595,36.812305,33.601429,34.806955,39.942403,26.421643,33.526465,35.715041,35.153547,34.886437,39.474147,26.102421,33.814488,38.668161,33.209793,37.033863,38.444223,26.379443,33.212557,38.001162,33.546757,41.548264,35.414538
11520,25.192033,23.996422,29.258984,26.658127,39.870505,35.721221,25.968176,35.682321,41.221593,33.434541,37.026298,44.785263,26.006041,33.131589,38.349348,33.444354,36.737314,40.766573,26.355146,35.584549,36.855592,33.455365,34.698149,35.619417,26.105297,33.459621,43.431663,33.422633,40.396207,36.746529,26.328986,33.114772,37.785510,33.419013,39.021442,42.347606
12160,25.186333,23.941504,28.962543,27.504216,35.539614,32.680896,25.956445,34.486502,37.427673,33.407504,34.279368,35.919702,26.002731,33.107885,46.383628,33.160887,35.711330,37.479304,26.339003,33.117371,35.517843,35.424549,37.015358,37.998892,26.078709,33.634572,36.358532,33.750679,39.014712,40.221922,26.358897,33.122773,34.930802,33.156875,40.151014,35.732489
12800,25.229870,23.958082,29.234125,26.357945,36.360432,34.260265,25.996118,33.416364,39.827302,33.437525,37.953812,37.449414,26.042159,33.168095,42.859345,33.527735,38.658207,40.212918,26.355371,33.547207,36.021914,35.177817,35.040222,39.495161,26.099800,35.309981,35.805375,33.483473,34.536160,41.532179,26.350715,33.146489,36.133974,33.874626,34.720068,37.814475
14080,25.479861,23.981547,28.988859,28.681233,36.845061,30.972118,25.960273,33.850856,40.494918,33.755112,40.418752,37.475844,26.028288,33.520899,38.830936,33.936204,40.633551,41.772710,26.401992,33.384206,35.913921,33.207662,36.597114,36.348600,26.085994,33.417162,39.424886,33.109881,37.784841,38.051023,26.360019,33.794299,38.206432,33.820674,38.003809,37.379662
14720,25.191650,23.955817,29.065699,26.430901,34.663081,37.725215,25.943182,33.162762,36.184634,33.468588,39.508191,35.394575,25.992999,33.430311,37.502782,33.445978,45.253083,37.052359,26.336975,34.426584,36.305527,33.256545,41.546915,42.856142,26.077722,38.301873,36.748158,33.426957,45.820057,35.583828,26.327837,33.148115,36.599952,33.182070,39.120333,35.183477
15360,25.198508,23.952606,29.312879,28.470822,37.597486,37.429846,25.948031,33.834161,41.687686,38.404945,46.658166,37.881135,25.999987,33.449469,38.061360,34.266703,46.688463,42.368122,26.334646,33.825383,35.535027,33.164531,35.436406,37.778763,26.106545,33.159710,39.718162,33.494922,39.166795,37.524660,26.344936,33.612474,36.956865,33.494781,40.998913,39.422667
16640,25.902760,24.673857,30.412169,28.283288,40.710372,32.554081,26.575609,35.198103,43.497149,35.272636,30.258706,37.465382,26.557762,34.829361,40.013935,38.512173,34.567780,42.301662,26.933938,36.986641,38.596222,32.360867,41.544700,44.156853,26.623324,34.810395,45.367428,35.113142,34.224749,35.625240,26.920367,34.837938,33.834028,35.214007,29.950880,37.540431
17280,25.903740,24.671334,30.848407,27.277940,40.126468,32.734458,26.589967,35.179214,38.529055,32.783539,42.679867,38.565420,26.565380,35.080019,43.081626,39.168704,40.605191,42.969969,26.908374,34.811008,37.499230,38.456800,41.515766,39.242799,26.636185,36.353906,45.051006,34.859287,45.411469,37.839214,26.928770,34.819872,39.948009,34.835802,44.146032,40.101975
17920,25.911741,24.700921,30.544224,29.509443,34.665031,36.471037,26.591685,35.270288,29.750614,35.285266,38.037855,36.663748,26.568150,35.118280,36.966365,35.141827,42.862960,39.245783,26.942104,35.504986,45.103007,35.110267,34.853572,37.721917,26.664473,35.633383,45.591559,37.662879,41.616091,41.993065,26.920586,35.149813,40.144406,35.177732,47.104718,42.617609
18560,25.935403,24.687549,31.416763,27.316706,36.923937,32.665002,26.670761,35.244826,41.101505,34.995374,38.374352,43.311347,26.625847,35.780257,40.740221,30.341580,43.299099,40.253385,26.963218,35.134467,40.443141,35.013955,47.591860,46.986394,26.678477,37.002625,40.912660,35.207574,37.323684,44.405941,26.958785,35.693006,45.720971,35.191828,41.959360,37.001627
19840,25.936097,24.789531,30.650241,29.391395,38.054924,38.048347,26.600281,34.212385,45.828524,35.264599,37.816161,38.164577,26.566952,38.444105,42.343172,35.149985,38.221320,41.723263,26.921082,35.101421,42.590898,34.951501,43.832622,41.138795,26.657334,37.953039,41.900356,34.305622,37.468764,38.761202,26.928199,35.491416,39.553440,37.532581,41.351727,40.109862
20480,25.914721,24.686417,30.725863,27.344637,37.261950,33.173489,26.828020,36.138519,37.449563,39.404051,37.948485,37.114572,26.731506,35.513350,37.602628,34.897570,39.554187,41.098751,27.118510,34.833890,39.652957,34.999247,37.258551,39.614580,26.855507,37.289860,42.102758,38.509268,44.069407,37.533113,27.148922,35.161424,39.367387,37.667925,39.474725,43.433522
21120,25.966041,24.710823,34.289579,27.654446,37.544698,33.679222,26.621385,37.914188,40.716229,35.304937,44.197470,47.340331,26.574805,36.697921,38.679450,35.006924,36.945693,43.162530,26.945090,37.740368,41.945028,35.300870,45.484783,45.344447,26.659726,38.767216,42.132720,35.573726,39.244032,41.257525,26.941223,35.990580,45.828102,38.578779,46.637645,42.483253
21760,25.932085,24.711883,30.705415,28.554698,33.675787,31.879376,26.648837,35.223990,39.599482,34.962272,41.347008,43.156061,26.623369,38.036160,39.866467,37.703509,44.617775,38.901757,26.941185,35.129473,40.954595,35.454523,43.349209,36.860317,26.681357,37.417920,36.296567,35.152525,36.006249,43.624016,26.968838,37.956744,35.917920,35.184886,38.102751,42.051582
22400,25.921027,24.702826,30.924145,28.080573,37.018732,31.324220,26.587341,37.026425,37.208463,35.339868,38.536761,43.198600,26.574941,35.378894,41.268814,35.855445,38.273860,36.309758,26.988130,36.204895,38.528940,40.498742,38.322236,39.443885,26.662444,34.859992,40.963121,35.257387,40.801244,37.005788,26.984300,37.916966,41.767161,34.861069,44.436730,36.909944
23040,25.994154,24.726906,30.524925,27.327058,36.574682,38.789323,26.625724,35.233406,41.568186,36.208374,39.534240,42.549648,26.573622,36.459483,41.313609,34.907262,38.567940,34.095571,26.940172,35.558056,39.868169,35.671842,42.926432,39.929085,26.651203,40.789297,41.524427,35.578211,45.613890,38.207264,26.931872,35.533824,37.915917,34.936736,38.197120,43.137427
