Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,5.120000,9.210000,16.370000,13.950000,16.380000,15.370000,15.340000,23.550000,24.810000,19.780000,20.210000,25.730000,16.700000,23.000000,21.840000,19.180000,16.940000,18.290000,11.110000,146.960000,20.990000,18.070000,18.410000,19.160000,14.540000,17.770000,19.030000,19.760000,17.150000,19.860000,13.970000,19.140000,23.700000,159.180000,18.320000,20.070000
7040,4.536364,6.881818,12.718182,140.445455,12.054545,9.490909,13.145455,18.709091,16.518182,15.654545,17.200000,19.445455,12.581818,17.418182,20.381818,17.618182,140.536364,145.318182,10.572727,19.054545,21.000000,146.890909,18.763636,14.409091,142.209091,152.081818,145.754545,143.136364,167.918182,144.781818,136.281818,142.981818,142.581818,142.263636,140.418182,145.581818
7680,4.058333,5.350000,11.766667,152.375000,12.758333,132.083333,128.841667,134.483333,133.191667,131.791667,132.666667,132.233333,126.383333,13.991667,134.900000,131.491667,131.983333,13.491667,127.066667,131.250000,134.075000,132.133333,131.591667,132.308333,125.125000,133.508333,134.016667,132.850000,131.558333,131.958333,124.425000,130.158333,13.966667,11.600000,131.975000,13.166667
8320,3.869231,5.353846,120.892308,116.530769,10.676923,117.615385,130.200000,14.015385,123.938462,120.907692,13.546154,14.115385,114.492308,11.938462,12.146154,120.361538,121.384615,134.515385,7.461538,122.323077,141.815385,12.661538,123.092308,121.200000,7.761538,120.861538,122.715385,121.761538,122.307692,121.376923,115.146154,120.676923,12.307692,11.038462,11.976923,11.830769
8960,3.342857,5.442857,113.078571,9.121429,11.571429,8.292857,126.978571,115.635714,14.228571,112.542857,11.707143,12.550000,107.021429,113.464286,13.478571,112.942857,112.178571,114.642857,6.207143,11.850000,123.228571,112.742857,12.264286,113.378571,108.350000,15.242857,12.185714,12.792857,12.821429,13.442857,6.542857,115.014286,112.978571,112.778571,114.678571,113.942857
9600,3.266667,4.740000,105.386667,102.566667,106.253333,102.846667,5.520000,108.426667,107.753333,106.753333,106.393333,106.760000,6.240000,13.813333,106.100000,108.586667,105.993333,107.573333,101.960000,12.420000,105.820000,11.060000,11.406667,11.473333,97.780000,107.226667,106.593333,106.406667,114.166667,109.173333,99.520000,106.273333,108.433333,13.206667,10.546667,107.026667
10880,2.858824,10.864706,12.676471,92.676471,95.370588,99.570588,7.158824,13.282353,13.329412,95.270588,95.505882,12.782353,90.158824,97.052941,12.494118,94.505882,94.264706,12.694118,5.411765,11.829412,96.264706,95.723529,12.105882,95.847059,89.817647,95.105882,94.976471,12.370588,96.782353,12.382353,5.135294,94.764706,95.900000,11.311765,95.135294,96.741176
11520,2.727778,4.261111,90.144444,7.994444,90.033333,8.022222,5.638889,12.838889,12.833333,11.138889,12.805556,92.766667,84.538889,11.138889,92.083333,90.955556,91.372222,91.672222,4.555556,12.677778,13.166667,91.972222,11.783333,91.594444,83.961111,91.444444,90.866667,90.216667,11.805556,90.416667,4.688889,12.238889,91.438889,91.611111,12.166667,11.366667
12160,2.794737,4.457895,84.194737,82.984211,10.831579,7.636842,4.410526,12.210526,88.952632,10.973684,87.184211,12.573684,4.526316,87.415789,86.226316,10.800000,86.415789,11.710526,79.800000,87.110526,86.636842,85.494737,12.647368,88.031579,78.831579,11.684211,11.742105,88.505263,11.905263,87.857895,80.094737,11.857895,87.042105,86.689474,86.678947,86.894737
12800,2.870000,4.320000,9.955000,79.655000,82.230000,78.100000,76.320000,12.150000,84.640000,82.165000,84.060000,84.090000,4.060000,81.615000,83.705000,81.625000,82.805000,12.090000,76.930000,11.965000,82.595000,82.190000,11.050000,82.620000,75.015000,82.545000,82.350000,82.480000,81.510000,82.935000,76.015000,82.450000,83.205000,12.745000,11.950000,11.570000
14080,2.154545,7.863636,74.404545,72.236364,75.181818,72.077273,5.454545,11.763636,77.286364,76.754545,77.122727,77.004545,68.909091,11.395455,12.559091,11.281818,75.686364,76.309091,69.790909,11.436364,77.804545,76.063636,12.300000,12.404545,4.436364,76.486364,12.004545,75.604545,11.968182,76.795455,68.981818,76.118182,77.468182,11.027273,11.804545,77.777273
14720,2.378261,3.808696,72.234783,69.530435,72.560870,69.095652,4.713043,11.904348,12.013043,10.700000,73.595652,11.791304,3.539130,11.404348,12.326087,72.634783,74.065217,11.817391,65.856522,73.821739,74.504348,10.643478,11.426087,75.269565,4.008696,74.604348,11.747826,10.682609,11.482609,12.008696,4.104348,11.039130,13.908696,10.613043,73.947826,73.708696
15360,2.270833,3.879167,69.008333,65.904167,69.212500,66.433333,64.308333,70.508333,11.466667,10.687500,69.787500,70.425000,63.625000,10.883333,11.262500,71.812500,70.233333,10.958333,63.450000,70.104167,72.641667,10.329167,70.462500,69.783333,3.462500,71.691667,70.437500,11.041667,71.058333,70.720833,62.962500,72.245833,70.262500,69.987500,69.375000,70.325000
16640,2.219231,5.265385,11.342308,7.234615,65.407692,6.800000,59.946154,67.880769,67.857692,11.019231,11.269231,11.965385,59.134615,66.203846,65.953846,13.630769,66.850000,66.034615,60.119231,66.807692,66.026923,11.330769,66.115385,66.426923,4.165385,66.115385,10.442308,11.203846,65.550000,11.538462,3.876923,11.400000,66.773077,10.403846,65.661538,11.553846
17280,2.177778,3.925926,62.974074,6.444444,62.633333,6.948148,57.240741,12.396296,11.870370,10.888889,63.211111,64.481481,56.092593,10.977778,11.214815,63.262963,10.881481,64.144444,57.077778,65.059259,64.455556,12.311111,64.396296,64.270370,57.344444,64.507407,11.348148,63.833333,10.837037,11.314815,55.688889,65.029630,64.377778,10.229630,10.696296,63.944444
17920,2.214286,3.428571,61.514286,58.150000,60.650000,58.014286,4.585714,12.221429,67.025000,62.428571,62.707143,11.314286,3.203571,62.082143,11.242857,62.910714,62.482143,61.785714,54.414286,10.771429,11.567857,11.267857,10.846429,61.717857,3.282143,11.553571,62.917857,61.025000,10.610714,62.467857,3.342857,63.421429,62.110714,61.614286,61.839286,10.653571
18560,2.041379,3.451724,58.448276,56.468966,58.679310,6.582759,3.334483,60.524138,60.162069,59.689655,9.951724,60.382759,3.368966,10.855172,66.786207,60.351724,59.903448,59.744828,52.596552,58.737931,60.062069,60.917241,59.686207,60.196552,52.265517,60.158621,59.831034,58.862069,60.017241,59.193103,51.993103,59.217241,10.034483,59.224138,59.034483,60.072414
