Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,38.687342,41.299682,41.789584,43.311397,42.872372,43.613950,41.871574,44.557373,45.274243,45.219241,45.624127,45.269337,41.068813,44.854735,45.309399,44.402355,45.533259,45.241294,41.075224,44.846508,45.063608,44.587757,45.091373,45.561231,41.813952,44.662669,45.053376,44.534910,44.851135,45.582890,40.978380,45.039101,45.172432,44.374684,44.909362,45.669171
7040,38.897943,41.174155,41.638559,43.148734,42.563644,43.322018,41.893981,44.521634,44.894643,45.127359,45.192175,45.352516,41.132642,44.592918,44.219376,44.001614,44.633973,44.719443,40.582231,45.151637,44.138202,44.210388,44.526226,44.842920,41.421154,44.521956,44.121091,44.001773,44.090838,44.848715,40.530828,44.610299,44.121696,44.077176,44.046754,45.037399
7680,38.248949,40.565776,40.946667,42.544370,42.077661,42.779669,41.383837,43.757474,44.178241,44.531830,44.613228,44.409072,40.500567,44.064607,44.210639,43.760135,44.691842,44.366003,40.510883,44.061614,44.065924,43.949585,44.077450,44.748308,41.237249,44.079573,44.091158,43.766008,43.997128,44.752480,40.443054,44.421495,44.117934,43.689663,43.984023,44.891924
8320,38.749472,41.678303,42.217173,43.936788,43.296987,44.310718,41.688384,44.647112,45.346029,45.424715,45.600517,45.469415,41.064537,44.943376,45.384575,44.740965,45.662450,45.444242,40.841483,44.920912,45.321835,44.991892,45.383489,45.847984,41.554128,44.994504,45.232619,44.749241,45.231056,45.827087,40.861734,45.343224,45.191985,44.762875,45.145956,45.872963
8960,38.749319,41.552908,42.096095,43.798751,43.195371,44.157269,41.729212,44.516997,45.264660,45.361338,45.675665,45.338023,40.995962,45.038954,45.291781,44.719942,45.648795,45.403612,40.908227,44.840823,45.217563,44.970552,45.229504,45.730681,41.624356,44.855427,45.073128,44.668656,45.169137,45.694772,40.895788,45.272239,45.130646,44.682327,45.119910,45.819024
9600,38.713700,41.573373,42.010498,43.660541,43.109348,43.993989,41.744222,44.407201,45.134568,45.287081,45.409848,45.846106,40.910670,44.811518,45.143887,44.592850,45.389346,45.364550,40.902575,44.812408,45.230957,44.797945,45.104904,45.615448,41.623618,44.780569,45.041947,44.610410,44.966234,45.608966,40.911969,45.155618,45.027923,44.615724,45.014918,45.661848
10880,38.710967,41.525008,41.967957,43.631126,43.105724,43.940275,41.669471,44.403118,45.121350,45.277791,45.751448,45.274236,40.983147,44.773899,45.148342,44.537131,45.568442,45.291106,40.855712,44.844041,45.028124,44.791613,45.044540,45.597524,41.648119,44.760348,44.957786,44.548575,44.992858,45.597242,40.888543,45.184714,44.940859,44.567774,44.966927,45.686383
11520,38.693856,41.429786,41.924348,43.536604,42.985171,43.876527,41.734688,44.426205,45.278261,45.185730,45.515128,45.294646,40.926170,44.696046,45.226340,44.487171,45.545530,45.254022,40.840703,44.721880,45.174155,44.701456,45.098665,45.642716,41.578100,44.734047,45.058307,44.477919,45.012629,45.601426,40.880082,45.074310,45.056943,44.533116,45.001968,45.729385
12160,38.693520,41.365469,41.887987,43.427602,42.840561,43.715537,41.709460,44.286594,45.253924,45.123701,45.542223,45.234676,40.863469,44.637226,45.194144,44.387799,45.540056,45.213736,40.827950,44.597226,45.121703,44.643947,45.083584,45.605817,41.641327,44.762597,45.026347,44.409613,45.025597,45.587841,40.916895,45.021346,45.001442,44.433040,45.014501,45.751980
12800,38.733566,41.457935,42.033730,43.618976,43.107745,44.024548,41.656043,44.526578,45.132278,45.303264,45.487605,45.248372,41.009716,44.789780,45.161623,44.615858,45.534097,45.259363,40.835829,44.760063,45.092455,44.805053,45.039146,45.578888,41.631198,44.763169,44.931743,44.606288,44.967259,45.611441,40.784718,45.169077,44.968399,44.707664,44.939795,45.705272
14080,40.684003,41.408170,42.035367,43.562791,42.928249,43.839365,41.674937,44.450096,45.018249,45.291473,45.351685,45.120166,40.975901,44.841443,45.076156,44.628043,45.361022,45.159906,40.782371,44.864682,45.013376,44.938372,44.989264,45.570787,41.605832,44.800809,44.923084,44.650006,44.888856,45.521015,40.775732,45.216654,44.896967,44.606058,44.877177,45.625424
14720,38.611937,41.379656,41.847985,43.476557,42.922450,43.832112,41.569791,44.473112,45.039669,45.332319,45.377520,45.170876,40.895134,44.807228,45.043993,44.644284,45.409553,45.137383,40.731722,44.807345,44.958982,44.851318,44.934497,45.464748,41.503694,44.792859,44.856277,44.643543,44.886329,45.503208,40.764404,45.196330,44.835944,44.579737,44.854317,45.583040
15360,38.658387,41.320261,41.751787,43.457240,42.937853,43.803811,41.605646,44.373380,45.016568,45.215808,45.318093,45.100445,40.872925,44.702065,44.975828,44.496792,45.321150,45.047233,40.754070,44.712998,44.934780,44.658528,44.926369,45.480945,41.538598,44.695365,44.845427,44.466253,44.839933,45.527607,40.780840,45.029387,44.800781,44.408212,44.796593,45.690656
16640,41.775512,42.334034,42.985808,44.721159,44.077222,45.067777,41.975725,45.297262,46.119853,46.202658,46.400242,46.154627,41.404131,45.644648,46.454231,45.575463,46.413736,46.082131,41.233196,45.634725,46.016279,45.930561,46.061302,46.475838,41.801598,45.627360,45.992061,45.586357,45.973647,46.468933,41.237316,45.991224,45.926860,45.582689,46.552219,46.541477
17280,39.055618,42.243533,42.894296,44.588629,43.965333,44.973203,42.020272,45.171432,45.999455,45.972996,46.346407,46.017636,41.261803,45.520437,46.009663,45.407126,46.345590,46.070991,41.139597,45.503464,45.941075,45.529976,45.973531,46.424455,41.875708,45.507528,45.857943,45.400400,45.794453,46.427162,41.235641,45.838670,45.911354,45.448604,45.804495,46.439667
17920,39.073133,42.272154,42.838388,44.626247,43.990721,45.393337,42.038884,45.221152,46.089282,46.062272,46.384658,46.012083,41.371439,45.483387,46.014377,45.407812,46.412538,46.062447,41.189660,45.512550,45.963576,45.602315,46.009224,46.495419,41.849617,45.486571,45.908875,45.409039,45.815186,46.455163,41.166109,45.897378,45.904040,45.466332,45.833801,46.493644
18560,39.107939,42.263100,42.872069,44.637987,44.015531,44.953307,42.054574,45.121439,46.026027,46.051171,46.411158,46.048570,41.890833,45.506417,46.029231,45.420132,46.413254,46.093627,41.310471,45.480398,45.957276,45.609597,45.954833,46.496743,41.812616,45.453440,45.917049,45.375773,45.910185,46.444663,41.294406,45.894610,45.920233,45.434150,45.896994,46.508101
19840,41.918232,42.200979,42.736381,44.464463,44.436836,44.840914,42.024157,45.024799,45.905177,45.960431,46.186831,45.946111,41.269603,45.354780,45.917181,45.227911,46.207594,45.887321,41.227930,45.360528,45.813885,45.447440,45.865618,46.364531,41.943375,45.396643,45.784817,45.282246,45.713804,46.419205,41.239777,45.836703,45.782115,45.374750,45.708422,46.393047
20480,39.069065,42.234371,42.831945,44.564239,43.975001,44.904422,42.000166,45.096303,46.029479,45.979795,46.662488,46.014632,41.312234,45.428846,46.044793,45.367190,46.313728,46.035084,41.214604,45.442819,45.919102,45.515766,45.951714,46.440296,41.822614,45.422984,45.829353,45.382253,45.821875,46.426632,41.268072,45.856230,45.869682,45.421802,45.780612,46.482437
21120,39.057889,42.229355,42.742977,44.498812,43.868432,44.819442,41.992903,44.981692,47.290587,45.970876,46.197482,45.906754,41.329348,45.446432,47.300826,45.285248,46.696711,45.930381,41.116135,45.405532,47.169398,45.503606,45.873944,46.373794,41.882005,45.383846,47.172835,45.297272,45.714170,46.377300,41.157347,45.785742,47.181566,45.343660,45.745818,46.446735
21760,39.019519,42.210752,42.862322,44.483284,43.895543,44.808563,41.995973,45.047485,45.912576,45.983250,46.236015,45.971290,41.295787,45.385916,45.910211,45.293754,46.284636,45.905957,41.178376,45.447605,45.872814,45.528756,45.864682,46.380186,41.884694,45.461793,45.747201,45.292150,45.729706,46.333272,41.159899,45.822645,45.744851,45.306979,45.687528,46.450891
22400,39.063252,41.859573,42.863958,44.436081,43.947618,44.651084,42.009001,44.926630,45.898724,45.910696,46.231182,45.924629,41.249214,45.318147,45.951258,45.148671,46.234682,45.995944,41.171395,45.310677,45.864303,45.419736,45.860420,46.361723,41.906074,45.280573,45.748975,45.153465,46.095729,46.435658,41.175188,45.719258,45.802930,45.239875,45.655026,46.434948
23040,39.045881,42.124380,42.685289,44.453041,43.812541,44.746893,41.948853,44.953291,45.880436,45.915633,46.275186,45.866273,41.288373,45.344998,45.894942,45.322470,46.232468,45.881587,41.202819,45.352190,45.790216,45.448732,45.771453,46.325468,41.848934,45.445754,45.719164,45.290847,45.640390,46.300321,41.233489,45.806506,45.692069,45.272286,46.031524,46.366095
23680,39.036846,42.095487,42.661084,44.361921,43.794812,44.619025,42.006263,45.122549,45.823286,46.407398,46.165157,45.983610,41.285718,45.379925,45.828503,46.038828,46.140396,45.983655,41.254640,45.399431,45.752107,46.074342,45.758223,46.287372,41.896102,45.383418,45.767256,46.067941,45.641532,46.267481,41.220354,45.794041,45.804962,45.924079,45.657267,46.358037
24320,39.004792,42.083304,42.757836,44.338731,43.746947,44.592479,42.000250,45.022998,45.817712,45.914224,46.121290,45.808566,41.250326,45.312277,45.784332,45.160858,46.162872,45.766033,41.213823,45.311970,45.679778,45.358960,45.717141,46.269032,41.884871,45.358370,45.626347,45.152459,45.594047,46.230359,41.206604,45.699804,45.581992,45.201686,45.568829,46.277825
25600,42.302150,42.106148,43.151585,44.455109,43.821609,44.810629,41.893447,45.018721,45.850905,45.897902,46.142171,45.896621,41.296485,45.394128,45.901995,45.260157,46.168292,45.867565,41.092454,45.362822,45.780937,45.425265,45.819441,46.309125,41.775723,45.331356,45.766117,45.252242,45.706476,46.344511,41.150620,45.769794,45.732277,45.268711,45.672201,46.370466
26240,39.027588,42.170323,42.685507,44.415128,43.869205,44.764447,41.948829,44.985777,46.233986,45.876046,46.203307,45.886986,41.341857,45.313155,45.885452,45.207783,46.226847,45.916870,41.199499,45.345027,45.808126,45.433634,45.820935,46.324809,41.802793,45.320798,45.708830,45.255618,45.675567,46.411780,41.206324,45.749761,45.734586,45.258207,45.657207,46.339410
