Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,26.061749,27.518816,28.887259,28.689317,28.701293,29.354994,26.540226,29.195706,29.852473,29.270432,29.816897,29.866404,26.391151,29.024188,29.789654,29.259033,29.811089,29.892673,26.409583,29.038436,29.705152,29.119165,29.675074,29.908903,26.494211,29.036660,29.757941,29.256996,29.580315,29.623935,26.302790,29.363449,29.689561,28.956093,29.654467,29.667769
7040,25.976893,27.515367,29.050022,28.832637,28.792392,29.387598,26.639625,29.385540,29.796473,29.478497,29.882777,29.963062,26.500028,28.748364,29.515764,29.076143,29.528379,29.600836,26.080419,28.896849,29.421055,28.810589,29.598060,29.521610,26.130419,28.802925,29.508026,29.104914,29.415071,29.396938,26.077421,28.978209,29.466036,28.774206,29.386759,29.398630
7680,25.656954,27.222968,28.769915,28.579624,28.653846,29.243025,26.435004,29.130179,29.749906,29.254940,29.656671,29.718597,26.161922,28.902786,29.639390,29.214897,29.662713,29.719253,26.154877,28.992051,29.582417,28.992460,29.551609,29.672415,26.182750,28.954164,29.609352,29.219077,29.511559,29.578191,26.125940,29.653388,29.599824,28.887081,29.510561,29.634963
8320,26.196973,27.777038,29.280688,29.018229,29.112434,29.729530,26.779995,29.546784,29.997146,29.682553,30.074301,30.074884,26.612897,29.278089,30.016891,29.599866,29.996020,30.056024,26.648594,29.418742,29.917956,29.395823,29.852095,30.017359,26.668133,29.593472,29.942795,29.625632,29.845059,29.920379,26.606304,29.633437,29.942516,29.300353,29.866997,29.902501
8960,26.166607,27.667287,29.211479,29.291788,29.027726,29.574471,26.810461,29.512237,29.951833,29.515979,29.974106,30.098434,26.576988,29.268464,30.029123,29.601419,30.009100,30.081129,26.604905,29.426398,29.899347,29.299784,29.858215,29.978892,26.672716,29.370892,29.923332,29.643319,29.823499,29.851303,26.583492,29.583221,29.925099,29.287656,29.862179,29.890109
9600,26.031174,27.493347,29.133933,28.865154,28.949508,29.545167,26.609193,29.442849,29.909725,29.455221,29.906181,30.500534,26.406270,29.232244,29.905778,29.544049,30.027438,29.978992,26.423226,29.397301,29.839873,29.194366,29.827436,29.899811,26.504622,29.248598,29.852752,29.563376,29.731251,29.799102,26.485761,29.367527,29.845043,29.215249,29.775466,29.826774
10880,26.323359,27.533539,29.106181,28.840754,28.889180,29.558020,26.494540,29.399297,29.849591,29.449334,30.005239,29.975777,26.302570,29.169110,29.909309,29.448924,29.897082,30.017895,26.328724,29.264909,29.895321,29.247458,29.755176,29.885664,26.358125,29.279767,29.881819,29.508972,29.757569,29.791941,26.314639,29.450921,29.845838,29.205386,29.780238,29.815190
11520,25.858571,27.432940,29.092120,28.900908,28.936527,29.618099,26.475748,29.484773,29.880610,29.468068,29.891881,30.005366,26.259925,29.256626,29.849589,29.511910,29.896483,30.013687,26.565504,29.352380,29.868361,29.299665,29.798716,29.898975,26.337219,29.310081,29.868408,29.636559,29.740224,29.814918,26.281402,29.327209,29.892421,29.326429,29.809842,29.786189
12160,26.101861,27.705731,29.324835,29.039289,29.126212,29.770849,26.676788,29.635291,30.070001,29.670252,30.037239,30.148263,26.476293,29.450692,29.990473,29.715282,30.030781,30.167081,26.497340,29.567306,30.004058,29.412055,29.929821,30.052953,26.535866,29.536082,30.009397,29.774980,29.907952,29.942886,26.510465,29.530858,29.985778,29.463384,29.954013,29.940773
12800,26.223904,27.727188,29.429470,29.101717,29.174350,29.906249,26.662578,29.665835,30.046301,29.762411,30.091603,30.220497,26.526982,29.471990,30.050515,29.673085,30.126864,30.280806,26.525212,29.595898,30.070517,29.483794,29.986423,30.113612,26.598707,29.517042,30.065830,29.744424,29.988971,30.015017,26.501702,29.647136,30.088773,29.842535,30.053265,30.052676
14080,26.491032,27.759321,29.528269,29.121473,29.327528,29.924156,26.689973,29.778078,30.158972,29.788833,30.151777,30.200153,26.588946,29.590070,30.140419,29.775647,30.143861,30.257379,26.521399,29.673173,30.091050,29.633870,30.023378,30.189397,26.549291,29.639825,30.079452,29.826117,30.010478,30.081036,26.553939,29.607028,30.055039,29.627556,30.086080,30.069430
14720,26.156562,27.786331,29.519925,29.159604,29.312906,30.047416,26.727676,29.796873,30.165717,29.835718,30.168068,30.309668,26.567354,29.636820,30.148961,29.837051,30.189588,30.311314,26.546193,29.762604,30.162521,29.554694,30.074864,30.215186,26.605519,29.684867,30.151615,29.861696,30.052405,30.291104,26.522064,29.643211,30.195766,29.642857,30.088732,30.105606
15360,26.253713,27.948669,29.718230,29.325738,29.558825,30.219168,26.834470,29.923062,30.398535,30.170523,30.312000,30.400890,26.683290,29.767653,30.329683,29.996654,30.299589,30.420089,26.666745,29.856319,30.292078,29.788711,30.207651,30.377025,26.783958,29.798753,30.256842,29.957581,30.217181,30.295583,26.678093,29.867699,30.243748,29.803548,30.229809,30.278496
16640,27.036582,28.322714,30.104056,29.622726,29.831762,30.476773,27.231600,30.246340,30.578315,30.297315,30.557653,30.728761,27.112621,30.067936,30.567582,30.302266,30.564065,30.741034,27.105418,30.227677,30.555941,29.944785,30.465967,30.595542,27.165961,30.137356,30.574693,30.294966,30.473941,30.465250,27.126903,30.133884,30.531653,30.125579,30.598313,30.449517
17280,26.594699,28.249864,30.046112,29.584868,29.828696,30.455962,27.199710,30.219619,30.572699,30.282337,30.576814,30.760139,27.103266,30.066422,30.569745,30.284762,30.574037,30.751153,27.069329,30.172409,30.586169,30.002455,30.477979,30.597367,27.129421,30.108998,30.540414,30.309608,30.455392,30.451697,27.041438,30.123916,30.526404,30.081308,30.497397,30.444763
17920,26.611510,28.227543,30.047277,29.582849,29.795015,30.733970,27.274257,30.157773,30.568368,30.333509,30.543592,30.792538,27.067304,29.997766,30.526426,30.213378,30.578874,30.754645,27.050860,30.264698,30.570273,30.028152,30.497505,30.680656,27.096215,30.043220,30.523161,30.259115,30.439839,30.444318,27.034071,30.176325,30.504321,30.044221,30.507603,30.510323
18560,26.595052,28.252193,30.073124,29.594152,29.840871,30.433597,27.196569,30.222197,30.558039,30.294352,30.544956,30.749341,27.155558,30.043608,30.552623,30.249978,30.539466,30.746993,27.038114,30.139190,30.547155,29.946080,30.451578,30.619665,27.144051,30.088763,30.554692,30.283792,30.444892,30.462614,27.012329,30.113909,30.537577,30.062603,30.495342,30.467493
19840,26.839960,28.174102,29.960472,29.558269,29.951861,30.496204,27.069231,30.157317,30.567357,30.188728,30.495455,30.633594,26.900022,30.013191,30.521695,30.187079,30.520672,30.632917,26.882582,30.146417,30.473532,29.937909,30.394285,30.568163,26.987078,30.041719,30.477139,30.214358,30.458522,30.473527,26.901259,29.982004,30.450003,30.033353,30.518366,30.457125
20480,26.479466,28.212570,30.034262,29.561088,29.808804,30.534075,27.129984,30.174986,30.580202,30.319215,30.602527,30.720311,27.027267,30.022650,30.562311,30.218007,30.577147,30.777592,26.970173,30.145379,30.572422,30.007192,30.483692,30.622973,27.066914,30.116352,30.555337,30.234291,30.477502,30.489936,27.070246,30.141392,30.553771,30.046196,30.582356,30.480457
21120,26.485907,28.177806,30.027381,29.600557,29.828187,30.506656,27.102950,30.176903,30.607209,30.327513,30.580191,30.670511,26.949670,30.044400,30.592903,30.267920,30.675689,30.680655,26.975013,30.162614,30.526273,30.004784,30.446894,30.603307,27.027656,30.090783,30.527783,30.228947,30.473440,30.553519,26.902895,30.094049,30.546588,30.045262,30.520103,30.546214
