Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,23.770486,23.397716,27.194492,27.700839,27.796776,38.190500,25.422483,30.802497,46.203965,33.604205,45.407297,46.514218,25.470353,31.354108,36.660234,30.995836,43.184861,41.850874,25.398395,30.735316,42.589078,33.305365,35.982587,40.731952,25.249817,31.018596,42.910618,31.021019,38.585332,43.484877,25.535921,30.987184,30.959088,30.747929,49.693191,47.403089
7040,23.672573,23.386612,31.105717,30.249258,34.534402,37.033164,25.445138,30.967575,42.402808,32.523648,45.211347,39.707047,25.056624,30.405271,48.706083,30.640627,47.012090,49.144843,25.180266,30.513813,44.254166,33.725975,49.804012,45.159847,24.998614,33.330776,33.002930,30.750185,37.918762,44.018461,25.158059,35.317656,42.396106,30.412260,46.339830,48.790232
7680,23.356915,23.106416,27.897065,25.079934,43.874614,35.829659,25.206057,35.325103,47.368365,32.285679,44.970269,46.344744,25.109990,30.361654,44.859726,30.560066,40.308385,46.597017,25.165422,31.373556,38.698708,30.393421,44.676332,42.635901,24.966249,30.559500,43.149145,30.460153,48.027579,49.156666,25.238556,30.598944,40.598349,36.621709,46.524237,45.118705
8320,24.033878,24.046121,34.832027,30.733444,41.432157,39.658626,26.030095,31.764566,51.589795,34.158151,48.939647,48.689884,25.783910,32.716052,53.074336,31.918083,48.589155,38.451097,25.667580,29.195443,28.206849,31.860266,40.082910,35.633111,25.709071,33.724194,46.710643,37.739139,45.512059,41.594719,25.670600,32.028096,45.358043,35.414853,41.156856,54.344752
8960,24.025393,24.072453,32.787084,30.259996,37.885088,38.863472,25.921316,31.862277,43.702522,31.827453,50.883169,37.779305,25.806531,31.962217,44.631260,35.361638,45.266308,51.166351,25.592559,34.304210,48.635505,34.827372,46.345472,45.236821,25.757084,31.896800,50.905520,37.626172,42.387633,47.289988,25.660410,38.203116,41.194239,37.592363,46.944615,43.980782
9600,24.034656,24.082366,30.494184,30.274920,27.981616,39.999669,25.965447,34.271338,44.809819,31.809084,35.316717,48.752202,25.829982,31.721416,47.958223,32.873110,35.975132,46.391512,25.635691,32.265659,44.594334,30.900927,53.529171,47.765821,25.669952,34.789726,49.839156,37.140413,45.667377,40.614035,25.563837,33.172542,44.368657,34.021222,46.320852,42.829762
10880,24.225332,24.163369,28.005418,30.928038,38.316183,49.685454,25.877463,31.743546,35.934258,33.336277,38.113017,31.743798,25.779803,35.801788,46.332779,32.802155,49.033566,40.812501,25.630534,31.888497,50.694703,38.625518,49.637914,46.085748,25.687383,31.681994,47.160617,32.183517,48.694000,45.691977,25.609790,32.166994,47.942919,33.601450,34.692195,50.771390
11520,23.995344,24.018206,30.371245,29.771596,35.150667,41.961008,25.902357,35.743385,44.187937,32.187134,49.241637,37.074341,25.749583,32.538869,42.927327,37.510064,51.460240,45.916698,25.520001,36.807496,43.824639,31.744354,52.691575,46.404975,25.659606,31.663191,31.442860,37.963121,41.467982,52.097634,25.608582,31.885957,45.849669,34.475299,44.347397,46.244852
12160,24.000300,24.031909,32.011802,25.669508,43.450409,41.605891,25.867662,34.755827,45.849708,34.958871,49.096578,49.005488,25.804008,31.825891,33.393736,36.675129,50.481155,49.406394,25.620623,31.693691,48.522755,33.488502,50.733111,51.186222,25.659431,36.347510,49.123189,36.280800,43.064428,41.017093,25.670525,32.057238,50.344611,31.974664,41.710406,48.720439
12800,23.990525,24.167559,29.745409,25.648235,41.535050,36.213142,25.843222,31.783024,42.520748,33.251386,44.567677,47.600834,25.735462,31.867580,39.029514,33.208795,49.438373,37.331435,25.687769,37.403448,47.810712,33.550193,47.300293,34.443603,25.741756,39.362077,44.871146,36.112391,52.364240,39.840425,25.645252,32.021411,48.443853,37.303072,46.929974,47.223495
14080,24.479168,24.129270,27.633095,30.102383,38.491224,43.055869,25.992061,33.007083,43.566545,36.205973,37.229370,44.834112,25.810029,31.834378,53.583708,32.803389,45.130601,43.644600,25.577563,35.265726,49.019535,32.320490,47.908269,52.411906,25.716253,35.790410,42.957364,32.077691,46.875846,45.760560,25.563894,31.867879,50.533297,31.827303,42.216820,52.637820
14720,23.959950,23.984115,33.517731,25.833446,38.315130,43.848390,25.943210,31.798901,43.763356,32.177789,40.542420,51.867487,25.778480,37.645767,44.461999,31.941137,32.939503,53.876628,25.595734,37.456527,51.820389,32.813205,37.549002,43.288625,25.731620,36.231308,44.982568,33.302392,35.568451,46.220015,25.628623,36.766698,50.420071,31.850231,47.830814,49.698684
15360,23.989519,24.136746,27.750823,27.223591,45.003356,40.531820,25.861810,34.089800,50.397868,39.593667,44.080905,43.059218,25.803643,38.586187,53.404294,41.636676,41.795584,48.372721,25.594504,34.814733,52.053599,31.871967,55.260615,50.012751,25.684611,37.176623,51.787671,35.894732,52.463002,43.031166,25.633576,38.227270,51.277303,35.525118,37.706048,51.057837
16640,24.873035,24.513345,33.254901,31.999432,29.346552,44.472528,26.154219,38.572147,34.839806,38.613704,53.428182,41.128240,26.395761,33.290440,53.083853,38.056798,49.575993,48.369185,26.043021,37.894513,50.878403,34.776468,31.102219,37.576316,26.335313,35.013206,47.741508,38.886045,46.354837,52.576637,26.005185,33.297286,48.729569,33.383125,46.318639,28.102582
17280,24.719617,24.573121,30.467744,27.760578,32.734450,32.282973,26.253016,35.413784,53.535193,37.805349,50.502406,33.705796,26.333131,33.166717,33.440907,37.664116,48.409554,40.248383,26.013515,36.390832,54.529060,33.935138,42.875382,49.135286,26.314772,32.853184,37.464960,37.601241,47.815123,50.242505,25.973885,36.708355,43.313547,33.431493,44.301193,41.446894
17920,24.753059,24.682883,31.470959,30.307206,44.540787,33.554954,26.091580,34.526033,51.678690,39.636343,55.913711,47.699535,26.391214,33.187866,53.358976,33.446734,47.436613,48.673948,25.984248,37.158590,39.156326,33.873718,46.876751,47.694137,26.326569,36.872507,39.566113,37.483975,37.688001,40.149045,26.023112,33.964049,32.428847,39.114221,36.090725,51.203417
