Elements,Fenw,LFenw,Byte,LByte,Bit,LBit,LFenwFenw16,LByteByte16,LBitBit16,Fenw(16),LFenw(16),Byte(16),LByte(16),Bit(16),LBit(16),LFenwFenw16(16),LByteByte16(16),LBitBit16(16),Fenw(32),LFenw(32),Byte(32),LByte(32),Bit(32),LBit(32),LFenwFenw16(32),LByteByte16(32),LBitBit16(32),Fenw(64),LFenw(64),Byte(64),LByte(64),Bit(64),LBit(64),LFenwFenw16(64),LByteByte16(64),LBitBit16(64)
640000000,631.446704,278.527213,290.760009,233.001852,423.823223,243.930957,508.651782,305.004560,307.114480,276.850353,229.150070,233.900768,217.874035,253.517207,228.539324,274.153225,245.538883,255.938427,261.883032,216.275256,228.766886,218.027010,240.161576,227.619221,261.911869,240.076536,250.257663,259.439258,218.120742,230.246824,223.306275,243.474507,231.707040,268.852362,245.949339,257.433928
800000000,657.520570,289.247475,308.784783,245.150544,484.130213,253.243101,535.409240,325.662266,329.731401,289.183958,235.729892,240.815697,223.309266,268.837336,235.089244,278.056365,252.171086,263.195626,270.291932,221.197244,235.156977,223.740662,248.160579,231.651256,268.168390,246.714180,257.296790,267.708298,223.829995,236.786967,227.916897,248.555694,236.285011,278.911863,252.834322,263.869757
960000000,666.875226,294.833554,322.510136,250.003511,533.325647,260.029590,542.665910,340.855784,344.261535,320.997421,244.440392,245.875480,226.683839,269.144425,237.146166,296.167006,256.650807,266.248485,275.578006,226.792592,239.732877,225.402872,263.224297,235.409446,271.905303,250.521165,260.433540,282.349748,226.249390,241.252377,231.166128,252.934039,240.123643,286.721356,256.752149,268.022504
1120000000,714.097230,303.626209,339.803886,258.806832,592.059886,267.521350,558.116969,360.875508,365.350880,339.351049,250.874941,250.087374,229.534538,298.872539,241.387739,304.003095,260.499032,273.818527,280.998599,233.305017,244.039895,227.867453,256.238501,239.101165,277.731043,254.711243,264.837151,278.360227,229.453839,245.362900,233.845391,270.151684,243.343043,283.922426,261.137587,274.287713
1280000000,733.052115,308.470738,347.187487,263.012107,634.867863,272.031919,563.707485,372.213421,376.424188,392.549015,257.934389,252.058729,231.460698,282.616358,242.671359,320.247032,263.317837,272.627499,286.024033,237.915241,246.174343,229.661831,258.059305,240.057391,280.774000,257.126006,266.853609,281.825467,231.006164,247.044333,238.942296,259.551887,244.460143,291.328456,263.480107,275.648676
1440000000,749.743118,311.815749,359.381793,268.461893,663.336708,279.467021,584.202913,382.969448,389.658219,397.726056,261.151220,256.642880,234.170961,292.939728,244.801293,328.450178,267.749375,277.679971,301.373596,242.727000,249.799563,233.641084,275.780346,242.471575,291.593015,260.430671,271.276055,285.605731,234.911631,250.618681,237.550551,264.860976,246.655939,290.358839,267.705947,281.209216
1600000000,755.361623,317.263742,368.177990,272.530870,674.095463,281.744706,599.916388,395.010479,402.114474,446.162902,268.040796,259.564981,235.147144,297.453648,246.163631,337.660494,270.968699,281.702170,303.828694,247.127819,254.796868,233.693363,267.083169,243.513586,294.808963,262.860375,274.843878,292.101651,237.737187,253.272705,238.814769,267.927462,247.814407,296.132368,270.894705,282.436002
1760000000,759.954552,323.108652,373.950381,275.555031,595.626412,286.175323,586.674201,401.800243,409.219820,463.254369,270.337191,261.405694,238.319336,318.598441,248.780554,343.389744,272.131563,281.722299,318.513786,255.464353,254.384536,241.468681,266.275817,246.290636,303.632033,264.727915,275.665758,291.628807,242.987469,255.070598,240.947162,267.447294,249.808560,293.674646,271.868673,285.042899
1920000000,767.737528,324.184503,380.779366,279.436207,613.783218,294.810156,589.832705,409.025977,417.377311,440.468401,275.170699,264.026908,240.373900,296.769301,249.307907,355.455427,275.268352,283.563478,346.647531,256.325469,255.276228,235.446789,267.792185,246.131947,317.102711,265.679350,276.325713,294.431609,243.628729,256.399801,240.875548,283.807689,250.386107,294.752052,272.385296,285.635047
2080000000,776.175364,323.381948,386.064313,281.090765,618.664681,293.696673,594.861235,414.101307,426.184688,465.493372,276.956593,270.457447,243.314837,312.129587,251.061335,368.029536,281.189640,286.743540,372.126624,259.641607,256.484356,237.131045,272.534767,246.384941,325.883525,266.930183,277.623056,301.189550,248.452316,256.831297,252.669904,269.709257,250.262175,300.386739,272.734866,285.343471
