Elements,Fenw,LFenw,Byte,LByte,Bit,LBit,LFenwFenw16,LByteByte16,LBitBit16,Fenw(16),LFenw(16),Byte(16),LByte(16),Bit(16),LBit(16),LFenwFenw16(16),LByteByte16(16),LBitBit16(16),Fenw(32),LFenw(32),Byte(32),LByte(32),Bit(32),LBit(32),LFenwFenw16(32),LByteByte16(32),LBitBit16(32),Fenw(64),LFenw(64),Byte(64),LByte(64),Bit(64),LBit(64),LFenwFenw16(64),LByteByte16(64),LBitBit16(64)
640000000,32.449855,42.255356,38.127714,45.242858,39.957167,47.319920,37.150860,42.927697,44.352066,38.737251,46.308428,42.278089,49.290589,45.017921,49.495862,40.871662,44.093413,45.743025,42.267077,48.884192,46.396893,51.518608,47.264781,53.296877,44.266223,47.346310,49.435425,51.028570,56.497592,54.305250,58.889607,55.499713,59.764712,53.064438,55.925938,57.527668
800000000,32.668036,43.077145,38.550028,45.842272,40.581525,48.006313,37.015795,42.850344,44.532090,38.928206,46.666544,42.575870,49.770970,45.470463,49.987735,41.114897,44.441345,46.149548,42.435293,49.267464,46.680966,52.528880,47.626749,53.820304,44.472042,47.778379,49.903498,51.248756,57.147489,54.793566,59.560357,56.140596,60.251813,53.321558,56.287322,58.126306
960000000,32.840759,43.102938,38.994816,46.293244,41.007923,48.447667,38.037836,44.098681,45.487650,39.120422,47.061391,42.719499,50.278007,45.784615,50.347821,41.285528,44.634112,46.525666,42.665039,49.639883,46.915362,52.528576,48.157651,54.209360,44.629322,48.075743,50.323128,51.396965,57.459934,55.056552,59.917698,56.541415,60.817345,53.562976,56.667447,58.794006
1120000000,33.192448,43.808111,39.391385,46.783048,41.842652,49.204068,38.817306,44.842980,46.382010,39.391484,47.611703,43.116306,50.774129,46.395223,50.897213,41.496450,45.027536,47.009164,43.001148,50.206681,47.259154,53.019293,48.420226,54.801590,44.979421,48.490644,50.755223,51.871160,58.270246,55.714744,60.561706,57.002862,61.255968,53.840962,57.010057,59.183163
1280000000,33.313581,43.874676,39.556094,47.089855,41.986509,49.229263,38.661893,44.691725,46.156200,39.413302,47.642288,43.211020,50.852199,46.361685,50.949357,41.537776,45.055391,47.005525,43.407694,50.171889,47.337264,53.152775,48.555827,54.912960,45.116722,48.542647,50.856059,51.755943,58.181112,55.928662,60.690362,57.013366,61.307925,54.118873,57.234465,59.147812
1440000000,33.581750,46.121912,39.786111,47.220032,42.318803,49.539541,39.208383,45.170809,46.722450,39.461265,47.809364,43.395537,51.082212,46.548103,51.172202,41.615636,45.212971,47.182291,43.314222,50.392101,47.471514,54.608352,48.847689,55.245674,45.121729,48.724922,51.058720,51.797249,58.405482,55.728892,60.886741,57.196632,61.607609,54.180035,57.403987,59.440950
1600000000,33.897788,45.400390,40.213510,47.757108,42.941620,50.154078,40.478766,45.904198,47.735922,39.664227,48.133460,43.533062,51.287006,46.805519,51.563675,41.753968,45.357436,47.550568,43.234803,50.690151,47.867967,53.693691,49.071198,55.443788,45.347068,48.926238,51.320852,51.947571,58.511035,55.572537,61.084189,57.711648,62.104243,54.151569,57.627221,59.850489
1760000000,35.389809,51.881507,40.675535,48.154999,42.610490,50.847469,44.493126,46.248936,49.660621,39.798767,48.256176,43.713094,51.744292,47.087278,51.962514,42.022421,45.601664,47.796710,43.246939,50.804410,47.976464,53.963195,49.170410,55.613613,45.374581,49.134336,51.408089,52.023431,58.977493,56.154786,61.456081,57.536781,62.130409,54.234238,57.664399,60.014238
1920000000,36.537141,51.570086,40.578508,48.221716,43.020870,50.680387,46.256429,46.580084,48.764290,39.761064,48.408441,43.867699,51.802106,47.239583,52.191578,42.093438,45.810657,47.907297,43.319167,51.042102,47.993036,54.150198,49.306565,56.029980,45.486924,49.221562,51.792695,52.111422,59.087523,56.208113,61.631047,57.858620,62.506666,54.324064,57.840409,60.072839
2080000000,47.083758,53.436901,40.961700,49.905314,43.440746,51.254462,52.996476,47.439034,49.590132,40.037923,48.796797,44.140724,52.332853,47.622896,53.053364,42.202131,46.044428,48.254726,43.625645,51.397174,48.246567,54.964892,49.695458,56.225973,45.576917,49.459661,51.958326,52.658882,59.429915,56.626383,61.814174,58.006916,62.663902,54.352238,57.919199,60.454365
