Elements,Fenw,LFenw,Byte,LByte,Bit,LBit,LFenwFenw16,LByteByte16,LBitBit16,Fenw(16),LFenw(16),Byte(16),LByte(16),Bit(16),LBit(16),LFenwFenw16(16),LByteByte16(16),LBitBit16(16),Fenw(32),LFenw(32),Byte(32),LByte(32),Bit(32),LBit(32),LFenwFenw16(32),LByteByte16(32),LBitBit16(32),Fenw(64),LFenw(64),Byte(64),LByte(64),Bit(64),LBit(64),LFenwFenw16(64),LByteByte16(64),LBitBit16(64)
2880000000,9.137487,9.933569,12.812230,10.609410,13.089505,10.653420,7.373967,12.869846,12.790350,3.440980,3.468927,3.626835,3.412261,3.576820,3.430126,3.212176,3.629414,3.577700,3.340284,3.366146,3.481549,3.427855,3.514082,3.436092,3.300892,3.478406,3.513343,3.421118,3.444513,3.514387,3.480086,3.526028,3.471898,3.417275,3.503675,3.524989
3040000000,9.140386,9.938734,12.816550,10.666371,13.098949,10.612469,7.370587,12.612004,12.799901,3.439942,3.484603,3.628942,3.410825,3.581084,3.430572,3.206053,3.622206,3.576902,3.344001,3.412976,3.479898,3.432746,3.517243,3.439102,3.302316,3.478399,3.516959,3.423744,3.447474,3.505871,3.476829,3.528110,3.475060,3.420419,3.506612,3.526555
3200000000,9.149757,9.945262,12.819469,10.629249,13.084748,10.617666,7.383639,12.617274,12.796090,3.443165,3.472324,3.629040,3.414725,3.577351,3.427045,3.210728,3.626893,3.574979,3.346873,3.366542,3.477714,3.431144,3.517905,3.435434,3.295814,3.478720,3.512435,3.422557,3.445632,3.505101,3.470763,3.527914,3.473765,3.417969,3.520097,3.528815
3360000000,9.144250,9.934164,12.815459,10.614105,13.084130,10.609372,7.374165,12.610877,12.793995,3.438030,3.471525,3.626476,3.414226,3.575220,3.427393,3.206458,3.619187,3.573054,3.344541,3.363608,3.477064,3.430339,3.512497,3.434681,3.295831,3.475073,3.514049,3.428084,3.444739,3.504397,3.468638,3.521874,3.471427,3.414866,3.502611,3.523783
3520000000,9.142093,9.922337,12.824369,10.620888,13.080715,10.617749,7.374861,12.693750,12.840151,3.437514,3.465264,3.624067,3.412590,3.572743,3.425761,3.205992,3.618596,3.572643,3.359649,3.363782,3.479567,3.429467,3.514057,3.437113,3.297410,3.476608,3.512488,3.429667,3.446842,3.508180,3.473893,3.525373,3.471644,3.417277,3.502438,3.526033
3680000000,9.124191,9.919720,12.825193,10.774716,13.082889,10.619549,7.363437,12.609822,12.799647,3.443794,3.471794,3.631152,3.410731,3.576167,3.425739,3.206410,3.620518,3.583223,3.349494,3.373645,3.474682,3.426092,3.510742,3.435953,3.294852,3.472575,3.508977,3.428010,3.442535,3.500350,3.480241,3.580022,3.474393,3.414905,3.502260,3.522510
3840000000,9.125983,9.918338,12.834686,10.606240,13.074771,10.614320,7.372609,12.608837,12.789198,3.445639,3.469914,3.628949,3.414217,3.577040,3.429874,3.208383,3.622293,3.572719,3.351303,3.376162,3.482749,3.431333,3.514208,3.440075,3.296770,3.477078,3.510875,3.435075,3.449857,3.528537,3.488645,3.528450,3.482548,3.415763,3.501709,3.525067
4000000000,9.114929,9.917133,12.804810,10.604642,13.063161,10.602929,7.348616,12.591089,12.770338,3.445828,3.464566,3.626029,3.409416,3.572720,3.424472,3.198990,3.614018,3.566162,3.346404,3.361614,3.483877,3.425752,3.508855,3.432098,3.292343,3.471189,3.505295,3.425442,3.439662,3.498281,3.478853,3.527009,3.472015,3.414521,3.495412,3.519716
4160000000,9.119439,9.945045,12.801513,10.601915,13.066516,10.597380,7.359087,12.595359,12.780114,3.434057,3.471183,3.627673,3.409833,3.571125,3.426656,3.203687,3.619855,3.571930,3.352827,3.369459,3.477814,3.427419,3.511485,3.436835,3.298038,3.480421,3.512322,3.431266,3.444433,3.502234,3.477786,3.524788,3.480605,3.413301,3.501949,3.522715
4320000000,9.113922,9.907446,12.801228,10.593193,13.067707,10.598045,7.371499,12.783568,12.773946,3.435648,3.479731,3.644269,3.532802,3.671810,3.531777,3.305551,3.633842,3.671545,3.436386,3.428130,3.531710,3.425805,3.510130,3.434547,3.327162,3.529223,3.509819,3.430930,3.441429,3.500763,3.477074,3.521606,3.478267,3.414721,3.499140,3.520907
4480000000,9.125330,9.928079,12.810877,10.612648,13.071375,10.610322,7.359094,12.600104,12.780285,3.455436,3.480781,3.639594,3.531774,3.671339,3.526872,3.303957,3.629214,3.666507,3.440054,3.431314,3.526947,3.426641,3.506854,3.432710,3.321795,3.525518,3.506201,3.427750,3.454642,3.504880,3.474779,3.521482,3.476784,3.411041,3.497559,3.519984
4640000000,9.104064,9.895809,12.799440,10.607301,13.055809,10.602924,7.340259,12.668103,12.771579,3.431144,3.476107,3.635361,3.541744,3.671135,3.530229,3.299707,3.622402,3.659592,3.429361,3.422898,3.525777,3.421928,3.502918,3.431965,3.316635,3.521802,3.503167,3.424415,3.433340,3.494761,3.469081,3.513728,3.471255,3.410664,3.493300,3.514181
4800000000,9.209422,9.933248,12.802136,10.615498,13.071432,10.597322,7.352564,12.590512,12.780995,3.456550,3.487636,3.646379,3.534982,3.676185,3.527460,3.310143,3.629147,3.673733,3.437225,3.433681,3.528334,3.430271,3.509206,3.434778,3.324784,3.527358,3.516380,3.432822,3.443449,3.500267,3.476969,3.521217,3.480190,3.415092,3.499504,3.520929
4960000000,9.219615,9.905760,12.800913,10.604787,13.062781,10.693264,7.346984,12.587510,12.766537,3.434603,3.479309,3.651171,3.532686,3.672906,3.525616,3.300882,3.631577,3.666761,3.440185,3.426415,3.529157,3.428089,3.508529,3.435876,3.327255,3.526716,3.506474,3.431773,3.444563,3.501131,3.479486,3.523186,3.484438,3.414616,3.502053,3.521303
5120000000,9.136931,9.912823,12.808524,10.606786,13.077162,10.605007,7.361965,12.598920,12.772926,3.440018,3.485813,3.647087,3.534405,3.677853,3.528638,3.305834,3.635391,3.672722,3.437458,3.438084,3.531645,3.466566,3.513052,3.434386,3.326573,3.533398,3.510565,3.432332,3.448892,3.500838,3.480622,3.524823,3.483039,3.419538,3.502685,3.524562
5280000000,9.114291,9.899348,12.797887,10.593098,13.061601,10.602505,7.351140,12.588947,12.778085,3.431415,3.480688,3.646396,3.533081,3.678132,3.526723,3.304274,3.632263,3.669178,3.440176,3.433972,3.527902,3.438150,3.507996,3.441214,3.322512,3.526743,3.507617,3.435228,3.445600,3.500208,3.479076,3.528114,3.488993,3.416962,3.499562,3.524074
5440000000,9.135663,9.944959,12.829149,10.624743,13.074859,10.628493,7.373212,12.618313,12.934229,3.444826,3.496496,3.651723,3.538547,3.679886,3.533907,3.313433,3.637777,3.675046,3.442840,3.435438,3.533216,3.433339,3.521665,3.445751,3.349505,3.532911,3.512684,3.439343,3.452207,3.506995,3.485041,3.527238,3.499310,3.425514,3.504148,3.527002
5600000000,9.107362,9.922980,12.818363,10.598980,13.065699,10.610806,7.339531,12.592009,12.840751,3.430023,3.478576,3.642683,3.530625,3.672028,3.525850,3.304211,3.695891,3.666180,3.435812,3.425319,3.526228,3.422714,3.511859,3.431187,3.327039,3.523381,3.504145,3.436882,3.441648,3.498251,3.478464,3.520983,3.481442,3.416133,3.494316,3.519006
5760000000,9.136955,9.937423,12.809329,10.643450,13.075395,10.635348,7.368245,12.605033,12.815726,3.439423,3.490105,3.651951,3.539903,3.685910,3.535349,3.314714,3.642756,3.672070,3.445554,3.436776,3.533698,3.434831,3.526525,3.441043,3.330204,3.531244,3.514565,3.440891,3.450660,3.503907,3.484824,3.526952,3.487794,3.419213,3.504364,3.524146
5920000000,9.103988,9.893450,12.787421,10.586715,13.054159,10.604792,7.336127,12.583977,12.765755,3.432333,3.479446,3.643214,3.531377,3.673689,3.523303,3.301440,3.627305,3.664421,3.435594,3.430930,3.528545,3.438952,3.507483,3.435327,3.326487,3.522069,3.503123,3.433165,3.442731,3.495276,3.476080,3.518204,3.480124,3.412843,3.495520,3.515967
6080000000,9.104964,9.929485,12.794457,10.622031,13.049066,10.638517,7.342614,12.594934,12.778305,3.442214,3.488709,3.651147,3.535385,3.678496,3.529192,3.306299,3.633571,3.671821,3.442489,3.437241,3.537152,3.430832,3.520816,3.432974,3.327803,3.525950,3.510847,3.438482,3.445871,3.498597,3.482250,3.526717,3.487605,3.415839,3.498261,3.519313
6240000000,9.102479,9.920091,12.802394,10.599403,13.058165,10.614434,7.340328,12.583831,12.765122,3.434078,3.481208,3.644889,3.536596,3.676410,3.525958,3.300415,3.626066,3.665031,3.435067,3.424244,3.534393,3.421498,3.504208,3.430781,3.317418,3.521122,3.502881,3.432950,3.440457,3.575454,3.474685,3.516752,3.478965,3.409545,3.494969,3.517338
6400000000,9.142573,9.941096,12.808382,10.622626,13.071740,10.636232,7.366891,12.597943,12.778019,3.441018,3.497819,3.648700,3.537711,3.680422,3.531327,3.309698,3.634856,3.678558,3.447844,3.435324,3.534072,3.433890,3.515723,3.439383,3.326567,3.532980,3.518707,3.445826,3.454268,3.505324,3.485688,3.526991,3.493187,3.421457,3.505164,3.532038
8000000000,9.089618,9.886332,12.783967,10.581558,13.036223,10.596801,7.317425,12.570119,12.748383,3.417296,3.466934,3.634735,3.530566,3.667724,3.518056,3.291370,3.617145,3.656934,3.425115,3.425323,3.523268,3.415759,3.494462,3.424818,3.313118,3.517737,3.499069,3.431429,3.438368,3.492722,3.471898,3.512505,3.474180,3.404067,3.490320,3.510923
9600000000,9.095588,9.908174,12.789290,10.600621,13.041223,10.605480,7.344802,12.577753,12.750823,3.427834,3.476940,3.643724,3.528598,3.674992,3.523733,3.299849,3.627905,3.665540,3.436655,3.457391,3.524239,3.474231,3.556146,3.482823,3.358453,3.478335,3.562264,3.470328,3.443018,3.495453,3.473741,3.514578,3.479609,3.408498,3.493522,3.515070
11200000000,9.069482,9.843626,12.765926,10.584176,13.108434,10.559558,7.300523,12.554414,12.721825,3.419524,3.468403,3.636197,3.527217,3.683260,3.516333,3.290018,3.618087,3.657076,3.429235,3.467719,3.512451,3.462821,3.544085,3.472504,3.380963,3.477620,3.551444,3.464601,3.436418,3.485194,3.464690,3.507301,3.468690,3.395354,3.481031,3.502986
12800000000,9.068857,9.890139,12.780504,10.598743,13.025709,10.592160,7.337627,12.571478,12.729593,3.428954,3.480925,3.641144,3.527630,3.677781,3.523354,3.296822,3.623306,3.659026,3.431332,3.456291,3.522343,3.471357,3.558392,3.478734,3.352973,3.470657,3.557382,3.461360,3.445119,3.488355,3.469608,3.509343,3.473004,3.402897,3.489967,3.531653
14400000000,9.051847,9.842930,12.759360,10.552631,12.982014,10.554754,7.298458,12.549107,12.730793,3.416837,3.468123,3.632452,3.516911,3.665575,3.510345,3.283350,3.609713,3.648201,3.421608,3.444506,3.510527,3.461576,3.540831,3.465918,3.343341,3.463598,3.543405,3.458131,3.433814,3.481354,3.462639,3.501835,3.464793,3.394969,3.479212,3.501688
16000000000,9.051792,9.884501,12.772951,10.587861,13.009580,10.596989,7.328985,12.556118,12.738340,3.444328,3.468741,3.633583,3.524616,3.673194,3.528951,3.291009,3.615406,3.655716,3.425623,3.452164,3.565785,3.464416,3.550124,3.473241,3.349923,3.474340,3.553819,3.464651,3.439380,3.496237,3.470444,3.513566,3.470702,3.403090,3.484358,3.508213
17600000000,9.041319,9.859801,12.763447,10.556153,13.037011,10.557014,7.290134,12.570470,12.718567,3.415485,3.461344,3.627855,3.513144,3.672151,3.526341,3.285780,3.607643,3.645764,3.421054,3.446641,3.538751,3.453214,3.537696,3.463227,3.339957,3.520588,3.533248,3.468157,3.479036,3.506366,3.488623,3.519872,3.486891,3.427934,3.496961,3.499510
19200000000,9.056835,9.945686,12.773690,10.598468,13.009402,10.595361,7.383645,12.558201,12.736284,3.417566,3.466400,3.641949,3.532320,3.678804,3.531408,3.289979,3.608032,3.645674,3.420306,3.444294,3.510311,3.457872,3.542849,3.496391,3.340648,3.515376,3.538154,3.467219,3.478069,3.510365,3.488753,3.530770,3.493962,3.431711,3.486775,3.503105
20800000000,9.032529,9.861695,12.748940,10.552586,13.012940,10.539821,7.298019,12.537963,12.719619,3.411312,3.458483,3.628594,3.535575,3.728293,3.523589,3.284559,3.606099,3.645670,3.415386,3.438368,3.507547,3.457716,3.542730,3.463150,3.340123,3.506561,3.529319,3.468844,3.475106,3.502917,3.482100,3.522768,3.505352,3.425128,3.482474,3.497572
22400000000,9.051843,9.891841,12.763977,10.692755,13.018568,10.590147,7.348940,12.547738,12.784051,3.418212,3.482371,3.637063,3.522480,3.680370,3.533494,3.292110,3.609166,3.645459,3.423696,3.447883,3.511365,3.459096,3.543050,3.466984,3.341996,3.510728,3.532641,3.471753,3.483923,3.506998,3.485692,3.526392,3.488096,3.438498,3.490499,3.502542
24000000000,9.028893,9.840400,12.758652,10.570371,12.986564,10.548721,7.287932,12.540512,12.791503,3.410887,3.459141,3.632352,3.526443,3.677653,3.526276,3.304293,3.614297,3.665065,3.416529,3.439281,3.524289,3.500937,3.541262,3.463853,3.353934,3.516734,3.532338,3.464181,3.476467,3.512784,3.486497,3.528285,3.491604,3.429532,3.515485,3.526182
25600000000,9.059714,9.866047,12.787711,10.588998,13.027906,10.629540,7.327045,12.548598,12.774689,3.420520,3.470539,3.675895,3.516203,3.682217,3.533166,3.308762,3.610259,3.665154,3.420263,3.456727,3.525339,3.472947,3.551063,3.467022,3.355232,3.511378,3.535436,3.469532,3.480786,3.510244,3.486670,3.533124,3.494002,3.432544,3.485539,3.536457
27200000000,9.032581,9.855022,12.757842,10.563339,12.983986,10.559534,7.343957,12.546856,12.725596,3.413112,3.462850,3.633706,3.510278,3.670027,3.521356,3.307787,3.642236,3.660879,3.417388,3.442812,3.519944,3.466884,3.541342,3.466940,3.375752,3.508919,3.531666,3.464229,3.479309,3.502462,3.481045,3.523093,3.491063,3.425799,3.480450,3.524833
28800000000,9.059462,9.897880,12.768602,10.594754,13.005861,10.587576,7.331321,12.552007,12.758224,3.418193,3.473757,3.652327,3.519104,3.679528,3.529507,3.329919,3.612926,3.664633,3.420376,3.443598,3.521632,3.474270,3.550391,3.474580,3.357341,3.512509,3.561265,3.471527,3.481108,3.513463,3.492897,3.535023,3.498191,3.432690,3.483678,3.535374
30400000000,9.006846,9.863111,12.741619,10.688603,12.972643,10.561472,7.281856,12.537089,12.724586,3.409714,3.462044,3.625511,3.517150,3.669797,3.520575,3.330372,3.603945,3.655812,3.414201,3.446659,3.519963,3.463984,3.537407,3.472475,3.346196,3.508933,3.531493,3.468330,3.477773,3.508258,3.485493,3.537250,3.505164,3.427055,3.503478,3.571535
32000000000,9.065523,9.882742,12.764879,10.592111,12.987260,10.624791,7.314188,12.567602,12.764898,3.414178,3.464939,3.642613,3.523970,3.679192,3.531913,3.319798,3.609285,3.661680,3.424151,3.448771,3.526608,3.478191,3.557820,3.473044,3.359649,3.511867,3.534734,3.474078,3.486856,3.508752,3.487278,3.528412,3.491545,3.428031,3.485459,3.530923
33600000000,9.046093,9.862082,12.755762,10.542424,12.977585,10.553533,7.295851,12.543384,12.720200,3.432772,3.455310,3.629208,3.515922,3.672968,3.522764,3.299775,3.648159,3.654652,3.411615,3.439727,3.558413,3.460767,3.546114,3.463294,3.351784,3.506677,3.532999,3.476703,3.475466,3.504070,3.485595,3.527512,3.488299,3.426247,3.480840,3.528015
35200000000,9.054329,9.909449,12.781109,10.579278,13.016695,10.589438,7.336602,12.563324,12.729779,3.467414,3.469094,3.641446,3.518057,3.682432,3.533793,3.308813,3.611303,3.669224,3.421222,3.447424,3.527895,3.473935,3.549334,3.476056,3.360060,3.513578,3.535575,3.465852,3.476564,3.512478,3.489957,3.532006,3.496287,3.433135,3.512908,3.528338
36800000000,9.034171,9.851637,12.747199,10.578882,12.971797,10.592982,7.294452,12.534654,12.721819,3.411462,3.467468,3.628604,3.514607,3.690375,3.523437,3.299018,3.607793,3.671988,3.414086,3.437660,3.526514,3.468952,3.545494,3.470100,3.367183,3.510258,3.528679,3.466400,3.476163,3.504497,3.500806,3.524651,3.487019,3.425717,3.512227,3.524060
38400000000,9.045752,9.896307,12.775985,10.578031,12.984398,10.559819,7.309994,12.549499,12.730937,3.415581,3.464507,3.636987,3.519061,3.688006,3.531848,3.307609,3.607240,3.667513,3.416094,3.438517,3.520226,3.471212,3.549577,3.474142,3.358660,3.516136,3.539342,3.465142,3.477059,3.513546,3.491188,3.529136,3.490094,3.434084,3.507867,3.531178
40000000000,9.045169,9.840777,12.779353,10.568399,12.980729,10.592075,7.310142,12.536750,12.708536,3.419175,3.459249,3.628922,3.522874,3.674558,3.525601,3.305404,3.613065,3.662035,3.413511,3.511859,3.518885,3.462771,3.573547,3.474577,3.347324,3.515936,3.531144,3.463528,3.474984,3.500095,3.480496,3.521967,3.484292,3.419691,3.507321,3.522481
41600000000,9.053221,9.863355,12.756367,10.557856,12.957523,10.545624,7.292668,12.541338,12.721675,3.421325,3.459030,3.632804,3.522407,3.680553,3.560451,3.308214,3.610133,3.665403,3.420565,3.463496,3.521272,3.473819,3.574018,3.478556,3.357440,3.529511,3.536726,3.464043,3.494981,3.511221,3.488986,3.534811,3.547845,3.425917,3.510258,3.563086
43200000000,9.022776,9.862901,12.755128,10.559847,12.961422,10.550690,7.346184,12.557949,12.715922,3.410155,3.460977,3.629817,3.511998,3.673316,3.521917,3.297067,3.603905,3.658985,3.411811,3.437660,3.523734,3.465153,3.541265,3.465863,3.358480,3.504808,3.539703,3.463235,3.475321,3.508720,3.485577,3.522370,3.485341,3.429395,3.504592,3.519826
44800000000,9.039327,9.880374,12.756363,10.560351,13.049321,10.604495,7.298807,12.541368,12.722854,3.420452,3.463263,3.634070,3.543089,3.678290,3.533080,3.315229,3.671436,3.664478,3.424090,3.446180,3.520514,3.476968,3.553719,3.478432,3.371639,3.512747,3.542080,3.485578,3.480629,3.520894,3.492243,3.535321,3.494649,3.440049,3.507369,3.523771
46400000000,9.044695,9.933152,12.788715,10.540936,12.979266,10.545307,7.292084,12.534262,12.736301,3.404947,3.452803,3.655589,3.513924,3.675150,3.552069,3.301188,3.607650,3.691577,3.416966,3.441724,3.558050,3.466750,3.555071,3.481518,3.366502,3.506858,3.550405,3.464711,3.480186,3.535367,3.493409,3.529714,3.501576,3.433927,3.502680,3.533845
