Elements,Fenw,LFenw,Byte,LByte,Bit,LBit,LFenwFenw16,LByteByte16,LBitBit16,Fenw(16),LFenw(16),Byte(16),LByte(16),Bit(16),LBit(16),LFenwFenw16(16),LByteByte16(16),LBitBit16(16),Fenw(32),LFenw(32),Byte(32),LByte(32),Bit(32),LBit(32),LFenwFenw16(32),LByteByte16(32),LBitBit16(32),Fenw(64),LFenw(64),Byte(64),LByte(64),Bit(64),LBit(64),LFenwFenw16(64),LByteByte16(64),LBitBit16(64)
640000000,32.640140,42.022782,38.218578,45.750571,40.242454,48.137854,37.129656,42.993210,44.127677,39.203178,46.225922,42.218104,49.608407,44.684974,50.079505,40.761195,44.066961,46.078161,42.627116,48.852371,46.601403,51.831882,47.244299,53.897851,44.059472,47.416122,49.637807,51.291504,56.141319,54.511922,58.835649,55.540601,60.401279,52.995358,56.061325,58.098741
800000000,32.837711,42.490945,38.703989,46.303175,40.820933,48.893886,37.058445,42.910492,44.107648,39.365438,46.673717,42.513696,50.069066,45.174762,50.578142,40.967018,44.389474,46.412380,42.801424,49.234488,46.872521,52.712975,47.700801,54.198424,44.333628,47.678327,49.982251,51.539843,56.614615,55.009459,59.445792,55.898533,60.931034,53.048883,56.498107,58.680956
960000000,33.001248,42.901728,39.086604,46.682222,41.422740,49.249163,38.113456,44.155899,45.275244,39.475968,47.008970,42.801534,50.480898,45.450811,50.998003,41.094519,44.652075,46.684887,42.984329,49.609308,47.082179,52.840915,48.086013,54.627830,44.427336,47.972353,50.329203,51.722614,56.955037,55.239673,59.791591,56.366748,61.326761,53.465129,56.756782,59.061533
1120000000,33.382606,44.441095,39.556296,47.360143,42.099695,49.874996,39.804120,45.011632,46.145583,39.846813,47.448203,43.087143,51.077857,45.960037,51.496660,41.460991,44.905478,47.323218,43.188674,50.137104,47.484537,53.428689,48.408180,55.233726,44.674335,48.447530,50.762702,51.934431,57.650246,56.126894,60.393738,56.804997,61.871952,53.783736,57.197058,59.658790
1280000000,33.631073,43.524025,39.818046,47.357397,42.173895,49.981631,38.804579,44.781940,45.864619,39.807437,47.446251,43.186518,51.049952,46.026077,51.524325,41.362299,44.996951,47.177036,43.476414,50.037927,47.612331,53.492142,48.502536,55.293136,44.787022,48.444824,50.824914,52.049740,57.631684,55.739961,60.676088,57.282089,61.928578,53.940062,57.155183,59.745295
1440000000,33.849062,45.954937,39.998087,47.674428,42.623239,50.363543,39.378120,45.304343,46.552431,39.936615,47.637180,43.264486,51.308686,46.201339,51.805531,41.504318,45.174352,47.771661,43.335458,50.441625,47.599011,53.689179,48.807871,55.371603,44.905101,48.643440,51.124336,52.081440,57.816811,55.919239,60.725890,57.087947,62.197259,53.872217,57.263550,60.209764
1600000000,34.190209,45.084181,40.390286,48.108094,43.218146,50.745359,40.703832,46.092402,48.489546,40.041364,48.037544,43.548330,51.678158,46.528309,52.098681,41.658728,45.289011,47.722596,43.480704,50.594938,47.965023,53.985648,49.028908,55.813275,45.064228,48.844955,51.391607,52.335364,58.031573,55.804998,61.046878,57.506709,62.546402,54.204417,57.613793,60.330278
1760000000,36.156189,51.529670,40.772106,48.552940,42.711789,51.583620,44.793127,46.480266,48.019504,40.248565,47.983688,43.635321,52.040319,46.698294,52.411972,41.872950,45.487078,48.088610,43.478155,50.739943,47.960552,54.373372,49.186807,55.924830,45.198393,48.983694,51.510348,52.182427,58.429973,56.280239,61.184925,57.781399,62.802639,54.050246,57.717758,60.376333
1920000000,37.030321,51.310674,40.825227,48.601449,43.118333,51.488208,46.695471,46.801273,48.529323,40.185215,48.238036,43.756459,52.004918,46.808996,52.719143,41.848384,45.565867,48.018115,43.552883,50.876026,48.081316,54.316148,49.325961,56.355845,45.179930,49.073169,51.722016,52.284890,58.485655,56.371249,61.341642,57.776932,63.133883,54.094709,57.798141,60.580040
2080000000,47.692297,52.716518,41.150573,50.259119,43.560711,51.796095,53.851406,47.621232,49.311763,40.425186,48.547194,44.026185,52.530160,47.149827,53.520159,41.956771,45.850415,48.409913,43.801847,51.283160,48.283793,55.081110,49.605467,56.543140,45.249038,49.280458,51.966482,52.711725,58.913977,56.596748,61.694374,57.882789,63.286688,54.083630,57.987415,60.803636
2240000000,43.742603,57.399113,41.667462,49.301864,44.095688,52.357336,54.345279,47.976882,49.686785,40.655938,48.790337,44.289844,52.701312,47.611217,53.328698,42.217397,46.224722,48.609839,43.946233,51.522107,48.504469,54.964631,49.964973,56.974912,45.536572,49.580154,52.221781,52.420708,59.123437,56.968845,61.956244,57.964318,63.461688,54.303983,58.137057,61.143971
2400000000,46.565677,58.939793,41.591353,49.818018,44.194763,52.225276,61.915701,48.217641,50.517406,41.467062,48.868996,44.268398,52.753034,47.646114,53.194461,42.339090,46.171059,48.919632,44.487893,51.433749,48.508599,54.959139,50.299725,56.747069,45.616113,49.584990,52.200065,52.504176,59.194459,56.920059,62.031579,58.165564,63.610534,54.560684,58.662726,61.249974
2560000000,49.380624,63.345281,42.143430,49.637348,44.309957,52.478633,65.569742,48.317896,50.136488,40.804919,49.327548,44.327294,52.728269,47.467708,53.294287,42.571498,46.629563,48.705113,47.762705,52.592679,48.670658,55.014491,50.265995,57.082700,47.794606,50.236275,52.334317,52.581056,62.509851,56.956540,65.674669,58.139736,65.427127,54.434390,62.362271,61.182082
2720000000,52.697566,66.313764,42.195519,50.386440,45.787289,53.950637,68.341710,48.629932,50.191949,41.716171,50.003773,44.426233,53.215109,47.584902,54.085049,42.506893,46.343418,49.198895,45.219642,51.794175,48.762044,55.243629,52.556967,57.204805,46.252514,49.772970,52.482672,52.611385,60.897317,60.079232,62.253790,58.482161,63.771407,54.375466,59.908388,63.667513
2880000000,57.808654,71.738548,44.409642,53.625960,44.908627,53.571294,72.389237,48.400660,50.245477,42.586163,49.158843,44.518635,53.483698,47.609103,53.529048,43.026895,48.794528,49.416635,44.302113,53.018952,48.981823,55.471623,50.224967,57.434932,47.200499,50.936724,52.697087,54.375074,61.089746,57.441605,65.092503,58.912175,67.483979,54.811986,62.398830,61.448539
3040000000,57.002301,71.905595,44.780626,51.008162,46.302804,55.534032,71.697467,52.783476,53.760344,41.758160,51.060380,45.037700,54.989802,48.190210,56.749641,42.854923,48.899218,51.974442,45.362087,53.430207,52.173830,57.597331,51.282790,59.589073,47.592756,51.303070,54.537420,59.476297,60.957750,57.394282,62.819753,61.319230,68.109359,59.455935,61.877636,64.018725
