Elements,Fenw,LFenw,Byte,LByte,Bit,LBit,LFenwFenw16,LByteByte16,LBitBit16,Fenw(16),LFenw(16),Byte(16),LByte(16),Bit(16),LBit(16),LFenwFenw16(16),LByteByte16(16),LBitBit16(16),Fenw(32),LFenw(32),Byte(32),LByte(32),Bit(32),LBit(32),LFenwFenw16(32),LByteByte16(32),LBitBit16(32),Fenw(64),LFenw(64),Byte(64),LByte(64),Bit(64),LBit(64),LFenwFenw16(64),LByteByte16(64),LBitBit16(64)
3840000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157062,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003419,1.015626,1.004640,1.003420
4000000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157062,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
4160000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
4320000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
4480000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157062,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
4640000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
4800000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
4960000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007936,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
5120000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125001,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
5280000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
5440000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
5600000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
5760000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
5920000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
6080000000,2.000000,2.000000,1.156983,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
6240000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
6400000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016358,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
8000000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
9600000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
11200000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
12800000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
14400000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125096,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
16000000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
17600000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
19200000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008548,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
20800000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
22400000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016363,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
24000000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
25600000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
27200000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
28800000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
30400000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
32000000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
33600000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000072,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
35200000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003420
36800000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000072,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003419
38400000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003419
40000000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000072,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003419
41600000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000073,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003419
43200000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000072,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003419
44800000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000072,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003419
46400000000,2.000000,2.000000,1.156982,1.156373,1.125000,1.125000,2.000072,1.157061,1.125095,1.062500,1.062500,1.016357,1.015748,1.011719,1.011719,1.062505,1.016362,1.011725,1.031250,1.031250,1.008545,1.007935,1.006348,1.006348,1.031252,1.008547,1.006351,1.015625,1.015625,1.004639,1.004029,1.003418,1.003418,1.015626,1.004640,1.003419
