Elements,Fenw,LFenw,Byte,LByte,Bit,LBit,LFenwFenw16,LByteByte16,LBitBit16,Fenw(16),LFenw(16),Byte(16),LByte(16),Bit(16),LBit(16),LFenwFenw16(16),LByteByte16(16),LBitBit16(16),Fenw(32),LFenw(32),Byte(32),LByte(32),Bit(32),LBit(32),LFenwFenw16(32),LByteByte16(32),LBitBit16(32),Fenw(64),LFenw(64),Byte(64),LByte(64),Bit(64),LBit(64),LFenwFenw16(64),LByteByte16(64),LBitBit16(64)
640000000,639.915134,275.655307,296.608854,241.487317,429.119946,250.408005,511.495199,317.352495,312.532469,282.955761,225.082575,239.169551,223.214315,260.462221,233.698586,277.546047,251.863040,263.020115,268.348548,219.637770,234.313704,222.402437,243.996835,232.356700,268.225270,247.125998,257.205759,268.541959,228.856260,241.252655,233.961671,254.572386,242.021011,280.261007,261.454340,268.627417
800000000,665.507098,285.557043,317.113866,252.513932,492.507556,259.536454,538.994242,335.255205,334.173420,296.135110,233.650337,246.171445,229.038445,275.629086,239.794823,281.297912,259.222971,269.503478,276.517713,224.668585,241.310838,228.261740,252.256974,237.307469,274.354923,252.244563,265.120525,276.501473,235.458097,248.390772,239.176479,260.125680,247.559338,285.534609,264.002174,274.304295
960000000,675.735553,291.514289,331.073487,258.851455,539.301222,265.865887,545.302563,350.452916,347.804279,327.022131,241.897765,250.603647,232.634545,276.350737,242.375172,299.847015,262.866454,272.619037,282.583847,230.413662,245.494873,230.226636,268.032147,240.692731,278.556342,256.476817,267.516912,290.998290,237.329980,252.706683,242.888531,265.105443,251.422304,293.645116,266.772863,277.518531
1120000000,722.674914,300.939591,349.154022,269.958562,598.197796,273.403084,562.425627,370.740631,367.840928,346.434373,247.580196,255.236425,236.000054,304.854598,246.157960,307.839278,267.268146,280.694670,287.886998,236.914111,250.117930,233.777709,260.597559,244.758541,284.082264,261.044086,272.565400,288.473405,241.660136,257.383158,249.847791,282.881238,254.639424,291.484811,271.387885,284.377455
1280000000,745.268776,304.586425,357.470991,271.283622,638.828968,278.571635,568.637915,380.503406,379.468418,397.088450,254.368277,257.203251,237.425789,289.649579,247.528874,323.557538,269.821143,279.954174,292.513774,245.474154,252.243365,235.221960,262.274187,245.560645,287.269979,262.987253,274.337554,291.398646,242.984282,259.113278,247.334057,273.211199,255.353069,294.361522,273.676005,285.296161
1440000000,761.140550,308.974730,370.925804,276.605357,667.931879,287.026061,586.417080,390.336917,391.176316,402.296164,257.772738,261.904765,240.550665,299.825721,249.819046,331.825520,274.835766,283.969226,308.009248,247.149459,256.106127,238.101157,280.658002,248.068136,297.375494,266.276227,278.874704,295.086871,246.868233,262.814538,249.835306,278.069666,258.657008,297.285174,278.283410,289.998472
1600000000,769.631657,314.516441,380.286715,280.840891,679.232586,289.078883,602.697177,403.462430,403.818240,450.459881,264.731527,265.213555,241.751838,303.286623,250.933348,340.320378,277.326458,288.268495,311.377491,250.307475,258.629337,239.097643,271.657103,249.334161,300.620766,269.056728,281.987155,303.229295,249.191838,265.667047,251.509809,281.962056,260.108496,302.706499,280.473758,292.238220
1760000000,772.933681,320.874037,386.902667,284.033016,597.909466,293.719031,590.729982,409.536248,416.583363,468.626243,267.957334,266.980469,244.623634,324.747509,253.752160,345.895818,279.010867,288.311331,325.426635,257.854092,260.270419,242.434804,271.407632,251.612097,309.538845,270.223326,282.857929,302.194539,254.046889,267.785204,253.907473,281.129982,262.272368,302.141489,281.327004,292.788430
1920000000,780.318135,320.777309,394.189652,288.327539,616.207193,299.658603,593.456997,417.832140,419.444913,444.597346,272.299536,269.596304,246.896707,303.801451,254.241072,357.955585,281.879423,289.979013,351.768170,259.815669,261.393418,241.291563,272.490442,251.952659,323.078303,271.461524,283.921081,305.898242,253.901333,269.476572,253.881670,296.789749,263.170934,302.627932,284.572081,296.010085
2080000000,788.607214,321.758235,400.819216,290.204273,622.374286,302.170228,598.427114,423.590816,426.482739,469.541438,274.569966,275.541196,249.693687,319.335145,255.823531,370.697378,287.309376,293.122192,377.381607,262.861016,262.355355,242.895333,277.531284,251.848061,332.050699,273.275638,285.099116,312.180978,259.599288,269.504507,254.153220,283.333127,262.823087,307.983582,282.938312,295.432493
2240000000,814.760633,330.177046,411.715177,297.845563,650.210842,309.790352,623.095645,436.823489,439.190640,519.620263,282.452372,281.283411,254.683151,311.797343,261.097050,384.069536,288.894901,297.270927,385.474187,269.238261,268.224806,246.840091,297.488203,256.902108,334.391998,278.557952,291.477075,312.805379,263.526748,276.574867,258.582560,290.814837,268.482309,309.938848,289.497865,302.468480
2400000000,811.992662,332.688796,416.209589,297.834156,650.675161,311.348075,623.267767,440.062579,448.543297,541.223958,282.191338,283.966456,255.970891,333.486455,260.924373,385.046312,295.091115,299.917872,383.842544,271.033117,268.573094,245.908658,280.160384,256.088492,334.896660,277.615731,290.033113,316.707170,266.836600,275.548918,257.755279,294.106268,267.380872,314.788850,289.096786,301.930158
2560000000,825.435733,333.254960,422.190242,300.976279,665.904285,316.830162,634.141341,451.504465,449.620369,559.348672,287.948348,289.262618,259.203570,315.235245,263.147154,392.666007,303.392347,298.914596,416.529868,274.805057,269.703391,248.379287,281.001144,256.243390,340.090456,279.524756,291.618260,325.945835,269.655707,276.635903,261.762994,290.349108,268.012373,322.679714,290.491781,302.349815
2720000000,828.371966,334.330545,429.071678,305.482545,669.536185,318.719762,628.926871,450.294967,453.255719,567.192811,287.136897,292.543834,259.559426,326.032929,263.781894,385.469623,302.748413,298.807250,418.825071,275.163389,269.302007,247.584209,298.189543,256.990763,340.048666,278.756020,291.349842,329.087203,269.831784,276.148554,258.117671,306.358270,266.528715,321.481707,288.761898,303.462514
