Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[26]byte,fixed[26]bit,fixed[32]byte,fixed[32]bit
590,27.218016,28.024128,31.135483,30.495157,35.379414,32.725696,31.574838,36.125744,31.735143,36.077281
600,27.076054,28.028376,31.126558,30.433619,35.314107,32.666635,31.582975,36.072838,31.711195,36.110505
610,27.119233,27.954322,31.130360,30.399494,35.252407,32.597268,31.544746,36.027225,31.766082,35.993267
620,27.115363,27.865911,31.137438,30.457771,35.277849,32.660718,31.543740,36.012865,31.722012,36.044241
630,27.130586,27.972063,31.109414,30.393438,35.277738,32.645853,31.569881,36.057659,31.729831,35.966723
640,27.162318,28.075540,31.209492,30.478781,35.362078,32.766077,31.633314,36.110057,31.791119,36.124889
650,27.141144,28.073132,31.151639,30.432018,35.348247,33.150564,31.587813,36.096298,31.745498,36.187232
660,27.081475,27.993793,31.145706,30.432591,35.353299,32.714557,31.608408,36.096138,31.771266,36.076743
670,27.102618,27.993501,31.151705,30.447138,35.290836,32.899634,31.562716,36.093176,31.737561,36.016275
680,27.114584,27.990912,31.167453,30.539419,35.339630,32.773933,31.620790,36.078956,31.790794,36.072924
690,27.013421,27.926491,31.165853,30.448063,35.290883,32.692295,31.557840,36.018699,31.769831,36.015274
700,27.090469,27.946916,31.172005,30.462499,35.356344,32.723224,31.611388,36.129182,31.832659,36.092138
710,27.077887,28.026702,31.218754,30.502615,35.365107,32.838526,31.670871,36.115209,31.830530,36.140470
720,27.029296,28.020159,31.193654,30.462038,35.374271,32.720585,31.623931,36.128508,31.816699,36.061636
730,27.098605,27.962597,31.221805,30.486091,35.385746,32.885867,31.649239,36.089638,31.856756,36.148398
740,27.113224,28.088903,31.211107,30.503090,35.375766,32.734753,31.669236,36.119027,31.845158,36.124739
750,27.114211,28.161346,31.287768,30.519470,35.688936,32.880371,31.705671,36.213072,31.906889,36.192002
760,27.214318,28.043970,31.327027,30.602028,35.519864,32.927526,31.742086,36.284330,31.920895,36.279785
770,27.281352,28.263081,31.388619,30.708581,35.723657,33.092172,31.840158,36.363305,32.078969,36.406255
780,27.294327,28.194699,31.402825,30.691770,35.632759,33.009452,31.822644,36.359582,31.961057,36.373213
790,27.261394,28.208959,31.393056,30.767813,35.641116,32.971320,31.871870,36.381769,31.932665,36.422411
800,27.185457,28.180946,31.344338,30.629222,35.603904,32.896085,31.813007,36.358169,31.971491,36.331351
810,27.228824,28.117878,31.436356,30.619252,35.608959,32.968687,31.798761,36.368166,31.958520,36.378269
820,27.179079,28.267040,31.407420,30.723477,35.596124,32.932070,31.875976,36.333991,31.997487,36.371507
830,27.226183,28.160347,31.420169,30.685871,35.677745,33.044477,31.858971,36.392473,31.997560,36.410869
840,27.232288,28.091489,31.383574,30.651213,35.609156,33.106633,31.831862,36.379137,31.972952,36.386745
850,27.201302,28.163613,31.409048,31.482848,35.760318,33.020904,31.835344,36.416806,31.986241,36.373959
860,27.245753,28.187150,31.449199,30.658302,35.677147,33.034957,31.826617,36.399313,32.079620,36.375833
870,27.193397,28.189683,31.433351,30.817315,35.619236,33.048918,31.880527,36.397337,32.051101,36.415875
880,27.254793,28.164538,31.486001,30.681213,35.724265,33.131018,31.903431,36.502616,32.096727,36.426094
890,27.246762,28.175553,31.487821,30.758014,35.735035,33.144198,31.947855,36.475105,32.055105,36.543260
900,27.334500,28.451186,31.608049,30.826281,35.846325,33.248924,32.065839,36.569863,32.177880,36.624737
910,27.335606,28.279130,31.561160,30.780125,35.823339,33.291048,31.951976,36.515153,32.144731,36.536956
920,27.338800,28.317641,31.574732,30.817257,35.847002,33.205181,32.030220,36.543646,32.159500,36.561234
930,27.304105,28.285133,31.561761,30.811361,35.807027,33.217956,32.029037,36.576824,32.150367,36.562546
940,27.291071,28.244342,31.608785,30.864465,35.859305,33.297723,32.032482,36.572012,32.200605,36.631378
950,27.326648,28.514957,31.606185,31.123341,35.860455,33.267990,32.053284,36.586621,32.162959,36.644266
960,27.409466,28.386802,31.728780,30.905677,35.948493,33.429309,32.142398,36.739645,32.272324,36.713398
970,27.359361,28.356949,31.688901,30.914283,35.900753,33.415399,32.119987,36.652755,32.271451,36.719203
980,27.511913,28.676809,31.787271,31.034801,35.979037,33.419434,32.180704,36.753791,32.346733,36.807247
990,27.543776,28.459303,31.748920,30.961504,35.975070,33.425623,32.163507,36.784654,32.345419,36.793524
1000,27.492642,28.496014,31.810907,30.982855,36.091755,33.451258,32.243768,36.816404,32.375571,36.877788
1200,27.605358,28.546137,31.907100,31.100628,36.220238,33.526887,32.261168,36.955643,32.438189,36.992904
1400,27.556988,28.552479,31.939791,31.153248,36.261609,33.714147,32.355288,37.004496,32.540356,37.033815
1600,27.718585,28.704088,32.178706,31.354872,36.490354,33.936647,32.536318,37.265731,32.655708,37.281537
1800,27.874771,28.861063,32.354347,31.575344,36.743140,34.114204,32.757220,37.465009,33.195422,37.483994
2000,28.117694,29.018417,32.597685,31.721951,36.932657,34.417193,32.905370,37.769210,33.076425,37.723393
2200,28.164859,29.136708,32.742196,31.904819,37.091321,34.552740,33.026460,37.949018,33.234970,37.972138
2400,28.069881,29.056482,32.679589,31.801439,37.087711,34.487572,33.027961,37.902520,33.168422,37.894774
2600,28.075552,29.079244,32.697552,31.858112,37.102062,34.515808,33.068591,37.966477,33.212001,37.928873
2800,28.230187,29.106285,32.749718,31.867573,37.134771,34.616791,33.080099,37.949928,33.245276,37.985446
3000,28.067592,29.091773,32.868805,31.854213,37.197439,34.717729,33.185032,38.057827,33.328269,38.065755
3200,28.210548,29.209106,33.001677,32.144002,37.443734,34.948879,33.313606,38.213166,33.459861,38.190732
3400,28.175447,29.244313,32.986887,32.067723,37.436898,34.949010,33.343254,38.248334,33.423013,38.226235
3600,28.264648,29.335043,33.131339,32.285808,37.547010,35.151806,33.457861,38.400556,33.617669,38.386480
3800,28.346469,29.495361,33.204352,32.249303,37.627043,35.162011,33.449934,38.436193,33.652344,38.418646
4000,28.437191,29.494662,33.435948,32.446213,37.861176,35.413255,33.702824,38.703689,33.820395,38.640946
4200,28.580660,29.638502,33.540510,32.614621,38.028612,35.544117,33.761522,38.830317,33.906436,38.858675
4400,28.502301,29.575653,33.483753,32.540145,37.974147,35.425077,33.726297,38.767855,33.939933,38.763276
4600,28.487634,29.593985,33.528538,32.418140,37.966338,35.472046,33.781207,38.793340,33.914698,38.757029
4800,28.471843,29.517946,33.443551,32.452441,37.905852,35.449830,33.720019,38.737442,33.887927,38.698642
5000,28.431607,29.531754,33.469760,32.522586,37.941391,35.426840,33.753537,38.775050,33.885151,38.764922
5200,28.495172,29.614802,33.540796,32.575346,38.007220,35.529295,33.952680,38.826035,34.005554,38.763997
5400,28.462839,29.581868,33.535063,32.551534,38.051500,35.617900,33.825795,38.826811,33.993246,38.780039
5600,28.732399,29.633857,33.554293,32.570996,38.058424,35.559370,33.860982,38.842594,33.983674,38.788048
5800,28.526680,29.571521,33.600155,32.561247,38.061229,35.573756,33.992232,38.887017,34.033741,38.854262
6000,28.619611,29.611129,33.655184,32.669834,38.126330,35.719947,33.924817,38.945652,34.063352,38.914177
6200,28.711260,29.717238,33.794790,32.797003,38.314222,35.813583,34.039888,39.121661,34.240518,39.064006
6400,28.570326,29.703201,33.811779,32.812404,38.322688,35.872201,34.028906,39.071826,34.172060,39.079201
6600,28.541712,29.705199,33.783366,32.824726,38.310521,35.885697,34.087602,39.118456,34.237694,39.133494
6800,28.566791,29.671687,33.807462,32.878285,38.344907,35.900058,34.094648,39.181575,34.199852,39.067920
7000,28.607109,29.735313,33.856087,32.863379,38.413225,35.943140,34.195857,39.174999,34.263555,39.133752
7200,28.690993,29.811853,33.935342,32.985538,38.485206,36.063161,34.251608,39.287168,34.361303,39.296334
7400,28.783609,29.795518,33.971058,32.875352,38.489803,36.213876,34.184750,39.297379,34.397815,39.259158
7600,28.627988,29.787349,33.956225,33.046085,38.543933,36.068545,34.326775,39.366963,34.441778,39.277360
7800,28.684377,29.880614,34.088254,33.126700,38.664122,36.196615,34.319111,39.432242,34.553294,39.403707
8000,28.821448,29.936978,34.192288,33.173870,38.740675,36.327002,34.382540,39.573215,34.570650,39.496637
8200,29.047234,30.148322,34.353284,33.292990,38.961708,36.609764,34.534517,39.729059,34.765859,39.729354
8400,28.889425,30.073842,34.283846,33.286760,38.894778,36.459602,34.588887,39.658583,34.735507,39.634171
8600,28.878522,30.098349,34.263489,33.271308,38.844329,36.458755,34.583672,39.622100,34.672990,39.605352
8800,28.872452,30.058781,34.267321,33.285227,38.973561,36.455641,34.484411,39.702223,34.683430,39.646080
9000,28.950879,30.074998,34.251659,33.188780,38.831479,36.449708,34.440451,39.670461,34.850708,39.623812
9200,28.849019,30.041528,34.236814,33.277741,38.861155,36.366665,34.548220,39.635721,34.643677,39.590334
9400,28.940130,30.069262,34.248947,33.240421,38.845837,36.348594,34.492963,39.715266,34.686988,39.597992
9600,28.896620,30.078381,34.260988,33.268505,38.907484,36.465915,34.464471,39.667684,34.751131,39.705694
9800,28.853498,30.039140,34.262155,33.274613,38.850679,36.344534,34.468305,39.628554,34.637935,39.644996
10000,28.891172,30.002945,34.224929,33.232329,38.851375,36.412828,34.493147,39.638082,34.635228,39.610801
13000,28.961686,30.136926,34.597309,33.583945,39.199169,36.755879,34.808256,39.976076,35.141134,39.997865
16000,29.115060,30.435881,34.939796,33.847715,39.625018,37.340800,35.142430,40.446424,35.337328,40.395730
19000,29.175053,30.509861,35.042335,34.000644,39.727951,37.297575,35.281095,40.542419,35.448913,40.457102
22000,29.179307,30.526454,35.184954,34.032834,40.194490,37.376307,35.284004,40.596955,35.586604,40.528047
25000,29.307317,30.724838,35.399474,34.278053,40.067032,37.726586,35.506645,40.917872,35.763435,40.798510
28000,29.312325,30.744111,35.465439,34.381282,40.174068,37.908801,35.664792,41.080813,35.914438,40.932105
31000,29.503394,31.001221,35.776313,34.668745,40.499240,38.170055,35.844233,41.300006,36.176437,41.215879
34000,29.567459,31.053174,35.938202,34.695707,40.648560,38.378504,36.131772,41.480297,36.306183,41.447862
37000,29.624581,31.077096,35.913361,34.820873,40.670764,38.330261,36.070934,41.498396,36.362042,41.480204
40000,29.613330,31.088344,35.943634,34.732646,40.736188,38.439652,36.131183,41.519219,36.416825,41.446673
43000,29.707265,31.061779,35.965519,34.784966,40.794516,38.479443,36.149644,41.608935,36.391452,41.550412
46000,29.521792,31.096478,35.994286,34.911102,40.871067,38.564831,36.293817,41.726771,36.485802,41.645000
49000,29.590205,31.166683,36.155843,34.968533,41.060675,38.667097,36.454859,41.888419,36.651510,41.828775
52000,29.607174,31.194328,36.192678,35.073469,41.102138,38.811078,36.427550,41.893167,36.639879,41.867377
55000,29.604804,31.266862,36.315731,35.046014,41.151820,38.915269,36.478856,41.942448,36.724776,41.936751
58000,29.682490,31.325334,36.456930,35.125854,41.321760,39.083863,36.658196,42.109779,36.928072,42.066054
61000,29.723821,31.371406,36.502745,35.206374,41.440857,39.128287,36.748872,42.211013,36.915509,42.176070
64000,29.814837,31.481746,36.618581,35.405592,41.675348,39.314791,36.876063,42.395009,37.090357,42.410333
67000,29.879752,31.568305,36.697800,35.484166,41.780016,39.349221,36.905407,42.493073,37.132122,42.463304
70000,30.060548,31.542790,36.668378,35.427776,41.726446,39.609856,36.867854,42.492195,37.072667,42.459172
73000,29.943415,31.507710,36.657438,35.452725,41.690249,39.514832,36.971803,42.589834,37.230231,42.672397
76000,29.820769,31.550334,36.659811,35.476461,41.747960,39.370562,36.907224,42.471786,37.126256,42.479428
79000,29.874707,31.519054,36.683179,35.445807,41.736700,39.414472,36.889834,42.515051,37.141884,42.481812
82000,29.991195,31.602808,36.807481,35.419365,41.882411,39.538931,37.010900,42.667937,37.309211,42.517707
85000,29.908637,31.570410,36.793446,35.559886,41.880230,39.695328,37.046785,42.672363,37.288327,42.634078
88000,29.962729,31.557279,36.794959,35.632407,41.913343,39.663257,37.075518,42.738604,37.210525,42.579590
91000,29.916061,31.580835,36.850628,35.587524,41.964705,39.572512,37.024113,42.727585,37.329579,42.659786
94000,29.995571,31.628089,36.921598,35.657996,42.017022,39.690813,37.093050,42.818807,37.378983,42.745774
97000,30.076121,31.675207,36.986047,35.744432,42.111378,39.833470,37.219177,42.875147,37.469671,42.806356
100000,30.013320,31.734327,37.048940,35.775018,42.169528,39.948344,37.266108,42.953620,37.499849,42.921667
140000,30.275452,31.963755,37.574223,36.204357,42.797546,40.584122,37.783049,43.604490,38.114057,43.519439
180000,30.286435,32.051233,37.809689,36.472036,43.026298,41.098254,38.085760,43.832709,38.286844,43.707867
220000,30.361158,32.143576,38.190490,36.686580,43.436392,41.532911,38.473656,44.156715,38.630732,44.094484
260000,30.566188,32.408877,38.696318,37.163498,43.913650,42.155009,38.981353,44.790264,39.168921,44.561252
300000,30.634093,32.460088,38.839846,37.272015,44.049502,42.583500,39.167147,45.320814,39.229593,44.686218
340000,30.561442,32.487486,39.022659,37.490378,44.227716,43.031777,39.360924,44.963395,39.508603,44.855032
380000,30.590648,32.571272,39.279363,37.657978,44.606714,43.462996,39.590852,45.369628,39.766262,45.221759
420000,30.602448,32.585670,39.588538,38.003755,45.042862,44.585387,39.975705,45.647154,40.121775,45.535248
460000,30.757313,32.730178,39.899424,38.147094,45.208610,44.521053,40.220386,45.857350,40.352677,45.745790
500000,30.674360,32.773306,40.148220,38.427998,45.492680,44.979309,40.453003,46.116660,40.549880,46.026401
540000,30.890847,33.092477,40.440695,38.653685,45.758757,45.237401,40.668729,46.351502,40.835058,46.274072
580000,30.803421,32.938686,40.412478,38.683706,45.738896,45.786266,40.685606,46.413916,41.013356,46.249732
620000,30.891271,33.036887,40.400029,38.662173,45.855356,45.611247,40.730340,46.457218,40.851146,46.283479
660000,31.107723,33.066961,40.644507,38.792421,46.015971,45.850482,40.872146,46.655467,41.038980,46.481355
700000,30.769033,32.993542,40.708256,38.882419,46.014706,46.005007,40.929952,46.645382,41.081373,46.502110
740000,30.863833,33.033419,40.806082,38.972619,46.226903,46.189975,41.112015,46.786359,41.215207,46.705444
780000,31.347356,33.408582,41.025742,39.164773,46.415590,46.561667,41.312987,47.036806,41.470257,46.879402
820000,32.328571,34.081824,41.059587,39.223578,46.454826,46.608182,41.344960,47.064604,41.526128,47.111153
860000,30.903216,33.150489,41.178389,39.344060,46.541304,46.774718,41.531588,47.175783,41.642026,47.031859
900000,31.409186,33.617655,41.289315,39.386277,46.664864,46.953260,41.626158,47.315974,41.760378,47.176589
940000,32.028131,34.199550,41.416154,39.508974,46.900494,47.223271,41.791454,47.400165,41.894091,47.295522
980000,35.201098,36.692564,41.566103,39.768183,46.992923,47.410536,41.903673,47.643455,42.077397,47.459830
1000000,33.559773,35.515680,41.632061,39.811169,47.066341,47.523601,42.005938,47.646136,42.117307,47.523907
1500000,52.226962,49.989609,42.238278,40.348585,47.734020,48.627481,42.612223,48.274174,42.735709,48.145829
2000000,61.444819,58.921811,43.117975,41.215888,48.528041,49.406844,43.382699,49.079143,44.860518,48.900968
2500000,66.588391,65.004124,43.191582,41.341947,48.812688,49.814731,43.578694,49.305938,43.970232,49.138769
3000000,68.866476,68.153420,42.807835,41.340468,48.437419,48.903242,43.227899,48.966346,43.343885,48.814809
3500000,71.903671,72.076363,43.240489,41.506858,49.573992,50.749501,43.645777,50.094321,43.832166,49.962594
4000000,73.465884,74.329277,43.030322,41.642938,49.315576,50.223703,43.539901,49.871957,43.672730,49.715182
4500000,74.873470,76.366293,43.981849,42.481340,49.516731,50.835134,44.512038,50.129427,44.624876,49.938022
5000000,76.012945,77.905311,44.270401,42.941542,50.344608,51.330719,44.406532,50.843349,45.046157,50.684756
5500000,76.836279,79.118898,43.548590,42.211503,49.407487,50.137269,43.963209,50.012486,44.242046,49.888944
6000000,77.348362,80.343076,47.729665,46.039672,49.903578,51.378664,47.693827,50.415030,47.691477,50.097573
6500000,78.175044,81.526953,48.415824,46.539123,50.594258,52.369818,48.672503,51.572389,48.688994,51.061442
7000000,78.821287,82.335075,52.467695,51.446993,51.758101,54.257068,52.460929,52.405362,53.341412,53.263139
7500000,79.361123,83.102719,55.857216,54.107053,51.633163,52.741289,56.327785,52.373623,56.504047,52.057316
8000000,79.714135,83.980835,60.688584,59.404539,53.848920,55.319355,61.351753,54.421372,61.285327,54.257866
8500000,80.111604,84.750737,65.142255,63.973257,57.147297,57.150659,65.567168,58.163073,65.540679,57.531456
9000000,80.181951,85.230423,68.014502,66.751706,58.653199,58.589542,68.396265,59.223780,68.627150,59.083476
9500000,80.698874,85.925625,70.876099,70.263965,63.742402,64.029349,71.373153,64.547144,71.599844,64.350226
10000000,81.401439,86.694752,73.794255,73.014928,66.815988,66.396936,73.872473,67.323417,74.122632,67.020813
16000000,84.447279,91.556479,90.428119,92.035066,89.748363,91.380807,90.880195,90.397314,91.024878,90.066988
22000000,86.191301,95.543637,96.910709,99.960032,98.314781,102.214577,97.348748,99.027595,97.535601,98.666840
28000000,87.239716,96.197592,101.039391,104.600135,103.415769,108.931036,101.523359,104.057087,101.558101,103.694022
34000000,88.055374,97.984246,103.787578,108.525721,106.818347,113.736346,104.257263,107.524108,104.418798,107.035219
40000000,88.857505,98.914736,105.169243,110.029869,108.633256,116.482614,105.646068,109.261576,105.731537,108.991105
46000000,89.335900,100.040472,106.675132,112.013953,110.262615,118.981060,106.948356,110.892091,107.234629,110.555223
52000000,89.784369,100.847857,107.555641,113.660958,111.744788,120.804107,108.033238,112.336127,108.109179,111.974325
58000000,90.048302,101.466857,108.516055,115.187633,112.781247,122.353988,108.975156,113.367575,109.090144,113.080468
64000000,90.552224,102.384218,109.437782,116.830243,113.891376,124.077673,109.928346,114.704228,110.134532,114.184767
70000000,90.803851,102.966915,110.191056,117.710642,114.806812,125.277303,110.776433,115.670241,110.961226,115.057053
76000000,91.024702,103.485800,110.590474,118.762712,115.394023,126.637749,111.532901,116.850282,111.251026,115.655404
82000000,91.218644,103.906929,110.997536,119.410321,115.961059,128.351667,112.059209,117.787079,111.629584,116.318777
88000000,91.792249,104.303784,111.617529,120.328338,116.797561,128.460356,112.797923,118.857236,112.120220,116.976962
94000000,91.914763,104.673756,111.942016,120.892768,117.338322,129.003616,113.506163,119.486628,112.583413,117.664143
100000000,91.309622,104.407155,112.219716,121.226685,117.359868,129.756913,113.827991,119.750449,112.617446,117.618537
170000000,94.143896,108.227320,115.169258,126.295238,121.967772,135.855857,116.548897,123.922308,115.550937,122.204537
240000000,96.367403,110.486720,117.233713,130.441846,125.098095,139.656463,118.434230,126.774597,117.576168,125.320057
310000000,97.503018,112.104782,118.333286,132.231776,126.997282,141.997247,118.982383,128.407055,118.667144,127.203292
380000000,98.658568,113.407991,118.726444,133.514206,128.020437,143.320533,119.423759,129.182206,119.172678,128.229667
450000000,100.865203,114.604547,119.978984,135.268642,129.850564,145.357531,120.483530,130.414713,120.257972,129.995725
520000000,102.555299,115.588296,120.623431,136.113449,131.090188,146.320653,121.166621,132.155531,120.894668,131.288059
590000000,104.383676,116.139853,121.171446,137.002093,131.955492,147.078316,121.751017,132.631572,121.460721,132.130852
660000000,105.857594,117.727266,122.215626,138.356541,133.386452,148.756746,122.560874,133.753431,122.359474,134.437367
730000000,106.784099,118.565529,123.548259,139.946826,135.030752,150.325985,123.737478,134.965402,123.630984,135.074165
800000000,107.959132,118.836278,123.172237,139.822560,134.972255,149.981533,123.199303,134.936677,123.311146,135.036146
870000000,109.840265,120.441723,125.090952,142.304050,137.219635,152.278057,124.856897,136.999519,125.223837,137.291122
940000000,110.373374,120.179403,124.830168,141.790998,137.340093,152.110855,124.569835,136.929532,124.968781,137.440786
1000000000,111.050065,120.161331,124.684326,141.496067,138.060973,152.057528,124.233704,136.572683,125.107341,137.780460
1800000000,117.894377,124.252908,130.052237,146.538884,144.644432,157.673033,129.464689,143.429209,130.132891,144.687506
2600000000,123.789324,130.793084,137.969936,155.573931,153.519837,166.491676,138.034142,152.263258,138.162807,153.912565
3400000000,125.586720,128.755011,138.906477,152.780293,153.541833,164.462967,138.082081,152.026056,138.854348,153.507551
