Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[26]byte,fixed[26]bit,fixed[32]byte,fixed[32]bit
550,10.623636,8.269091,15.312727,11.092727,12.550909,12.045455,15.214545,15.052727,18.061818,15.069091
560,9.780357,9.835714,16.753571,11.907143,12.298214,11.371429,15.192857,13.583929,15.814286,13.235714
570,34.515789,8.910526,14.864912,11.082456,13.100000,11.801754,15.321053,13.298246,15.050877,37.692982
580,8.806897,11.546552,15.091379,11.000000,12.984483,36.060345,15.324138,13.313793,15.848276,13.267241
590,9.196610,10.788136,14.837288,11.328814,12.661017,13.069492,14.908475,12.832203,14.813559,13.374576
600,8.840000,7.745000,14.163333,11.160000,13.580000,11.213333,15.678333,13.585000,14.551667,13.988333
610,9.298361,7.906557,14.263934,11.339344,12.724590,11.034426,14.922951,12.729508,37.721311,13.136066
620,8.703226,7.566129,14.117742,33.753226,12.303226,10.353226,14.808065,12.162903,14.740323,12.793548
630,8.911111,7.517460,14.557143,10.888889,12.284127,10.546032,14.749206,12.788889,14.619048,13.422222
640,8.743750,29.215625,14.396875,10.289062,11.962500,10.803125,14.079688,12.593750,37.331250,12.601562
650,30.013846,7.609231,14.173846,10.698462,11.901538,10.600000,16.270769,34.681538,36.369231,12.750769
660,8.496970,8.319697,14.025758,10.448485,12.089394,10.378788,14.250000,12.095455,14.428788,13.250000
670,22.710448,7.594030,13.695522,9.961194,12.204478,10.685075,14.525373,12.288060,14.671642,13.449254
680,8.154412,9.561765,13.986765,10.076471,11.811765,11.860294,14.114706,12.723529,15.052941,14.008824
690,29.337681,8.521739,14.873913,31.605797,12.095652,10.226087,14.107246,12.743478,13.815942,14.315942
700,8.282857,32.108571,13.264286,10.212857,11.474286,10.074286,13.782857,12.595714,14.168571,11.785714
710,7.905634,6.485915,13.107042,10.302817,31.538028,9.615493,14.001408,11.780282,13.819718,12.918310
720,8.125000,6.713889,13.118056,11.280556,11.654167,9.905556,33.727778,13.876389,14.198611,32.059722
730,7.624658,31.278082,14.354795,10.616438,12.309589,10.898630,14.534247,13.210959,14.641096,12.909589
740,7.567568,6.672973,13.835135,28.504054,11.458108,9.894595,14.405405,12.275676,14.032432,12.701351
750,7.389333,7.433333,14.308000,10.917333,33.713333,13.202667,15.536000,12.269333,13.860000,12.561333
760,7.586842,6.911842,13.915789,28.409211,11.568421,10.031579,14.080263,11.756579,13.743421,11.922368
770,7.642857,6.729870,12.735065,9.241558,11.570130,9.668831,13.315584,12.041558,12.967532,12.803896
780,7.648718,6.907692,31.060256,9.633333,11.766667,9.510256,13.107692,12.373077,13.382051,11.885897
790,7.083544,6.187342,13.243038,27.168354,11.521519,9.291139,13.137975,11.686076,13.332911,11.449367
800,7.331250,24.115000,31.032500,9.950000,11.625000,9.335000,13.586250,11.787500,13.343750,12.356250
810,7.187654,6.148148,12.953086,9.553086,11.120988,9.271605,13.041975,12.214815,13.793827,12.217284
820,6.897561,6.154878,12.993902,8.974390,11.045122,8.898780,14.057317,12.491463,13.752439,12.581707
830,6.528916,6.320482,30.624096,26.380723,10.955422,9.981928,13.308434,11.413253,13.295181,11.702410
840,25.886905,8.116667,13.227381,9.297619,11.633333,10.111905,13.780952,11.698810,30.514286,11.805952
850,24.229412,7.089412,13.658824,9.854118,11.618824,26.785882,12.948235,11.700000,13.289412,12.503529
860,6.946512,6.172093,12.894186,9.105814,11.370930,9.227907,12.754651,11.679070,12.826744,11.556977
870,6.666667,6.074713,12.816092,9.280460,11.398851,9.044828,29.175862,11.767816,13.526437,11.600000
880,6.696591,5.953409,12.650000,9.045455,10.925000,8.847727,12.985227,11.412500,12.970455,11.326136
890,6.444944,5.802247,12.620225,24.777528,10.789888,8.726966,29.042697,14.741573,13.217978,11.493258
900,6.468889,5.631111,12.703333,8.638889,11.278889,8.841111,13.058889,11.247778,12.474444,11.757778
910,6.559341,24.683516,12.610989,8.687912,10.721978,8.954945,12.805495,11.105495,12.854945,11.174725
920,6.630435,5.725000,12.389130,8.631522,10.579348,9.046739,12.597826,11.179348,12.918478,11.948913
930,6.252688,24.131183,12.456989,8.677419,10.915054,9.102151,13.251613,11.760215,13.298925,12.111828
940,6.367021,5.580851,12.110638,8.292553,10.935106,8.742553,12.495745,11.034043,12.451064,11.739362
950,6.050526,5.489474,14.148421,23.755789,11.240000,8.706316,12.640000,11.400000,12.710526,11.748421
960,6.215625,5.194792,12.079167,8.777083,10.553125,8.677083,12.201042,11.085417,12.320833,11.508333
970,9.092784,24.949485,12.977320,9.122680,11.058763,8.838144,12.922680,11.942268,13.291753,11.823711
980,8.596939,7.076531,13.297959,9.678571,12.222449,9.645918,13.669388,12.616327,13.284694,13.014286
990,6.471717,5.131313,12.273737,8.446465,10.593939,8.441414,12.304040,11.016162,12.534343,11.145455
1000,6.407000,5.071000,12.224000,8.116000,10.350000,8.390000,12.341000,10.878000,12.623000,11.390000
1200,6.120000,5.674167,11.341667,19.699167,10.445833,7.852500,11.723333,10.512500,11.461667,10.615833
1400,5.198571,4.563571,10.770000,7.130714,9.947143,7.335714,11.055714,10.182857,11.040000,10.442143
1600,5.423750,4.564375,19.598125,7.093125,9.740000,6.909375,10.835625,9.799375,10.868125,10.072500
1800,5.021667,4.275556,10.442778,14.482778,9.527778,6.828889,10.439444,9.540556,10.869444,9.653889
2000,4.540500,4.248500,10.328500,6.855500,9.277500,6.786500,10.452000,9.531000,10.384500,9.784500
2200,4.592273,12.228182,10.149545,6.298182,9.237273,6.262273,10.114091,9.390000,10.196364,9.304545
2400,4.334167,11.287083,9.877917,6.261667,9.098750,6.233750,10.117917,9.192083,10.089583,9.376667
2600,4.455769,3.966923,10.067692,5.983846,8.976923,6.068846,10.119615,9.159615,9.948077,9.128846
2800,5.506429,3.854643,9.751786,5.999286,8.908214,6.123571,9.775714,9.349286,9.803214,9.006429
3000,8.884000,3.840667,10.073667,10.592000,9.011333,5.856333,9.857000,8.963000,9.739000,8.929667
3200,8.694062,3.942188,9.919375,5.799375,8.760625,5.875938,9.599375,8.809688,9.578437,9.081563
3400,8.364118,3.472647,10.200588,10.765000,8.761176,5.702941,9.993529,8.846765,10.292647,8.829706
3600,4.409167,3.679722,9.824722,6.157778,8.788889,5.753611,9.843333,8.829722,13.870556,8.967778
3800,7.689474,3.669474,17.988158,6.080263,22.856842,5.666316,9.813421,8.744737,9.976053,8.832632
4000,3.745500,3.362000,9.728500,6.035250,8.642500,5.507750,9.787000,8.837000,9.853000,8.666750
4200,7.358810,3.450476,16.748095,6.011190,8.824524,5.943810,9.646905,8.850952,9.779524,8.854048
4400,4.122727,3.285682,16.425455,5.878864,8.862955,5.819773,10.024545,8.860227,9.748864,8.848636
4600,4.070435,3.097391,9.554783,5.747391,11.791087,5.871957,9.621739,8.912391,9.573043,8.765000
4800,4.226667,3.249375,9.566042,5.751667,8.665417,5.796250,9.511250,8.808958,9.569167,8.846875
5000,4.048800,3.086600,9.445200,5.780800,9.098800,5.718000,9.466200,8.850200,9.663600,12.125200
5200,6.824038,3.261346,9.515577,5.705385,8.693654,5.735962,9.468077,8.798269,9.487885,8.769423
5400,4.032222,3.281667,9.444444,5.555926,8.628148,5.713519,9.683333,8.753333,9.782963,8.743333
5600,3.843929,3.562679,9.653750,5.676250,8.740179,5.635714,9.341964,8.697857,9.458929,8.645000
5800,4.101207,3.083621,9.400690,5.548276,8.567241,5.554655,9.327241,8.740000,9.336897,8.721207
6000,3.874167,3.136667,9.234833,5.511500,10.953833,5.559667,9.284500,8.974500,9.294833,8.686833
6200,3.928387,3.131129,9.162581,5.526613,8.529516,5.514355,9.364677,8.625000,9.331290,8.567097
6400,6.118594,3.089375,9.320000,5.423125,8.504844,5.533437,9.345469,8.533125,9.284688,8.852813
6600,3.837727,3.077273,9.463939,5.646515,8.441818,5.379545,9.667424,8.580758,9.481970,8.555152
6800,3.877206,3.035294,9.494706,5.699118,8.461324,5.429706,9.458971,8.517500,9.460588,8.535000
7000,3.774714,2.946000,9.442286,5.588429,8.495000,5.416429,9.444143,8.501429,9.436857,8.517000
7200,3.882083,3.210694,9.310278,5.640000,8.442778,5.390417,9.403472,8.513333,9.423194,8.537778
7400,5.847432,3.368784,9.375811,5.624730,8.403649,5.359459,9.307297,8.535135,9.399189,8.451892
7600,3.811316,3.040789,9.371579,5.614868,8.442368,5.348553,9.402500,8.493421,9.355921,8.501711
7800,3.799744,4.978718,9.263462,5.492179,8.412949,5.353718,9.277692,8.657308,9.346282,8.475769
8000,3.577750,3.011500,9.213625,5.495625,8.508000,5.335375,9.257625,21.184875,9.337250,8.454000
8200,3.670488,3.174268,9.222927,5.465488,8.454390,5.491585,9.354512,8.538537,12.791707,8.484146
8400,3.662024,3.034762,9.217381,5.424762,8.494167,5.498571,9.238333,8.522619,9.274643,8.498333
8600,3.636395,2.970000,9.240000,5.394884,8.431744,5.380581,9.286512,8.466163,9.233023,8.468372
8800,4.462727,4.028523,12.397841,8.897500,11.701818,8.602045,12.429318,11.747614,12.485795,11.745795
9000,3.743111,3.072667,9.334778,5.659556,10.076889,5.424889,9.209889,8.520000,9.306111,8.624556
9200,3.732174,3.042500,9.110000,5.315217,9.958152,5.378152,9.200543,8.481087,9.150326,8.502065
9400,3.851702,5.117234,12.194362,8.448191,11.485319,8.442553,12.178830,11.552128,12.218617,11.510106
9600,6.886250,6.475833,9.330937,8.489167,11.401146,8.375000,9.447708,11.431458,12.141042,11.417083
9800,3.843980,3.032755,9.276633,5.294694,8.434184,5.354694,9.339286,9.901122,10.759490,10.071224
10000,5.003600,2.984300,9.267200,5.435000,8.406000,5.318400,9.311500,8.394800,10.729500,8.405700
13000,3.702000,2.965692,9.045000,5.235154,8.330308,5.282846,9.075923,8.325231,9.078538,8.379385
16000,3.536563,3.062750,9.815812,5.399375,11.733562,5.147062,9.042687,8.272813,9.041125,8.228188
19000,3.572895,3.151421,9.679526,5.220684,8.938632,5.179684,9.738789,8.905895,9.665474,8.919316
22000,3.456409,2.995909,9.886227,5.239409,9.160727,5.185864,9.924545,9.142318,9.895364,9.207000
25000,3.573000,3.193840,9.445480,6.949240,8.718640,5.239600,9.501240,8.714600,11.794640,8.728040
28000,3.510429,3.112071,9.681536,7.001964,9.900857,5.114786,9.582214,8.851143,9.714286,9.919036
31000,3.379484,3.241710,9.575355,5.806742,9.697161,5.821097,9.594516,8.719065,9.497710,8.758710
34000,3.561029,3.163353,9.228529,5.570176,9.385500,6.390382,9.244000,8.436294,9.253912,9.331853
37000,4.084676,3.153297,9.913486,5.902622,9.203027,5.859135,10.837676,9.161324,9.943351,10.072297
40000,3.710050,3.160800,8.985025,5.837500,9.029550,7.038350,9.840250,9.957475,9.842975,9.048150
43000,4.133256,3.620535,9.266116,5.590791,8.541395,5.611860,9.280163,8.547744,9.288628,8.508628
46000,4.024326,3.156783,9.745174,5.441022,8.299978,5.423087,9.111978,8.307565,9.080065,8.340413
49000,3.977429,3.415898,9.735959,5.425429,8.250857,5.984531,9.100286,8.326531,9.117184,8.324653
52000,4.083500,3.174538,9.213058,5.504750,8.372058,5.450192,9.147923,8.967096,9.184962,8.408769
55000,3.983309,3.190018,9.093236,5.399455,8.241327,5.294691,9.071473,8.252709,8.997109,8.221364
58000,4.122793,3.406138,9.426172,9.888052,8.345397,5.448810,9.112276,8.385328,9.159103,8.354069
61000,3.745902,3.422131,9.022115,5.314557,8.186672,5.285344,8.991869,8.232574,9.507508,8.231279
64000,4.141359,3.353422,9.120734,5.427250,8.285016,5.370391,9.077906,8.291016,9.104344,8.295969
67000,3.914373,3.630746,9.445851,5.294791,8.179299,5.260776,8.942672,8.237299,8.958507,8.179836
70000,4.238243,3.489986,9.114786,5.424271,8.276271,5.833171,9.094243,8.272257,9.087700,8.289757
73000,4.247767,3.463548,9.116616,5.398671,8.261397,5.319219,9.059849,8.248589,9.057863,8.270890
76000,4.324263,3.326145,11.280289,5.303118,8.156697,5.211342,8.941145,8.162658,8.922132,8.161276
79000,4.365278,3.805747,11.968405,5.210570,8.489089,5.596570,9.279354,8.514595,9.296291,8.471291
82000,4.450671,3.381683,11.605671,5.618244,8.485610,5.575390,9.256707,8.492098,9.266854,8.492732
85000,4.351424,3.762282,9.376400,5.975200,8.524188,5.643565,9.334788,8.536153,9.302941,8.531106
88000,4.171216,3.634216,9.203068,5.574795,8.425807,5.520693,9.205693,8.401239,9.209011,8.432693
91000,4.093824,3.626725,9.513549,5.505945,8.379132,5.497725,9.495473,8.401626,8.923813,8.409066
94000,4.331957,3.941255,9.928521,5.889521,8.790500,5.552330,9.291734,8.463702,9.247872,8.770309
97000,4.492887,3.410732,9.186340,5.562186,8.381134,5.440804,9.157784,8.385670,9.186402,8.376412
100000,4.230930,3.707730,9.369980,5.553470,8.719220,5.523340,9.226500,8.709990,9.217480,8.709360
140000,3.707357,3.272129,8.835436,5.180164,8.037879,5.143200,8.821050,8.046829,8.822071,8.150436
180000,3.918772,3.335467,8.989400,5.301494,8.160128,5.232350,8.969983,8.156544,8.977022,8.149383
220000,3.757368,3.219400,8.804527,5.150100,8.114482,5.064145,8.801505,8.244491,8.801441,8.002982
260000,3.843646,3.249173,9.891665,5.236458,8.092227,5.156231,9.209031,8.199065,8.878835,8.096635
300000,2.449947,2.249297,8.972540,5.436453,8.154760,5.233820,9.044873,8.286493,8.974340,8.162280
340000,3.768038,3.441185,8.842312,5.128350,7.986344,5.140021,8.772771,7.993703,8.783482,8.085274
380000,2.642721,2.498966,8.769376,5.121213,7.963116,5.030853,8.832308,7.971834,8.770600,8.039689
420000,2.958364,2.794676,8.797886,5.165850,7.984269,5.070605,8.769705,8.125771,8.763557,7.982724
460000,2.915365,3.135811,8.790252,5.144343,8.027124,5.159426,8.946822,8.060000,8.829178,8.087624
500000,3.047416,3.313138,8.920168,5.178796,7.979572,5.125224,9.100892,7.986272,8.828920,7.987386
540000,2.560611,2.914072,8.882243,5.228196,8.060600,5.239537,8.816715,7.991230,8.763754,7.996419
580000,3.213393,3.777981,8.774872,5.262238,8.050174,5.401347,8.908286,8.003512,8.795981,7.978362
620000,3.298018,3.967373,8.832276,5.417090,7.977689,5.396771,8.802905,8.024368,8.755006,7.985750
660000,3.292503,4.023739,8.834924,5.399845,7.997076,5.306550,8.832774,8.000033,8.860591,8.044318
700000,2.721376,3.549600,8.798389,5.580524,7.979354,5.400680,8.756911,7.979436,8.755310,7.985893
740000,2.804285,3.626219,8.826623,5.586120,7.976834,5.566588,9.024577,8.056522,8.792155,7.978674
780000,2.906536,3.830669,8.870371,5.693453,8.000790,5.674565,8.746129,8.023660,8.785001,7.990759
820000,2.936316,3.940200,8.763690,5.720968,7.984009,5.764006,8.758000,7.980116,8.746998,8.176973
860000,2.565336,3.513983,8.771192,5.847926,8.023197,5.817177,8.785716,8.018607,8.754262,8.020419
900000,2.560860,3.559770,8.774573,5.890850,8.017234,5.936964,8.759586,7.988649,8.794874,8.045703
940000,2.737356,3.681150,8.752520,5.879819,8.028293,6.052157,8.745770,7.993702,8.749007,7.993098
980000,3.175543,4.125263,8.814495,6.009998,7.995369,6.053354,8.762140,7.991595,8.815721,8.011708
1000000,2.782423,3.825362,8.815981,6.027692,8.001797,6.114555,8.750963,8.001054,8.748280,8.005793
1500000,3.320830,4.145885,8.835519,6.358042,8.026313,6.648161,8.760581,8.182400,8.813354,8.017909
2000000,3.207384,3.973144,8.788962,6.439925,8.044375,6.760847,8.769203,8.109972,8.967284,8.104097
2500000,3.563163,4.189919,8.801394,6.450225,8.047733,6.795946,8.771006,8.060572,8.750916,8.078720
3000000,3.426762,4.073986,8.511381,6.132153,7.919715,6.447479,8.544572,7.944705,8.496459,7.923860
3500000,3.582618,4.212076,8.579100,6.232320,8.079643,6.840898,8.568346,8.067023,8.549502,8.072297
4000000,3.474339,4.204626,8.358999,6.015749,7.989630,6.538693,8.365319,7.989796,8.381077,7.982411
4500000,3.607835,4.227748,8.598974,6.286760,7.990044,6.686695,8.637544,8.004976,8.593923,8.006257
5000000,3.630705,4.215199,8.476868,6.138441,8.049092,6.671262,8.467692,8.039134,8.470452,8.025503
5500000,3.629051,4.198168,8.344445,6.007847,7.952942,6.476462,8.381088,7.952827,8.331129,7.950593
6000000,3.823267,4.199389,8.540599,6.213967,8.004868,6.582621,8.535342,8.001492,8.550197,8.018925
6500000,3.651286,4.187431,8.458156,6.310124,8.007190,6.621566,8.455199,8.011452,8.458523,8.072880
7000000,3.612788,4.173803,8.504489,6.130216,8.017915,6.618483,8.503422,8.029863,8.495093,8.032775
7500000,3.617278,4.188700,8.451355,6.053687,7.996950,6.475385,8.433503,7.989131,8.435672,7.986237
8000000,3.629650,4.203365,8.486137,6.154356,8.033293,6.494940,8.482014,8.017731,8.482009,8.015329
8500000,3.697487,4.216421,8.508176,6.128322,8.051595,6.618162,8.506063,8.057329,8.519241,8.056434
9000000,3.870419,4.437479,8.439473,6.039422,8.020592,6.454819,8.442118,8.039991,8.444785,8.025030
9500000,3.911279,4.200375,8.478139,6.073874,8.088621,6.598461,8.475199,8.109375,8.475724,8.092315
10000000,3.681720,4.198383,8.492470,6.117474,8.056285,6.501863,8.499576,8.071185,8.507356,8.061697
16000000,3.918731,4.196772,8.480388,6.135021,8.108780,6.492635,8.479812,8.102269,8.477604,8.108630
22000000,3.677501,4.183464,8.482351,6.059381,8.116079,6.487324,8.485067,8.119470,8.504059,8.117914
28000000,3.718573,4.194434,8.498118,6.096194,8.137121,6.461174,8.507936,8.147320,8.496882,8.165949
34000000,3.701650,4.186400,8.517456,6.117319,8.155393,6.482293,8.512799,8.158194,8.551974,8.160485
40000000,3.705150,4.179944,8.508806,6.075614,8.207825,6.471268,8.509712,8.165770,8.511705,8.167583
46000000,3.698301,4.208795,8.517412,6.076210,8.177729,6.463477,8.541867,8.192183,8.515213,8.171209
52000000,3.686270,4.186236,8.499457,6.081846,8.169684,6.480180,8.499323,8.174637,8.495283,8.172734
58000000,3.697005,4.174494,8.506684,6.055023,8.203710,6.481191,8.506518,8.180023,8.502515,8.177975
64000000,3.700485,4.184408,8.511406,6.079505,8.187347,6.463501,8.538982,8.208482,8.510962,8.190870
70000000,3.701275,4.191659,8.528606,6.049236,8.177683,6.458156,8.505221,8.170983,8.505601,8.178553
76000000,3.700882,4.198221,8.513017,6.079328,8.193226,6.449637,8.535596,8.174120,8.524991,8.186535
82000000,3.709569,4.176642,8.505970,6.064665,8.183692,6.487088,8.503017,8.171859,8.510925,8.201206
88000000,3.698635,4.172647,8.518027,6.065744,8.200585,6.466071,8.504696,8.173737,8.503998,8.192020
94000000,3.712614,4.169992,8.513355,6.058552,8.194330,6.462505,8.512108,8.171773,8.506537,8.188977
100000000,3.698941,4.172877,8.506761,6.033025,8.206771,6.447295,8.515812,8.213691,8.503220,8.191581
170000000,3.697988,4.171042,8.502596,6.046032,8.204784,6.444045,8.510078,8.184059,8.502677,8.205883
240000000,3.705441,4.175086,8.506340,6.054690,8.205945,6.441621,8.508793,8.209578,8.513372,8.205867
310000000,3.709291,4.172741,8.508819,6.043553,8.207668,6.441274,8.512033,8.186812,8.510057,8.211721
380000000,3.711521,4.183284,8.508020,6.045230,8.210749,6.429730,8.511428,8.181426,8.508239,8.220890
450000000,3.705540,4.172022,8.506657,6.038600,8.209009,6.442060,8.515609,8.185115,8.526809,8.209260
520000000,3.709182,4.175411,8.505702,6.035379,8.204346,6.447655,8.509206,8.192130,8.504916,8.207301
590000000,3.708942,4.171805,8.508605,6.039862,8.202784,6.418474,8.508668,8.187395,8.507634,8.202739
660000000,3.706987,4.176287,8.508993,6.037652,8.207781,6.427839,8.509001,8.183553,8.507251,8.208399
730000000,3.705493,4.168491,8.511982,6.034121,8.204751,6.438303,8.524405,8.186625,8.507770,8.208328
800000000,3.704448,4.181751,8.513795,6.039838,8.200673,6.420755,8.507190,8.185533,8.504988,8.206228
870000000,3.705812,4.166194,8.509022,6.038271,8.212424,6.443556,8.510677,8.188276,8.507425,8.202618
940000000,3.708203,4.176398,8.506343,6.041855,8.199380,6.437177,8.518192,8.185457,8.504765,8.200643
1000000000,3.706024,4.170268,8.507838,6.048547,8.201403,6.440912,8.509236,8.197431,8.508628,8.199781
1800000000,3.704385,4.165317,8.516249,6.030773,8.197620,6.428966,8.508400,8.186379,8.509792,8.192078
2600000000,3.706967,4.167660,8.512489,6.041626,8.195310,6.427414,8.509961,8.187225,8.508975,8.189051
3400000000,3.704379,4.166533,8.505842,6.034590,8.184494,6.422186,8.511178,8.186028,8.508005,8.186868
