Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64,Prezza
640,22110.000000,19239.200000,17036.100000,19739.000000,17064.600000,16126.700000,20507.600000,17041.400000,17272.500000,17075.000000,17271.000000,17180.500000,20275.500000,16830.200000,16132.600000,16969.700000,16795.300000,19202.400000,16902.100000,19037.500000,17371.400000,17217.500000,17204.900000,16162.400000,18625.200000,19702.700000,20047.000000,20278.600000,20903.500000,19856.800000,19560.600000,19200.100000,21769.900000,19756.000000,17696.200000,19570.500000,13749.700000,12398.800000,12040.500000,12435.500000,12043.500000,11854.500000,11728.300000,12265.300000,12212.400000,16206.900000,18015.600000,16576.000000,12447.000000,12402.500000,11847.600000,11557.900000,11150.600000,19771.300000,13515.200000,12773.100000,20885.200000,16193.000000,12580.800000,19759.000000,31509.300000
1280,7907.500000,7004.100000,6470.250000,6545.350000,6290.050000,9356.150000,8331.200000,6795.050000,6495.350000,6552.300000,7397.850000,6213.550000,5775.800000,9597.450000,6974.350000,9860.400000,6908.250000,6579.750000,6367.400000,6670.650000,6322.800000,6142.750000,9017.400000,10206.500000,7640.350000,6146.600000,5969.650000,6016.500000,5948.050000,5895.700000,5771.150000,5955.250000,9276.300000,7805.100000,6813.800000,6367.300000,6263.900000,5810.350000,5680.400000,5695.900000,5611.900000,7442.700000,7148.400000,7859.600000,5883.650000,5682.050000,5796.950000,7195.650000,5464.800000,5565.150000,5806.700000,7752.400000,6569.250000,6117.050000,6404.050000,6360.950000,6259.250000,5986.500000,5855.300000,5846.550000,29584.250000
1920,5931.266667,4549.900000,4043.200000,5174.633333,4038.900000,4152.800000,4895.133333,5099.533333,4725.633333,6148.033333,5153.166667,4329.233333,5037.033333,3808.766667,3883.233333,3899.366667,5121.866667,5082.533333,5564.900000,4141.633333,4999.366667,3974.900000,5073.666667,5154.400000,4089.500000,5059.333333,4603.200000,4177.966667,3972.033333,4230.600000,3892.533333,4094.966667,4115.900000,3998.566667,5952.133333,4970.033333,4479.033333,4165.766667,3857.833333,4045.966667,3888.300000,4331.600000,4161.600000,6505.100000,5659.400000,5221.866667,4044.633333,4166.066667,3965.800000,3952.400000,4030.600000,3984.533333,4509.500000,5205.400000,4468.333333,4717.666667,4044.133333,3883.533333,4013.000000,3952.766667,29884.333333
2560,3257.275000,3658.050000,3946.400000,3588.000000,3029.375000,3889.225000,3227.875000,3150.450000,3049.800000,3856.125000,3571.100000,3155.575000,2911.250000,2990.925000,2986.650000,2882.500000,3157.725000,4201.625000,4553.225000,5015.225000,5928.575000,4972.175000,4116.025000,3425.200000,4109.450000,3113.400000,4894.925000,3570.850000,3961.100000,3206.750000,3082.875000,3049.775000,2954.325000,2890.325000,3185.150000,4549.350000,4089.050000,3015.725000,3135.725000,3064.325000,3135.175000,3734.400000,2941.225000,4078.725000,4529.275000,3422.775000,3076.600000,3853.375000,2770.225000,2824.275000,2790.600000,2847.925000,4353.125000,4302.250000,3196.625000,3251.650000,3184.925000,3224.525000,3213.700000,3114.400000,29013.600000
3200,2874.460000,3183.060000,3309.340000,2569.920000,2356.340000,2385.560000,2102.060000,2448.340000,3266.700000,3361.160000,3042.480000,2741.980000,3050.240000,2302.540000,2239.940000,2297.040000,3046.260000,2736.280000,2523.700000,2468.740000,2474.740000,2318.720000,2258.880000,2319.720000,2564.840000,2992.480000,2643.280000,2444.240000,2312.720000,2451.860000,2365.680000,2355.400000,2360.120000,3062.860000,3300.780000,2453.460000,2596.960000,2425.660000,2416.520000,2383.680000,2285.800000,2304.840000,3027.560000,2744.760000,3119.360000,2366.100000,2389.880000,2386.680000,2892.100000,2532.080000,3322.900000,2806.560000,2415.340000,2378.760000,2308.320000,2384.080000,2347.180000,2337.760000,2602.500000,3090.980000,29312.640000
3840,2862.850000,2430.750000,2062.866667,2058.216667,2039.233333,2070.983333,2362.283333,2710.733333,2298.483333,2105.383333,1978.033333,2083.100000,2558.516667,2011.366667,2569.850000,3028.166667,2149.366667,2118.116667,1940.400000,2041.933333,1997.866667,1946.150000,2612.933333,2302.816667,2591.316667,2086.433333,2338.066667,2042.083333,2106.383333,2068.650000,2782.650000,2435.500000,2188.800000,2078.966667,2111.566667,2046.950000,1970.083333,1934.416667,2909.816667,2369.083333,2080.416667,1963.483333,1957.483333,2008.366667,1984.916667,1991.433333,2222.583333,2627.366667,2251.466667,2043.616667,2111.100000,2081.200000,2044.983333,2111.250000,2094.516667,2697.250000,2380.633333,2050.400000,2688.533333,2419.400000,29026.183333
4480,2062.028571,2292.900000,2028.800000,3115.800000,2013.228571,1952.714286,2173.185714,1838.957143,1864.657143,1866.185714,2825.300000,2532.114286,1889.628571,1868.114286,1792.642857,1766.985714,1690.785714,2626.285714,2004.085714,1848.057143,1833.800000,1773.257143,1721.885714,2170.142857,1668.842857,2579.157143,1936.642857,1846.514286,1810.557143,1737.700000,1808.757143,1799.728571,1829.428571,2560.114286,2449.642857,1916.185714,2616.500000,2111.142857,1682.828571,2180.285714,1677.828571,2231.542857,2028.000000,2415.742857,1849.557143,1730.785714,1715.071429,1795.914286,1745.300000,2731.957143,2067.071429,1921.671429,1811.142857,1769.000000,1672.457143,1748.171429,1707.585714,2601.542857,2477.714286,1896.242857,28833.585714
5120,2037.762500,2095.487500,1609.525000,2165.500000,2346.837500,2114.975000,1791.650000,2162.775000,1742.775000,1633.462500,1551.312500,1995.375000,1837.987500,1976.850000,1608.287500,1559.762500,1497.100000,1543.700000,1901.975000,2248.300000,1785.462500,1595.362500,1532.362500,1511.350000,1431.225000,1548.687500,1947.137500,2131.637500,1745.887500,1849.575000,1629.112500,1567.237500,1605.012500,1576.612500,1802.525000,1979.812500,1940.762500,1559.800000,1523.012500,1506.775000,1473.062500,1519.012500,1700.062500,1962.762500,1855.862500,1700.200000,1581.700000,1538.562500,1463.712500,1495.250000,1891.700000,1742.225000,1531.337500,1498.937500,1479.050000,1556.212500,1547.737500,1491.287500,1916.550000,1649.937500,28774.712500
5760,1684.266667,1519.611111,1416.588889,1445.777778,1792.711111,1930.622222,1574.900000,1494.977778,1759.311111,1341.988889,1369.311111,1580.411111,1714.300000,1538.955556,1390.833333,1325.266667,1297.700000,1356.455556,1311.811111,1572.777778,1729.166667,1585.477778,1374.566667,1346.455556,1343.644444,1289.444444,1263.688889,1691.300000,1459.377778,1336.133333,1302.333333,1384.855556,1346.200000,1332.377778,1281.288889,1717.811111,1340.011111,1332.822222,1265.644444,1333.877778,1263.044444,1319.922222,1899.600000,1912.777778,1635.900000,1465.800000,1413.566667,1386.655556,1303.322222,1291.277778,1712.077778,1545.988889,1346.088889,1362.444444,1329.500000,1418.755556,1405.577778,1369.188889,1704.855556,1630.800000,28644.255556
6400,1572.170000,1365.360000,1269.570000,1265.910000,1204.510000,1756.690000,1456.450000,1727.950000,1426.050000,1542.110000,1328.960000,1621.870000,1417.330000,1313.820000,1220.770000,1216.580000,1168.490000,1497.090000,1168.940000,1715.510000,1581.300000,1378.750000,1230.370000,1203.860000,1201.790000,1153.680000,1506.900000,1406.210000,1277.660000,1339.040000,1282.710000,1264.510000,1233.520000,1356.620000,1570.160000,1631.690000,1246.190000,1140.670000,1148.070000,1139.270000,1142.700000,1543.270000,1342.510000,1253.500000,1233.570000,1170.700000,1163.390000,1199.100000,1549.410000,1384.680000,1214.200000,1196.410000,1165.600000,1225.510000,1247.040000,1309.930000,1728.020000,1504.990000,1313.290000,1257.050000,28533.330000
12800,731.560000,811.780000,800.835000,942.860000,792.910000,729.495000,773.250000,635.960000,640.005000,789.945000,705.110000,644.785000,602.620000,609.020000,637.370000,778.405000,785.270000,792.390000,763.500000,628.695000,609.370000,597.285000,904.280000,856.315000,626.570000,588.095000,615.525000,631.430000,830.245000,765.560000,685.490000,680.010000,648.520000,619.010000,634.225000,959.045000,938.375000,639.290000,615.970000,634.205000,600.270000,608.495000,757.140000,710.025000,651.935000,607.605000,628.515000,632.090000,590.405000,760.065000,652.730000,623.290000,616.615000,627.470000,613.875000,1062.755000,695.075000,651.180000,759.085000,656.820000,28883.245000
19200,524.406667,451.003333,561.116667,502.736667,483.293333,472.666667,463.346667,454.636667,560.846667,476.260000,497.736667,417.830000,395.683333,537.066667,494.956667,457.560000,435.396667,424.096667,415.363333,406.606667,517.880000,474.236667,437.720000,523.060000,403.490000,490.413333,502.620000,484.073333,441.426667,426.200000,502.666667,421.016667,418.476667,559.396667,475.530000,446.643333,447.510000,438.426667,402.856667,527.836667,530.430000,432.023333,408.300000,423.440000,421.610000,459.510000,529.123333,466.700000,426.850000,418.580000,406.193333,405.783333,527.133333,469.213333,410.046667,406.100000,412.003333,408.686667,519.380000,472.386667,28943.536667
25600,362.147500,342.442500,320.435000,327.835000,436.622500,373.410000,357.387500,338.972500,331.700000,316.365000,401.215000,355.162500,376.485000,296.800000,295.952500,315.945000,378.302500,358.047500,461.310000,305.107500,300.097500,381.300000,430.287500,360.362500,302.337500,282.825000,299.342500,297.992500,373.607500,350.185000,376.525000,305.560000,316.582500,317.272500,430.950000,351.885000,338.077500,316.760000,326.882500,319.475000,375.655000,431.790000,305.452500,303.012500,305.032500,291.952500,288.620000,481.522500,419.000000,320.115000,318.185000,320.167500,303.955000,391.922500,422.635000,341.400000,404.700000,386.447500,313.402500,463.100000,28752.407500
32000,335.614000,286.758000,285.902000,299.540000,286.722000,344.230000,312.996000,297.268000,272.840000,295.378000,325.094000,292.722000,281.396000,256.644000,247.968000,254.240000,307.642000,289.310000,268.104000,259.126000,249.610000,308.962000,309.114000,341.136000,337.822000,252.956000,244.832000,249.220000,343.802000,285.106000,265.750000,289.112000,282.362000,279.116000,340.252000,373.860000,343.276000,255.212000,246.726000,252.780000,317.524000,288.442000,265.404000,262.904000,249.520000,247.014000,308.448000,288.188000,257.552000,243.556000,236.602000,253.774000,306.758000,284.220000,255.404000,252.666000,248.152000,308.046000,281.568000,294.998000,28526.326000
38400,251.808333,240.888333,227.723333,333.871667,241.456667,228.040000,291.210000,219.526667,227.671667,322.016667,291.805000,224.361667,202.063333,202.911667,306.018333,235.185000,206.625000,207.838333,204.653333,216.508333,265.076667,286.681667,213.608333,206.221667,201.456667,200.246667,320.033333,239.600000,218.091667,213.188333,226.331667,220.026667,331.450000,290.806667,224.613333,224.995000,211.410000,206.185000,315.165000,243.838333,210.676667,263.756667,218.335000,273.166667,331.703333,291.103333,219.613333,223.755000,209.213333,255.053333,260.456667,234.518333,213.220000,215.098333,210.585000,279.963333,319.350000,281.116667,260.925000,263.491667,28847.008333
44800,231.688571,243.188571,220.447143,211.152857,214.317143,199.835714,182.224286,242.061429,223.541429,251.994286,218.582857,220.222857,234.497143,206.988571,198.930000,194.502857,179.571429,185.347143,222.920000,212.291429,206.880000,211.177143,198.607143,194.237143,229.610000,206.595714,219.955714,187.737143,188.757143,235.704286,239.981429,225.445714,204.050000,237.132857,183.940000,275.460000,237.440000,198.654286,184.688571,225.220000,170.924286,202.197143,271.080000,204.954286,185.460000,183.151429,178.881429,230.277143,233.705714,202.322857,187.837143,189.315714,182.648571,249.437143,203.270000,194.188571,183.744286,180.271429,188.714286,302.722857,28949.494286
