Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64,Prezza
192000000,478.471103,209.822041,201.066593,178.144752,268.477019,186.475662,458.204903,226.986683,250.782501,222.640503,243.337379,248.093571,223.807011,178.354433,186.176270,178.558790,212.886289,182.138620,225.624733,204.198308,226.887083,203.967374,224.951291,226.744321,215.542594,173.645139,181.256234,180.097576,211.314058,182.633671,222.971643,195.682277,216.711253,195.187301,214.267347,215.008406,202.270547,173.342004,181.656006,178.263918,200.268998,182.726958,210.701533,191.588570,211.754671,191.327103,209.383546,210.581494,189.866058,179.720901,184.041707,186.224591,205.003011,190.234737,200.850182,193.926554,211.849557,195.305753,211.852909,211.860455,595.904910
256000000,523.847599,219.300220,209.958778,186.052879,277.956376,193.818480,489.138151,237.927401,258.326084,232.272092,251.027070,256.516692,233.350701,186.644440,196.276869,187.664766,224.864185,191.006061,234.557848,217.724396,240.267365,216.473676,238.459578,239.606600,226.309389,182.033175,190.453094,188.155382,223.499812,191.458973,232.562524,207.578646,228.307219,206.226943,226.530216,227.302644,216.373003,181.365888,191.345521,186.376719,210.958534,190.923009,224.270858,201.962664,222.769185,200.995461,220.655451,221.609561,206.296492,187.701012,192.293279,194.900720,214.824310,198.953792,217.756316,203.265258,222.284662,203.121872,222.483251,222.346658,623.684231
320000000,556.219910,228.744424,217.741742,193.450762,298.876510,199.745154,510.449582,254.349070,265.752869,248.823625,258.502664,263.442216,239.677631,194.077020,202.261194,191.977712,234.374686,196.308372,254.463044,226.093928,252.725310,224.547589,250.949680,251.925487,245.594774,187.922500,197.427703,194.346495,232.654155,196.979550,249.132314,215.699591,239.966749,214.336260,238.760143,239.149301,234.820375,186.876054,197.783115,192.497864,218.654018,196.743475,239.321481,208.616037,229.442577,207.732609,227.723001,228.509876,221.643208,192.939946,198.863969,201.471650,221.370182,204.927758,232.088612,212.821713,231.252366,212.093012,230.688148,231.266031,628.385223
384000000,577.764085,234.940225,227.016208,199.186584,290.680606,206.007211,523.164739,265.397331,270.331927,260.698856,263.080572,267.467746,247.143508,199.700303,206.687417,195.468532,238.342224,199.362558,248.756846,229.878747,254.318470,228.119027,251.609015,252.901428,237.174239,191.647530,201.102830,196.973759,236.854715,200.514081,241.095442,221.220734,244.172068,219.601736,242.215034,243.330460,229.559870,189.620525,201.432234,195.414690,223.120745,199.588078,235.294336,212.925021,234.084345,212.071734,232.400246,233.049134,224.059983,195.380557,202.208767,203.684487,225.846248,208.255251,233.979360,216.221854,235.141722,215.549586,235.060512,235.172516,649.770475
448000000,598.779630,241.932215,238.996535,204.727148,321.534662,209.771877,535.812268,286.792368,305.676947,281.593895,297.337029,302.117472,275.841044,205.317508,211.586159,198.840410,245.563837,202.958109,274.077230,236.950417,265.075223,235.248972,262.596540,263.760216,255.586688,195.854620,205.852507,200.345218,245.211168,203.307875,258.373821,228.249596,256.408510,225.923488,253.771303,255.366837,246.600748,191.612950,205.741601,198.608950,228.146576,203.634058,249.826377,219.278219,240.825497,217.538777,238.222198,239.786144,238.923940,197.277577,205.619681,206.841654,230.228376,210.677398,246.984900,221.553937,240.824140,220.368253,240.410006,240.843649,636.961105
512000000,610.037913,244.309792,247.543701,209.017826,308.784179,214.320993,543.697623,302.396073,306.803161,297.403872,298.668441,303.519592,284.738991,210.087493,214.701650,201.326519,248.959969,205.956881,280.649510,240.113744,264.297956,237.677898,261.300040,262.956195,245.970704,200.292693,208.589401,202.839332,249.698376,206.411634,249.640737,232.066360,256.844261,230.678058,254.869382,255.750985,239.689571,195.804158,209.270519,201.197668,232.711219,205.959139,244.229772,222.572570,245.168035,222.048089,243.341970,243.835364,237.016999,201.195952,210.105594,209.727232,235.198176,214.598891,246.643826,224.486458,244.730918,224.768561,245.665061,245.188755,675.931823
576000000,627.764488,250.849660,258.532054,215.523636,359.001436,219.065117,552.030841,319.256212,325.419830,313.701175,317.371519,321.587740,322.779936,215.184460,217.530242,204.690553,252.768242,208.138693,311.841871,243.214411,266.874540,240.631749,263.942224,266.064183,248.621749,203.093378,211.593414,206.020499,254.765942,208.736944,251.351010,235.373402,260.686306,233.452575,257.779340,260.159500,241.396647,197.947683,211.604756,203.396851,236.354477,208.693177,245.700398,226.110702,248.766038,224.446436,246.150011,247.340208,240.598960,202.637590,211.874231,211.913069,237.846523,216.627300,248.584584,228.128557,248.285799,227.125788,247.918865,248.083081,650.272361
640000000,640.424397,253.113449,264.905734,217.458631,401.650199,221.721611,555.617377,333.605289,343.017324,327.996904,334.755466,338.390770,353.699947,218.461902,219.023256,205.296012,255.062755,209.516218,344.315007,244.831387,268.993178,241.943393,265.710326,267.651718,250.534421,206.164403,213.181193,206.658603,258.259097,209.824742,253.685300,237.356924,263.044535,235.765838,260.768065,261.740414,242.760814,198.778904,213.027455,204.345503,238.258813,208.934106,248.019673,228.064208,251.909450,227.574932,250.178358,250.659183,242.505133,203.623874,213.075227,213.179133,239.470416,217.322977,251.953528,229.515803,250.674830,229.718427,251.061870,250.475688,699.062002
1280000000,717.320776,277.195102,313.113866,243.322134,601.786679,245.042595,581.995172,424.776773,455.608524,418.570160,447.061591,452.586096,509.046789,247.486743,235.240635,219.943371,280.828502,221.276885,485.700200,259.030351,284.926471,256.110356,280.485328,282.177717,363.902543,232.542137,228.805752,218.051246,292.243251,221.230748,350.894690,254.590105,283.339968,252.057574,278.381596,280.431782,261.178489,217.572317,227.193100,215.171132,257.335394,220.327242,262.243158,249.042140,274.785225,247.695649,271.359203,273.022504,261.332609,214.605216,227.606875,223.574336,258.218636,227.406963,268.213289,249.994447,274.459534,249.850785,274.777461,274.212875,765.514892
1920000000,761.374004,291.997538,338.882191,259.842974,683.594650,261.714711,593.801621,455.043171,494.045669,448.866905,483.838055,489.831384,574.419301,265.775236,258.341722,231.972378,309.474380,229.581994,540.760641,278.982075,304.997332,275.303290,299.344976,301.170142,469.441102,249.457227,238.022986,225.282593,321.732840,227.365117,448.260591,264.990041,305.142057,262.120723,301.405094,303.493390,304.816112,233.548670,236.144292,220.328045,270.279040,225.254007,299.797138,258.664397,289.563862,257.389193,285.814235,288.347482,283.913825,223.613782,235.150399,227.788974,270.758651,232.803325,288.721802,263.946751,292.189995,262.673619,292.247833,292.569065,810.458414
2560000000,792.318005,298.097518,352.822870,267.713923,734.283695,271.641889,598.417127,468.642992,511.449164,462.819563,502.560147,507.813518,610.620733,274.585098,277.484760,240.934821,312.548516,237.862116,566.349654,303.000020,314.889982,300.139588,311.265334,312.652968,521.090312,258.442625,242.188099,232.757147,315.524222,230.667159,494.138527,267.802846,294.750769,264.787801,290.088462,292.236718,368.500515,243.751068,240.189497,222.897561,275.269229,227.782826,351.106287,261.502600,289.776516,259.622422,284.942580,287.043416,276.110028,234.304526,239.806005,230.340568,275.621579,235.413329,280.649549,269.484787,294.584433,266.899444,294.361907,294.300094,820.411284
3200000000,819.838410,309.952350,367.766235,277.827277,775.255259,282.087451,607.087193,480.485563,526.059277,471.597210,516.754600,522.245886,639.124246,284.853100,296.829278,252.154439,345.734974,249.500474,585.160668,329.752580,344.710864,326.593626,340.925260,342.544574,560.098587,269.883037,255.761606,242.913869,341.172761,239.621083,528.031701,281.222310,315.933703,277.928697,311.538297,314.252172,433.797899,254.998357,247.137080,228.573879,286.338278,232.719394,412.624216,269.112211,302.178371,267.161972,297.460136,299.649462,300.958766,245.405447,245.973085,234.581137,286.429316,240.011314,302.866273,276.169273,307.689534,275.195618,308.126530,307.684301,840.157963
3840000000,825.825596,311.985047,373.383283,280.129022,796.231652,286.527089,604.973125,483.602496,531.488316,476.763208,521.787436,528.088311,659.831723,289.370938,307.000459,258.209266,348.982227,255.016849,593.736618,354.156936,368.339660,351.318164,363.628171,365.593872,586.768062,274.353320,265.084468,247.821451,328.369782,243.818336,546.078304,290.421299,307.447652,286.416895,302.459256,305.182886,473.262415,260.431985,247.494822,231.019655,287.497995,233.235061,449.351156,268.176779,295.999615,267.237465,291.550409,293.679972,302.260337,251.598466,246.907783,235.312797,288.006162,240.161416,302.810536,276.073229,303.266992,275.440736,303.271511,302.588607,835.659371
4480000000,857.699105,327.820210,387.328227,291.645369,828.946189,298.718176,613.524802,493.305332,544.445821,487.539576,534.948088,540.548263,684.621157,302.362607,325.672440,270.834591,372.917291,269.712773,611.964900,383.151059,395.413927,379.242642,391.913536,394.543946,616.512659,287.725428,286.401210,261.914876,346.189074,258.919155,570.081913,309.754695,327.288528,307.478482,322.375770,325.117796,515.131243,273.794323,259.245914,243.501719,301.500679,244.515630,487.397127,280.390688,306.523194,277.681616,301.664372,303.999308,344.629356,266.052087,258.121802,244.552974,302.206452,250.816468,338.676227,287.756927,315.142491,287.001507,315.169591,314.715068,844.702610
5120000000,872.655251,324.889959,395.082257,291.836986,857.309261,301.282330,617.263486,497.886231,552.139453,492.286120,542.073395,547.768342,703.294939,305.007999,334.098115,273.402494,393.946363,273.415857,618.910534,402.650656,421.678774,399.673632,417.267548,420.361518,636.615230,289.856922,295.083781,263.977758,371.140814,261.534162,583.634544,320.299302,351.494795,317.262330,345.643722,348.561114,539.437964,276.923569,263.563910,245.840134,312.331838,245.865898,511.099834,286.789735,316.636923,284.441055,310.028337,312.738307,394.085917,269.715355,259.480518,244.354131,310.307153,249.732874,378.727502,290.909608,326.185222,289.137998,324.891135,325.520030,857.048178
