Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64,Prezza
640,16.754906,16.790802,16.802103,16.801489,17.005732,17.040526,18.359912,18.506257,18.441646,18.782770,18.787035,18.501808,16.959976,16.976425,16.926363,16.946638,17.153530,17.475991,19.014404,18.909959,19.221361,18.864374,18.928206,18.935268,17.173920,16.975462,17.079301,17.127000,17.321059,17.307368,19.203239,19.385963,19.213416,19.063152,18.962864,19.017562,16.876478,16.769152,16.883094,17.052546,17.116017,17.122651,18.971490,18.974664,19.192137,18.985459,18.949838,18.985655,17.193133,16.759548,16.896392,16.927767,17.109468,17.139970,18.991581,18.978872,18.987071,18.989602,18.979902,19.054694,23.340289
1280,16.547978,16.557821,16.567704,16.563953,16.777936,16.809323,18.108536,18.230193,18.204583,18.524187,18.519335,18.247252,16.743072,16.789413,16.734065,16.763351,16.944970,17.289963,18.770592,18.671110,19.012205,18.666484,18.654657,18.698542,16.986745,16.763844,16.897441,16.950407,17.097921,17.105151,19.185574,19.361673,18.947677,18.961060,18.959285,18.994981,16.865978,16.743940,16.874911,17.053072,17.078939,17.112547,18.956853,18.970946,19.147611,18.983637,18.963950,18.973756,17.167230,16.736140,16.879249,16.928550,17.064314,17.152123,18.983459,18.998896,18.965950,18.960735,18.961129,19.014422,22.862420
1920,16.538217,16.542604,16.575419,16.562148,16.758400,16.817230,18.127785,18.229234,18.229776,18.531041,18.518815,18.253494,16.757400,16.806163,16.732455,16.803005,16.954452,17.289479,18.742844,18.670364,19.023009,18.665440,18.673498,18.670321,16.955806,16.760791,16.872653,16.958646,17.080833,17.107370,19.200852,19.361583,18.955066,18.973404,18.986162,19.002997,16.878788,16.755302,16.884227,17.043530,17.111891,17.117202,18.978893,18.952927,19.109666,18.963090,18.935845,18.996190,17.193992,16.751867,16.914718,16.917846,17.108886,17.125999,19.011960,18.973703,18.970426,18.962157,18.945075,18.980341,22.910844
2560,16.550779,16.553712,16.582416,16.582542,16.786481,16.814744,18.164003,18.246620,18.209032,18.631227,18.650735,18.249637,16.750147,16.790515,16.736734,16.813965,16.962698,17.291510,18.866722,18.724022,19.034298,18.704327,18.704468,18.665804,16.941797,16.751817,16.899210,16.934677,17.137100,17.114133,19.302666,19.374118,18.951233,19.129186,19.203751,19.000659,16.885348,16.756212,16.894501,17.059869,17.109379,17.114854,19.097288,18.990329,19.138569,19.137602,19.120132,18.964014,17.182949,16.746043,16.902475,16.954991,17.070620,17.137107,19.110206,19.020993,18.978177,19.137052,19.112779,18.996610,22.780743
3200,16.528236,16.535987,16.571517,16.561321,16.756451,16.817266,18.105381,18.242690,18.376679,18.514616,18.520651,18.248999,16.744673,16.792252,16.737445,16.779353,16.947412,17.285561,18.789439,18.665643,19.006508,18.662861,18.661236,18.705051,16.957532,16.768545,16.890825,16.932108,17.099503,17.108866,19.194125,19.384963,18.934111,18.970116,18.939016,19.003275,16.879255,16.754340,16.880457,17.050511,17.105572,17.109267,18.974676,18.981493,19.117701,18.976320,18.947511,18.990819,17.181583,16.751677,16.897818,16.929757,17.043852,17.143864,19.024670,18.988271,18.977615,18.975174,18.992592,18.984868,22.757669
3840,16.540108,16.540574,16.570676,16.584658,16.786340,16.840386,18.124167,18.257942,18.249766,18.544992,18.534744,18.252322,16.776251,16.819464,16.769614,16.785967,16.978946,17.298281,18.778973,18.676355,19.033684,18.677011,18.700333,18.733876,16.964734,16.782954,16.897737,16.957878,17.112503,17.103790,19.208497,19.402352,18.958254,18.966550,18.958056,19.020750,16.882658,16.767693,16.894723,17.067064,17.140032,17.119314,18.995754,18.976921,19.170546,18.982463,18.955758,18.991457,17.190795,16.761742,16.922124,16.974972,17.048231,17.153724,19.038014,18.997302,18.989338,18.989098,18.979669,19.010943,22.741370
4480,17.811109,17.678445,17.971472,17.791078,17.905322,17.914993,19.313730,19.145229,19.217475,19.547354,19.432627,19.224587,17.793448,17.809239,18.023360,17.911371,17.951669,18.417143,19.703442,19.560567,19.973984,19.572863,19.604358,19.580124,18.242254,17.814273,17.929723,18.075392,18.362827,18.402414,20.083295,20.351979,19.802251,20.030027,19.756054,19.936688,18.121139,17.803900,18.035474,18.120786,18.111796,18.411836,19.812381,19.877406,19.908859,19.918531,19.963014,19.829916,18.157141,17.794942,17.938944,18.078118,18.153899,18.374805,19.902153,19.752922,19.746708,19.915457,19.869540,19.783990,23.622304
5120,19.279904,19.279205,19.525916,19.372529,19.513528,19.612892,20.642762,20.461252,20.553418,20.871313,20.755187,20.589341,19.204196,19.254875,19.624927,19.365615,19.464935,19.942335,20.979724,20.822265,21.095860,20.959784,20.889053,20.935906,19.804196,19.323301,19.454754,19.528223,19.955261,20.009251,21.368099,21.614246,21.088991,21.305343,20.996409,21.274870,19.608696,19.287543,19.621272,19.596995,19.475830,19.948090,21.199531,21.082858,21.003570,21.258611,21.305710,21.113423,19.543134,19.315995,19.424100,19.569365,19.576598,19.954506,21.196578,20.968521,20.834354,21.186278,21.155373,21.001454,24.988208
5760,20.465352,20.505711,20.755009,20.577893,20.791964,20.863589,21.707426,21.603542,21.612351,21.990934,21.805137,21.708741,20.403927,20.448154,20.837053,20.599151,20.684926,21.253364,22.001245,21.913319,22.066535,22.055394,21.932309,22.143779,21.035518,20.555851,20.472323,20.648948,21.240551,21.298319,22.332808,22.599885,21.954919,22.283586,21.887676,22.225969,20.849718,20.510909,20.812072,20.771616,20.587882,21.243258,22.285547,22.032589,22.051330,22.414982,22.293376,22.150927,20.683616,20.563369,20.638837,20.717744,20.759552,21.268486,22.265741,21.921936,21.809566,22.185034,22.261131,22.006817,25.879228
6400,21.497228,21.508877,21.863836,21.648876,21.815690,21.885367,22.650593,22.670579,22.618902,23.007469,22.720726,22.683390,21.375880,21.455264,21.771383,21.653839,21.743982,22.373680,23.046878,22.845413,22.932948,22.920153,22.863115,22.993912,22.116807,21.588863,21.476904,21.693457,22.307919,22.326249,23.203150,23.457064,22.874019,23.220265,22.765772,23.099915,22.012634,21.527566,21.777364,21.777422,21.551186,22.311019,22.983609,22.915812,22.968079,23.385460,23.144903,23.092422,21.590412,21.585068,21.533247,21.775790,21.696428,22.324206,23.232061,22.795919,22.730462,23.074305,23.212509,22.874599,26.561641
