Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64,Prezza
640,419431.375000,419432.075000,235930.675000,235931.375000,235930.675000,235931.375000,629147.750000,262146.362500,262146.362500,445647.062500,445647.062500,262146.362500,419431.375000,419431.875000,235930.675000,235931.175000,235930.675000,235931.175000,629147.750000,262146.362500,262146.362500,445647.062500,445647.062500,262146.362500,419431.375000,419431.875000,235930.675000,235931.175000,235930.675000,235931.175000,629147.750000,262146.362500,262146.362500,445647.062500,445647.062500,262146.362500,419431.375000,419431.875000,235930.675000,235931.175000,235930.675000,235931.175000,629147.750000,262146.362500,262146.362500,445647.062500,445647.062500,262146.362500,419431.375000,419431.875000,235930.675000,235931.175000,235930.675000,235931.175000,629147.750000,262146.362500,262146.362500,445647.062500,445647.062500,262146.362500,10.400000
1280,209715.687500,209716.087500,117965.337500,117965.737500,117965.337500,117965.737500,314573.875000,131073.181250,131073.181250,222823.531250,222823.531250,131073.181250,209715.687500,209715.987500,117965.337500,117965.637500,117965.337500,117965.637500,314573.875000,131073.181250,131073.181250,222823.531250,222823.531250,131073.181250,209715.687500,209715.937500,117965.337500,117965.587500,117965.337500,117965.587500,314573.875000,131073.181250,131073.181250,222823.531250,222823.531250,131073.181250,209715.687500,209715.937500,117965.337500,117965.587500,117965.337500,117965.587500,314573.875000,131073.181250,131073.181250,222823.531250,222823.531250,131073.181250,209715.687500,209715.937500,117965.337500,117965.587500,117965.337500,117965.587500,314573.875000,131073.181250,131073.181250,222823.531250,222823.531250,131073.181250,5.700000
1920,139810.458333,139810.725000,78643.558333,78643.825000,78643.558333,78643.825000,209715.916667,87382.120833,87382.120833,148549.020833,148549.020833,87382.120833,139810.458333,139810.658333,78643.558333,78643.758333,78643.558333,78643.758333,209715.916667,87382.120833,87382.120833,148549.020833,148549.020833,87382.120833,139810.458333,139810.625000,78643.558333,78643.725000,78643.558333,78643.725000,209715.916667,87382.120833,87382.120833,148549.020833,148549.020833,87382.120833,139810.458333,139810.625000,78643.558333,78643.725000,78643.558333,78643.725000,209715.916667,87382.120833,87382.120833,148549.020833,148549.020833,87382.120833,139810.458333,139810.625000,78643.558333,78643.725000,78643.558333,78643.725000,209715.916667,87382.120833,87382.120833,148549.020833,148549.020833,87382.120833,4.133333
2560,104857.843750,104858.068750,58982.668750,58982.893750,58982.668750,58982.893750,157286.937500,65536.590625,65536.590625,111411.765625,111411.765625,65536.590625,104857.843750,104857.993750,58982.668750,58982.818750,58982.668750,58982.818750,157286.937500,65536.590625,65536.590625,111411.765625,111411.765625,65536.590625,104857.843750,104857.993750,58982.668750,58982.818750,58982.668750,58982.818750,157286.937500,65536.590625,65536.590625,111411.765625,111411.765625,65536.590625,104857.843750,104857.968750,58982.668750,58982.793750,58982.668750,58982.793750,157286.937500,65536.590625,65536.590625,111411.765625,111411.765625,65536.590625,104857.843750,104857.968750,58982.668750,58982.793750,58982.668750,58982.793750,157286.937500,65536.590625,65536.590625,111411.765625,111411.765625,65536.590625,3.350000
3200,83886.275000,83886.455000,47186.135000,47186.315000,47186.135000,47186.315000,125829.550000,52429.272500,52429.272500,89129.412500,89129.412500,52429.272500,83886.275000,83886.415000,47186.135000,47186.275000,47186.135000,47186.275000,125829.550000,52429.272500,52429.272500,89129.412500,89129.412500,52429.272500,83886.275000,83886.395000,47186.135000,47186.255000,47186.135000,47186.255000,125829.550000,52429.272500,52429.272500,89129.412500,89129.412500,52429.272500,83886.275000,83886.375000,47186.135000,47186.235000,47186.135000,47186.235000,125829.550000,52429.272500,52429.272500,89129.412500,89129.412500,52429.272500,83886.275000,83886.375000,47186.135000,47186.235000,47186.135000,47186.235000,125829.550000,52429.272500,52429.272500,89129.412500,89129.412500,52429.272500,2.880000
3840,69905.229167,69905.379167,39321.779167,39321.929167,39321.779167,39321.929167,104857.958333,43691.060417,43691.060417,74274.510417,74274.510417,43691.060417,69905.229167,69905.345833,39321.779167,39321.895833,39321.779167,39321.895833,104857.958333,43691.060417,43691.060417,74274.510417,74274.510417,43691.060417,69905.229167,69905.329167,39321.779167,39321.879167,39321.779167,39321.879167,104857.958333,43691.060417,43691.060417,74274.510417,74274.510417,43691.060417,69905.229167,69905.312500,39321.779167,39321.862500,39321.779167,39321.862500,104857.958333,43691.060417,43691.060417,74274.510417,74274.510417,43691.060417,69905.229167,69905.312500,39321.779167,39321.862500,39321.779167,39321.862500,104857.958333,43691.060417,43691.060417,74274.510417,74274.510417,43691.060417,2.566667
4480,59918.767857,59918.910714,33704.382143,33704.525000,33704.382143,33704.525000,89878.250000,37449.480357,37449.480357,63663.866071,63663.866071,37449.480357,59918.767857,59918.867857,33704.382143,33704.482143,33704.382143,33704.482143,89878.250000,37449.480357,37449.480357,63663.866071,63663.866071,37449.480357,59918.767857,59918.853571,33704.382143,33704.467857,33704.382143,33704.467857,89878.250000,37449.480357,37449.480357,63663.866071,63663.866071,37449.480357,59918.767857,59918.853571,33704.382143,33704.467857,33704.382143,33704.467857,89878.250000,37449.480357,37449.480357,63663.866071,63663.866071,37449.480357,59918.767857,59918.839286,33704.382143,33704.453571,33704.382143,33704.453571,89878.250000,37449.480357,37449.480357,63663.866071,63663.866071,37449.480357,2.342857
5120,52428.921875,52429.046875,29491.334375,29491.459375,29491.334375,29491.459375,78643.468750,32768.295312,32768.295312,55705.882812,55705.882812,32768.295312,52428.921875,52429.009375,29491.334375,29491.421875,29491.334375,29491.421875,78643.468750,32768.295312,32768.295312,55705.882812,55705.882812,32768.295312,52428.921875,52428.996875,29491.334375,29491.409375,29491.334375,29491.409375,78643.468750,32768.295312,32768.295312,55705.882812,55705.882812,32768.295312,52428.921875,52428.996875,29491.334375,29491.409375,29491.334375,29491.409375,78643.468750,32768.295312,32768.295312,55705.882812,55705.882812,32768.295312,52428.921875,52428.984375,29491.334375,29491.396875,29491.334375,29491.396875,78643.468750,32768.295312,32768.295312,55705.882812,55705.882812,32768.295312,2.175000
5760,46603.486111,46603.597222,26214.519444,26214.630556,26214.519444,26214.630556,69905.305556,29127.373611,29127.373611,49516.340278,49516.340278,29127.373611,46603.486111,46603.563889,26214.519444,26214.597222,26214.519444,26214.597222,69905.305556,29127.373611,29127.373611,49516.340278,49516.340278,29127.373611,46603.486111,46603.552778,26214.519444,26214.586111,26214.519444,26214.586111,69905.305556,29127.373611,29127.373611,49516.340278,49516.340278,29127.373611,46603.486111,46603.552778,26214.519444,26214.586111,26214.519444,26214.586111,69905.305556,29127.373611,29127.373611,49516.340278,49516.340278,29127.373611,46603.486111,46603.541667,26214.519444,26214.575000,26214.519444,26214.575000,69905.305556,29127.373611,29127.373611,49516.340278,49516.340278,29127.373611,2.044444
6400,41943.137500,41943.237500,23593.067500,23593.167500,23593.067500,23593.167500,62914.775000,26214.636250,26214.636250,44564.706250,44564.706250,26214.636250,41943.137500,41943.207500,23593.067500,23593.137500,23593.067500,23593.137500,62914.775000,26214.636250,26214.636250,44564.706250,44564.706250,26214.636250,41943.137500,41943.207500,23593.067500,23593.137500,23593.067500,23593.137500,62914.775000,26214.636250,26214.636250,44564.706250,44564.706250,26214.636250,41943.137500,41943.197500,23593.067500,23593.127500,23593.067500,23593.127500,62914.775000,26214.636250,26214.636250,44564.706250,44564.706250,26214.636250,41943.137500,41943.187500,23593.067500,23593.117500,23593.067500,23593.117500,62914.775000,26214.636250,26214.636250,44564.706250,44564.706250,26214.636250,1.940000
