Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,37.664486,39.928601,40.488572,42.145844,41.320479,42.622571,40.182457,43.051067,43.714010,42.571139,43.013175,43.711658,40.125094,43.361183,43.776092,42.865884,43.559749,43.881639,40.409363,43.430402,43.428240,42.632451,43.323298,44.105322,40.421622,43.394053,44.142251,42.921450,43.405400,43.653202,40.096982,43.415694,43.579436,42.698162,43.024395,43.780590
7040,37.701027,39.866575,40.422803,41.909077,41.306024,42.496083,40.207727,42.952450,43.639105,42.513624,42.829236,43.640873,40.004729,43.250280,43.572351,42.662324,43.364882,43.871813,40.401540,43.404583,43.290105,42.615724,43.145306,44.025581,40.440189,43.251844,43.886559,42.777383,43.286999,43.598546,40.066364,43.079443,43.668739,42.571550,43.025887,43.634505
7680,37.771035,39.773422,40.401449,41.883413,41.190530,42.564233,40.035967,42.978289,43.633256,42.431499,42.800920,43.566344,40.131006,43.262910,43.589325,42.539497,43.365666,43.784311,40.342002,43.236345,43.356318,42.467334,43.246526,44.196767,40.437242,43.663040,43.742337,43.755118,43.312212,43.478233,39.988558,43.078149,43.482559,42.484365,42.883480,43.672519
8320,38.172578,41.040605,41.467788,43.169891,42.451580,43.830614,40.623603,43.772929,44.583160,43.645043,43.986589,44.627148,40.609574,44.196745,44.597291,43.599069,44.478669,44.885489,40.729946,44.152019,44.454359,43.576059,44.329867,45.095634,40.819775,44.225298,44.791253,43.843836,44.464303,44.644172,40.420400,43.895165,44.601225,43.544623,44.052614,44.733508
8960,38.201475,40.850556,41.360692,43.012914,42.343364,43.753455,40.604061,43.832519,44.485661,43.529551,43.905742,44.516627,40.548291,44.192973,44.486055,43.482153,44.329918,44.704891,40.898395,44.127082,44.322724,43.557918,44.204681,44.762291,40.807528,44.129561,44.637968,43.785774,44.257131,44.582769,40.485484,43.960527,44.415689,43.486008,43.987825,44.622162
9600,38.277378,40.912137,41.332299,43.020662,42.237067,43.621270,40.606100,43.698982,44.410642,43.372698,43.888250,44.507956,40.564958,44.161213,44.411110,43.595062,44.318457,44.674650,40.542968,44.009637,44.273710,43.405980,44.255415,44.741630,40.899286,44.102785,44.626062,44.188564,44.222402,44.566461,40.567194,43.821175,44.352102,43.440483,43.982812,44.580299
10240,38.186546,40.892784,41.358510,43.030545,42.263733,43.683374,40.606577,43.822902,44.642568,43.549110,43.904587,44.617116,40.463544,44.179443,44.496839,43.368641,44.319322,44.762027,40.539487,44.132749,44.330343,43.469098,44.153218,44.811326,40.872971,44.126794,44.632844,43.720575,44.210703,44.543000,40.468102,43.959158,44.420746,43.419567,43.973990,45.223307
10880,38.175274,40.709907,41.242646,42.886788,42.199491,43.472572,40.521748,43.668075,44.349112,43.296042,43.727984,44.325014,40.601124,44.042388,44.323525,43.302097,44.261263,44.635216,40.724332,43.991208,44.227623,43.321682,43.983048,44.611970,40.797774,44.003727,44.496645,43.680341,44.050305,44.404547,40.461593,43.750481,44.321904,43.448364,43.860289,44.473820
11520,38.224120,40.862727,41.221918,42.887387,42.165685,43.458660,40.572626,43.625856,44.510700,43.320735,43.826628,44.327462,40.528577,44.056774,44.334196,43.300114,44.203549,44.654881,40.508772,43.973688,44.202273,43.343650,44.069934,44.672809,40.846509,44.012990,44.669638,43.608063,44.107529,44.485288,40.559221,43.883282,44.356501,43.388347,43.856161,44.504641
12160,38.215616,40.770928,41.132995,42.704021,41.984097,43.355812,40.575627,43.466081,44.299066,43.231109,43.631272,44.262152,40.613584,43.992367,44.229886,43.452599,44.632185,44.468186,40.779701,43.880341,44.066461,43.261185,43.997043,44.689990,40.775813,43.931136,44.443307,43.601209,43.927480,44.345785,40.509408,43.649133,44.168098,43.235405,43.786451,44.371268
