Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,25.786697,26.982600,27.941420,28.481591,28.717192,28.996562,26.390224,28.886915,29.240678,29.597885,29.308375,29.517987,26.351396,29.272810,29.325917,29.221115,29.093287,29.163952,26.138053,29.014187,29.236103,28.853887,28.832213,29.231151,26.011709,28.883992,29.690663,29.207241,29.304402,29.556347,26.244039,28.940199,29.473250,28.945004,29.331943,29.513891
7040,25.544481,27.064077,28.095678,28.501931,28.833478,29.140886,26.128538,29.015588,29.066077,29.350172,29.189175,29.370178,26.174430,29.001627,29.189007,29.315452,29.186907,29.282593,26.128769,29.105741,29.320852,28.966844,29.039570,29.380341,26.067620,28.980279,29.890553,29.376925,29.449491,29.642293,26.301437,29.046902,29.627423,29.130573,29.506298,29.683354
7680,25.686282,27.137458,28.275303,28.718466,29.074348,29.357486,26.230563,29.270212,29.281553,29.621266,29.407418,29.553353,26.225775,29.195440,29.346284,29.540099,29.431570,29.527560,26.225517,29.282190,29.570065,29.166181,29.237638,29.596771,26.124225,29.176859,30.053966,29.484949,29.764012,29.911946,26.482491,29.361441,29.855358,29.271802,29.708913,29.874666
8320,26.167552,27.650523,28.649294,29.065264,29.408415,29.837196,26.738890,29.588676,29.563102,29.921225,29.721291,29.869758,26.753760,29.555603,29.659193,29.894134,29.707270,29.832403,26.699100,29.662247,29.852627,29.520988,29.523812,29.882263,26.569234,29.563705,30.370645,29.901593,30.034186,30.211204,26.866540,29.666391,30.158694,29.709014,30.051751,30.177975
8960,26.274619,27.586399,28.592475,29.015850,29.384124,29.706809,26.618820,29.546613,29.526433,29.832639,29.665528,29.826082,26.692206,29.510703,29.602295,29.854353,29.656010,29.777276,26.655371,29.606287,29.803898,29.513505,29.480302,29.823796,26.578099,29.610609,30.334153,29.847566,30.131197,30.171046,26.846295,29.560293,30.155954,29.584513,30.000509,30.117739
9600,25.944147,27.458423,28.529253,28.943478,29.346681,29.643390,26.522630,29.546720,29.491477,29.811314,29.601730,29.742254,26.564120,29.478258,29.566130,29.772560,29.628193,29.710875,26.506524,29.524534,29.753645,29.384824,29.412533,29.837453,26.444508,29.441048,30.261336,29.787235,29.918243,30.177079,26.694992,29.534156,30.087071,29.505584,29.924886,30.125206
10240,25.991591,27.521335,28.578312,29.036515,29.356219,29.722911,26.515677,29.560652,29.560537,29.868931,29.635966,29.804444,26.549795,29.500154,29.617227,29.832764,29.677007,29.773080,26.521407,29.631121,29.794756,29.445944,29.458767,29.840304,26.459873,29.519654,30.288540,29.797582,30.024155,30.206204,26.956433,29.582147,30.104037,29.645603,29.978368,30.156556
10880,25.882374,27.332389,28.524390,28.997421,29.328013,29.675746,26.360596,29.484125,29.525924,29.753249,29.597334,29.792635,26.392480,29.435066,29.576091,29.743277,29.622975,29.731384,26.404118,29.538697,29.779248,29.361808,29.398074,29.784030,26.254055,29.440944,30.242515,29.731880,29.967880,30.126852,26.573054,29.489244,30.085253,29.486666,29.944763,30.083186
11520,25.789781,27.368580,28.747182,29.036538,29.392814,29.690553,26.338356,29.519027,29.533260,29.844622,29.655969,29.817376,26.400313,29.466265,29.615546,29.758691,29.826487,29.799159,26.347834,29.582718,29.808410,29.446782,29.449409,29.824576,26.273337,29.464965,30.285535,29.757172,29.991221,30.121333,26.541119,29.524110,30.126316,29.562732,30.003004,30.157812
12160,26.025251,27.656733,28.737561,29.149631,29.590263,29.945446,26.578883,29.671837,29.703931,29.991341,29.990417,29.969172,26.611068,29.672060,29.799604,29.979087,29.862172,29.961970,26.546205,29.775557,29.991489,29.576952,29.631227,29.974216,26.480642,29.675852,30.458750,29.948465,30.162218,30.308229,26.757642,29.722366,30.318005,29.749141,30.195448,30.321445
