Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,23.899491,22.880773,27.146954,26.421490,29.690889,29.799958,24.738939,30.989461,38.208551,30.989451,35.899840,34.926344,24.811459,31.671685,35.945025,30.997795,36.602949,34.512780,24.826592,30.947054,35.352707,31.040194,37.472521,41.929180,24.945628,31.035833,34.005347,31.238088,42.370290,32.817611,24.827918,31.376150,32.796930,31.214451,37.875555,38.824912
7040,23.842732,23.020557,27.010125,25.443822,29.350267,30.969657,24.651829,33.826820,33.559359,31.289198,34.856374,34.533058,24.660086,30.922646,39.018753,31.038583,39.572758,35.853941,24.666611,30.963589,40.192404,31.003792,37.676910,34.060097,24.757282,31.171378,42.126966,31.780484,33.167012,34.379754,24.649325,31.055166,39.543639,30.955197,33.105486,43.501340
7680,23.861189,23.101764,26.919737,26.699346,29.153854,32.054854,24.627116,31.334359,36.465559,30.966386,33.015534,41.299879,24.679259,30.933348,41.987481,31.011942,38.149474,42.739717,24.679719,31.524585,33.754672,31.310402,33.755217,33.523051,24.673116,31.799617,35.253729,32.371440,36.549035,33.972664,24.639418,31.296219,33.180467,31.962400,36.801191,34.401221
8320,24.455428,24.151329,29.534280,26.761946,33.924816,33.161302,25.360636,32.817791,42.966650,33.498190,32.362935,34.771241,25.394981,32.891772,42.118275,33.123105,29.905749,38.358536,25.377642,34.604082,37.089783,33.285492,38.859211,40.070051,25.382473,33.377391,39.091625,28.551686,38.583292,39.415528,25.349847,33.001106,35.710788,32.619624,45.211875,40.474635
8960,24.460835,24.063632,29.499637,26.929270,30.589976,31.561849,25.364612,33.226753,30.567930,33.238603,41.759849,35.252719,25.366347,32.765654,34.781718,32.754760,39.104708,36.896968,25.355608,32.796294,39.136521,32.626424,34.910916,40.536116,25.362359,32.818195,41.496128,34.582543,37.147140,35.247094,25.334000,32.966743,42.380761,32.789995,37.952013,41.196523
9600,24.471553,23.799535,28.401862,27.103171,35.748860,36.466220,25.339828,34.834528,37.284003,35.411051,45.520359,40.870503,25.349805,35.166651,38.860786,32.448367,35.954573,37.066284,25.369106,33.096808,35.110646,33.021878,40.613764,33.440546,25.365738,32.868869,44.640324,36.528673,35.205243,36.019602,25.380201,34.117569,39.989569,33.267734,39.450712,38.969738
10240,24.450178,24.034495,28.316960,26.918247,34.393668,34.884671,25.367100,34.645794,39.063283,34.137346,38.422987,43.695783,25.392110,34.164773,37.403603,32.850165,37.694152,35.475505,25.361683,33.030861,38.692980,32.675233,39.319723,36.800468,25.377039,33.092061,30.386334,37.028489,35.614898,35.914543,25.407922,32.806318,37.143442,32.998215,36.587044,35.554455
10880,24.482544,24.001591,32.155254,29.678170,30.414858,36.603771,25.313027,32.926149,36.156959,32.486593,35.011632,33.962570,25.357009,32.783070,39.705919,32.405157,38.085372,33.104372,25.357617,32.764152,36.684655,32.632716,38.005117,36.793366,25.338217,32.807056,34.989869,32.778759,38.329855,39.496413,25.333678,32.832116,37.236025,36.124862,44.636325,36.828520
11520,24.478201,23.847788,28.801983,30.617749,30.246800,34.267578,25.474323,33.478813,34.356784,32.805972,36.960698,39.672309,25.375516,37.069799,36.176069,32.469822,35.985507,38.767967,25.360959,32.848957,35.362506,32.950743,35.351673,41.452521,25.374470,32.849028,39.693584,32.984892,39.391662,42.833407,25.342895,36.050000,36.320958,32.939476,41.513863,41.544861
12160,24.480453,23.890570,28.395197,27.021126,30.720734,35.557595,25.345623,32.714235,34.561237,32.894340,39.296629,40.049651,25.378259,32.978766,39.148149,32.456502,39.224418,36.276727,25.369196,31.839050,40.493621,33.004610,41.117717,35.348323,25.348424,33.020512,41.129592,32.733070,39.998082,43.842674,25.348441,32.756594,35.730416,32.819958,45.038334,40.721634
12800,24.455672,23.989525,28.415011,27.470108,40.616778,33.487342,25.376688,32.728867,36.889500,32.479015,40.585237,37.104293,25.364562,33.191366,40.558700,32.776829,43.654142,41.653324,25.384933,34.273255,43.471895,33.016416,38.397897,40.229429,25.391574,33.039506,36.229785,33.003128,36.564912,41.954417,25.342963,33.939801,38.315508,33.032697,39.814490,35.427020
13440,24.493611,24.088358,28.605931,26.764052,34.074040,29.962040,25.370405,32.989191,37.446898,32.991432,41.739283,39.889318,25.393832,32.779503,44.339469,32.439998,38.475097,36.934221,25.361725,32.994625,35.510664,32.598704,36.549087,37.326344,25.372122,32.992715,41.717068,32.801282,40.405148,42.181256,25.360361,34.654495,36.761566,32.607107,35.617928,42.167423
14080,24.443111,24.057068,28.416346,27.074277,33.744944,30.496787,25.402505,33.036012,34.235201,32.939026,34.966639,38.583422,25.384472,36.923665,36.905808,32.662053,39.272892,38.543134,25.352869,32.795146,38.955360,32.675922,42.172631,37.614246,25.433910,33.020966,43.263204,33.041980,35.090972,43.709656,25.328407,32.771825,38.762023,32.538348,35.154894,37.898671
14720,24.460013,23.988004,28.553931,26.276412,36.026877,30.614607,25.344410,34.086731,36.169705,32.962719,34.916182,35.465044,25.329935,33.227053,36.220229,32.406448,37.533722,40.722221,25.346214,33.249706,35.691434,32.972265,41.402016,41.405207,25.369901,32.803242,40.045856,32.892830,37.889552,37.718927,25.339375,33.004458,39.715121,33.290977,35.098044,41.802483
15360,24.517625,24.036292,28.710092,26.584662,30.498492,29.832720,25.429445,33.351967,36.843361,33.027711,37.397663,43.309257,25.360172,32.857101,40.359400,36.010608,35.960033,37.124496,25.353718,33.277310,35.099550,33.622640,40.830338,38.934981,25.415556,33.040433,39.032014,33.291519,37.311130,38.763177,25.327247,32.733902,41.552524,33.052270,40.716767,41.922529
16000,24.528674,23.920205,28.358808,27.606204,32.836185,32.635588,25.358429,32.726881,44.548521,36.883010,39.507847,36.676482,25.381775,32.989684,36.084627,32.881892,42.187016,37.384511,25.367499,33.016255,35.345915,32.964306,41.642757,41.560174,25.345896,33.061318,38.248036,32.955700,38.841967,37.818723,25.326866,34.092216,40.245068,32.548576,38.881558,40.604399
16640,25.115291,24.924153,30.100730,30.845935,26.364531,26.812330,25.957860,34.699626,36.419973,37.385214,42.683317,38.024194,26.002359,35.704963,38.462501,36.872647,44.722598,36.835445,25.914516,34.621241,45.916450,30.191156,35.479588,40.044705,25.980287,34.732070,42.867013,34.473213,40.785600,45.505559,25.932028,29.836157,33.615426,34.402570,41.866877,40.475665
17280,25.115002,24.987838,30.108724,28.651362,35.980336,32.759385,25.944891,34.440351,41.019012,34.385404,40.431824,35.831874,25.938827,34.346396,42.640229,34.677311,31.758566,44.225209,25.957359,34.333926,41.265870,34.425080,36.138620,36.524931,25.926446,34.675352,44.489191,35.024114,41.161735,40.821323,25.930725,35.178345,36.831050,34.718222,37.606946,36.031554
17920,25.101705,24.916360,29.789124,28.314860,40.247090,32.266137,25.941983,35.936701,40.362086,34.698136,36.855531,46.688598,25.926081,34.619510,36.624898,34.918906,34.860187,36.147682,25.903088,34.564918,37.935397,37.030136,32.958120,38.520047,25.944158,34.354982,45.607940,34.722887,40.751929,40.708298,25.902128,34.366574,38.403018,34.574490,35.170478,39.918771
18560,25.120091,25.005554,36.525213,30.124534,42.861525,31.830851,25.956101,34.432153,45.424395,36.272612,39.933290,41.565688,25.963202,37.923482,39.267201,34.409166,39.528933,44.008498,25.987956,38.532145,36.423007,35.232101,45.298608,42.162525,25.937308,35.392136,40.843267,36.940400,41.710822,36.998122,25.928325,34.386703,30.758536,37.592759,39.258839,37.680194
