Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,2263.800000,1012.700000,910.940000,579.180000,587.200000,613.380000,1462.650000,1275.180000,819.480000,1115.870000,819.400000,858.480000,822.190000,835.330000,843.970000,851.850000,642.240000,1019.340000,822.820000,700.280000,672.450000,653.470000,646.720000,968.240000,749.340000,689.130000,756.180000,685.340000,651.410000,660.440000,638.620000,656.040000,673.360000,632.160000,644.660000,669.830000
7040,783.436364,582.281818,567.709091,498.172727,458.790909,485.709091,567.736364,603.972727,598.154545,468.909091,576.972727,494.536364,459.627273,488.118182,597.100000,471.272727,471.936364,486.963636,559.618182,488.172727,488.709091,465.863636,468.118182,491.336364,453.063636,488.363636,487.072727,580.554545,469.181818,490.018182,455.345455,485.927273,597.600000,485.400000,543.454545,513.072727
7680,569.775000,530.091667,422.558333,442.241667,416.733333,465.691667,425.100000,551.583333,449.375000,434.125000,431.233333,551.108333,419.558333,448.708333,449.366667,432.241667,459.725000,451.233333,418.641667,447.566667,450.508333,531.433333,431.200000,557.283333,442.700000,550.808333,450.783333,437.191667,794.658333,659.691667,536.516667,553.166667,464.541667,430.633333,431.633333,554.058333
8320,414.953846,392.307692,392.530769,495.084615,476.146154,522.615385,408.530769,577.584615,545.361538,400.900000,494.307692,416.761538,385.723077,412.746154,414.746154,397.730769,483.638462,511.415385,385.392308,504.569231,415.507692,396.538462,395.269231,415.961538,386.146154,414.923077,419.223077,401.076923,490.446154,416.715385,382.707692,415.130769,508.961538,394.700000,417.115385,436.738462
8960,470.714286,568.892857,361.742857,475.485714,363.978571,473.178571,361.142857,405.214286,476.307143,370.514286,369.900000,388.664286,356.821429,472.628571,385.271429,864.800000,515.392857,401.528571,359.671429,473.814286,475.378571,368.900000,373.328571,388.585714,359.192857,475.000000,395.471429,380.135714,370.035714,397.278571,366.942857,388.421429,488.028571,369.814286,368.007143,389.407143
9600,439.720000,427.120000,340.173333,347.700000,335.260000,357.206667,415.086667,441.440000,361.973333,343.520000,344.600000,442.580000,604.260000,355.613333,363.033333,425.500000,346.386667,441.166667,334.006667,360.366667,438.726667,347.266667,347.540000,551.506667,374.400000,373.006667,369.406667,346.826667,345.320000,361.646667,336.280000,359.600000,457.340000,425.720000,344.933333,442.220000
10240,344.681250,317.025000,314.537500,424.606250,313.731250,336.243750,318.362500,338.087500,414.837500,324.831250,321.106250,339.668750,313.318750,335.981250,416.006250,322.581250,412.637500,338.706250,311.831250,336.456250,412.862500,335.356250,325.993750,341.043750,313.143750,339.031250,343.093750,323.112500,401.168750,339.781250,336.637500,427.537500,479.212500,426.293750,340.156250,414.712500
10880,402.394118,369.182353,290.970588,310.264706,360.094118,312.482353,364.011765,386.176471,313.776471,302.205882,302.011765,387.552941,291.711765,384.611765,410.423529,373.829412,301.594118,385.617647,289.794118,314.864706,315.017647,302.211765,299.364706,316.435294,291.152941,315.411765,314.982353,553.058824,545.670588,397.064706,290.923529,337.411765,313.370588,302.841176,553.817647,562.647059
11520,446.438889,376.838889,361.155556,422.538889,383.244444,376.650000,281.972222,309.272222,369.450000,295.494444,361.594444,369.794444,283.838889,367.394444,309.866667,356.127778,296.750000,371.861111,283.716667,377.644444,309.655556,352.972222,305.572222,308.811111,346.827778,308.461111,467.244444,297.605556,356.883333,310.255556,346.750000,323.150000,367.538889,296.805556,361.050000,369.333333
12160,280.763158,271.763158,494.310526,280.442105,266.631579,282.852632,342.152632,289.063158,285.831579,275.305263,279.205263,410.863158,286.305263,286.621053,288.457895,279.963158,272.994737,286.473684,263.684211,285.721053,289.989474,274.668421,275.547368,288.047368,263.805263,287.405263,286.689474,290.452632,275.494737,287.136842,266.000000,286.452632,286.436842,274.915789,274.689474,287.515789
12800,306.600000,256.680000,396.970000,264.485000,252.515000,267.110000,254.715000,276.680000,273.655000,261.890000,261.715000,274.370000,252.190000,272.190000,273.950000,260.260000,261.650000,422.170000,429.455000,374.650000,345.295000,277.635000,329.585000,278.985000,251.690000,272.650000,336.750000,260.510000,264.750000,274.270000,250.910000,332.640000,275.040000,322.475000,261.650000,272.725000
13440,317.580952,251.223810,241.076190,320.861905,241.480952,255.480952,241.595238,259.785714,318.052381,249.642857,304.652381,261.166667,240.519048,257.600000,260.523810,249.328571,247.028571,261.957143,239.176190,258.485714,317.042857,248.261905,251.295238,260.514286,236.819048,333.933333,359.857143,324.442857,252.557143,318.414286,239.233333,259.261905,260.961905,250.800000,246.352381,316.461905
