Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64,Prezza
12800,2.034375,2.089375,1.195625,1.252500,1.166250,1.221250,2.083125,1.251875,1.223125,1.245000,1.215625,1.222500,1.164375,1.204375,1.071875,1.113750,1.063750,1.103750,1.213125,1.128125,1.120625,1.121250,1.113125,1.120000,1.099375,1.134375,1.055625,1.092500,1.053750,1.088750,1.148125,1.111875,1.110625,1.105000,1.103125,1.110000,1.069375,1.104375,1.048125,1.085000,1.048750,1.083750,1.118125,1.104375,1.105625,1.097500,1.098125,1.105000,1.054375,1.084375,1.044375,1.076250,1.045625,1.075625,1.103125,1.100625,1.102500,1.093750,1.095000,1.101875,1.470000
19200,2.022917,2.062917,1.182500,1.223750,1.152500,1.192500,2.055417,1.220000,1.190417,1.215417,1.185417,1.190000,1.149583,1.179583,1.057917,1.089167,1.049167,1.079167,1.182083,1.095417,1.087083,1.090833,1.082083,1.086667,1.086250,1.112917,1.042083,1.070000,1.039583,1.066250,1.118750,1.079583,1.077500,1.075000,1.072500,1.077083,1.056250,1.079583,1.034583,1.059167,1.034583,1.057917,1.088750,1.072083,1.072500,1.067500,1.067500,1.072083,1.039583,1.059583,1.030417,1.051667,1.031250,1.051250,1.072083,1.067917,1.069167,1.063333,1.064167,1.068750,1.343333
25600,2.017187,2.047188,1.175938,1.206875,1.145625,1.175625,2.041562,1.204063,1.174063,1.200625,1.170313,1.173750,1.144688,1.167188,1.051562,1.075000,1.042500,1.065000,1.169062,1.079687,1.070938,1.076250,1.067187,1.070625,1.082188,1.102188,1.035937,1.056875,1.032812,1.052812,1.106562,1.064062,1.061250,1.060625,1.057500,1.060938,1.049688,1.067187,1.027813,1.046250,1.027187,1.044687,1.074062,1.055937,1.055625,1.052500,1.051875,1.055313,1.034687,1.052188,1.024063,1.042500,1.024375,1.041875,1.059063,1.052188,1.052812,1.048750,1.049063,1.052500,1.282500
32000,2.013750,2.037750,1.172000,1.196750,1.141500,1.165500,2.033250,1.194500,1.164250,1.191750,1.161250,1.164000,1.139750,1.159750,1.047250,1.068000,1.038000,1.058000,1.159250,1.069750,1.060750,1.067000,1.057750,1.060500,1.077750,1.095750,1.031750,1.050500,1.028500,1.046500,1.097250,1.054250,1.051250,1.051500,1.048250,1.051000,1.045750,1.061750,1.023750,1.040500,1.023000,1.039000,1.065250,1.046250,1.045750,1.043500,1.042750,1.045500,1.029750,1.043750,1.019750,1.034500,1.020000,1.034000,1.049250,1.042250,1.042750,1.039500,1.039750,1.042500,1.226000
38400,2.011458,2.033125,1.169375,1.191667,1.138750,1.160417,2.027708,1.188125,1.157708,1.185833,1.155208,1.157500,1.138125,1.154792,1.044792,1.062083,1.035625,1.052292,1.154375,1.063542,1.054583,1.061250,1.052083,1.054375,1.074792,1.089792,1.028958,1.044583,1.025625,1.040625,1.091042,1.047708,1.044583,1.045417,1.042083,1.044375,1.043125,1.056458,1.021042,1.035000,1.020208,1.033542,1.059375,1.039792,1.039167,1.037500,1.036667,1.038958,1.028125,1.039792,1.017292,1.029583,1.017500,1.029167,1.044375,1.036042,1.036458,1.033750,1.033958,1.036250,1.205000
44800,2.009821,2.028393,1.167500,1.186607,1.136786,1.155357,2.023750,1.183571,1.153036,1.181607,1.150893,1.152857,1.135536,1.149821,1.042679,1.057500,1.033393,1.047679,1.149464,1.058750,1.049643,1.056786,1.047500,1.049464,1.072679,1.085536,1.026964,1.040357,1.023571,1.036429,1.086607,1.043036,1.039821,1.041071,1.037679,1.039643,1.041250,1.052679,1.019107,1.031071,1.018214,1.029643,1.055179,1.035179,1.034464,1.033214,1.032321,1.034286,1.025536,1.035536,1.015179,1.025714,1.015179,1.025179,1.039464,1.031250,1.031429,1.029286,1.029286,1.031250,1.190000
51200,2.008594,2.024844,1.166094,1.182813,1.135312,1.151563,2.020781,1.180156,1.149531,1.178438,1.147656,1.149375,1.134844,1.147344,1.041406,1.054375,1.032031,1.044531,1.147031,1.055469,1.046250,1.053750,1.044375,1.046094,1.072344,1.083594,1.025781,1.037500,1.022344,1.033594,1.084531,1.039844,1.036563,1.038125,1.034687,1.036406,1.041094,1.051094,1.017969,1.028437,1.016875,1.026875,1.053281,1.032031,1.031094,1.030312,1.029219,1.030938,1.024844,1.033594,1.013906,1.023125,1.013906,1.022656,1.037031,1.027969,1.028125,1.026250,1.026250,1.027969,1.178750
57600,2.007639,2.022083,1.165000,1.179861,1.134167,1.148611,2.018472,1.177500,1.146806,1.175972,1.145139,1.146667,1.133194,1.144306,1.040139,1.051667,1.030694,1.041806,1.144028,1.052639,1.043333,1.051111,1.041667,1.043194,1.070972,1.080972,1.024583,1.035000,1.021111,1.031111,1.081806,1.037083,1.033750,1.035556,1.032083,1.033611,1.039861,1.048750,1.016806,1.026111,1.015694,1.024583,1.050694,1.029306,1.028333,1.027778,1.026667,1.028194,1.024306,1.033194,1.012917,1.022222,1.012778,1.021667,1.035139,1.025417,1.025417,1.023889,1.023750,1.025278,1.170000
64000,2.006875,2.019875,1.164125,1.177500,1.133250,1.146250,2.016625,1.175375,1.144625,1.174000,1.143125,1.144500,1.132875,1.142875,1.039375,1.049750,1.029875,1.039875,1.142625,1.050625,1.041250,1.049250,1.039750,1.041125,1.069875,1.079875,1.023625,1.034000,1.020000,1.030000,1.079625,1.034875,1.031375,1.033500,1.029875,1.031250,1.038875,1.047875,1.016625,1.025375,1.014750,1.023750,1.048625,1.027875,1.026125,1.026500,1.024625,1.026000,1.022875,1.030875,1.012625,1.020375,1.011750,1.019750,1.032625,1.023875,1.023125,1.022500,1.021625,1.023000,1.153000
128000,2.003437,2.010438,1.160562,1.167437,1.129125,1.136125,2.008313,1.166187,1.134813,1.165500,1.134062,1.134750,1.128937,1.134437,1.035688,1.041063,1.025688,1.031187,1.133812,1.041313,1.031375,1.040625,1.030625,1.031313,1.066437,1.071438,1.020063,1.024938,1.015937,1.020938,1.071312,1.025688,1.021625,1.025000,1.020875,1.021562,1.034938,1.039937,1.012188,1.017062,1.010500,1.015500,1.039813,1.017813,1.016188,1.017125,1.015437,1.016125,1.019437,1.023937,1.008687,1.012750,1.007625,1.012125,1.024312,1.014312,1.013313,1.013625,1.012563,1.013250,1.116500
192000,2.002292,2.007292,1.159375,1.164083,1.127750,1.132750,2.005542,1.163125,1.131542,1.162667,1.131042,1.131500,1.127625,1.131625,1.034458,1.038167,1.024292,1.028292,1.130875,1.038208,1.028083,1.037750,1.027583,1.028042,1.064958,1.068625,1.018792,1.022167,1.014500,1.018167,1.068208,1.022542,1.018292,1.022083,1.017792,1.018250,1.033625,1.036958,1.010958,1.014000,1.009125,1.012458,1.036875,1.014708,1.012917,1.014250,1.012417,1.012875,1.017958,1.020958,1.007042,1.009750,1.006167,1.009167,1.021208,1.010792,1.009958,1.010333,1.009458,1.009917,1.104333
256000,2.001719,2.005469,1.158781,1.162156,1.127063,1.130812,2.004156,1.161594,1.129906,1.161250,1.129531,1.129875,1.126969,1.129969,1.033844,1.036469,1.023594,1.026594,1.129406,1.036656,1.026437,1.036312,1.026063,1.026406,1.064469,1.067219,1.018219,1.020594,1.013813,1.016563,1.066906,1.021031,1.016656,1.020687,1.016281,1.016625,1.033219,1.035719,1.010406,1.012531,1.008469,1.010969,1.035656,1.013219,1.011313,1.012875,1.010938,1.011281,1.017469,1.019969,1.006469,1.008594,1.005500,1.008000,1.019906,1.009281,1.008344,1.008938,1.007969,1.008312,1.098250
320000,2.001375,2.004575,1.158425,1.161200,1.126650,1.129850,2.003325,1.160675,1.128925,1.160400,1.128625,1.128900,1.126575,1.129175,1.033475,1.035650,1.023175,1.025775,1.128525,1.035725,1.025450,1.035450,1.025150,1.025425,1.063975,1.066375,1.017825,1.019800,1.013375,1.015775,1.065925,1.020075,1.015650,1.019800,1.015350,1.015625,1.032775,1.034975,1.010025,1.011800,1.008025,1.010225,1.034725,1.012275,1.010300,1.012000,1.010000,1.010275,1.017175,1.019175,1.006125,1.007700,1.005100,1.007100,1.019125,1.008375,1.007375,1.008100,1.007075,1.007350,1.131600
384000,2.001146,2.003812,1.158187,1.160396,1.126375,1.129042,2.002771,1.160062,1.128271,1.159833,1.128021,1.128250,1.126313,1.128479,1.033229,1.034938,1.022875,1.025042,1.127938,1.035104,1.024771,1.034875,1.024521,1.024750,1.063813,1.065813,1.017604,1.019146,1.013125,1.015125,1.065438,1.019479,1.015021,1.019250,1.014771,1.015000,1.032479,1.034312,1.009771,1.011146,1.007729,1.009562,1.034104,1.011646,1.009625,1.011417,1.009375,1.009604,1.016812,1.018479,1.005854,1.007062,1.004792,1.006458,1.018438,1.007729,1.006687,1.007500,1.006438,1.006667,1.121333
448000,2.000982,2.003268,1.158018,1.159821,1.126179,1.128464,2.002375,1.159625,1.127804,1.159429,1.127589,1.127786,1.126125,1.127982,1.033054,1.034429,1.022679,1.024536,1.127518,1.034661,1.024304,1.034464,1.024089,1.024286,1.063554,1.065268,1.017411,1.018643,1.012911,1.014625,1.064946,1.019018,1.014536,1.018821,1.014321,1.014518,1.032268,1.033839,1.009589,1.010679,1.007536,1.009107,1.033661,1.011196,1.009161,1.011000,1.008946,1.009143,1.016696,1.018125,1.005696,1.006643,1.004607,1.006036,1.018089,1.007304,1.006232,1.007107,1.006018,1.006214,1.129857
512000,2.000859,2.002859,1.157891,1.159391,1.126031,1.128031,2.002078,1.159297,1.127453,1.159125,1.127266,1.127438,1.125984,1.127609,1.032922,1.034047,1.022531,1.024156,1.127203,1.034328,1.023953,1.034156,1.023766,1.023937,1.063484,1.064984,1.017297,1.018297,1.012766,1.014266,1.064703,1.018703,1.014188,1.018531,1.014000,1.014172,1.032234,1.033609,1.009484,1.010359,1.007406,1.008781,1.033453,1.010891,1.008828,1.010719,1.008641,1.008812,1.016609,1.017859,1.005578,1.006328,1.004469,1.005719,1.017828,1.006984,1.005891,1.006813,1.005703,1.005875,1.123625
576000,2.000764,2.002653,1.157792,1.159167,1.125917,1.127806,2.001847,1.159042,1.127181,1.158889,1.127014,1.127167,1.125875,1.127431,1.032819,1.033861,1.022417,1.023972,1.126958,1.034069,1.023681,1.033917,1.023514,1.023667,1.063319,1.064764,1.017181,1.018111,1.012639,1.014083,1.064403,1.018431,1.013903,1.018278,1.013736,1.013889,1.032097,1.033431,1.009375,1.010194,1.007278,1.008611,1.033181,1.010625,1.008542,1.010472,1.008375,1.008528,1.016431,1.017653,1.005458,1.006167,1.004347,1.005569,1.017514,1.006708,1.005611,1.006556,1.005444,1.005597,1.130000
640000,2.000688,2.002388,1.157712,1.158888,1.125825,1.127525,2.001663,1.158837,1.126963,1.158700,1.126812,1.126950,1.125787,1.127188,1.032738,1.033613,1.022325,1.023725,1.126762,1.033862,1.023462,1.033725,1.023313,1.023450,1.063287,1.064588,1.017113,1.017888,1.012563,1.013863,1.064262,1.018237,1.013700,1.018100,1.013550,1.013688,1.031988,1.033187,1.009287,1.009963,1.007187,1.008387,1.032963,1.010412,1.008325,1.010275,1.008175,1.008312,1.016387,1.017488,1.005388,1.005963,1.004263,1.005362,1.017362,1.006512,1.005400,1.006375,1.005250,1.005388,1.125000
1280000,2.000344,2.001244,1.157356,1.157681,1.125412,1.126313,2.000831,1.157919,1.125981,1.157850,1.125906,1.125975,1.125394,1.126144,1.032369,1.032544,1.021906,1.022656,1.125881,1.032931,1.022475,1.032863,1.022400,1.022469,1.062894,1.063594,1.016744,1.016869,1.012137,1.012838,1.063381,1.017306,1.012706,1.017238,1.012631,1.012700,1.031644,1.032294,1.008931,1.009006,1.006769,1.007419,1.032131,1.009494,1.007337,1.009425,1.007262,1.007331,1.015994,1.016594,1.005019,1.005044,1.003837,1.004438,1.016481,1.005581,1.004406,1.005513,1.004331,1.004400,1.126750
1920000,2.000229,2.000829,1.157237,1.157246,1.125275,1.125875,2.000554,1.157612,1.125654,1.157567,1.125604,1.125650,1.125263,1.125762,1.032246,1.032154,1.021762,1.022263,1.125587,1.032621,1.022142,1.032575,1.022092,1.022137,1.062763,1.063229,1.016621,1.016496,1.012000,1.012467,1.063087,1.016996,1.012379,1.016950,1.012329,1.012375,1.031496,1.031929,1.008804,1.008646,1.006625,1.007058,1.031821,1.009179,1.007004,1.009133,1.006954,1.007000,1.015862,1.016263,1.004896,1.004704,1.003696,1.004096,1.016188,1.005271,1.004075,1.005225,1.004025,1.004071,1.123967
2560000,2.000172,2.000647,1.157178,1.157053,1.125206,1.125681,2.000416,1.157459,1.125491,1.157425,1.125453,1.125487,1.125197,1.125597,1.032184,1.031984,1.021694,1.022094,1.125441,1.032466,1.021978,1.032431,1.021941,1.021975,1.062697,1.063072,1.016559,1.016334,1.011928,1.012303,1.062941,1.016841,1.012212,1.016806,1.012175,1.012209,1.031447,1.031797,1.008747,1.008497,1.006559,1.006909,1.031691,1.009028,1.006844,1.008994,1.006806,1.006841,1.015822,1.016147,1.004841,1.004566,1.003628,1.003953,1.016066,1.005122,1.003912,1.005087,1.003875,1.003909,1.125100
3200000,2.000138,2.000517,1.157128,1.156915,1.125165,1.125545,2.000332,1.157353,1.125393,1.157325,1.125363,1.125390,1.125158,1.125477,1.032132,1.031860,1.021653,1.021972,1.125352,1.032358,1.021880,1.032330,1.021850,1.021877,1.062658,1.062957,1.016507,1.016215,1.011888,1.012188,1.062852,1.016733,1.012115,1.016705,1.012085,1.012112,1.031397,1.031678,1.008692,1.008380,1.006515,1.006795,1.031592,1.008917,1.006743,1.008890,1.006712,1.006740,1.015777,1.016037,1.004787,1.004455,1.003585,1.003845,1.015972,1.005013,1.003812,1.004985,1.003783,1.003810,1.123760
3840000,2.000115,2.000431,1.157106,1.156825,1.125137,1.125454,2.000277,1.157294,1.125327,1.157271,1.125302,1.125325,1.125131,1.125398,1.032110,1.031779,1.021623,1.021890,1.125294,1.032298,1.021813,1.032275,1.021788,1.021810,1.062631,1.062881,1.016485,1.016137,1.011858,1.012108,1.062794,1.016673,1.012048,1.016650,1.012023,1.012046,1.031381,1.031615,1.008673,1.008308,1.006487,1.006721,1.031544,1.008860,1.006677,1.008838,1.006652,1.006675,1.015748,1.015965,1.004765,1.004383,1.003556,1.003773,1.015910,1.004952,1.003746,1.004929,1.003721,1.003744,1.124550
4480000,2.000098,2.000384,1.157091,1.156775,1.125118,1.125404,2.000320,1.157339,1.125382,1.157329,1.125371,1.125382,1.125112,1.125355,1.032095,1.031736,1.021604,1.021846,1.125252,1.032255,1.021766,1.032236,1.021745,1.021764,1.062612,1.062841,1.016470,1.016096,1.011839,1.012068,1.062752,1.016630,1.012002,1.016611,1.011980,1.012000,1.031355,1.031570,1.008655,1.008268,1.006468,1.006682,1.031495,1.008816,1.006630,1.008796,1.006609,1.006629,1.015727,1.015927,1.004748,1.004346,1.003537,1.003737,1.015866,1.004909,1.003700,1.004889,1.003679,1.003698,1.125114
5120000,2.000086,2.000336,1.157080,1.156725,1.125103,1.125353,2.000280,1.157297,1.125334,1.157288,1.125325,1.125334,1.125098,1.125311,1.032083,1.031691,1.021589,1.021802,1.125220,1.032223,1.021731,1.032206,1.021713,1.021730,1.062598,1.062798,1.016458,1.016053,1.011823,1.012023,1.062720,1.016598,1.011966,1.016581,1.011947,1.011964,1.031348,1.031536,1.008645,1.008228,1.006453,1.006641,1.031470,1.008786,1.006595,1.008769,1.006577,1.006594,1.015723,1.015898,1.004739,1.004309,1.003523,1.003698,1.015845,1.004880,1.003666,1.004862,1.003647,1.003664,1.126588
5760000,2.000076,2.000299,1.157063,1.156685,1.125090,1.125312,2.000249,1.157256,1.125297,1.157247,1.125289,1.125297,1.125088,1.125276,1.032065,1.031654,1.021576,1.021765,1.125196,1.032190,1.021703,1.032175,1.021686,1.021701,1.062588,1.062765,1.016440,1.016018,1.011811,1.011989,1.062696,1.016565,1.011937,1.016550,1.011921,1.011936,1.031332,1.031499,1.008626,1.008193,1.006440,1.006607,1.031440,1.008751,1.006567,1.008736,1.006550,1.006565,1.015710,1.015865,1.004721,1.004276,1.003511,1.003667,1.015818,1.004846,1.003637,1.004831,1.003621,1.003636,1.126911
6400000,2.000069,2.000269,1.157056,1.156654,1.125082,1.125282,2.000224,1.157230,1.125268,1.157223,1.125260,1.125268,1.125079,1.125249,1.032059,1.031626,1.021569,1.021739,1.125176,1.032171,1.021683,1.032158,1.021667,1.021681,1.062579,1.062739,1.016434,1.015991,1.011802,1.011963,1.062676,1.016546,1.011916,1.016533,1.011901,1.011915,1.031329,1.031479,1.008621,1.008169,1.006433,1.006582,1.031426,1.008734,1.006546,1.008720,1.006531,1.006545,1.015699,1.015839,1.004714,1.004251,1.003501,1.003641,1.015796,1.004826,1.003615,1.004813,1.003600,1.003614,1.126060
12800000,2.000034,2.000139,1.157021,1.156518,1.125041,1.125146,2.000164,1.157164,1.125201,1.157166,1.125204,1.125201,1.125039,1.125129,1.032022,1.031504,1.021526,1.021616,1.125088,1.032078,1.021583,1.032071,1.021576,1.021583,1.062539,1.062624,1.016397,1.015874,1.011761,1.011846,1.062588,1.016453,1.011818,1.016446,1.011810,1.011817,1.031289,1.031369,1.008584,1.008057,1.006390,1.006470,1.031338,1.008641,1.006447,1.008634,1.006439,1.006446,1.015664,1.015739,1.004678,1.004146,1.003460,1.003535,1.015713,1.004734,1.003517,1.004727,1.003509,1.003516,1.126825
19200000,2.000023,2.000096,1.157006,1.156473,1.125028,1.125101,2.000125,1.157119,1.125155,1.157123,1.125159,1.125155,1.125026,1.125090,1.032007,1.031464,1.021512,1.021575,1.125059,1.032045,1.021550,1.032040,1.021545,1.021550,1.062526,1.062586,1.016382,1.015835,1.011747,1.011807,1.062559,1.016420,1.011785,1.016415,1.011780,1.011784,1.031276,1.031333,1.008572,1.008020,1.006376,1.006433,1.031309,1.008610,1.006414,1.008605,1.006409,1.006413,1.015650,1.015703,1.004665,1.004110,1.003446,1.003499,1.015682,1.004703,1.003484,1.004698,1.003479,1.003483,1.127080
25600000,2.000017,2.000072,1.157001,1.156448,1.125021,1.125076,2.000118,1.157111,1.125147,1.157117,1.125153,1.125148,1.125020,1.125067,1.032002,1.031441,1.021505,1.021553,1.125044,1.032030,1.021534,1.032026,1.021530,1.021533,1.062520,1.062565,1.016377,1.015813,1.011740,1.011785,1.062544,1.016405,1.011768,1.016401,1.011764,1.011768,1.031270,1.031312,1.008564,1.007998,1.006369,1.006411,1.031294,1.008592,1.006397,1.008589,1.006393,1.006397,1.015645,1.015685,1.004658,1.004090,1.003439,1.003479,1.015669,1.004686,1.003467,1.004682,1.003464,1.003467,1.126955
32000000,2.000014,2.000058,1.156998,1.156433,1.125017,1.125061,2.000106,1.157098,1.125133,1.157104,1.125139,1.125133,1.125016,1.125054,1.031998,1.031427,1.021501,1.021539,1.125035,1.032021,1.021524,1.032018,1.021521,1.021524,1.062516,1.062552,1.016373,1.015800,1.011735,1.011772,1.062535,1.016396,1.011758,1.016393,1.011755,1.011758,1.031266,1.031300,1.008561,1.007986,1.006365,1.006398,1.031285,1.008583,1.006387,1.008581,1.006384,1.006387,1.015640,1.015672,1.004654,1.004077,1.003435,1.003467,1.015659,1.004677,1.003457,1.004674,1.003454,1.003457,1.127102
