Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64,Prezza
640,34.221505,35.064803,37.369232,36.571453,37.787432,37.425102,35.819634,40.695611,41.359888,39.937182,41.312219,41.537817,32.209865,32.472984,32.647626,32.989051,34.231785,33.809392,33.803083,36.681065,37.507972,36.211319,37.965337,37.376842,31.672062,32.564909,32.103558,32.872263,32.327605,33.485796,32.955795,35.167541,35.195436,35.130273,35.243189,35.164542,31.676625,32.406118,32.172181,33.517313,31.969263,33.577123,32.929567,35.689862,35.129419,35.117562,35.241615,34.862891,32.137202,32.129965,32.091312,32.579891,32.595504,33.442396,32.870608,35.273138,34.960159,35.055961,34.981575,35.307257,269.384603
1280,37.915022,39.182997,42.589643,42.511768,42.806541,43.632734,39.723315,46.203842,47.712838,45.148794,46.461288,46.752569,35.589366,36.315588,36.634981,37.031035,37.355050,37.526523,37.210351,39.890892,41.028649,39.509788,41.186682,40.775545,35.235644,35.784283,35.719970,36.082017,36.781766,36.597613,36.184827,39.007752,39.908193,39.097238,39.739659,39.902576,34.538531,35.890082,35.283002,36.504206,35.174431,37.157099,36.266926,38.748303,38.794547,38.217762,38.364634,38.511792,34.820445,35.385076,35.144818,36.205923,35.735169,36.798120,36.338650,38.227596,38.328754,38.277826,38.370086,38.748978,274.932668
1920,40.400547,42.039621,45.440110,45.118513,46.997630,46.127209,42.518043,48.926797,49.560789,48.677324,49.609748,51.058558,38.885913,39.409310,41.069487,40.266660,41.853835,41.201954,40.564542,43.590960,45.752437,43.547502,45.817252,45.511868,37.844223,38.909835,38.506128,39.079520,39.689474,39.427627,39.279184,42.126140,42.926140,42.044565,42.745908,43.095217,36.780402,38.617078,37.659527,39.401005,38.353219,40.011545,39.115196,41.435540,41.716199,40.973214,41.178863,41.446891,37.347775,38.181921,37.774983,39.085070,38.125069,39.421259,38.967744,40.979005,41.211250,41.416113,41.415356,41.524912,279.219036
2560,41.808586,43.280604,47.158560,46.605210,48.147685,48.053961,43.979579,51.010325,53.554304,51.678365,54.470005,53.503419,38.966922,40.178155,41.863801,41.011877,42.465049,41.883188,41.649822,45.657777,48.099552,45.595054,47.995315,47.921245,38.500023,39.759365,39.089686,40.307235,40.223557,40.496697,40.545465,44.198128,45.422738,44.203191,45.227476,45.273128,38.897563,39.559009,39.810838,40.303112,41.038027,41.014540,41.436703,44.700635,46.380479,44.416639,45.954614,46.148067,40.256884,40.621624,40.496590,41.906578,40.870594,42.031374,43.187762,45.096609,45.626716,45.023512,46.092132,46.071182,289.733777
3200,42.757422,44.746555,48.714167,47.964268,50.819414,49.969225,45.198669,52.835052,53.914038,52.226914,53.991823,53.874991,40.406761,41.800916,43.833083,43.489347,44.035199,43.795400,42.519701,45.803036,48.172729,45.861197,48.089164,48.028948,39.746481,41.194116,41.363447,41.604430,43.044092,42.329192,41.528138,45.047511,46.556007,44.991122,46.473327,46.378302,40.044953,40.664378,40.974981,41.350832,41.950343,42.220779,41.525147,44.634251,45.951494,44.539243,46.073355,45.629863,42.370214,43.120762,42.920632,43.975493,43.466811,44.284560,44.585547,46.536852,46.585486,46.369547,46.790778,46.897180,294.941718
3840,44.560520,46.358608,50.404106,49.755494,52.302951,50.920607,46.847751,54.329126,56.062033,53.569106,56.176220,56.004455,42.102127,43.717681,46.452350,44.777195,47.063190,46.026099,44.382691,48.339557,51.211375,48.279166,51.556830,51.113921,41.187607,42.956725,44.180437,43.350934,44.750250,44.175873,43.265484,46.871821,48.333391,46.773139,48.193262,48.221660,41.857532,42.912343,42.927595,43.302696,43.925709,44.291111,44.178448,46.804611,48.005276,46.662251,48.350694,47.782271,45.048262,46.225754,46.040392,46.608345,46.580589,47.460954,47.786806,49.899546,49.899573,49.622405,50.003363,50.010909,299.390848
4480,45.818013,48.212204,51.451286,50.941670,55.637434,52.428678,48.884910,56.922904,58.686287,57.005149,59.141727,58.612490,42.146006,43.905806,46.381878,44.955562,46.970166,46.124805,44.668562,48.496281,51.243829,48.375862,51.572586,51.254207,41.272920,43.030032,44.330210,43.409535,44.626964,44.068583,43.367469,46.827745,48.455439,46.741501,48.239023,48.249650,42.020899,43.290663,42.993295,44.354617,44.113660,44.535363,43.902034,46.894348,48.105111,46.874888,48.433366,47.921555,45.538361,46.526032,46.987117,46.875494,47.365207,47.267637,48.422014,51.139866,52.108231,51.074613,52.263831,52.222899,310.291974
5120,46.359204,48.933517,52.325517,50.730197,56.126263,54.799491,49.917336,56.612121,58.402724,56.382289,58.441752,58.411259,42.520586,44.338172,47.134101,45.402331,47.937310,47.521399,45.139503,49.829105,52.585541,49.694362,52.870639,52.570129,41.795960,43.706217,44.728634,44.143006,45.602823,44.733391,44.017829,47.808559,49.154010,47.576106,49.022597,49.189698,42.272315,43.422072,43.640960,44.615732,44.410987,44.739740,44.294596,47.448711,48.597990,47.191849,48.953784,48.517230,45.301882,46.681706,46.748974,46.723562,47.156385,46.893356,49.272954,52.065929,53.041383,52.065612,53.245286,53.214373,317.393154
5760,46.645179,49.718493,53.127705,51.741591,56.585958,54.069191,50.195189,57.353769,58.681018,57.164896,58.720182,58.797719,43.360553,45.019921,47.776060,46.486211,48.414085,48.535207,45.804039,50.671622,53.820184,50.480260,54.173200,53.855980,42.669266,44.442136,45.733667,44.822786,46.161215,45.514719,44.977239,48.754944,49.867872,48.482278,49.914828,49.966689,43.083099,44.239880,44.091213,45.471864,45.200222,45.548723,45.192679,48.620813,49.660482,48.250810,50.029346,49.614265,45.765247,47.044193,47.155919,47.231309,47.591137,47.446727,49.325396,51.656182,52.566115,51.651504,52.697621,52.816295,323.896393
6400,47.555048,50.683502,54.105204,52.677861,57.376988,54.904001,51.170743,58.154830,59.778997,57.566624,59.817604,59.837680,43.864203,45.708195,49.189844,46.894617,49.097015,49.634281,46.439682,50.480007,53.624944,51.128978,53.985217,53.952030,42.997508,45.173401,46.515610,46.114347,46.734662,46.676274,45.111632,49.096208,50.321101,48.790283,50.269832,50.401632,44.134974,45.312563,46.042308,46.527887,47.618197,46.960656,46.239638,49.967978,51.633093,49.928053,51.729192,51.465075,47.050469,48.214119,48.248468,48.343416,48.784087,48.427395,49.865666,52.313070,53.189980,52.264760,53.242639,53.360321,336.244510
