Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64,Prezza
640,37.207717,35.525032,37.433236,36.954097,38.818082,37.808445,37.128421,41.926854,42.746538,41.454749,42.772952,42.679449,32.237991,32.313960,33.352122,33.702370,34.561327,34.080993,34.386480,36.436035,37.508740,36.785863,37.558682,38.080172,31.589396,32.839571,32.200669,33.920405,32.458544,33.404023,33.911946,35.215999,35.998247,35.263133,36.054872,35.832475,31.851383,32.553110,32.187583,33.327342,32.715591,34.107027,33.709581,34.839557,35.838908,35.350398,35.908686,35.833670,31.720553,32.496951,32.260956,33.315946,32.683549,33.105532,33.559000,35.069437,35.462776,35.148621,35.688231,35.498803,240.996685
1280,41.485855,39.958651,43.085758,42.936217,44.189778,43.982792,41.351978,47.215761,49.622975,46.577608,48.578928,48.410944,35.885896,36.479750,36.992801,38.018242,38.286210,37.953789,37.667513,40.173123,40.989048,40.172750,41.043869,41.334533,35.478057,35.537407,36.501883,37.019878,37.445437,37.153226,37.595678,39.614337,40.694429,39.735513,40.585530,40.609587,35.241391,35.502587,35.973734,36.765847,36.185350,37.583937,37.331219,38.649278,39.430493,38.977422,39.490694,39.386553,35.094759,35.572183,35.988826,36.866487,36.202773,37.047152,37.402923,38.679142,39.157014,38.684928,39.515590,39.094670,254.898208
1920,44.497384,43.231821,46.140037,45.687123,48.512847,46.661678,44.243838,49.793527,51.878857,49.846524,52.118501,53.246222,39.224009,40.013676,41.161535,41.572736,42.911991,42.179983,41.273650,44.298254,45.623791,44.466099,45.786138,45.837995,38.087416,38.605795,39.141394,39.681233,40.106493,39.513937,39.996747,42.271250,43.260506,42.242100,43.227828,43.340318,38.070904,38.509029,38.718951,39.678811,38.933734,40.284598,40.387199,41.410380,42.171020,41.721680,42.231288,42.152449,37.779304,38.539452,38.778708,39.765161,38.932077,39.664154,40.230903,41.673963,42.006710,41.767111,42.308307,41.975280,264.656313
2560,45.786303,44.487940,47.950666,47.409308,49.866113,48.216819,45.754972,52.242433,55.735185,53.241236,56.998010,55.838212,39.833711,40.682124,42.075176,42.716158,43.638989,42.945225,41.989185,46.158182,47.721340,46.460484,47.926203,47.960394,38.720969,39.407844,39.957232,41.137250,40.784853,40.795021,40.883836,44.427981,45.669787,44.238156,45.749594,45.711994,39.526532,39.803557,40.734290,40.980477,41.771435,41.413735,42.615467,44.696502,45.762887,44.892766,45.892026,45.840822,41.144387,41.904471,42.077397,42.949152,42.203657,42.896261,44.866040,45.616718,46.175142,46.211058,46.407518,46.205622,270.544158
3200,47.211185,46.254586,50.161173,49.078667,52.486821,50.843820,47.031598,53.446210,56.569662,53.590606,56.776360,56.626622,40.992110,42.162394,43.694467,44.695504,44.991633,44.632973,43.140708,46.527617,47.717264,46.628602,47.997686,48.092972,40.378085,40.926256,42.322320,42.824352,43.650816,42.982978,42.729667,45.584287,47.087766,45.673264,47.118959,47.035176,41.199233,41.747650,42.530469,42.756873,43.554268,43.264436,44.079102,45.717307,46.582548,45.666037,46.667965,46.579553,44.411211,45.401106,45.294321,46.275283,45.301546,46.110833,47.424888,48.070810,48.096213,48.628674,48.591394,48.198166,278.710230
3840,48.593822,47.785491,51.535301,50.619291,54.429136,51.816068,48.529168,55.005251,58.589589,54.957994,58.951558,58.669735,42.913766,44.148646,46.134366,45.972919,48.080175,47.273858,45.324885,49.304246,50.980770,49.566889,51.152418,51.347910,41.985715,42.691180,44.028410,44.661944,45.295528,44.545589,44.154337,47.111698,48.848983,47.171272,48.788583,48.771606,42.673260,43.003595,43.798622,44.084840,44.756974,44.541074,45.406876,47.246856,47.934189,47.083105,47.963930,48.001566,46.805312,47.980030,47.820032,48.723868,47.751320,48.635931,49.974928,50.439478,50.712498,51.273362,51.002823,50.575213,287.788030
4480,49.634900,48.729510,53.479038,52.690059,57.641768,53.570139,49.643032,58.277557,62.020289,58.537290,62.876219,62.514988,43.231283,44.368972,46.523257,46.570943,48.259124,47.557367,45.805470,49.683730,51.315857,49.980826,51.534122,51.671610,42.239617,42.905694,44.306452,44.492318,45.606430,44.995203,44.630806,47.567871,49.195571,47.950832,49.326480,49.214677,43.203575,43.655853,44.237997,44.690814,45.185691,45.219150,45.640894,47.530953,48.299007,47.574103,48.368314,48.345805,48.336819,48.945396,49.791042,49.823503,50.284221,49.980134,51.989389,52.395327,53.494894,52.387633,53.779708,53.497226,294.963371
5120,50.557875,49.742836,54.537685,52.498892,58.260804,54.824579,50.362121,57.984961,61.626866,58.021173,61.669896,61.869248,43.679296,44.942814,47.896846,46.679434,49.375910,49.388588,46.395038,51.121838,52.874458,51.308746,53.018147,53.084517,42.570070,43.371984,45.314965,44.952003,46.027916,45.395318,45.326746,48.385407,49.943858,48.740646,50.064380,49.873952,43.497847,43.942534,44.721974,45.043779,45.612591,45.752723,46.078187,48.224431,49.068234,48.217063,49.067399,49.045785,48.055721,48.468007,49.310698,49.390192,50.236897,49.734418,52.182589,53.482307,54.487387,53.469847,54.786052,54.627086,302.206124
5760,50.917912,50.024643,55.019397,53.356683,58.227742,54.520827,51.024700,58.717037,61.918824,58.741411,62.063799,62.057167,44.735654,45.290285,47.762382,47.413362,49.765086,50.607050,46.830993,51.809981,53.925475,52.079751,54.030315,53.897072,43.432279,44.225235,46.199125,46.438107,46.816939,46.190998,46.126027,49.284237,50.981525,49.718257,51.035694,50.961399,44.397166,45.097240,45.626823,45.947322,46.768538,46.743252,47.415535,49.490696,50.524872,49.559062,50.566703,50.421223,48.234281,48.745336,49.696665,49.827803,50.607458,50.222850,52.587497,53.050196,54.362977,53.191540,54.617817,54.401765,313.057569
6400,51.772318,51.916148,56.355299,54.545029,59.463322,56.287520,51.707110,59.498641,63.323094,59.415408,63.558851,63.571133,44.935543,46.425726,49.461080,48.189485,50.473065,51.316949,47.541706,51.938711,53.603087,52.780863,53.798088,53.807119,43.950455,44.864627,46.947932,47.325768,47.521359,47.374033,46.491355,49.796046,51.409052,49.901522,51.502687,51.380108,45.740862,46.247093,47.701367,47.218476,49.046003,48.473236,48.141064,50.969668,52.160282,50.909461,52.235329,52.043103,49.330392,49.955870,50.965746,50.995876,51.895127,51.197432,52.822421,53.591590,54.853383,53.640326,55.080916,54.828379,331.526574
