Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64,Prezza
640,15.980454,15.939923,15.885368,16.050061,16.437874,16.250438,17.463379,17.994271,18.073147,17.604864,17.654845,17.417104,16.286414,16.063106,16.218283,16.100229,16.685078,16.488162,17.988671,17.972187,19.275207,18.090994,20.068791,19.584108,16.322863,16.233376,16.237826,16.274427,16.725560,16.537556,17.939127,17.943764,19.807591,18.095564,19.593087,19.689195,16.345511,16.306000,16.244600,16.237575,16.771416,16.507857,17.956144,17.909169,19.827822,18.077514,19.598492,18.996917,16.314504,16.238622,16.240129,16.295326,16.699867,16.500276,17.925747,17.932841,19.621965,18.079288,19.803584,19.582766,31.014465
1280,15.942607,15.959461,15.875534,16.046860,16.393307,16.184858,17.459094,17.435990,18.075163,17.593114,17.651683,17.459812,16.205504,16.043004,16.236142,16.091296,16.720488,16.471249,17.985622,17.983306,19.307565,18.084379,20.078617,19.609216,16.305626,16.235632,16.244028,16.467873,16.667917,16.488742,17.911050,17.928988,19.789805,18.106053,19.558414,19.722200,16.295840,16.279658,16.287756,16.249973,16.664568,16.484752,17.920095,17.930099,19.807389,18.053092,19.598881,19.001174,16.282981,16.237563,16.228784,16.285982,16.713910,16.495529,17.959715,17.874442,19.691947,18.083626,19.804506,19.654964,32.864137
1920,16.002095,15.935262,15.886038,16.049147,16.420337,16.216396,17.490932,17.440750,18.073176,17.623678,17.656269,17.418156,16.237592,16.052721,16.219525,16.109778,16.721209,16.476885,17.993919,17.985062,19.300637,18.077447,20.068923,19.598883,16.313204,16.258969,16.249644,16.277282,16.678144,16.490461,17.925622,17.941844,19.752808,18.085589,19.568430,19.669847,16.326666,16.308287,16.235085,16.296737,16.740039,16.494632,17.928491,17.932984,19.812272,18.083843,19.601285,19.008682,16.326062,16.280954,16.245971,16.257222,16.671736,16.521972,17.945384,17.933642,19.713174,18.174184,19.850264,19.543842,33.347671
2560,15.945641,15.967264,15.880767,16.062615,16.407781,16.204187,17.520298,17.446241,18.092410,17.714254,17.785230,17.425402,16.223390,16.046296,16.242997,16.210921,16.726403,16.614109,18.004845,18.054693,19.347962,18.236001,20.119401,19.538525,16.319462,16.228510,16.258624,16.329679,16.683285,16.633438,17.936085,18.073127,19.889209,18.194671,19.446438,19.624267,16.304839,16.283993,16.259621,16.594702,16.667446,16.644767,17.920055,18.019912,19.930034,18.178725,19.573514,19.025966,16.301467,16.247646,16.240406,16.335705,16.711340,16.667582,17.988701,18.032585,19.561830,18.200266,19.780471,19.515714,33.977175
3200,15.979737,15.932433,15.916378,16.061432,16.396559,16.204524,17.497655,17.445979,18.093906,17.598137,17.833035,17.448189,16.228836,16.054772,16.204299,16.099418,16.728199,16.508194,17.973564,17.978022,19.377792,18.076932,20.068738,19.593737,16.298958,16.247470,16.237751,16.224895,16.662385,16.485458,17.953128,17.953847,19.775650,18.080540,19.550036,19.692741,16.290220,16.290544,16.232364,16.229140,16.670416,16.558647,17.930946,17.928298,19.823179,18.085351,19.575573,18.987385,16.294810,16.231502,16.254242,16.271789,16.691992,16.482123,17.939042,18.052141,19.594384,18.154841,19.841561,19.555758,34.606750
3840,15.948817,15.965063,16.022259,16.090911,16.414233,16.201527,17.460140,17.439085,18.070380,17.615275,17.664766,17.409190,16.200370,16.059371,16.276068,16.131465,16.689053,16.473772,17.977084,17.993109,19.310772,18.071098,20.066274,19.599744,16.301527,16.229739,16.236218,16.236565,16.677409,16.496315,17.925309,17.926365,19.793842,18.085418,19.582522,19.677588,16.338402,16.264760,16.234541,16.230958,16.697422,16.492708,18.026078,17.900428,19.810168,18.117002,19.609375,19.007161,16.296695,16.237749,16.253512,16.299131,16.677293,16.482239,17.974758,17.938118,19.622615,18.077620,19.739198,19.559055,35.601369
4480,17.214440,16.965308,17.133002,17.159888,17.479931,17.362062,18.405719,18.495491,19.223308,18.667080,18.766519,18.483814,17.253430,17.066456,17.278423,17.469120,17.685126,17.511298,19.011987,18.956451,20.186973,19.173973,20.879791,20.362320,17.361221,17.334163,17.319573,17.496176,17.701275,17.506650,18.974479,18.922882,20.519720,19.181634,20.233892,20.523597,17.362041,17.321297,17.248676,17.350375,17.676569,17.517557,18.929769,18.898578,20.468024,19.310456,20.763931,19.774781,17.426769,17.293826,17.291552,17.545966,17.702353,17.501669,18.891652,18.919237,20.361797,19.288251,20.819227,20.535955,36.365756
5120,18.586771,18.418817,18.650649,18.745121,18.939551,18.842268,19.688550,19.975125,20.622185,20.058274,20.243418,19.893109,18.659848,18.549034,18.721963,18.888675,19.007636,18.933706,20.327294,20.233302,21.223720,20.392097,21.863902,21.366482,18.785695,18.818086,18.715727,18.869667,19.103764,18.983494,20.315659,20.268319,21.598371,20.542790,21.354936,21.681523,18.791994,18.734629,18.723840,18.820662,19.139034,18.958689,20.230398,20.292719,21.504506,20.640696,21.699563,20.774991,18.813285,18.738602,18.715164,19.021890,19.157836,18.922412,20.279336,20.262894,21.390199,20.644030,21.897885,21.537781,37.237938
5760,19.721015,19.663988,19.949664,20.048458,20.207714,20.131748,20.811589,21.142104,21.845966,21.356796,21.581803,21.063381,19.943517,19.803162,19.946370,20.355530,20.177787,20.157730,21.380488,21.350729,22.116425,21.508874,22.724881,22.220876,20.011654,20.143719,20.002269,20.092026,20.287962,20.195687,21.464565,21.446061,22.456515,21.718297,22.199468,22.667866,20.049737,19.988806,19.850862,20.135071,20.248719,20.128472,21.403212,21.415255,22.355745,21.710266,22.574179,21.810610,20.068390,19.967187,19.957282,20.248363,20.345209,20.153113,21.423059,21.409277,22.359854,21.678648,22.878575,22.319025,38.248157
6400,20.644453,20.575603,20.979368,21.160922,21.186663,21.183436,21.737517,22.045572,22.775509,22.290204,22.668189,22.081504,20.897813,20.841894,20.943437,21.070256,21.082859,21.137317,22.252049,22.352948,22.902394,22.480299,23.525656,22.973308,21.039546,21.171405,20.934050,21.111679,21.202808,21.207631,22.391719,22.430057,23.284852,22.543829,23.046135,23.376620,20.993452,20.996140,20.867981,21.158361,21.168666,21.072415,22.404499,22.365758,23.122261,22.573400,23.298139,22.431681,21.146564,20.998966,21.072434,21.199438,21.240196,21.094669,22.468073,22.422993,23.111913,22.556010,23.687654,23.067065,38.847193
