Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64
44800000,29.483898,30.811762,34.027437,33.202552,33.857328,35.460374,30.889527,34.758189,35.198076,34.522687,35.038451,35.006669,34.709687,35.677996,37.040466,37.401949,38.051085,39.109124,35.712057,37.773286,38.908444,37.884353,39.032071,38.955291,36.146824,36.853221,37.956063,38.850979,38.598910,40.272378,37.154719,38.911364,39.864255,38.631952,39.862294,39.489413,38.923141,39.813933,40.410317,41.609249,42.314957,42.492177,39.710481,41.355708,42.977722,41.382219,42.146246,41.910052,44.125388,46.661305,45.935160,48.160763,46.704187,47.497742,47.014608,48.593882,48.087454,46.920967,47.184102,48.216352
51200000,29.631066,30.958336,34.197859,33.298162,33.986749,35.511647,30.995364,34.992284,35.444625,34.669528,35.009799,35.154301,34.771974,35.760640,37.194668,37.561333,38.338980,39.352651,35.763379,37.957495,39.086605,37.997819,39.240602,39.078641,36.198828,36.898213,38.171349,38.947107,38.912218,40.383837,37.243354,39.108738,39.964050,38.843739,39.957924,39.681437,39.032530,39.952236,40.523621,41.931072,42.502956,42.539905,39.765813,41.502108,43.149980,41.486601,42.260344,42.053790,44.112946,46.840046,46.117783,48.439385,46.927311,47.516674,47.181124,48.856033,48.436179,47.067789,47.019497,48.542675
57600000,29.642559,30.922288,34.256722,33.159748,34.142743,35.828074,31.043817,35.018741,35.415630,34.703364,35.071941,35.238231,34.729279,35.726809,37.202948,37.565897,38.320820,39.393279,35.701205,37.907672,39.126811,38.000700,39.263199,39.217953,36.148911,36.917898,38.163470,38.953049,38.822496,40.449916,37.194907,39.301871,39.971559,38.831620,39.997248,39.708133,38.937658,39.779750,40.526082,41.834855,42.555279,42.623043,39.780593,41.508041,43.195950,41.492664,42.270626,42.033368,44.134066,46.837511,46.128258,48.625574,46.941652,47.698690,47.129815,48.811778,48.448301,47.081038,47.127714,48.521273
64000000,29.965661,31.104251,34.508552,33.725713,34.298123,36.305890,31.157969,35.273724,35.631899,34.995499,35.382602,35.466455,34.881389,35.806278,37.436925,37.879047,38.552525,39.629272,35.833909,38.088259,39.454334,38.288048,39.527325,39.454872,36.310376,37.101132,38.400740,39.320780,38.964312,40.518629,37.299127,39.357275,40.228589,39.066015,40.164826,39.947332,39.055832,39.993858,40.845341,42.130675,42.738949,43.007090,39.906110,41.765462,43.429992,41.743648,42.584431,42.255496,44.154734,47.004703,46.413438,49.079696,47.051918,48.054294,47.283904,49.057592,48.761113,47.408851,47.437972,48.894041
128000000,30.391364,31.863918,35.394910,34.207351,35.242226,36.989675,31.621567,36.188304,36.429058,35.963910,36.301944,36.310155,35.480229,36.421439,38.186513,38.491875,39.325299,40.589002,36.322347,38.790759,40.345493,38.948564,40.332002,40.262603,36.950030,37.673960,39.152633,39.930245,39.945167,41.468689,37.796245,40.042183,41.202958,39.782160,41.208986,40.906544,39.566313,40.603536,41.602328,42.993073,43.720548,44.009253,40.524478,42.544175,44.588414,42.578455,43.915610,43.463185,44.961613,47.785839,47.481148,50.032658,48.194897,49.219408,48.108485,50.060883,50.107115,48.671511,48.933295,50.343303
192000000,30.530093,32.076918,35.732047,34.259955,35.726686,37.531364,31.668801,36.584503,36.867527,36.383658,36.757185,36.645775,35.633225,36.588550,38.418856,38.845613,39.745317,40.865787,36.488992,39.236062,40.911040,39.363930,40.679597,40.585090,37.048906,37.920504,40.011556,40.051705,40.341043,41.968000,37.986689,40.525138,41.652108,40.178094,41.662603,41.393156,39.863098,41.436036,42.097379,43.330575,44.165302,44.640217,40.834529,42.995539,45.018916,43.102040,44.324431,44.078823,45.729480,48.312193,48.613783,50.691861,49.412513,50.343329,48.868389,50.538118,51.312345,49.555912,49.886717,51.527181
256000000,30.882493,32.388340,36.250158,34.610641,36.313535,38.182900,31.996984,37.009588,37.584754,36.971073,37.376200,37.231728,35.910429,36.951756,38.738270,39.019278,40.249304,41.455396,36.692209,39.565421,41.323059,39.873620,41.146386,41.025737,37.318685,38.288362,39.904672,40.433021,41.086942,42.550451,38.358164,40.977675,42.284098,40.663941,42.167603,41.935377,40.272885,41.542031,42.836297,43.808340,44.813316,45.326281,41.368260,43.674296,45.748322,43.786714,45.130660,44.812918,46.464125,48.830217,49.633523,51.419439,50.463357,51.149744,49.438342,51.291246,52.524422,50.764850,51.002132,52.655446
320000000,31.050081,32.503126,36.430960,35.111840,36.597302,38.708464,33.280171,38.405553,39.157137,38.115107,38.428494,38.837483,36.127894,37.010167,38.877826,39.204420,40.435201,41.666986,36.776436,39.711202,41.524880,39.905470,41.463676,41.341905,37.438763,38.341927,40.190590,40.773145,41.312982,42.800721,38.342170,41.243600,42.645117,40.992302,42.617271,42.372528,40.568053,41.503861,42.794257,43.910178,44.934693,45.546286,41.137344,43.802549,45.954555,43.878438,45.415726,45.062190,45.813110,48.642146,49.306399,51.452326,50.389265,51.235876,48.947508,51.244598,52.193118,50.391249,51.049910,52.689075
384000000,31.087273,32.600484,36.630725,34.981468,36.779605,38.979682,34.291101,39.393132,40.425038,38.979124,39.696166,40.074389,36.035802,37.552592,38.982516,39.278755,40.568133,41.819983,36.861251,39.878264,41.717070,40.141349,41.536710,41.952313,37.536035,38.565481,40.240688,40.715182,41.441545,42.831358,38.556891,41.398551,42.719076,41.023591,42.560288,42.363975,40.727722,41.929400,43.177569,44.250242,45.296412,45.911127,41.846615,44.253674,46.331967,44.399522,45.796869,45.553993,47.227845,49.271639,50.536592,52.074904,51.367015,52.065133,50.040270,51.871920,53.452695,51.593604,51.962136,53.705420
448000000,31.313497,32.785192,36.933652,36.301952,37.220236,39.055282,34.816211,39.922810,41.121805,39.572275,40.364243,40.787727,36.128842,37.304332,39.208046,39.439466,40.783904,42.042324,37.023069,40.251325,41.991635,40.385499,41.821692,41.679527,37.694185,38.731013,40.375793,40.953376,41.719226,43.192846,38.743368,41.602657,43.003187,41.260463,42.856416,42.579963,40.899175,42.251117,43.468226,44.479921,45.512451,46.236663,42.026678,44.541202,46.734771,44.621798,46.117974,45.886728,47.502164,49.576592,50.943924,52.388417,51.789216,52.495936,50.300332,52.215557,53.874822,52.062795,52.380857,54.168868
512000000,31.432400,32.980629,37.134236,35.604958,37.423526,39.433621,35.009098,40.166797,41.514231,39.830460,40.744570,41.075066,36.331294,37.414981,39.338344,39.689339,41.059068,42.317714,37.048746,40.313814,42.286719,40.483461,42.164313,42.171889,37.731381,38.789292,40.771934,41.284357,42.149741,43.549154,38.567000,41.787360,43.357447,41.547284,43.390033,43.196216,40.430579,41.988687,43.378834,44.549200,45.532514,46.429253,41.379308,44.419711,46.600825,44.534783,46.163709,45.881592,46.161987,48.862838,50.120788,52.168780,51.285442,52.226104,49.245202,51.687630,53.186271,51.117810,51.979186,53.352031
576000000,31.488402,32.964132,37.125450,35.739578,37.551472,39.763566,34.978641,40.198810,41.526771,39.661423,40.656925,41.128531,36.327974,37.641242,39.612401,39.862838,41.277898,42.491473,37.275572,40.569486,42.469724,40.813938,42.278351,42.115917,38.044926,39.098431,40.799879,41.332606,42.183156,43.524436,39.028086,42.021342,43.510150,41.598006,43.294263,43.098861,41.299601,42.723584,43.988641,44.894246,46.073668,46.821161,42.396349,45.043101,47.264437,45.249506,46.728567,46.469258,47.961667,49.974200,51.657844,53.005504,52.447358,53.250192,50.700450,52.673553,54.613730,52.759280,53.098729,54.945084
640000000,31.621526,33.079070,37.338419,35.955122,37.800432,39.938314,35.062611,40.127157,41.545704,39.606211,40.627705,41.026239,36.466087,37.713824,39.676511,39.934462,41.405011,42.672142,37.301860,40.582435,42.575849,40.900831,42.273530,42.200463,38.082986,39.176646,40.904272,41.353326,42.315421,43.732436,39.011235,42.051774,43.550594,41.656712,43.356607,43.184008,41.374043,42.720139,44.061784,45.034062,46.162790,46.943055,42.454666,45.149411,47.412052,45.258910,46.818857,46.591854,48.115936,50.009504,51.730134,53.105178,52.626072,53.288586,50.798232,52.814308,54.610208,52.779219,53.180536,54.994478
1280000000,32.111932,33.442909,38.100991,36.969051,39.310057,41.248258,35.447116,40.477144,42.472391,39.772039,41.266033,41.795690,36.866358,38.061097,40.115955,40.553234,42.152918,43.445730,37.669857,41.192438,43.421080,41.341906,43.294601,43.142935,38.380457,39.526438,41.689425,42.172711,43.316469,44.738373,39.110194,42.675511,44.570366,42.524029,44.667068,44.464720,41.050561,42.835025,44.422929,45.321920,46.606766,47.570969,41.826469,45.330269,47.780777,45.523067,47.404663,47.180400,46.851515,49.584880,51.157169,53.126543,52.593186,53.472640,49.861598,52.576684,54.365137,52.244676,53.213989,54.602605
1920000000,32.438951,34.258831,38.640930,38.181779,40.528337,42.716136,44.413337,41.579746,44.103116,40.908340,42.949737,43.428506,36.991683,38.433272,40.703987,41.123756,42.792997,44.358382,38.060853,41.684093,44.035632,41.905950,43.871593,43.744908,38.788841,39.984696,42.076813,42.754106,44.031113,45.396220,39.598279,43.200660,45.165860,42.942352,45.140149,44.963659,41.658515,43.588728,45.147556,46.034027,47.456386,48.464006,42.492733,46.188676,48.680121,46.273435,48.311586,48.075492,47.952683,50.458836,52.371426,54.045879,53.844109,54.763403,50.753133,53.433763,55.595988,53.393512,54.334812,55.906467
2560000000,42.089669,47.186960,39.076494,38.611337,41.640536,43.148133,48.704926,41.988225,44.790398,41.378253,43.471561,44.092838,37.049068,38.506948,40.792288,41.403544,43.104939,44.659050,39.146539,43.074110,45.916952,42.861462,45.470747,45.458222,39.002937,40.201767,42.313081,42.999488,44.380003,45.706582,39.759016,43.507453,45.537584,43.242888,45.535654,45.373003,41.815592,43.830157,45.346246,46.276368,47.730462,48.714013,42.644387,46.369731,48.985423,46.495653,48.614936,48.338156,48.001062,50.878428,52.565064,54.311733,53.945765,54.925906,50.848318,53.594713,55.837163,53.708809,54.548792,56.117939
3200000000,50.561593,57.498939,39.558087,39.135007,42.804278,43.673195,60.085759,42.389098,45.267799,41.743440,44.231379,44.654385,37.411039,39.061283,41.215657,41.899178,43.604727,45.146745,40.600378,44.872965,47.631460,44.244936,47.143332,47.144549,39.169214,40.694565,43.061816,43.357390,44.872739,46.325886,39.894165,43.941630,46.070756,43.714262,46.155089,45.989642,41.841866,43.920288,45.578985,46.604145,48.051687,49.141363,42.576354,46.553901,49.349653,46.717285,48.906072,48.826966,47.792067,51.439501,52.484184,54.443847,54.231552,55.114867,50.636946,53.759221,55.912882,53.694019,54.729278,56.227116
3840000000,55.220437,63.329902,43.566206,43.412053,44.718656,46.941822,66.517707,45.808144,47.731165,45.009929,46.358201,46.945876,39.993118,41.008328,41.441914,42.283310,44.129504,45.663584,44.761834,46.471732,48.651903,45.103848,47.958136,47.886991,40.849246,41.359641,43.585412,44.179734,45.647170,46.683821,40.653800,44.457079,46.405430,44.327123,46.660943,46.469410,42.395153,44.537739,46.029981,47.848520,49.490888,49.417777,43.142249,47.035251,50.996398,47.071573,49.178654,49.101709,48.376406,51.574370,53.684203,54.884006,54.497257,55.602488,51.643168,54.854083,57.233767,54.098614,55.484714,56.607156
4480000000,59.075077,67.281281,50.265745,50.992664,52.440032,53.752918,73.222925,53.221472,54.901191,52.245501,53.411831,54.227133,43.126327,47.629492,46.980358,47.882800,48.376742,50.618660,48.538690,50.598442,52.769009,50.234238,51.526384,52.854330,44.284116,46.940453,47.160848,48.029066,49.418300,51.765859,45.854144,49.089144,51.595182,48.586065,51.033448,50.887523,47.886651,50.316594,52.256682,52.482667,54.589774,54.468188,49.009377,51.943663,56.085353,53.363847,55.565570,56.245518,54.975780,58.134091,59.037632,61.332129,60.895314,62.329403,57.484096,61.820349,63.507809,61.936355,61.846723,62.706026
5120000000,61.977978,70.353802,56.844873,57.111337,59.396812,59.839277,77.217272,59.032747,61.394580,57.989345,59.506414,60.441723,46.427279,51.744282,51.341035,52.625888,53.743102,55.553401,52.501734,55.056582,57.495149,54.385329,56.850412,57.188979,48.593012,52.352108,53.542229,54.939520,56.227920,57.550444,51.887112,56.517531,58.744974,55.275154,58.668374,58.465369,53.400923,57.357983,58.450437,60.060718,61.236358,62.408641,55.192776,59.559589,62.608405,59.581086,62.379257,61.886106,63.768979,67.434102,69.159810,71.230488,71.176289,72.219665,66.072351,70.487500,72.687335,70.207420,71.967182,72.766637
5760000000,63.387253,71.854350,60.465022,61.267356,62.145090,63.836466,80.676828,62.971415,64.927704,62.023076,63.057762,64.103112,48.673454,55.933958,55.519692,57.232187,58.330290,60.120810,55.908855,58.628318,61.830077,58.292089,61.227771,61.493463,51.510054,56.601714,58.047117,59.586704,61.211239,62.318200,56.265509,60.725677,63.915775,60.343015,64.011915,63.809325,57.749100,61.910850,63.257303,65.174544,66.260223,67.296727,59.493615,64.544007,67.656395,64.629206,67.227032,67.015754,68.890656,72.918201,74.877629,77.035322,76.909385,78.070473,71.238751,76.284293,78.553411,76.173072,77.797726,78.562583
6400000000,66.688971,73.833043,64.507212,65.482590,67.049535,68.057687,84.399310,67.140595,69.760031,65.810870,67.380676,68.849464,50.786249,59.270286,59.220545,61.160703,62.316484,64.027359,58.779679,62.039251,65.324929,61.638594,64.709626,64.889653,54.127810,60.209840,61.950824,63.833788,65.313101,66.549483,60.201073,64.745985,68.501483,64.209138,68.202886,68.439661,61.030070,66.122336,67.805571,69.837938,71.046536,72.055638,64.047871,69.038980,72.611838,68.996316,72.124780,71.756828,73.448268,77.884847,79.978419,82.291446,82.593898,83.543378,75.983797,81.682006,83.863998,81.186914,83.474292,83.982256
12800000000,72.004025,81.446543,81.254939,82.883135,82.716587,84.558581,98.494720,83.881270,86.181262,81.409451,82.432720,84.803121,59.155191,73.693993,74.575638,77.971504,78.750143,80.137796,72.996981,77.661108,82.162506,76.758547,80.315877,81.145268,63.943963,74.892553,77.418927,80.277591,82.034092,83.250177,74.034017,80.035521,84.430773,79.562582,83.796189,85.014895,73.298772,81.215480,83.844622,86.725843,88.046762,89.150707,80.609307,86.553670,91.104636,86.406857,90.116738,90.202090,88.195796,94.644352,97.471210,100.246746,100.840382,102.464999,91.545169,99.190078,101.962787,98.775061,101.781370,102.064557
19200000000,74.546177,85.413550,87.751153,91.621211,89.067872,93.037448,107.585397,90.761919,92.467783,87.359918,87.623353,90.788112,63.777148,78.497674,80.270235,83.164533,84.409641,85.843658,79.103052,83.338437,87.423293,81.841410,85.596895,86.878871,67.753763,80.594421,83.422443,86.269577,88.624892,88.603813,79.727626,86.104625,90.559802,84.851686,89.440353,90.253121,77.642633,87.089833,90.068832,92.759555,94.109899,94.823765,86.519207,93.127117,97.271621,92.533398,96.243285,97.190927,93.373751,100.832023,104.109932,106.400272,107.220942,108.427704,97.573249,105.975729,108.982523,105.528987,108.592058,108.907280
25600000000,76.952551,88.195042,92.607374,97.880590,92.672211,99.208398,114.093885,97.221974,97.046384,93.461070,91.711980,95.303843,68.278578,81.803276,83.217071,86.539118,87.754715,89.263738,84.216249,86.455054,90.686356,84.712193,88.640504,90.153579,70.536025,83.693024,85.954963,88.926175,90.937949,92.241030,83.091095,89.052959,93.438849,88.069866,92.033265,93.328211,80.491360,90.334566,92.946567,95.736246,97.180678,98.583321,89.121838,95.821334,99.913494,95.675940,98.857507,99.389521,96.507641,104.133527,107.174994,109.653091,110.501460,112.591468,103.521969,110.159739,113.471079,110.211754,112.954673,113.446955
32000000000,79.885074,90.048490,96.422883,101.854980,98.459963,103.279551,114.087872,101.779468,103.637914,97.921991,98.024984,102.191716,71.710228,84.296148,85.612559,89.456108,90.268372,91.737474,89.412832,88.935030,93.222871,87.074316,90.936970,92.588847,73.153182,86.509240,88.797360,91.639817,93.573364,94.478256,86.205401,91.791207,96.226697,91.388467,94.451595,95.850227,82.710064,93.025915,95.809913,98.577875,99.756715,101.069172,92.290673,98.792707,102.683445,98.114687,101.429130,102.078644,98.743861,106.946831,110.083603,112.336714,113.156076,115.244642,107.164434,113.526108,116.488656,113.336314,116.018131,116.583256
38400000000,79.426666,90.843095,98.997433,104.161660,108.373196,105.699202,116.494295,105.348900,111.218913,100.997340,104.954061,109.420831,73.184045,84.349600,86.195489,90.229808,90.994363,92.314787,93.414385,89.690689,94.311537,87.573656,91.551975,93.442433,74.057157,86.999008,89.296136,92.491034,94.649939,94.898268,87.567005,92.306348,97.408652,90.511473,95.423015,96.872378,82.560434,93.632228,96.227564,99.256501,100.737629,101.702901,92.368986,99.231353,103.580340,98.173339,102.257904,102.998205,98.392885,107.431596,110.598834,113.078854,114.204476,115.576067,106.962782,113.939432,117.337114,113.075174,116.906375,117.334112
44800000000,81.865846,91.941715,101.222290,105.987760,125.400264,107.907144,119.834416,108.151912,117.471848,103.876507,111.365008,115.765836,75.790099,85.521779,87.503890,91.785862,92.250641,93.644648,98.487022,91.034109,95.410141,88.811944,92.615049,94.685885,76.118725,88.295445,90.465969,93.343191,95.621516,96.252615,89.599221,93.554626,98.136921,92.074266,96.260782,97.856286,84.235419,95.098544,97.501073,100.374525,101.863811,102.970725,93.689522,100.513189,104.440693,99.673471,103.120022,103.855464,99.852457,108.908669,111.851721,113.983766,115.159509,117.050095,107.730851,115.015786,118.067059,114.485064,117.564131,118.066248
51200000000,82.191341,93.339656,103.870639,108.622983,132.821125,110.870405,119.320061,111.773333,123.975741,107.688458,118.018662,121.595722,78.301577,86.537675,88.450336,93.064026,93.271377,94.713369,102.792036,92.231746,96.738235,89.735008,93.504530,95.832228,77.975347,88.921216,91.150436,94.311038,96.795654,97.313039,91.764698,94.105888,99.623351,92.516651,97.515216,99.074634,85.518035,95.939734,98.182625,101.372642,102.984686,104.252859,95.593878,101.465020,105.966619,100.574757,104.738926,105.538147,100.858860,109.934661,113.395469,115.251261,116.778012,118.370884,108.191064,115.717027,119.341730,115.048361,118.909259,119.349248
57600000000,84.925001,95.108580,106.494255,111.857155,140.088744,114.389987,122.672827,114.630635,129.034073,111.012244,122.681690,126.749574,79.978683,88.048831,89.508030,95.010183,95.135879,95.843087,106.473788,93.366701,97.819932,90.891772,94.588865,96.922889,80.457425,90.275276,91.938417,95.107023,97.402151,98.199618,94.379475,95.131405,100.372008,93.691127,98.181629,99.869991,87.703768,97.908865,99.430702,102.498603,104.138698,105.593828,97.735174,102.798218,107.193197,102.219054,105.759914,106.530777,102.904140,111.441322,114.073970,116.557991,118.061259,119.982607,110.474420,117.281260,120.930538,117.006209,120.202470,120.703037
64000000000,84.618893,95.484677,106.397347,111.653652,147.776221,115.037164,120.175972,115.301093,131.170910,111.567574,125.896340,130.540797,80.217604,88.495558,90.619016,96.179104,95.242746,97.175967,109.374168,94.554147,98.753305,91.893723,95.441092,97.850669,81.458985,91.229900,93.031532,96.287453,98.704823,99.006998,96.897260,96.387091,101.705485,94.311746,99.202476,101.329023,88.278780,98.540674,100.252184,103.343422,105.074928,106.155570,98.761231,103.838635,108.188679,103.096236,106.696005,107.599132,102.876585,111.995055,114.921978,117.264698,118.661852,120.456308,111.091713,118.100673,121.739874,117.387737,121.000124,121.636959
128000000000,87.400882,99.157739,114.285891,118.763754,179.388791,124.539489,130.234933,124.398266,151.799705,120.869798,145.396482,149.633403,87.263153,91.639057,95.530288,104.514842,99.132129,105.337340,120.923449,103.884514,103.884726,100.990775,99.780030,103.497954,91.695991,94.795607,95.191269,101.691201,100.816166,102.595088,112.743693,99.537994,104.496641,97.158430,101.257837,103.845296,96.165003,102.862606,102.375013,105.875234,107.275058,109.069782,108.427248,106.163872,110.554104,104.660505,108.719640,110.658304,106.513626,115.897276,117.886071,119.738463,121.439750,123.542015,116.090670,120.634514,124.566283,119.767635,123.443639,124.204122
192000000000,95.871083,106.961302,145.519623,128.667299,196.733334,136.194327,146.038987,131.154783,161.782540,128.044980,155.586397,160.208017,95.063422,97.772228,102.163924,112.765544,110.611520,116.627130,128.280367,114.432035,117.251891,110.936968,118.127274,116.761198,100.792255,99.766520,99.621533,110.069452,102.736549,110.542534,130.742688,109.806907,111.835619,105.504531,106.909232,115.073870,107.387654,107.869649,110.097553,113.704646,113.572993,117.335195,129.331068,110.145583,130.375799,117.896552,123.415252,133.268427,115.700001,120.520758,120.878339,122.739012,125.250377,126.849172,132.489929,125.767288,127.712668,123.521282,126.635110,127.782858
