Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64
192000,79.945356,76.893961,83.185366,82.561251,90.468220,85.516953,79.935684,89.159805,97.013435,89.031588,97.652803,97.632312,68.683933,70.443108,75.242235,75.339750,81.481704,77.902531,74.119336,80.059308,84.041461,80.629000,83.954468,84.189833,64.310913,67.736800,72.936606,71.847119,77.340414,74.130231,72.793750,76.992449,82.208736,77.374843,82.722060,81.881775,65.114320,66.935957,70.145527,71.439149,75.261232,72.478754,70.857867,76.498533,78.643328,76.455909,79.339492,78.923307,70.097574,72.516395,75.232569,75.492259,78.161527,76.832429,75.701102,80.209823,83.662499,80.503873,83.600240,84.258044
256000,83.588711,79.538023,85.764556,85.678367,93.839672,88.374033,83.031271,92.222264,100.524356,92.225814,100.879812,101.025806,71.362577,73.893228,77.868343,78.215617,84.843460,80.468757,76.921431,84.155772,88.561367,84.862033,88.203880,88.581310,66.903400,70.600641,76.374336,74.408905,80.570279,76.866981,75.442466,81.581435,86.781776,81.807463,86.818077,86.301622,68.139684,69.874912,72.853489,74.586627,78.553308,76.237729,73.935194,80.564537,82.247912,81.122162,82.724098,82.536272,72.727614,75.312936,78.472929,79.370794,81.140806,79.725222,78.582229,84.481030,86.661845,85.317949,86.668815,87.511323
320000,84.632129,80.310981,86.640262,86.265023,95.651696,90.799705,85.445158,92.810087,102.212434,92.671545,102.511457,102.740950,72.452927,75.043305,80.051575,80.683389,87.138662,82.643519,78.281290,84.277242,89.981652,84.975148,89.825210,90.048890,68.854904,72.333576,77.668549,76.496068,83.181479,79.762006,77.275978,81.772801,88.214778,82.040217,88.610996,88.080736,69.416118,70.828398,74.634477,75.683139,80.288412,77.595984,75.577624,81.240493,83.882183,81.334663,84.367964,84.162926,73.505335,76.119503,79.991393,79.689416,82.809532,81.362865,80.736966,84.983483,88.644787,85.108059,88.833953,89.374874
384000,86.930838,81.932026,87.755643,87.698900,96.966811,90.632668,87.177157,93.941333,103.664823,93.854919,104.137819,104.318931,74.176874,76.488368,81.544760,82.015974,89.165259,84.687145,79.162492,85.987675,92.187562,86.592590,91.831261,92.114032,70.276105,74.050044,79.244230,78.134633,84.939089,81.231440,78.570401,83.554400,90.044420,83.946143,90.394595,89.734843,70.653637,72.194873,75.771215,77.026611,82.209193,78.382204,77.109896,84.188822,85.801153,84.201176,86.546129,86.247483,74.777462,77.287709,81.187285,81.383191,84.128368,82.236892,82.354434,87.248166,91.572630,86.958147,91.614396,92.163996
448000,88.769292,83.240857,89.012727,88.978327,98.665810,92.428420,88.728037,95.390766,105.514883,95.285131,105.766276,106.163309,75.413071,78.112113,83.172792,83.523837,90.694263,85.771517,80.884904,87.638104,94.122487,88.129408,93.838651,94.125966,71.911974,75.770481,81.078805,79.443595,86.886845,83.155355,79.956731,85.478698,92.847325,85.300725,92.895158,92.618495,72.730443,73.820782,77.291388,78.693504,83.612516,80.116308,78.547068,84.592730,88.030373,84.599310,88.730943,88.512389,75.827631,78.864582,83.285452,82.451883,85.695538,84.333345,83.499940,87.966579,91.925597,88.187266,91.691808,92.608914
512000,90.781392,84.697329,90.472474,90.266500,100.367854,93.989034,90.632560,96.656128,107.187007,96.567136,107.432643,107.804294,76.854339,79.558146,84.616235,85.071636,92.444831,87.438976,82.102106,89.130391,95.943270,89.857897,95.667185,96.132472,73.002268,77.063176,82.676970,80.950417,88.686840,84.535520,81.308937,86.825955,94.531235,87.050839,94.779992,94.466169,74.558129,75.204687,78.724440,80.178557,85.325953,81.870551,80.082544,85.827553,88.926895,85.974870,89.508263,89.274563,77.212937,80.407989,84.967652,84.408988,87.423427,85.431365,84.775098,89.364429,93.213316,89.442683,93.571241,94.143340
576000,91.556886,84.995685,91.110514,90.597809,101.888584,94.282205,91.579118,97.778837,108.538846,97.634472,108.731763,109.151014,77.224697,80.276622,85.763773,86.023240,94.075410,88.719487,82.641672,90.083461,97.182886,90.634942,96.641254,97.213001,74.424676,77.778913,83.572032,82.525329,90.741280,86.707351,82.133367,87.627986,95.298771,87.967890,95.873650,95.428013,75.069219,76.308947,80.385993,81.337008,86.897792,83.373217,81.270224,87.725191,90.540913,87.257962,91.024247,90.936716,77.942332,80.934232,85.995995,84.979897,88.727217,86.276725,86.490112,90.619512,94.820556,91.026520,95.023215,95.822274
640000,92.536873,85.689954,91.710063,91.324053,102.097529,94.921420,93.620978,98.020578,108.987482,97.850606,109.352871,109.697960,77.903583,80.588766,86.010540,86.397698,94.379409,88.727916,83.233355,90.477755,97.659313,91.221862,97.424258,97.686519,75.301079,78.765696,83.841071,83.109907,90.708835,86.798267,82.619261,88.316203,96.112470,88.692217,96.470447,95.915697,75.380580,76.564481,80.620927,81.619502,87.012120,83.586559,81.548780,88.243579,90.374355,88.010048,91.206147,90.905392,78.229345,81.193593,86.336455,86.090748,88.981029,86.637068,86.901838,91.368229,95.514124,91.439619,95.538608,96.235790
1280000,102.839624,91.772306,97.033832,96.590787,109.112080,100.517148,100.613173,104.178845,116.317670,103.948020,116.545581,116.897139,83.037985,85.989716,91.705246,91.649078,101.138695,94.457732,88.763902,96.169858,104.611227,96.789012,104.085368,104.489586,80.746432,84.442450,89.767179,89.206678,98.000733,93.535500,88.472718,94.766806,103.720575,94.463250,104.110630,103.826224,80.558059,82.608204,86.740378,88.223113,94.452093,90.056981,86.756066,94.796217,97.719594,94.568493,98.522908,98.462248,82.582925,86.189500,91.955655,92.452879,95.247935,92.796616,92.501631,97.965815,102.958896,98.327510,102.265054,103.342837
1920000,115.276135,97.327941,101.876183,100.962552,114.867407,104.675800,112.878132,108.562188,122.149771,108.441339,122.517185,122.845914,88.011690,90.950800,96.200811,95.187504,106.661811,98.737520,94.697630,101.081366,109.997299,101.672881,109.726634,110.072084,85.684680,89.677674,94.540459,93.230485,103.328993,97.751673,93.803924,99.267190,109.872992,99.582567,109.950140,109.414512,85.349262,88.813698,91.746155,92.244519,99.846127,95.086870,91.746186,99.973139,103.325979,100.073651,104.510881,104.273534,87.276204,91.571349,97.269688,95.502078,100.728778,97.229704,97.261774,103.504066,108.435898,103.891067,108.134939,109.391412
2560000,122.511579,99.688916,104.458434,103.306805,119.863955,107.573657,116.475682,111.351633,127.489208,111.371299,128.072800,128.028966,91.329761,93.522442,98.932625,98.428010,109.846193,101.746199,97.771244,103.314735,112.735391,104.673967,113.250413,112.748644,88.062338,92.241566,97.192971,96.141093,106.823986,100.798928,96.192581,101.324779,112.072368,102.475784,113.086175,112.015320,87.822905,90.911185,95.395619,95.767498,103.338789,98.546224,94.487377,102.286600,106.344608,103.741701,108.066129,107.081413,90.407004,94.034951,99.624574,99.397358,104.547954,101.317998,99.993208,106.272187,111.582894,107.681468,113.191107,112.697694
3200000,127.559527,102.302000,107.477266,106.357567,124.335622,110.145607,124.269428,113.952806,131.926157,114.373983,133.124370,132.787142,94.961023,96.542072,102.065108,102.411381,113.307823,105.968479,102.166422,106.291779,116.181633,107.865272,117.033920,116.167985,90.819767,95.293954,99.957348,99.336989,109.980106,104.551082,99.572657,103.952852,115.481715,105.251731,116.693272,115.530217,90.424382,94.077713,97.735065,98.694381,106.543525,102.127528,97.405552,105.131841,109.370773,106.124242,111.485005,110.102928,93.553089,97.351945,102.672401,102.446741,107.764485,104.732167,103.124699,109.387498,114.874542,111.114441,115.660984,115.837592
3840000,135.183446,104.797362,109.819513,107.980592,128.554061,112.034524,135.284923,116.443340,136.784980,116.601633,137.562865,137.456603,98.202293,99.488809,104.585017,104.126126,116.167462,107.523403,106.279127,110.018982,120.040537,110.583412,119.901333,120.144643,93.959531,98.235236,102.580263,101.471737,112.775543,105.934748,102.537106,107.520582,119.235262,107.834840,119.547211,119.849498,93.146118,96.840411,100.407425,100.675394,109.307216,104.021617,100.180009,108.417316,113.378810,108.546534,114.431176,113.949714,95.956059,100.184231,105.475963,104.766099,110.929022,106.667486,105.430174,112.705046,118.649887,113.531042,118.499283,119.822316
4480000,139.411771,106.049794,112.570581,110.757738,131.926570,114.244043,139.793143,122.069792,143.112764,120.961231,141.383942,142.887602,99.699839,100.839802,106.222953,107.089454,118.724759,110.478055,106.888556,110.899214,121.386412,112.521668,122.511022,121.493726,95.341758,99.351339,104.478116,104.056569,115.593545,109.480463,104.058352,107.985035,120.379582,109.866045,121.956581,120.155567,94.250751,97.984126,102.162307,103.795915,111.649997,107.307787,101.349761,109.199027,114.657907,110.458578,116.755170,115.174372,97.662862,101.749068,107.158073,107.774637,113.555509,110.180922,106.913354,113.456819,120.024721,115.575424,121.202511,121.160914
5120000,140.103029,106.444509,112.484446,110.065881,132.767519,114.590147,142.141324,122.914701,143.999839,122.647993,145.647850,143.717487,106.846367,102.531856,107.145427,106.443855,119.591242,109.496244,108.884589,112.922049,123.476776,113.313915,123.251576,123.550221,96.598880,100.510444,105.379169,103.679614,116.263419,109.057353,105.748089,110.301386,122.328161,110.496890,122.923350,122.366894,95.592442,99.155172,102.964421,103.110751,112.602309,106.539716,102.631217,111.104141,116.627229,111.390984,117.559054,117.253992,98.833677,102.904256,108.049923,107.506068,114.386722,109.960747,108.097622,115.723016,121.905483,116.404974,121.954458,123.136800
5760000,144.725330,108.078179,115.208362,112.313631,134.819669,115.689705,145.948392,124.030711,145.471284,123.966227,144.556628,145.454583,103.885775,103.015740,109.084588,108.214687,120.957390,110.970125,110.517229,114.062933,124.964491,114.956530,124.822812,125.088868,98.366870,101.807886,106.459108,105.276815,117.638932,109.896420,107.816379,111.609468,123.773437,112.155676,124.106963,123.628673,96.766870,100.603073,104.194730,104.425855,113.834562,107.688776,103.940070,112.557330,118.165368,112.680461,119.011056,118.793923,99.960036,104.097492,109.164330,108.285782,115.703810,110.947868,109.600199,116.692344,123.349005,117.710956,123.397326,124.609141
6400000,148.665069,109.060107,116.969764,112.665582,136.791036,116.623401,149.000164,125.913493,147.579628,126.551189,146.998777,147.748846,106.010336,104.338938,109.719076,109.535096,122.489263,112.387085,112.446579,115.714298,127.318736,116.104937,126.465880,126.703213,99.904061,102.998422,107.702955,105.892021,119.086335,111.241696,109.127758,112.691565,125.592074,113.093530,126.039090,125.687773,98.054256,101.750340,105.583099,105.800627,115.431723,109.325552,106.047409,113.866889,119.638843,114.045845,120.574274,120.216437,100.953913,105.335723,110.508448,109.642778,117.250606,112.434385,110.798121,118.521403,125.116295,119.252968,125.108322,126.168368
12800000,167.656249,115.671315,125.537877,119.640636,152.562732,124.190741,166.869436,136.361795,159.709058,135.700279,159.681960,160.079261,115.360879,111.074060,117.530765,115.585767,131.035683,119.947657,124.086758,123.329857,135.426680,123.725871,135.352932,135.466776,108.820513,109.626238,114.887764,112.339160,127.543690,118.195800,119.850187,120.006657,134.942145,120.388401,135.173966,134.501315,105.996503,107.985760,112.179311,111.484180,123.233452,115.735763,114.069982,120.864534,128.094316,120.747078,128.581829,128.212499,107.375329,111.981212,117.162449,116.049325,125.185374,119.452596,117.788936,125.335994,133.216973,125.989904,133.160561,134.201434
19200000,171.396222,116.413525,130.736882,124.728585,164.398450,129.327005,172.244301,142.552903,168.984062,142.354371,172.654260,170.613656,126.080705,113.275053,120.400340,119.660185,135.878447,123.622091,130.862813,125.979304,138.866530,127.303018,139.634954,139.610772,111.541155,110.896405,116.602834,116.081163,130.915931,121.946164,121.690293,121.770639,137.604315,122.282373,138.314073,137.362429,108.227954,109.254508,113.876099,115.034863,125.903074,120.131687,117.263409,122.643460,130.696234,122.774869,131.441781,130.886532,110.013938,113.582610,118.973713,120.493171,127.929025,123.492622,120.725739,126.846848,136.535874,128.066349,137.351844,137.541102
25600000,177.908750,120.629368,137.888714,128.582686,184.397544,133.653018,178.066564,147.540199,176.848819,146.626587,176.157077,176.587209,130.644708,117.673764,122.852182,122.536422,139.154182,127.349678,142.406728,129.438516,143.542685,130.257113,143.771948,143.565108,117.938757,114.916389,120.059724,119.655812,135.089160,125.653697,129.893264,125.569335,142.619752,126.019119,143.273448,142.839579,113.037961,112.983463,117.440950,118.206396,129.839282,123.388487,121.172590,126.503458,134.733790,126.393055,135.466059,134.853111,113.883486,117.076944,122.146999,123.121481,131.634361,126.485275,125.052495,130.553259,139.741893,131.192549,139.768142,140.818356
32000000,198.417715,131.033044,142.876857,132.090518,197.017985,137.294448,198.250998,154.244179,187.682712,153.096755,186.879241,187.767284,139.873923,120.580264,126.676156,125.659149,143.228830,129.684753,149.108872,132.475379,146.726280,134.774622,147.735733,146.819602,122.977740,118.683386,123.410834,123.019148,139.157444,128.609156,135.877925,127.828072,145.399294,129.447308,146.673000,145.545511,116.139395,116.136458,120.211146,121.278672,132.948934,125.762130,126.159293,128.374691,137.003654,128.999804,138.552913,137.028847,117.093878,119.834464,125.022168,125.566135,135.221454,129.188364,128.550467,132.744677,142.386762,134.089831,143.105506,143.343311
38400000,197.020003,137.591149,143.204193,132.587046,199.855522,137.613558,200.763887,156.720775,190.967212,156.154109,189.194405,191.003124,145.613558,120.495309,128.662244,126.376137,145.159125,130.397615,158.422677,137.834328,151.774039,139.272224,152.276280,151.626522,128.376634,118.229263,123.791975,122.832663,140.278744,128.493909,134.492791,128.703262,147.294806,129.533877,148.012488,147.146834,116.830021,115.433813,120.359512,122.047192,133.906745,126.701260,124.996891,129.171036,138.523854,129.431275,139.389559,138.751968,117.928125,119.526882,124.908082,125.879867,135.419417,129.778747,129.253877,133.392027,144.496454,134.397078,143.652342,144.547218
44800000,220.536593,151.998130,148.003823,135.057047,212.290490,139.841411,223.406075,160.134695,199.314922,158.838547,198.258903,199.367311,153.251446,123.313561,132.245023,129.106997,148.612214,132.740264,164.162613,140.052504,154.283912,142.540504,155.095310,154.221925,132.756123,121.217269,126.294770,124.815929,143.533142,131.250861,144.945486,131.012331,149.724240,132.618633,151.030600,149.545165,120.114141,117.930991,122.772140,123.458639,136.019124,128.094883,134.548216,130.999870,140.539131,131.570125,141.583432,140.678929,120.425963,121.609976,126.884242,127.621391,137.738662,131.701806,132.962442,135.158742,145.651705,136.341383,147.177040,146.586177
51200000,220.787835,156.825643,151.987325,137.982032,210.205906,143.233840,234.297325,162.913993,198.891173,162.214293,196.442901,198.182268,153.583489,125.892975,134.143073,129.900529,150.621904,134.210333,167.150882,142.102656,156.818207,143.670247,157.059004,156.704749,135.809843,122.519068,127.659351,126.900573,145.287564,132.408634,148.207280,132.777697,152.818603,134.520853,153.755411,152.551727,123.885356,120.197448,124.174039,124.958288,137.736820,129.543064,133.014829,133.493912,142.904153,133.317551,143.792735,143.020219,122.174220,123.392256,128.450325,129.168234,139.567288,133.251372,133.936359,137.337164,148.290407,138.136724,148.149819,149.170605
57600000,230.629594,164.764224,157.416101,139.424192,220.072827,145.512376,253.458391,167.335062,204.487960,165.782077,201.985149,203.203980,160.435132,127.912641,135.136881,131.793580,152.280908,135.691668,170.127101,144.428347,159.255489,144.270365,157.736953,158.977404,140.687896,124.415158,129.190064,127.107737,148.049309,133.588136,150.833528,134.613988,154.963115,135.502478,155.820248,154.862612,126.002709,121.831789,125.676232,125.917078,139.248869,131.750913,134.525849,134.564805,146.816537,134.920953,146.475910,146.049784,124.523749,124.475461,130.061302,130.812824,141.245902,134.342387,136.258411,138.742217,150.905830,139.725475,151.236634,152.242291
64000000,241.344160,172.005920,161.229040,145.401127,225.743321,150.262327,260.738499,174.084171,210.061475,173.170276,206.650100,208.741005,167.227436,133.841217,137.494187,134.884631,155.851897,138.833506,177.777814,148.250142,162.769483,148.354251,162.846327,162.580028,146.779435,129.520733,133.679638,131.759802,151.907650,137.014238,161.478347,136.221015,157.467290,138.964989,160.122447,156.868739,130.443912,126.472345,128.827873,129.550775,143.314300,135.104867,138.262927,136.375640,145.805123,138.423989,148.737206,146.193408,130.017944,129.229225,134.602658,134.525633,145.573722,138.798338,141.468475,139.438342,150.872827,143.350559,153.840016,152.262380
128000000,418.146586,198.399395,197.880715,173.244951,291.663151,180.819163,425.577088,214.854359,262.697378,211.395201,256.908238,260.679078,227.578361,170.886925,179.169488,171.749702,199.875766,176.248679,232.006805,190.740278,205.487584,191.400281,204.854955,205.217929,205.079569,167.832804,174.632517,169.831103,197.521268,175.782980,216.453295,183.955144,208.588578,184.723909,207.633748,208.284684,189.258971,167.838666,171.921643,170.815319,188.568001,176.333050,197.840669,180.865928,193.148319,181.613575,193.475029,192.807838,182.089548,176.339521,180.681261,181.625405,194.511809,185.145993,193.434577,189.577945,203.729724,190.478194,203.681762,204.416596
192000000,506.789788,211.500819,211.588545,187.011197,273.236457,191.705853,459.894220,229.271647,266.705027,225.817824,259.159934,263.583005,227.596228,182.636634,195.759860,185.315719,219.509520,189.841497,239.452344,207.841198,224.171759,207.676298,224.203839,223.498876,218.843469,180.318233,190.581994,183.965138,215.891450,190.278359,231.115689,199.813396,224.346095,200.524091,224.912300,224.284204,205.175148,180.084290,185.834505,184.639468,203.330960,190.118094,218.258682,199.418150,212.529130,198.895696,211.311692,211.801895,199.845564,189.957575,194.664377,194.818398,209.867573,199.594965,213.037388,203.921888,219.294202,205.577196,219.520933,220.767908
256000000,544.974833,221.227380,218.069518,192.960413,301.006707,200.050100,489.350269,241.279141,276.124274,235.802750,268.015043,273.647523,240.297853,193.400201,207.213394,193.425231,234.188357,199.823874,251.441598,219.428861,237.644436,219.166487,236.489081,236.905641,235.965061,189.891752,201.190032,192.292231,230.968692,199.158042,243.937872,211.304712,237.758952,211.772001,237.754027,237.823517,220.287053,188.577630,196.348484,193.295457,214.468282,198.649366,235.082133,209.309921,223.689395,209.380910,222.897480,222.821606,212.095052,198.417501,203.484222,203.459891,219.055152,207.833541,227.995891,212.933658,229.383223,214.678402,229.786583,230.776426
320000000,594.191718,231.244932,231.162360,203.649696,311.168757,207.931575,570.985015,255.744680,298.291135,251.034198,292.881353,293.966187,259.490422,200.344465,214.976637,198.813643,244.208239,204.402355,267.765384,227.912682,246.351095,226.584366,245.209277,245.588639,249.795548,193.339182,209.542578,198.218654,241.261266,205.969282,259.864795,218.984406,245.918334,218.797188,246.073050,245.882457,238.360894,193.459992,203.143263,199.697968,222.482168,204.480690,247.649995,215.591930,230.012456,215.222115,229.796619,229.276895,223.509672,203.560210,209.283670,209.595058,226.415519,213.642043,240.794345,222.363743,239.765374,222.393227,238.601524,240.086944
384000000,607.417707,238.858423,235.257620,207.323729,297.943555,213.229827,547.525993,264.506669,298.385757,260.656213,293.955204,285.810932,257.769260,205.647884,218.813102,201.859136,248.615317,207.763328,275.676134,231.399512,250.673028,230.051024,248.750055,249.109042,240.383739,197.295187,213.083908,200.523440,245.980440,209.169644,254.167635,223.465489,250.843732,223.973265,251.095409,251.060118,236.682812,196.657609,207.021598,202.674950,226.488641,207.841053,246.211196,220.878910,234.618425,220.411635,234.211276,233.247662,227.365209,206.092084,213.214252,212.021853,230.132488,217.189610,244.433314,226.673375,244.282655,226.807772,243.441653,244.552958
448000000,614.023052,244.811703,245.967719,218.348487,312.793425,215.046634,587.418972,277.153515,303.118459,270.382032,302.944039,292.725713,264.939903,209.390287,223.368221,205.319619,255.321161,211.291380,282.057834,236.592257,255.806583,234.565607,253.269631,253.398944,247.433309,201.673758,217.605903,204.013894,253.873990,211.892834,259.741689,228.416674,258.529580,227.545792,258.349117,257.345815,240.590155,198.475471,211.578735,206.191622,232.203105,211.388360,252.433466,224.805431,241.285489,224.189854,239.588284,240.122953,233.644069,207.795978,216.630315,215.586764,235.356940,219.679777,251.302440,230.124700,248.459513,230.174255,247.882356,249.297608
512000000,636.902030,246.559294,256.242292,216.611482,331.086782,221.543328,574.068351,285.385052,329.136602,281.534938,311.591403,328.544009,293.699564,218.603440,228.367717,208.417437,260.889459,214.576290,326.822290,242.237116,263.291159,239.950507,258.547534,261.004253,252.440182,208.121045,222.259138,206.784356,260.073259,215.596053,261.733378,234.152580,266.870577,233.086093,264.746880,264.956287,251.284687,203.556664,215.625847,209.425401,237.400072,214.319920,256.955188,230.349596,246.598252,229.199232,245.298250,244.319493,239.903086,212.331119,220.490911,218.309935,239.352012,223.576760,255.056797,234.944133,254.368425,234.703959,254.325423,254.708325
576000000,637.911075,254.617747,266.936128,224.194569,356.830909,226.858869,600.699717,298.515695,348.386810,296.200662,334.702296,341.997277,326.847807,219.512287,228.783917,210.895731,266.708181,216.912374,331.096005,243.767517,263.583850,241.351136,260.898621,262.768609,255.285446,209.605552,225.842637,209.672758,269.445862,218.084534,264.906425,235.928996,266.787376,234.647680,265.892659,266.913281,252.945882,204.200832,218.878587,211.931872,241.981811,217.866299,258.820122,233.432776,248.834323,232.478631,248.541184,247.899932,245.635604,213.433022,223.965231,221.296639,243.997594,226.375765,261.189598,237.632875,256.595572,236.838146,255.925289,257.038064
640000000,655.283810,256.560723,276.967689,227.351106,400.733722,228.635208,609.639394,308.840069,373.212637,307.384779,365.862991,375.857686,350.122425,225.583903,230.726805,212.244786,271.483317,219.155438,357.083818,247.499790,269.292289,245.519240,265.991062,267.930194,269.176076,213.403120,228.522509,211.361261,275.941611,220.180428,279.877616,239.570396,275.568483,238.724592,273.357675,273.733801,256.886981,205.327776,221.780336,213.521796,245.723449,218.752166,267.708093,235.507601,252.781274,236.581390,252.260295,251.044400,250.491033,215.156767,227.239528,223.173147,248.044017,228.063635,268.732438,240.262803,259.605456,240.138284,260.806502,260.283744
1280000000,738.317575,278.674800,320.459427,253.152682,595.939614,251.907937,628.733772,359.134747,490.532198,354.993548,480.094159,484.556399,511.937623,253.777023,243.554712,226.302606,287.907469,230.588722,496.903234,263.588847,284.180693,263.188601,280.777924,282.379013,346.648825,240.425610,238.766143,220.681173,303.759961,231.170617,365.888520,254.715246,292.789009,253.504975,289.115099,291.048184,268.145049,224.173635,238.074502,223.124510,267.905193,229.643953,281.512520,250.865139,269.942644,250.164918,268.182765,268.108098,269.478870,226.499720,243.648699,234.902167,270.816913,239.896956,285.982894,258.210010,279.532320,257.244105,280.138101,280.315859
1920000000,774.655885,295.752077,344.904078,268.723675,679.918484,268.833736,655.242522,386.989633,544.644348,382.915320,535.091143,540.613354,578.372356,269.868368,265.301795,238.739089,311.530013,238.577070,574.496399,292.986207,299.739083,290.779284,296.639987,298.258718,459.928618,255.380146,251.326471,230.097197,322.248291,237.075766,464.023680,266.182007,312.789760,264.117605,309.974983,311.887845,304.921227,240.828804,248.857810,229.219310,281.602178,236.143014,319.389031,261.999736,282.521768,260.283070,280.788355,280.320069,291.418597,238.385128,254.296516,240.844705,287.343346,247.223761,304.673686,269.524486,294.421879,266.739615,294.053135,294.516076
2560000000,804.100755,300.857102,359.821321,275.383725,722.697387,277.875129,665.464453,409.908625,586.597459,403.704050,576.668450,583.584391,613.570016,277.985086,283.841251,249.416439,314.784577,247.791851,598.754261,313.463398,310.417019,310.549901,303.947191,305.652992,515.880495,263.286426,254.459909,236.988491,319.422909,241.528200,496.167870,274.459567,307.761545,269.111481,302.957524,305.535036,351.550246,250.804395,251.043681,231.118203,280.227290,239.078527,364.354086,265.060129,286.977099,262.756183,282.943098,284.211966,286.001451,247.287274,258.860296,243.507767,293.947410,249.875772,297.815241,273.734065,299.667643,271.764499,299.712947,299.927323
3200000000,810.459633,311.631185,372.222052,284.590546,751.846071,288.590487,669.303338,425.025593,589.635993,422.971375,578.870311,582.799622,639.151620,289.829257,303.241784,259.244943,335.360648,259.104356,632.945262,335.888816,328.363844,333.358902,325.058498,325.819335,549.072659,278.866268,265.721941,246.617167,323.172242,250.364242,522.313897,289.015658,328.492121,288.006911,323.749360,327.789362,416.153087,265.577230,257.523496,239.608372,290.709169,244.197206,429.604862,273.071411,297.199802,271.345141,293.660616,294.678455,315.573604,260.797698,269.069032,249.495652,306.801033,255.911512,328.817683,282.506932,311.198830,279.627475,309.955729,310.570098
3840000000,830.146219,317.276168,380.484187,289.191195,777.899887,294.353776,682.190385,451.162717,604.103246,446.550248,593.906106,599.799834,670.213070,296.633989,312.133317,264.599169,352.794089,266.211911,646.729931,347.928676,344.966870,344.352769,344.245320,342.600107,580.396365,279.233846,277.800233,251.211209,327.823897,255.638593,568.569482,305.195365,321.496146,298.327077,321.275690,320.437148,465.622910,266.670352,257.393780,242.384808,292.543716,244.160734,461.630925,272.972425,294.809099,270.440962,291.364516,292.028354,308.898384,263.453344,264.424897,249.180690,309.289966,255.740711,324.289002,281.216103,310.653878,277.704690,308.461387,309.439812
4480000000,860.409514,328.768198,394.928215,300.125687,822.178499,307.349012,714.056622,465.480342,635.152560,462.177807,626.096106,630.028519,684.516099,308.146243,331.672160,277.902972,375.508825,280.349249,657.330225,366.808842,365.970154,364.630022,362.590078,364.191892,615.458543,296.445914,296.762358,264.813390,346.548437,269.836217,606.179989,323.066584,338.574189,321.503244,340.018898,345.866228,494.745324,280.145680,266.974594,252.173389,306.118912,256.546603,504.315385,286.208314,306.243504,282.283536,301.623277,304.193759,346.862113,276.642130,276.097401,258.417091,325.380910,266.400003,357.983374,294.063722,322.336398,289.548937,320.034397,322.428762
5120000000,880.240233,326.454354,403.482251,301.251128,836.245627,310.750112,739.136403,478.245777,645.753757,470.618458,633.920261,637.653700,699.783352,308.466473,338.239771,279.473423,394.419073,282.782237,649.996330,375.922085,379.868818,373.454281,376.818091,377.221390,630.023711,294.339800,304.201994,267.079793,369.461236,271.967880,613.464194,331.256551,360.632643,329.102435,355.326079,358.148441,539.094175,283.469853,269.817029,254.551476,313.705715,257.687043,531.010612,289.708756,312.658107,287.932699,307.171401,307.494052,379.251258,280.947243,275.203903,258.183939,319.973517,263.138582,398.677715,294.953657,327.844576,290.912724,325.330391,326.880358
5760000000,883.869199,333.211322,405.034071,305.269824,845.824487,314.798596,703.700815,494.616964,644.028455,489.284880,633.242585,639.692889,716.097590,312.040526,342.637717,282.680344,392.130397,286.290988,670.861606,379.243665,384.966098,377.949000,380.833942,381.467330,634.982052,298.009565,308.284278,268.649348,363.436270,274.727329,617.415466,337.295276,360.003994,335.272930,357.168541,357.532301,543.387285,286.825828,272.813202,258.106054,306.784204,257.585079,553.903080,293.474282,308.533646,291.160027,304.469762,306.458623,416.959538,282.943809,274.676285,257.662200,315.584656,262.672425,420.212145,293.145176,323.169292,289.283658,320.447448,322.340972
6400000000,891.231453,334.044958,413.607477,307.170126,854.703397,317.119668,728.891724,508.291440,667.096475,503.538699,657.423028,662.508066,729.588385,316.343603,350.454398,287.565998,411.606999,289.808285,664.088777,388.288779,398.561314,387.689573,394.649450,395.924302,659.579481,303.195820,317.571232,272.554916,387.134795,278.587497,630.652324,346.147516,382.751334,344.383020,378.304763,381.750350,562.505112,290.725322,280.015922,261.437821,316.689974,262.175087,566.887030,302.976494,316.356130,301.114302,311.761367,313.134053,446.528953,286.762054,279.167702,259.732734,327.821185,264.024133,451.353084,296.753034,329.782737,293.368962,327.394043,328.752476
