Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64
44800000,203.057456,149.638251,141.019819,129.571669,209.719363,134.685548,218.017918,154.698782,193.667122,153.975382,192.056211,192.528244,153.302943,120.480097,125.999280,124.138855,143.010446,126.245835,159.506453,134.281769,153.275555,137.052726,153.860549,152.592832,131.879339,118.099020,119.305531,120.377715,137.130386,127.799476,136.568108,125.563879,142.159906,126.455096,143.262041,141.841791,115.780194,114.120225,118.384210,117.859801,128.642691,123.074954,126.717699,123.830503,140.535862,124.450813,141.004114,139.893590,117.062117,116.188919,119.271921,123.821729,131.963408,126.753032,123.416577,127.463304,138.547650,128.112982,139.084140,140.212453
51200000,197.466295,153.949645,144.772868,132.430037,206.819062,137.567368,226.619043,157.008047,192.155670,157.069489,189.986213,191.948303,153.589861,122.809072,127.773764,125.154412,144.804631,127.586106,160.690607,136.365520,155.644327,138.393462,155.442573,154.895966,134.894032,118.934582,120.362071,121.465803,138.589620,128.958766,139.774328,127.459827,144.834772,128.614018,145.550754,144.361401,119.421286,115.583887,119.447404,119.087208,129.947247,124.136720,125.086322,126.901434,142.819143,126.037889,143.052206,142.326797,118.482953,117.390006,120.420632,125.310876,133.785096,128.081134,123.932062,129.485703,141.104348,129.799246,141.004043,143.133764
57600000,205.143604,161.509609,150.127092,132.128661,216.952083,139.888014,245.752272,161.579528,198.204749,160.279449,195.293312,196.231217,158.611513,124.749130,129.333382,127.107339,146.505263,129.009319,164.680150,138.688320,157.791776,138.689438,156.940562,156.875091,139.782721,120.654044,124.802609,122.311651,140.512393,130.221710,142.338382,129.177311,146.886532,129.476828,147.414036,146.863698,121.836903,117.340662,121.456788,120.223517,131.285880,126.482820,126.798701,127.079456,146.425777,127.540572,145.805633,145.088404,120.655012,118.510676,122.611375,126.624809,135.375544,129.138193,126.049074,131.140529,143.767083,131.042441,144.095568,145.858953
64000000,216.144427,168.978757,153.421032,139.290601,224.059247,144.188041,252.090368,168.222498,203.581161,167.027477,199.836151,201.463139,165.934790,130.218436,131.165637,129.882140,150.284579,131.712272,171.207505,142.374298,161.238078,143.087813,161.494392,160.951064,146.342848,125.995214,126.591274,127.579857,145.363927,133.068581,152.322148,131.129742,149.002106,132.984063,151.807560,148.803889,126.305433,121.694367,124.402627,123.662206,135.039644,129.461661,130.465872,128.353444,145.967496,131.054744,148.161164,145.271361,126.054943,123.162691,126.633583,130.280536,139.479318,133.213878,131.168599,132.358876,143.472976,134.956284,147.833646,145.444644
128000000,399.205709,195.656699,189.337752,166.678139,290.574746,174.731022,420.995983,208.459370,258.120365,206.235470,250.673787,253.885856,226.822638,166.786964,172.015468,166.233641,193.927485,168.977000,226.962644,185.568960,204.138235,185.828472,203.574052,203.632037,205.067315,164.707651,166.685477,164.972854,191.582098,171.423405,210.227602,178.687386,200.140483,178.451560,200.118676,199.735914,186.648017,164.123943,166.794591,164.979754,179.748394,169.327910,190.278460,173.692372,192.889710,173.419236,192.837040,192.315556,176.822147,168.991029,172.388960,176.309127,186.711894,177.460077,183.120690,182.500757,194.879700,181.858682,195.118675,197.294615
192000000,490.472110,209.072626,203.206100,180.296220,269.911243,185.733741,455.820354,223.107666,259.776990,220.011856,252.178861,254.948480,226.051403,177.897735,187.679391,178.769160,213.302115,182.373464,232.876666,201.813869,222.582139,201.810076,223.143654,221.657449,219.610625,178.337937,182.625907,179.151597,209.674012,186.014578,223.455060,193.405588,215.762298,194.382249,217.380200,215.545570,203.796346,177.322596,180.993093,178.823963,195.215268,182.868699,211.198974,191.025599,211.616197,190.458940,210.373827,210.323959,195.311661,182.526874,186.699276,189.794785,201.786172,190.796306,202.769254,196.201493,210.078718,196.982186,210.431634,213.082122
256000000,526.614374,218.494698,208.785379,185.551042,299.861795,193.484139,483.121523,233.631846,269.281204,230.535026,260.781615,264.470132,239.666348,188.699514,199.046473,187.349455,228.781809,190.853717,245.214831,214.835547,236.909038,213.767090,236.323767,235.780636,236.271847,187.349791,193.454022,188.264162,225.223900,194.428572,236.544935,205.133586,229.449583,205.821179,229.805316,229.309337,219.522595,185.504198,191.148578,187.559284,206.434290,191.346061,228.152456,200.716699,222.678366,201.348459,222.369244,221.480731,209.520449,190.868492,195.748559,198.137868,211.280329,198.732774,218.116271,204.943635,220.332440,205.930720,220.735131,222.978145
320000000,575.556426,228.870390,222.463795,196.934683,308.441808,200.692695,563.707519,249.599324,292.585397,244.146528,287.705129,287.204187,258.535214,195.798135,206.528136,192.380177,237.293418,196.503835,263.777942,222.170132,245.023854,220.731360,244.003007,243.836756,247.800536,190.941484,200.923199,193.399693,234.873045,200.869800,254.036641,212.661636,237.291434,213.717125,238.696540,237.277808,237.867104,191.140768,198.346500,193.918718,215.365887,197.436995,243.208243,206.649238,228.371682,207.895804,229.027098,227.836205,220.650740,196.485507,201.564556,204.448902,218.530373,204.760318,231.111047,214.313984,231.191119,213.986977,229.314843,231.880437
384000000,588.688795,236.808069,225.733573,200.323649,294.054811,204.917602,539.558889,256.609872,291.097157,252.831550,286.879146,276.874852,257.629065,201.019189,210.377656,195.249109,242.448040,199.180068,271.910162,225.524665,249.459300,224.166875,247.602842,247.665213,239.916476,195.249740,204.873203,195.752606,240.197358,204.207632,247.509452,217.784068,243.152678,217.820494,244.287035,243.166650,236.982340,194.417554,201.767128,196.650013,219.122727,200.074330,240.632144,211.895336,233.899087,213.021244,233.770310,232.679176,224.030957,198.358533,205.135807,206.787843,222.300312,207.162143,234.776525,218.690047,235.197760,218.547857,234.716057,236.561424
448000000,599.512079,243.356633,237.462664,210.763071,308.851692,207.545286,578.220999,268.931849,295.758744,264.401099,296.599417,283.291869,265.175518,204.399359,215.122579,198.685460,249.415337,202.550668,281.800013,229.485044,254.491833,228.810985,251.977004,252.371657,247.184520,198.885874,209.568756,199.133575,247.885277,207.032573,252.238223,222.407538,251.035254,222.203012,250.871479,249.817594,241.107149,194.153088,207.704953,200.217744,224.913473,204.142283,246.594461,215.513044,239.112358,217.135705,238.830051,237.693973,231.482197,200.567212,209.381128,210.841904,227.651271,210.497311,241.378271,221.331897,238.896886,222.286788,238.395068,240.535792
512000000,620.037764,243.747772,246.562472,208.588563,323.943721,213.692166,564.061879,276.416519,321.697118,275.393138,305.215520,318.222558,296.745142,215.059003,219.410868,201.592619,254.573801,205.885736,323.444404,235.599283,262.026996,234.071506,257.613551,258.317001,252.575133,205.014313,213.938865,201.900325,254.794772,210.172212,254.873123,226.151319,257.155255,226.513742,256.590859,255.250367,251.062443,201.107820,210.572293,203.348668,230.309254,207.102970,251.776449,221.619103,243.794876,221.631092,243.862433,242.608058,237.690182,204.665208,212.768067,213.356169,231.698689,214.213615,244.893328,225.920849,244.253737,226.902240,244.858967,245.666563
576000000,626.286953,252.257627,258.425863,216.414900,348.493044,219.728577,590.838686,291.667055,340.070136,288.442410,327.631672,333.754092,331.221825,214.191913,220.899372,203.492096,260.243892,208.107509,331.457627,237.531903,262.033270,235.894233,259.564612,260.978555,255.656221,207.423697,217.677225,204.290952,263.321839,212.694229,258.979351,229.352711,258.815971,229.181151,258.336049,257.999919,253.092725,201.910372,213.971485,205.481606,235.155300,210.315662,254.089918,224.423220,247.526912,226.927680,247.347693,246.215576,243.146208,205.858358,215.718134,216.372398,235.650487,216.908827,251.611868,228.767700,247.075157,229.825052,246.557545,248.119682
640000000,643.700924,254.057304,268.066795,219.560410,395.046085,221.484153,597.845886,302.116137,366.558975,298.907394,359.560162,369.191105,352.573624,221.262720,222.193873,204.714795,265.223375,212.369128,355.428724,241.535343,268.004191,239.824072,264.975546,266.693583,269.266175,210.552788,220.308372,206.015824,269.987264,214.689733,277.879906,233.204430,268.103647,233.426403,266.264031,266.557363,256.303348,203.168112,216.450769,207.166903,239.101668,211.415513,263.950457,226.760722,251.592021,228.826510,251.397067,249.959019,254.962187,207.261183,218.457442,217.653035,238.920459,217.987179,259.436073,231.235448,250.049671,233.651318,251.611192,251.030203
1280000000,725.208569,276.511055,312.327412,245.565181,590.166972,243.705311,617.550722,353.877828,486.796144,349.148011,476.163635,480.925799,515.559458,249.893413,235.757011,219.547649,281.872519,221.667961,493.805773,257.699932,282.566091,257.473987,279.660890,280.846019,352.851422,238.422996,230.487617,215.083379,299.259459,225.392274,370.414535,249.217271,286.199641,248.081641,282.926687,284.208037,267.286389,221.467507,232.804950,217.217131,262.323040,221.442282,277.954570,242.757350,269.282855,242.665259,267.889378,267.438582,262.184754,215.503930,232.767991,227.564523,258.663969,227.656674,275.255617,250.340414,269.979012,251.129332,270.495684,271.314071
1920000000,765.520609,294.520252,337.073193,261.247768,673.832934,260.892707,639.636733,381.405136,547.042983,377.615667,535.703744,541.084615,584.449822,265.030219,258.934887,231.643492,306.573468,228.793211,572.579846,286.381511,298.465751,286.029553,297.368301,297.297084,466.792575,252.553599,243.946230,224.241628,318.172663,230.875211,468.373057,260.320514,307.389748,258.566991,304.772951,306.140477,309.305470,237.549091,243.886121,222.603093,276.467746,227.181469,317.562614,253.516101,282.087260,252.450069,280.212213,280.148752,287.129258,227.026771,243.130653,233.071643,274.397575,234.045868,296.365500,262.163963,284.735648,262.135907,284.819892,285.809118
2560000000,793.286333,298.313085,352.086004,267.877837,717.701895,269.987016,658.069577,404.142701,580.091777,398.898398,569.129403,575.455004,622.154150,273.647669,277.277425,241.690922,308.887871,237.895930,595.339215,306.810466,307.609978,304.230521,301.706159,302.925512,525.029093,261.375331,246.755523,230.711569,314.821776,235.192017,501.225361,267.074004,302.461876,263.137302,297.008926,298.025214,361.030161,247.560080,246.909004,224.408101,271.552171,230.089006,365.689198,256.972511,286.132885,255.156432,282.420614,283.274798,281.799586,235.735305,247.984476,235.541795,280.215861,236.680381,289.200792,266.972196,290.732763,266.709193,290.600478,291.260148
3200000000,801.683402,309.721057,364.397956,276.630941,749.937535,280.008059,660.611176,421.551274,589.769420,419.129486,578.189041,582.618126,648.982738,285.332517,297.574391,251.712588,329.101225,248.300106,624.421694,327.972493,324.327309,327.357273,322.693498,322.932852,558.019901,277.353993,256.482176,240.129286,317.536256,244.479915,525.442636,282.545923,322.999483,282.357153,318.988888,321.809642,426.697276,262.670400,252.536152,231.730018,285.314275,234.134100,429.865425,265.534492,296.860536,263.547178,293.549897,294.910985,313.096908,250.532433,257.437564,241.137260,294.925339,242.098518,321.785876,275.300599,301.964160,274.982631,300.766464,302.202603
3840000000,821.096050,316.316724,372.147589,281.071929,775.324839,284.584881,678.259469,448.178325,606.790925,442.689867,595.909684,600.367475,680.299561,293.266346,307.217201,257.570769,346.330301,255.087520,637.023400,340.464363,342.052129,339.150985,343.725203,340.429229,590.359999,276.716074,269.154772,244.985209,322.987410,248.716714,572.769360,298.759340,314.246113,292.136877,313.478715,312.532852,476.050713,262.961991,253.479757,233.595184,287.042427,234.739707,462.030740,265.747113,294.382568,263.197091,291.241123,292.087399,307.683014,252.440470,252.848477,240.624231,295.713517,241.586971,318.713639,274.299180,301.174906,273.786174,299.065322,301.043298
4480000000,856.919865,327.637954,386.756257,291.218951,823.328122,296.583136,710.421336,462.375208,640.828909,458.944173,628.986096,634.341960,695.842165,303.374095,328.104600,270.364468,368.654745,268.160166,648.090946,360.445205,364.041433,357.596389,360.120625,362.719807,627.777298,294.442681,288.004208,259.020079,340.414175,262.818017,609.415608,315.599803,330.585571,314.257132,332.977027,338.158831,505.562936,276.338838,262.359484,244.794633,301.208449,247.556288,506.800846,277.617347,305.028714,274.745448,301.518619,303.648375,346.753613,265.587464,264.926314,249.791449,311.809956,252.424250,354.509706,286.845395,312.531145,286.314618,311.027144,313.942652
5120000000,879.602585,325.351824,394.330155,292.279138,839.028719,300.317635,731.731393,474.708357,652.484814,465.874194,639.406495,643.687036,713.354855,303.746577,333.331417,271.989205,388.927905,270.540131,644.985222,368.461811,377.431345,366.520626,374.700612,376.229769,644.099396,292.924158,296.251785,261.076683,365.282846,264.581544,617.815749,324.018579,354.084956,322.166437,348.878647,351.758675,551.652653,279.202564,265.431663,246.370627,310.105082,248.358067,531.706789,281.792260,310.557592,280.047362,307.671067,307.217505,379.464617,271.142850,263.961457,248.661673,305.487017,249.367666,393.997718,288.232848,318.884359,287.536781,315.815379,319.321823
5760000000,876.488895,332.201552,395.537247,295.735249,847.163897,304.134916,703.646676,490.559785,650.808831,485.524880,638.030161,643.676759,726.902103,307.760044,338.556569,275.524877,385.789183,273.553770,660.492217,373.568644,383.028947,371.886046,379.544058,382.057670,648.934626,296.389022,301.422244,262.542140,356.428638,267.522617,621.819107,329.695456,352.115182,328.583785,349.171025,350.108047,556.707080,284.257525,269.501020,250.202801,303.186743,248.476953,555.909410,285.310729,307.169366,284.287817,303.840414,305.249370,419.279721,273.648270,263.491679,249.095601,301.408147,248.531047,418.069681,286.483018,313.407869,286.107463,310.676810,313.855160
6400000000,885.031633,333.729443,403.458962,297.913054,853.590216,306.411288,716.879617,504.857183,675.915792,499.832374,662.757312,668.266365,743.496836,312.773632,347.175620,280.255249,406.361188,277.369607,658.099855,382.718446,397.155988,380.805160,394.163291,397.170929,674.720683,302.365961,310.987864,266.246443,382.335911,271.644052,633.300338,339.182783,376.563074,337.754877,372.125874,374.051784,576.079873,287.653604,276.592629,252.722408,312.613731,252.212203,568.202788,294.658927,315.596087,293.721209,311.975463,313.344264,448.678417,277.088697,267.628761,250.798413,313.453164,250.115259,448.162830,290.261001,320.914986,290.144121,318.355410,321.007425
12800000000,975.915273,370.532527,457.882549,326.394689,957.972953,337.493497,779.935337,595.445189,726.160385,590.087413,715.088671,718.974151,831.482925,342.959014,399.203232,311.752964,467.573330,313.723618,705.356843,436.576661,467.520008,435.194534,462.901085,464.133579,778.257821,336.626919,370.234881,299.044664,448.344334,309.783767,688.696908,397.825256,449.717938,395.650081,446.206373,451.088546,694.880756,323.173432,338.003645,287.192040,370.938496,290.748039,655.040493,358.119720,369.810139,356.121575,365.596796,367.734110,591.032318,314.137465,309.140108,285.334960,343.465721,283.160311,582.892849,333.726353,346.750456,332.915654,343.707932,348.013863
19200000000,1026.724610,386.611786,489.680634,341.777732,1009.702564,351.541655,811.977152,629.051146,759.295000,624.202823,747.599121,753.383950,883.355875,358.682065,425.754626,326.085422,509.926966,327.151106,732.161436,464.136465,517.240131,462.596068,511.217212,515.077781,819.498895,348.539919,399.077291,313.282668,550.803190,320.902064,707.031280,424.862963,525.364067,422.776539,512.587728,521.280523,744.022616,335.278058,369.156740,302.852469,409.499947,306.929107,675.448746,385.894870,408.517962,385.278849,404.024089,405.520940,651.653319,323.923980,344.270302,303.257836,377.425816,301.960402,642.779677,368.318016,383.512103,362.650250,377.527478,384.206402
25600000000,1060.072571,381.293808,501.492998,338.229075,1057.528834,351.401469,809.067431,645.036441,759.045403,640.787521,745.439331,752.893033,898.594395,357.732892,432.596391,321.125867,542.205851,324.237943,740.803794,477.199852,538.616698,477.353620,534.938413,535.569696,852.508404,347.999116,408.649941,311.722910,625.545395,321.021249,705.628473,433.831678,563.142029,431.522730,554.662963,560.179041,772.406420,333.974632,380.755428,302.840972,428.002777,306.895961,684.947320,395.791826,423.292930,393.181679,420.235815,420.781924,692.887880,325.604904,357.950834,304.122133,395.856438,303.946548,651.860596,373.862848,399.756926,373.053070,395.675303,399.827650
32000000000,1080.708893,395.440612,518.948345,350.777446,1118.697222,362.099948,821.930988,643.123449,751.930750,642.655406,742.469432,749.054258,922.193343,371.514678,452.080572,332.876989,601.148668,334.470920,746.374311,509.934556,580.832126,509.984818,576.491156,577.595655,875.643930,360.610469,428.498729,323.340733,694.294308,329.664702,728.632468,455.709828,611.657096,453.587591,604.112899,607.377490,807.924372,350.162776,403.086246,313.990446,462.568044,317.006652,699.799378,416.695509,450.888466,415.123454,447.887901,449.444348,730.778059,340.085925,385.380140,316.008464,436.076878,315.622513,678.772355,395.643644,433.971107,394.626554,427.532951,433.111866
38400000000,1108.721333,401.660198,533.271587,358.726212,1095.149720,368.620779,829.799133,659.164747,773.990476,654.396195,762.726086,766.910908,936.919241,376.528589,459.671896,337.013302,642.454631,339.791243,747.519303,529.667186,605.249981,529.550421,597.383263,601.287146,891.669572,366.211604,435.323839,328.344973,730.443751,334.784179,721.532584,476.053897,627.632877,472.887943,620.143129,623.513888,831.298680,353.273235,407.913738,319.054473,466.319095,322.234676,701.842370,428.660515,466.820644,425.773669,462.008792,462.672779,751.016126,345.281953,390.557699,320.917727,439.989509,320.391090,682.135410,407.535148,442.373774,406.569767,437.988676,443.326033
44800000000,1131.071588,410.429663,541.552895,366.934392,1114.424458,376.120492,829.420641,664.197801,775.970749,660.733015,763.374425,769.689168,957.541859,385.675914,468.402908,345.928114,691.949965,343.713399,802.192231,548.746760,628.167716,548.749943,621.449389,623.977830,903.673550,376.201982,442.354775,333.851197,766.876150,340.111136,749.653024,488.600570,642.621919,485.914878,634.708548,638.811196,840.724593,362.460097,417.634433,324.270254,484.112455,327.752103,718.348188,438.159735,481.157399,436.770441,476.003867,477.664807,773.645750,350.846591,400.150096,327.297194,451.954330,326.197329,691.200091,417.928042,457.852069,418.449330,454.316230,458.017311
51200000000,1154.451957,404.756630,550.445915,360.873121,1137.562954,375.178046,841.439988,668.489486,791.784586,662.545655,778.744898,780.083245,976.931646,384.349418,472.543009,343.344194,729.183945,345.345384,798.580037,561.356596,653.159284,558.827469,647.141418,649.309656,932.413700,374.177798,447.248381,331.205967,789.555582,341.441140,736.519155,499.752343,672.567937,497.832297,664.740235,668.760469,850.909599,360.538655,419.677255,323.252361,487.509532,327.036566,706.998177,443.314518,491.922334,440.326990,486.598414,489.285739,787.013121,351.592097,404.416312,326.178364,459.430172,325.246125,697.568810,422.728070,467.786044,420.838810,462.988178,468.662493
57600000000,1159.851493,413.862780,557.627225,370.582247,1138.823519,379.782240,849.784092,672.700500,784.359586,667.441552,769.235151,774.478072,976.315465,386.315133,480.568900,348.202093,762.395387,349.733264,794.238534,579.337568,669.040556,577.971882,664.300197,665.022859,938.655177,380.709768,454.354070,339.831209,812.552732,344.950062,757.572969,514.563553,676.760921,508.803406,668.502869,673.060490,869.177914,365.754165,429.537638,329.442821,501.669789,331.968989,713.494383,451.214548,501.146135,448.715679,498.039027,500.285244,799.442121,360.039707,412.910714,332.628869,474.471434,330.912646,703.832896,430.740066,478.792443,429.864655,476.154413,479.209552
64000000000,1170.335175,418.377749,560.244544,372.498707,1171.086667,383.965717,833.649101,677.453274,798.835162,678.483755,790.654196,796.817175,990.775833,397.139341,492.696081,355.566437,801.405868,357.292991,805.621592,592.651946,680.395306,590.370025,675.481124,677.447915,954.316908,383.728131,465.260489,344.521198,837.079290,350.685914,764.544183,534.434575,680.095821,528.114314,671.511820,676.954750,879.963742,371.713957,439.658003,335.330918,523.882473,337.352235,739.433230,464.380444,517.231600,462.830409,516.755036,517.691623,815.374087,366.639152,425.804851,337.572209,497.844038,335.440225,717.978282,444.018813,499.624708,443.818797,498.856909,502.269073
128000000000,1235.741559,249.313900,617.046432,229.678537,1248.068762,240.894224,890.226487,715.663870,838.367293,711.195399,825.109881,829.264845,1065.683217,415.497284,527.474153,371.196091,943.931699,376.558475,831.979070,664.699883,732.988292,662.108231,724.866059,727.223854,1019.173505,404.195050,499.598880,361.251917,938.033977,370.293078,815.406972,616.636572,752.649031,612.621516,743.588715,747.628523,965.149021,392.635662,471.545035,353.669540,644.379585,355.727801,782.219522,521.535814,621.069917,518.798344,615.376057,618.776945,892.900656,383.230896,458.700736,354.895368,600.883208,353.891672,734.515412,488.105023,581.402933,485.177342,576.273681,580.971738
192000000000,1276.760275,294.945487,667.601858,264.973750,1308.228480,271.923529,929.632609,732.444388,866.101987,731.004453,853.346635,857.748021,1118.454941,429.972377,574.931328,385.048771,1005.206558,388.584003,867.694045,705.502723,782.833035,702.009005,773.659401,776.818784,1050.750301,419.900807,539.569191,377.852806,995.051354,384.326766,870.896233,694.324804,844.370908,690.852533,835.527439,837.584271,995.728809,408.363978,510.814549,373.053069,754.302969,369.115756,861.779637,626.868600,739.193666,637.189667,732.970866,742.370287,938.027485,400.442214,492.453456,368.040975,722.355388,368.212777,799.332456,600.800782,706.872664,598.009642,701.345430,737.113520
