Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64
12800,22.220826,22.396815,22.619208,22.747617,22.996028,22.470020,22.548044,24.099859,24.727963,24.114483,24.336375,24.002221,25.045647,24.969119,24.650625,24.777561,24.880095,24.900973,26.336187,26.239676,26.407242,26.204891,26.462526,26.253586,25.131460,24.924768,25.106076,25.181938,25.009031,25.124340,26.350508,26.044532,26.160900,26.211446,26.576751,26.313399,25.023087,24.945618,24.864848,25.195556,24.959070,25.013745,26.255768,26.172731,26.491477,26.247183,26.331925,26.321603,24.800860,24.965160,25.111603,25.127795,24.870638,25.180781,26.352882,26.060317,26.139934,26.370181,26.364196,26.585212
19200,21.839359,22.022094,22.573314,22.656047,23.012712,23.042735,23.049688,24.183324,25.197904,24.224583,25.021219,24.824529,26.540897,26.828382,26.475775,26.594412,26.551634,26.541036,27.888973,27.871690,27.826626,27.793962,28.018760,27.546266,26.689310,26.621904,26.900243,26.920622,26.777381,26.908011,28.013847,27.600063,27.532357,27.772821,28.058820,27.725083,26.748785,26.694340,26.716918,27.040828,26.821497,26.544059,27.833700,27.785745,28.063938,28.137338,27.773233,27.789945,26.410483,26.728868,26.903247,26.884107,26.738775,26.761985,28.023037,27.661932,27.476526,27.756024,27.871258,28.123651
25600,22.725280,22.894464,23.656574,23.653756,23.975604,24.221624,24.128716,24.983658,26.062653,25.093441,25.763395,25.510658,27.667241,27.852680,27.415836,27.430957,27.565670,27.528217,28.776893,28.592463,28.557867,28.529811,28.800365,28.398317,27.509735,27.737469,27.900207,27.770298,27.839178,27.895676,28.891715,28.250241,28.298723,28.591691,28.773281,28.482609,27.728277,27.814241,27.641457,27.995775,27.754892,27.595113,28.531275,28.540029,28.690249,28.702699,28.517295,28.547319,27.443486,27.713167,27.910060,27.868743,27.777618,27.809127,28.896376,28.326007,28.210131,28.565205,28.508797,28.974935
32000,23.981835,24.252851,25.200393,25.316763,25.489499,26.033837,25.221697,26.175746,26.955276,26.360519,26.691238,26.456920,28.296459,28.341018,27.967470,28.009247,28.268661,28.365954,29.555471,29.330445,29.318504,29.188485,29.366085,29.173853,28.092641,28.406054,28.523374,28.266445,28.714305,28.853240,29.960604,29.348292,28.898203,29.593032,29.741357,29.503956,28.726962,28.771584,28.125814,28.576646,28.454160,28.186873,29.141190,29.134251,29.270175,29.500567,29.212345,29.204444,27.971691,28.429251,28.491295,28.432092,28.465583,28.473878,29.562192,29.064494,28.897155,29.221728,29.145118,29.646438
38400,23.785583,24.104440,24.943889,24.997379,25.221630,25.732271,25.062219,26.015753,26.902381,26.197419,26.610071,26.370802,28.400015,28.656075,28.439300,28.359132,28.850584,28.834780,29.740946,29.658682,29.686729,29.572663,29.731263,29.020214,28.658861,28.918178,28.991854,28.656979,28.982695,29.095381,29.970876,29.548017,28.702985,29.729670,29.868535,29.681069,28.908925,29.001945,28.393045,28.949114,29.017181,28.683217,29.522331,29.595657,29.575658,29.898621,29.728298,29.623558,28.188218,28.994420,29.043053,28.861441,29.026588,28.836385,30.031587,29.331746,29.352235,29.720781,29.792412,30.117614
44800,23.699893,23.494869,24.973745,25.286836,25.353471,25.971168,24.871560,25.978844,26.679303,26.182490,26.496112,26.211406,29.231908,29.520953,29.346000,29.393423,29.901139,30.005273,30.490033,30.692341,30.838112,30.714543,30.796248,30.063272,28.981582,29.158839,29.277346,29.077518,29.313270,29.401187,30.309981,29.730996,29.104776,29.994925,30.006750,30.004062,29.196334,29.326092,28.729963,29.320180,29.216414,28.996003,29.866796,29.889704,29.651913,30.264922,29.935753,29.843384,28.441193,29.140423,29.277157,29.095203,29.285609,29.088639,30.275608,29.509248,30.021309,30.008801,30.048503,30.373839
51200,23.894436,23.590203,25.245950,25.617552,25.706845,26.583744,24.940696,26.461787,27.158466,26.614050,27.038764,26.756637,30.146079,30.457283,30.306738,30.379589,30.825134,30.835585,31.192834,31.550373,31.699436,31.700621,31.696638,31.047633,29.198597,29.340262,29.638332,29.521064,29.656819,29.762327,30.566749,29.873150,29.561714,30.287080,30.275904,30.348893,29.469382,29.670675,29.107463,29.661452,29.560141,29.440111,30.286208,30.188724,29.829378,30.545099,30.222379,30.243147,28.667955,29.317507,29.623163,29.407043,29.637165,29.464321,30.490572,29.635039,29.870507,30.334688,30.407676,30.638174
57600,23.906780,23.804215,25.518532,25.786163,25.893907,26.945253,25.117631,26.760051,27.398827,26.890285,27.260412,26.974252,30.496785,30.851590,30.758139,30.929747,31.143130,31.211193,31.461400,31.895124,32.195361,32.017178,32.079011,31.607962,29.456478,29.520789,29.882437,29.830790,29.880699,30.058202,30.649870,29.919592,29.984237,30.520446,30.475527,30.616317,29.705102,29.938371,29.242411,29.978390,29.774358,29.645618,30.588395,30.434102,30.046131,30.783778,30.364824,30.754699,28.839263,29.558825,29.868102,29.766318,29.901979,29.757104,30.605017,29.753487,30.169239,30.564521,30.490490,30.684115
64000,24.463207,24.678722,26.273918,26.480867,26.451432,27.703767,25.778649,27.170744,27.897486,27.359303,27.728482,27.484107,30.792650,31.189869,31.160053,31.280537,31.623259,31.487068,31.661972,32.134589,32.460168,32.331930,32.373758,32.031452,29.714309,29.808886,30.099133,30.193556,30.269258,30.334727,30.773704,30.165869,30.394784,30.666818,30.740108,30.682394,29.892836,30.243630,29.589848,30.393459,30.184953,29.977556,30.865085,30.733506,30.590966,30.864551,30.671722,31.115693,29.121417,29.844660,30.099866,30.162252,30.147467,30.101605,30.761341,30.021377,30.365160,30.713296,30.666665,31.092173
128000,25.177781,25.554267,27.509569,27.634379,27.653158,29.187612,26.774895,28.041008,28.887200,28.251736,28.686015,28.395782,31.094627,31.871401,32.028346,32.022702,32.055932,31.974797,32.167864,33.002474,33.331387,33.320097,33.065121,32.561635,32.684242,32.714915,32.944964,33.242117,33.280884,33.289745,33.682700,33.532384,33.709591,33.560286,34.142202,33.804528,32.214092,32.644662,32.704990,33.292389,33.078155,32.974170,33.546116,33.053686,33.062076,33.465629,33.403494,33.701741,31.865286,32.171725,32.839800,33.348644,32.556717,32.764365,33.170995,32.981433,32.818124,33.338369,33.252411,34.024223
192000,25.022967,25.562447,28.093084,27.893995,27.883299,29.456099,26.856461,28.239295,29.145353,28.406722,28.984176,28.564609,31.026620,31.725880,31.910376,32.022327,32.025080,31.950375,32.113092,32.926779,33.303190,33.303684,33.144793,32.682462,32.276022,32.179290,32.814082,33.154003,32.914098,32.770294,33.117909,33.187418,33.172128,33.119625,33.632055,33.359040,33.772819,33.742421,34.149930,34.438100,34.302501,34.645674,34.803590,34.368287,34.314114,34.543789,34.791895,34.812424,34.639970,35.444154,35.572241,36.597280,35.232578,35.797804,36.095005,35.962534,35.748000,36.132385,36.288048,37.449121
256000,25.483097,26.386169,28.301772,28.484821,28.602293,30.198363,27.252605,28.856607,29.838528,29.197227,29.795223,29.081011,31.598104,32.282812,32.532369,32.740204,32.564861,32.810858,32.670972,33.630315,33.975312,33.811683,33.673785,33.443734,32.903278,33.095942,33.703692,33.727519,33.752083,33.789474,33.815566,33.998802,34.069040,33.962488,34.465582,34.406495,35.167368,35.454690,35.462591,36.685644,36.527546,36.323457,36.128520,36.413774,36.736886,36.156954,36.616474,36.706783,37.739643,38.243047,38.125732,39.322903,38.089635,38.665959,38.729263,38.922895,38.131823,38.929622,38.986883,40.295875
320000,25.555385,26.447048,28.396881,28.581771,28.639700,30.324686,27.302769,28.940100,29.918824,29.265956,29.953222,29.197567,31.682490,32.344986,32.562868,32.776944,32.655739,32.816361,32.761601,33.669606,34.043183,33.966936,33.828179,33.556715,32.597606,32.717489,33.499472,33.440304,33.422475,33.396339,33.536104,33.702511,33.751852,33.668170,34.253972,34.080680,34.797628,35.010969,35.116638,35.863120,36.062966,35.301340,35.597324,35.800193,36.531861,35.627596,36.343971,36.095054,37.657148,37.968103,37.762734,39.129188,37.867126,38.608619,38.652236,38.760267,38.310665,38.559383,38.833296,39.876427
384000,25.547234,26.558421,28.531573,28.653822,28.891981,30.485637,27.337046,29.032146,30.140241,29.473802,30.087550,29.305446,31.545671,32.352525,32.647408,32.793571,33.238209,33.037166,32.750925,33.839672,34.154271,33.871184,33.783395,33.488400,32.917423,33.132535,33.743687,33.787967,33.820937,33.875338,33.870686,34.035564,34.195151,34.058672,34.596247,34.529409,35.081163,35.049981,35.305266,35.912056,36.159465,35.492313,35.632678,35.828843,36.495364,35.737435,36.341380,36.207619,37.999847,38.663166,38.147757,39.772476,38.584033,39.115632,39.253112,39.507538,38.974801,39.302379,39.444653,40.489607
448000,25.750872,26.713237,28.787195,29.061289,29.132169,30.778604,27.442410,29.262296,30.353998,29.700809,30.362006,29.569066,31.565648,32.419500,32.804753,32.895341,32.875806,33.318898,32.806680,34.066518,34.324258,34.022393,33.856897,33.551136,33.092225,33.487270,33.886866,34.071627,34.068782,34.212974,34.074058,34.420244,34.560658,34.343783,34.983581,34.774088,35.079173,35.263687,35.586485,35.921799,36.076001,35.730258,35.817368,35.994673,36.652474,35.942997,36.548936,36.271024,39.215616,40.409368,39.863482,41.435385,39.765348,40.463726,40.980329,41.233122,40.429069,40.559993,40.913831,41.831747
512000,26.026357,27.117208,29.142487,29.270933,29.528391,31.183082,27.875826,29.664934,30.676623,30.077342,30.598649,29.886127,31.918592,32.819110,33.174302,33.446378,33.231502,33.903766,33.143838,34.514470,34.682857,34.365066,34.319407,34.148410,33.441471,33.913344,34.259881,34.566995,34.465488,34.812324,34.545096,34.886959,34.931274,34.777466,35.470251,35.315792,35.653828,35.981903,36.363451,36.743313,36.837645,36.656111,36.510203,36.805936,37.403058,36.710349,37.183199,37.073769,40.561187,42.251814,41.252822,43.282994,41.260647,41.799456,42.790061,43.038730,42.210868,42.021552,42.803198,43.024404
576000,26.311502,27.364351,29.390571,29.484601,29.752489,31.374201,28.052203,29.819255,30.899244,30.260006,30.811103,30.094587,32.123857,32.957924,33.367278,33.642030,33.456368,34.112983,33.324341,34.613938,34.910682,34.583231,34.526909,34.306188,33.614698,34.051058,34.486439,34.682785,34.609880,34.946582,34.621584,35.114410,35.145127,34.912212,35.644497,35.427102,35.410637,35.847877,35.952854,36.445926,36.548567,36.200849,36.294845,36.530912,37.265256,36.420557,37.017478,36.777028,40.213307,41.708135,40.828438,42.850906,40.749666,41.146700,42.163584,42.551789,41.918335,41.516110,41.804412,42.557916
640000,26.111954,27.139037,30.123428,29.342249,29.726936,31.285119,27.899149,29.744835,30.804171,30.164128,30.790441,30.023703,32.060609,32.775079,33.234503,33.496014,33.296642,33.956312,33.143128,34.542845,34.767691,34.451523,34.343467,34.131502,33.477971,33.927805,34.243443,34.572452,34.483594,34.933053,34.496273,34.946802,35.002845,34.768400,35.523530,35.251123,35.259812,35.638366,35.842717,36.524697,36.500852,36.126084,36.137206,36.564683,37.154891,36.294724,36.903974,36.722639,39.459454,41.044456,40.472404,42.453742,40.225251,40.496242,41.558020,41.924018,41.633614,41.092199,41.301484,41.957819
1280000,26.655722,27.813588,30.047750,30.092632,30.367668,32.072690,28.332011,30.400071,31.579940,30.705833,31.478679,30.779902,32.398998,33.321678,33.752058,34.313065,34.047605,35.024344,33.554341,35.217162,35.340432,35.069711,35.102101,34.881929,33.782125,34.355230,34.788157,35.168291,34.911837,35.909466,34.803405,35.626385,35.333072,35.294957,36.373800,35.651655,36.254734,36.930956,37.147151,37.805620,37.675706,37.729709,37.366574,37.873864,38.579356,37.521552,38.167184,37.920119,40.655574,41.892599,41.440301,43.180753,41.488267,41.813821,42.365162,43.053098,43.012342,41.960734,42.371980,43.212590
1920000,26.790530,28.140168,30.534616,30.509518,30.667240,32.508394,28.671326,30.685412,32.032748,31.111539,31.978957,31.174480,32.623856,33.565332,34.197809,34.776198,34.866431,35.634755,33.744002,35.594968,35.948702,35.461297,35.650107,35.417890,34.103539,34.669360,35.163355,35.723781,35.212339,36.587876,35.105734,36.137349,35.891519,35.644757,36.285535,36.026295,36.255019,37.314348,37.491095,38.154596,38.010467,38.623013,37.525799,38.311501,38.769027,37.877008,38.395096,38.087854,41.228433,43.414440,42.343640,44.458189,42.530780,42.990337,43.842398,44.587302,43.911110,43.117606,43.170557,44.365181
2560000,27.193813,28.354911,30.853315,30.705938,30.936254,32.815975,29.001643,30.893164,32.299168,31.342342,32.225714,31.396795,32.846705,33.804801,34.549194,35.021003,34.761373,36.083877,34.295525,35.785498,36.250013,35.701265,35.928326,35.784103,34.330147,34.943861,35.378958,35.992457,35.467772,36.975574,35.303077,36.410651,36.093776,35.799939,36.587118,36.347522,36.560750,37.564201,37.827901,38.426145,38.322725,38.975350,37.837152,38.762123,39.122742,38.161110,38.762344,38.449172,41.635790,43.825667,42.616834,44.800296,42.926857,43.426974,44.179136,45.089916,44.213411,43.435179,43.539700,44.781920
3200000,27.528499,28.619006,31.115134,30.955599,31.187682,33.055417,29.221373,31.118251,32.550921,31.605673,32.473883,31.724461,32.963741,33.998526,34.797423,35.277192,35.063096,36.933876,34.226915,35.938220,36.536231,35.932820,36.262782,36.041989,34.548144,35.161310,35.637871,36.328925,35.979972,37.318529,35.582908,36.625536,36.483192,36.024839,36.921428,36.669050,36.799055,38.253046,38.068955,38.819924,38.705039,39.522245,38.095209,39.085511,39.596095,38.402383,39.199807,38.871845,41.374423,43.856298,42.685416,44.907787,43.040802,43.735119,44.297961,45.315320,44.228970,43.655534,43.594205,44.869929
3840000,27.430413,28.724107,31.259160,31.169182,31.365670,33.244590,29.374448,31.342397,32.720531,31.767246,32.743122,31.910267,32.993689,34.020650,34.903993,35.440543,35.118826,36.525045,34.194102,36.105369,36.638257,36.037776,36.368685,36.123032,34.571603,35.227742,35.711485,36.478154,35.962191,37.564461,35.490815,36.772951,36.549056,36.111901,37.036291,36.992017,36.883914,37.910781,38.130159,39.005326,38.867179,39.567633,37.905183,39.274124,39.817137,38.378996,39.364471,38.927097,41.577212,44.044921,42.863536,45.166827,43.457679,44.227185,44.482560,45.766727,44.455158,43.842347,43.888545,45.215732
4480000,27.967219,29.156225,31.615464,31.445552,31.689950,33.533142,29.675244,31.518046,33.041127,32.023065,32.931110,32.080218,33.383985,34.291203,35.245217,35.727994,35.516224,36.949699,34.527985,36.445327,37.064145,36.332634,36.677400,36.498554,34.944645,35.590488,36.108531,36.939630,36.383017,38.079141,35.912837,37.205000,37.324640,36.566233,37.465686,37.178278,37.355658,38.411965,38.655366,39.473886,39.375211,40.114838,38.405690,39.778238,40.285578,38.969513,39.975995,39.458580,42.293176,44.924554,43.525458,46.072353,44.219690,44.820722,45.343125,46.566399,45.096721,44.449572,44.515179,45.857839
5120000,27.721429,28.983852,31.564596,31.406666,31.569154,33.501921,29.658961,31.502691,32.944547,32.162948,32.905895,32.096956,33.343164,34.176192,35.208884,35.646235,35.457251,36.825016,34.415537,36.383603,36.915170,36.215620,36.669678,36.419321,34.774597,35.422778,35.981422,36.755843,36.289896,37.968340,35.769276,37.064955,36.823114,36.414352,37.355013,37.075515,37.171903,38.228704,38.445393,39.211436,39.157789,40.067306,38.219183,39.638563,40.114951,38.757905,39.725325,39.348392,41.899457,44.424908,43.229962,45.440630,43.869159,44.637896,44.737946,46.154142,44.728288,44.132469,44.162993,45.558356
5760000,27.742439,28.973187,31.576188,31.427738,31.708926,33.593646,29.693199,31.556164,33.130693,32.064440,33.042553,32.278656,33.241629,34.223495,35.216899,35.714712,35.529791,36.921726,34.451204,36.392008,36.998162,36.291368,36.706814,36.515985,34.991672,35.496961,36.040526,36.919453,36.439358,38.037869,35.773622,37.136745,36.998147,36.521665,37.508345,37.153755,37.160287,38.289798,38.493156,39.317331,39.208141,40.070742,38.228908,39.707566,40.160200,38.815872,39.835318,39.447079,42.028431,44.536165,43.368242,45.607050,44.063765,44.939191,44.901895,46.376444,44.894364,44.382921,44.440932,45.599044
6400000,27.930991,29.181484,31.729905,31.533646,31.839560,33.756535,29.862943,31.701179,33.219101,32.203683,33.163073,32.388269,33.420886,34.317342,35.339233,35.878712,35.734192,37.115897,34.494800,36.551257,37.197361,36.401721,36.911689,36.677009,34.952788,35.632185,36.184426,37.058086,36.549888,38.319425,35.940807,37.274760,37.119009,36.669680,37.649943,37.295581,37.341929,38.450499,38.723907,39.549795,39.419042,40.456227,38.352052,39.936396,40.447695,39.031287,40.116616,39.646075,42.139151,44.819117,43.664250,45.871522,44.273679,45.064867,45.042001,46.542966,45.094411,44.820847,44.520123,45.968142
12800000,28.577252,29.681152,32.401740,32.171691,32.592984,34.554784,30.279137,32.490420,34.101249,32.850392,33.927675,33.074640,33.935174,34.801088,35.891867,36.486330,36.404446,37.863121,34.939380,37.142118,37.854969,36.929276,37.614891,37.371390,35.399526,36.092341,36.773590,37.706218,37.262268,39.161799,36.309341,37.890582,37.923828,37.303349,38.348415,37.996110,37.825577,38.989116,39.368682,40.336802,40.174199,41.288668,38.839992,40.499742,41.414675,39.864930,41.163036,40.504835,42.853344,45.533170,44.385371,46.817982,45.217959,46.051232,45.773187,47.329015,45.937428,45.237220,45.491264,46.753900
19200000,29.036765,30.032748,32.844063,32.539996,33.118910,34.931080,30.526109,32.806043,34.442264,33.193934,34.241584,33.531292,34.230400,35.123018,36.282111,36.835831,36.853536,38.481133,35.174565,37.517892,38.310503,37.330654,38.065630,37.853440,35.732484,36.450021,37.174894,38.165038,37.647672,39.816332,36.648814,38.327450,38.448800,37.762450,38.820928,38.355875,38.213942,39.313897,39.902334,40.908682,40.696395,41.816312,39.134056,40.927137,41.899678,40.339578,41.713390,40.931675,43.447484,46.230640,45.029302,47.550010,45.719117,46.661693,46.286057,47.929428,46.527025,45.784327,45.999908,47.408825
25600000,29.065722,30.291286,33.155235,32.891103,33.489556,35.264125,30.638878,33.146607,34.776720,33.578438,34.534768,33.805544,34.388304,35.327649,36.532997,37.051642,37.156922,38.712287,35.287551,37.638288,38.578686,37.559960,38.416047,38.112824,35.860006,36.655252,37.498639,38.367096,37.869485,39.966290,36.996803,38.561615,38.762166,38.030179,39.155680,38.599016,38.348918,39.527068,40.042093,41.111384,40.984781,42.110382,39.213177,41.117534,42.286470,40.606845,41.902030,41.367504,43.673090,46.310244,45.254551,47.868602,45.935281,47.017046,46.344521,48.247635,47.011958,46.094068,46.530235,47.682935
32000000,29.212849,30.438842,33.457232,33.129438,33.833527,35.631131,30.768443,33.482605,35.140496,33.770821,34.833093,34.090135,34.483158,35.469797,36.756665,37.370616,37.395525,39.004593,35.393264,37.881011,38.817715,37.813631,38.640694,38.410507,36.106843,36.717630,37.616740,38.612922,38.163297,40.238995,36.898652,38.822154,39.071563,38.234451,39.430469,39.179112,38.460036,39.605033,40.221835,41.524761,41.315443,42.448238,39.294975,41.298862,42.552956,40.775689,42.149008,41.417888,43.818034,46.457218,45.543326,48.232428,46.316291,47.289871,46.600347,48.493132,47.189239,46.341729,46.597131,48.161035
38400000,29.420733,30.524668,33.577953,33.213791,33.961436,35.746488,30.668140,33.456685,35.261961,33.874664,34.892570,34.181408,34.694693,35.590851,36.928114,37.492071,37.533840,39.181602,35.487091,37.978510,38.976437,37.910143,38.758536,38.560127,36.145736,36.887383,37.698229,38.781216,38.285608,40.402876,37.068151,38.991332,39.245862,38.349799,39.564336,39.043317,38.649642,39.733256,40.537381,41.910422,41.481633,42.640399,39.518096,41.492639,42.789709,40.994121,42.324314,41.549068,44.072181,46.725769,45.798768,48.327186,46.468606,47.467187,46.863887,48.657821,47.537172,46.602367,46.612143,48.428830
