Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64
38400000,5.689690,6.322505,10.600375,7.206465,10.516780,7.015147,5.232458,10.763108,10.660645,10.575048,10.562457,10.605003,2.133148,2.058298,2.758928,2.329158,2.791505,2.313773,2.027227,2.842015,2.911665,2.831017,2.807528,2.864205,2.057903,1.904863,2.267482,2.051467,2.293873,2.084355,1.988148,2.342617,2.442868,2.400818,2.296622,2.336460,2.197840,2.039105,2.183928,2.110668,2.252735,2.113535,2.152237,2.306655,2.384190,2.377317,2.247308,2.315372,2.312165,2.185040,2.196943,2.159978,2.221225,2.107713,2.070592,2.291462,2.386718,2.402638,2.231323,2.312395
44800000,6.053603,6.986227,10.697476,7.444911,10.752379,7.335066,5.477710,10.858003,10.952061,10.777051,10.788451,10.909017,2.322161,2.302591,2.914561,2.531533,3.001806,2.510903,2.287651,2.966156,3.120799,2.961169,3.035813,3.116840,2.235756,2.170919,2.502090,2.316177,2.556109,2.335110,2.161006,2.520623,2.658977,2.587729,2.553779,2.589981,2.345426,2.256963,2.432206,2.358537,2.467590,2.346119,2.285667,2.456137,2.583270,2.570801,2.472123,2.538873,2.498579,2.497100,2.444333,2.421947,2.479390,2.422273,2.377259,2.523406,2.597961,2.500851,2.494299,2.543290
51200000,7.558351,7.556324,11.181465,8.038264,11.143114,8.082154,5.817493,11.202111,11.230348,11.214020,11.187749,11.333690,2.615763,2.588547,3.295915,2.877673,3.296587,2.862111,2.610779,3.291251,3.430025,3.288489,3.363514,3.418192,2.482854,2.472510,2.813459,2.623361,2.889102,2.635545,2.448775,2.850184,2.927248,2.884414,2.875742,2.920714,2.607940,2.587224,2.756483,2.658844,2.776533,2.662748,2.602444,2.796691,2.834118,2.790296,2.774985,2.847014,2.724429,2.691358,2.742571,2.729511,2.807990,2.722682,2.690155,2.840295,2.891725,2.805010,2.791292,2.882413
57600000,6.498446,7.323801,10.955476,8.099393,11.047399,8.003612,5.714600,11.084201,11.124116,11.021247,11.039424,11.183483,2.526219,2.492293,3.142351,2.748773,3.237453,2.768976,2.533418,3.192569,3.331244,3.208464,3.268340,3.312899,2.532076,2.383870,2.718258,2.570929,2.772528,2.546301,2.399553,2.726148,2.847416,2.737193,2.785933,2.780663,2.488878,2.497006,2.663739,2.570784,2.709408,2.567271,2.488834,2.702120,2.735561,2.696999,2.700596,2.742658,2.640922,2.594188,2.650202,2.647867,2.705643,2.641207,2.598190,2.734880,2.789228,2.718056,2.703707,2.760259
64000000,7.162418,7.296857,10.897346,8.251259,10.995034,8.266857,5.674924,11.020268,11.091805,10.989187,10.983581,11.053697,2.450163,2.461435,3.121175,2.738138,3.239811,2.726461,2.510158,3.182337,3.292465,3.213801,3.228454,3.246130,2.388733,2.340424,2.673849,2.493102,2.760425,2.478671,2.328459,2.425032,2.469908,2.752083,2.820750,2.456478,2.530902,2.454433,2.631364,2.531475,2.657147,2.536788,2.480108,2.340755,2.408604,2.727018,2.651034,2.422372,2.623608,2.553810,2.599758,2.591151,2.626844,2.628036,2.587887,2.402358,2.428208,2.701861,2.661237,2.404731
128000000,7.229654,7.338743,10.438022,8.015810,10.826847,8.562389,5.491612,10.799757,10.781223,10.734167,10.782099,10.784948,2.261162,2.274656,2.914974,2.536844,2.971211,2.513204,2.273526,2.942217,3.046079,2.919742,3.002747,3.045552,2.143315,2.116863,2.466985,2.275069,2.520370,2.274023,2.126596,2.486573,2.576072,2.478174,2.546895,2.551542,2.244241,2.230846,2.410871,2.333055,2.438392,2.328409,2.253626,2.443434,2.493181,2.413127,2.445080,2.487910,2.375682,2.341023,2.428613,2.413562,2.455656,2.385236,2.352931,2.480192,2.510710,2.445053,2.448094,2.501457
192000000,7.554543,7.283008,10.313688,7.895973,10.480917,8.121880,5.409631,10.709781,10.703290,10.648797,10.698302,10.733425,2.067737,2.074462,2.850640,2.441865,2.948886,2.435598,2.190539,2.856673,2.959447,2.834628,2.929716,2.967166,2.069272,2.058151,2.388550,2.209177,2.451209,2.196611,2.073907,2.418399,2.477025,2.395098,2.446486,2.492789,2.178701,2.162835,2.313681,2.232593,2.345085,2.230114,2.162660,2.337344,2.370195,2.319097,2.355397,2.370570,2.258714,2.262146,2.338071,2.290511,2.400857,2.293141,2.254059,2.348200,2.382320,2.342980,2.368755,2.392961
256000000,7.077044,7.285986,10.163029,7.699814,10.504229,8.238897,5.369851,10.626727,10.651385,10.591473,10.649148,10.651822,2.065696,2.148960,2.810825,2.420400,2.889483,2.408401,2.159254,2.826271,2.919459,2.812807,2.901547,2.910339,2.038662,2.025889,2.379075,2.173401,2.421532,2.174031,2.049046,2.381152,2.437567,2.369274,2.433295,2.442570,2.153859,2.132976,2.302241,2.204404,2.333274,2.218135,2.144528,2.313700,2.366132,2.305741,2.346967,2.352158,2.252642,2.235635,2.318101,2.301094,2.379958,2.279724,2.249895,2.373216,2.362418,2.323116,2.370327,2.358019
320000000,6.999242,7.495369,11.714095,9.389158,11.880439,9.608373,6.875096,12.164470,12.105807,12.064375,12.258932,12.099911,2.279557,2.344727,2.790163,2.422779,2.943578,2.409917,2.139768,2.814936,2.887770,2.792088,2.871786,2.902591,1.933670,1.962234,2.352223,2.157003,2.433037,2.146315,2.030952,2.366903,2.410883,2.349571,2.400678,2.415082,2.134152,2.126415,2.289086,2.193617,2.321756,2.193465,2.125921,2.295364,2.331267,2.283767,2.315239,2.335928,2.230353,2.221712,2.302331,2.255542,2.315680,2.260259,2.222154,2.308628,2.338017,2.307457,2.319528,2.337304
384000000,7.023271,7.559023,11.728637,9.299945,11.959689,9.702301,6.848510,12.182070,12.132847,12.089365,12.278853,12.138845,2.328927,2.438832,2.823961,2.485627,2.912606,2.496134,2.182863,2.839472,2.939074,2.839399,2.929253,2.931575,2.006644,2.016753,2.385536,2.180548,2.443888,2.240782,2.055021,2.400834,2.451205,2.394226,2.448266,2.452534,2.174590,2.165445,2.326653,2.236548,2.363545,2.240709,2.176205,2.335715,2.374364,2.322636,2.356026,2.391427,2.266943,2.261578,2.390818,2.298885,2.360934,2.300412,2.255380,2.340418,2.363760,2.380216,2.350929,2.377754
448000000,7.057289,7.537620,11.657183,9.381560,12.110595,9.589653,6.857643,12.210917,12.084535,12.050604,12.199550,12.093267,2.350745,2.433083,2.810716,2.510271,2.890021,2.492958,2.175691,2.814089,2.928327,2.828003,2.898441,2.926535,2.003583,2.042769,2.366256,2.175610,2.421067,2.177272,2.049105,2.375975,2.475837,2.369653,2.427035,2.435465,2.146412,2.126240,2.293278,2.207683,2.334005,2.215032,2.151364,2.309171,2.347659,2.321319,2.359674,2.350836,2.247160,2.244254,2.324426,2.314894,2.343393,2.300179,2.247858,2.325855,2.351827,2.373972,2.339163,2.346316
512000000,6.971649,7.518682,11.698307,9.270823,11.918898,9.591686,6.826379,12.116777,12.077265,12.034337,12.209826,12.140478,2.409164,2.431252,2.799571,2.500636,2.882680,2.501376,2.171105,2.825372,2.895609,2.798942,2.886762,2.897082,1.986354,2.017808,2.353698,2.162073,2.406337,2.159875,2.034931,2.361809,2.414182,2.366810,2.408258,2.417533,2.137893,2.127311,2.287235,2.200492,2.319823,2.203953,2.135752,2.300779,2.335006,2.297834,2.327674,2.337046,2.237930,2.231142,2.306472,2.268815,2.329725,2.270383,2.231415,2.321135,2.334606,2.309745,2.327997,2.358274
576000000,6.938757,7.510669,11.653873,9.234257,11.885358,9.589410,6.803256,12.099325,12.070631,12.054422,12.203672,12.061914,2.362963,2.440988,2.783866,2.532760,2.912335,2.557505,2.183270,2.808863,2.907420,2.806301,2.915928,2.912506,2.010104,2.070712,2.404340,2.207856,2.426944,2.188327,2.047941,2.371109,2.425559,2.363281,2.420436,2.428224,2.137030,2.151485,2.297247,2.201330,2.327561,2.208870,2.147097,2.322323,2.336890,2.309939,2.331807,2.338686,2.249917,2.237319,2.314287,2.319192,2.337513,2.274750,2.241141,2.318378,2.342054,2.319939,2.335582,2.347420
640000000,7.025510,7.549738,11.751048,9.338417,12.000883,9.638643,6.848573,12.153204,12.099877,12.077928,12.243758,12.101816,2.419184,2.433798,2.763253,2.506175,2.894161,2.569876,2.184813,2.805938,2.899304,2.809560,2.897768,2.905231,1.975613,2.044936,2.358081,2.172480,2.412568,2.166958,2.048053,2.366131,2.428160,2.356483,2.441461,2.425854,2.112834,2.121417,2.324009,2.213954,2.326730,2.203533,2.151314,2.295706,2.353602,2.305398,2.328185,2.331757,2.240347,2.244436,2.312326,2.275854,2.343406,2.274334,2.242684,2.324793,2.348689,2.318463,2.333636,2.344384
1280000000,6.919100,7.480798,11.693458,9.241807,11.953755,9.553758,6.798479,12.080556,12.032967,11.984702,12.156785,12.029192,2.432319,2.428984,2.696422,2.457503,2.815761,2.535202,2.144758,2.778508,2.862468,2.767484,2.862869,2.861481,2.018945,2.047609,2.292143,2.167107,2.386971,2.218515,2.012246,2.326619,2.389816,2.331897,2.381692,2.386281,2.067953,2.105210,2.268067,2.183725,2.289029,2.177275,2.109012,2.268955,2.299510,2.265931,2.296800,2.296488,2.187110,2.183131,2.277553,2.236502,2.297831,2.242926,2.209034,2.283590,2.303955,2.292586,2.301228,2.306152
1920000000,6.947370,7.506767,11.709672,9.282050,11.993208,9.579354,6.799750,12.091904,12.043431,12.011542,12.178816,12.054608,2.425423,2.459865,2.718253,2.470952,2.826119,2.519257,2.161784,2.788263,2.874424,2.787912,2.879186,2.877973,2.050057,2.058328,2.322870,2.200361,2.376931,2.217848,2.031795,2.352518,2.402032,2.342968,2.407938,2.402430,2.118610,2.132739,2.280844,2.218805,2.313340,2.217373,2.125686,2.280790,2.313527,2.276656,2.313280,2.311307,2.206626,2.214105,2.294025,2.255986,2.313865,2.252039,2.223107,2.300643,2.319640,2.294630,2.314252,2.317716
2560000000,6.899853,7.452157,11.681367,9.242026,11.956429,9.560942,6.745364,12.045747,12.021564,11.973550,12.140472,12.017817,2.411691,2.456680,2.961330,2.709912,3.040535,2.759126,2.382779,3.011355,3.101419,3.016261,3.099744,3.100896,2.144421,2.162387,2.304059,2.186199,2.370561,2.211143,2.021839,2.331260,2.387976,2.331966,2.387211,2.389181,2.119822,2.129063,2.270770,2.208224,2.304938,2.217800,2.115719,2.265168,2.299654,2.267807,2.298230,2.298594,2.203860,2.224723,2.285276,2.251515,2.300200,2.241186,2.208428,2.284562,2.303610,2.294099,2.301060,2.316670
3200000000,6.916017,7.460832,11.683562,9.220287,11.974291,9.540050,6.764666,12.043157,12.018070,11.972886,12.136205,12.013017,2.421868,2.465031,2.968175,2.712395,3.058624,2.765446,2.382026,3.015915,3.104603,3.015409,3.102867,3.103014,2.157754,2.162114,2.315053,2.162225,2.356404,2.197590,2.016546,2.331292,2.389418,2.330871,2.387282,2.387617,2.129654,2.134300,2.258873,2.202641,2.289287,2.207659,2.120564,2.281642,2.307742,2.278820,2.301850,2.304063,2.202512,2.228918,2.293030,2.262610,2.314775,2.257464,2.221501,2.287919,2.306229,2.291098,2.311283,2.310106
3840000000,6.910774,7.458795,11.688924,9.274921,11.963983,9.523099,6.747429,12.056441,12.014320,11.990810,12.145694,12.015109,2.414351,2.461228,2.951313,2.693902,3.069085,2.763098,2.377246,3.016697,3.098565,3.009125,3.105437,3.102437,2.153233,2.161933,2.290225,2.173479,2.356228,2.198985,2.013021,2.324826,2.377761,2.322755,2.379757,2.377354,2.122128,2.148753,2.255550,2.203133,2.288035,2.211157,2.114978,2.265231,2.296290,2.263393,2.300129,2.301371,2.200044,2.215404,2.274296,2.249252,2.297239,2.249496,2.208790,2.282819,2.301533,2.277913,2.298761,2.300996
4480000000,6.903544,7.483105,11.670533,9.229999,11.946765,9.520233,6.724429,12.036085,11.995627,11.968551,12.128098,11.996340,2.410797,2.458140,2.960191,2.702705,3.058660,2.756265,2.370287,3.005374,3.092540,3.005974,3.092657,3.093339,2.141749,2.165345,2.405356,2.285321,2.457574,2.310658,2.123560,2.437997,2.497450,2.437808,2.493417,2.496020,2.180394,2.176143,2.240688,2.188977,2.279079,2.205886,2.109754,2.258740,2.309459,2.260223,2.290004,2.297895,2.200261,2.206902,2.268359,2.243028,2.291204,2.253012,2.202845,2.276058,2.294319,2.277535,2.294340,2.294491
5120000000,6.935534,7.485025,11.705611,9.267749,11.995096,9.564192,6.767069,12.069754,12.035902,11.989137,12.153306,12.029998,2.427106,2.472295,2.971862,2.714547,3.068309,2.777716,2.390665,3.025517,3.108957,3.026983,3.109430,3.110329,2.163707,2.187203,2.427993,2.310410,2.479890,2.332197,2.142409,2.461124,2.521249,2.462475,2.511584,2.519863,2.191433,2.192954,2.257354,2.202277,2.294871,2.220467,2.120642,2.276700,2.308748,2.277326,2.311805,2.305674,2.220308,2.221363,2.284122,2.259274,2.305896,2.268074,2.225236,2.291004,2.311911,2.293416,2.310106,2.310286
5760000000,6.877591,7.440474,11.666223,9.204348,11.937769,9.547342,6.728860,12.026936,11.988318,11.961965,12.123372,11.987658,2.401593,2.456932,2.958448,2.698739,3.047259,2.754836,2.366194,3.005706,3.086288,2.996691,3.098816,3.089550,2.147688,2.165396,2.414074,2.282547,2.461869,2.313906,2.124095,2.435871,2.491707,2.435900,2.490166,2.495185,2.173243,2.178865,2.242134,2.186282,2.270268,2.200047,2.109548,2.269232,2.291221,2.260445,2.287163,2.290621,2.199760,2.203373,2.264484,2.246612,2.282220,2.246182,2.206884,2.274118,2.293086,2.274316,2.295286,2.292534
6400000000,6.930853,7.494873,11.699629,9.253721,11.967121,9.552099,6.761437,12.060420,12.020827,11.977333,12.167176,12.021455,2.425392,2.470079,2.966190,2.717014,3.063289,2.767752,2.383203,3.019795,3.110153,3.018484,3.104025,3.105673,2.153386,2.182574,2.426973,2.305852,2.478799,2.325903,2.140214,2.450703,2.511039,2.451686,2.505379,2.511262,2.183877,2.191005,2.253833,2.202409,2.286986,2.212021,2.143073,2.272120,2.301946,2.267990,2.300304,2.303995,2.217549,2.221238,2.279402,2.261633,2.303898,2.264999,2.217577,2.300585,2.308812,2.286707,2.304756,2.307074
12800000000,6.892840,7.429226,11.664992,9.206967,11.943912,9.519778,6.714018,12.024135,11.989851,11.940350,12.122872,12.030846,2.405943,2.456679,2.961232,2.703219,3.055162,2.751223,2.363263,3.000851,3.103266,3.000899,3.094996,3.091176,2.144405,2.170004,2.417522,2.290780,2.474335,2.319884,2.126575,2.440780,2.494813,2.439449,2.494580,2.496459,2.176964,2.195320,2.305934,2.246312,2.337200,2.262078,2.167997,2.319685,2.352689,2.318610,2.351450,2.349452,2.239688,2.241273,2.266363,2.241964,2.286421,2.250463,2.205090,2.275696,2.294969,2.276504,2.293927,2.296256
19200000000,6.909357,7.473794,11.686648,9.239519,11.944256,9.552449,6.740853,12.045984,12.018128,12.082928,12.115025,12.043802,2.414228,2.458896,2.962254,2.695834,3.053052,2.749795,2.369906,3.004141,3.090962,3.002287,3.090730,3.092159,2.141799,2.167709,2.414627,2.290379,2.482246,2.315794,2.122695,2.442447,2.493813,2.439088,2.494478,2.494527,2.175739,2.188516,2.307943,2.249424,2.338939,2.268110,2.168820,2.317347,2.350904,2.325310,2.350537,2.355743,2.236412,2.243793,2.299725,2.274387,2.317997,2.280087,2.232980,2.305636,2.328011,2.304836,2.324330,2.325240
25600000000,6.911307,7.477115,11.690376,9.256407,11.945134,9.581476,6.749143,12.055818,12.145779,11.947964,12.146929,12.150191,2.570667,2.455787,2.961011,2.699093,3.055116,2.755136,2.364909,3.003650,3.089688,2.999988,3.093007,3.090836,2.134170,2.162222,2.411276,2.284039,2.470098,2.312838,2.117575,2.433154,2.489124,2.432903,2.487657,2.486417,2.172434,2.186920,2.304999,2.260802,2.336882,2.261907,2.165389,2.316037,2.346935,2.316925,2.348552,2.348307,2.235561,2.242382,2.297512,2.273844,2.318822,2.280705,2.249417,2.305588,2.323381,2.306836,2.323015,2.324148
32000000000,6.908229,7.468510,11.686737,9.242803,11.933001,9.569728,6.736425,12.041352,12.055486,11.960196,12.150598,12.008768,2.411907,2.466427,2.971082,2.709986,3.063110,2.763882,2.374806,3.009589,3.100361,3.012325,3.099929,3.100406,2.148599,2.177592,2.424080,2.299911,2.482050,2.326092,2.135340,2.447165,2.502238,2.454131,2.502550,2.501168,2.179332,2.192613,2.310260,2.253214,2.342909,2.266753,2.171938,2.322375,2.355063,2.324765,2.353422,2.353768,2.243899,2.250207,2.304361,2.279441,2.323964,2.286035,2.239756,2.309816,2.331469,2.311631,2.330391,2.331043
38400000000,6.905805,7.473420,11.692252,9.247777,11.939505,9.565285,6.740566,12.051534,12.024795,11.962353,12.226131,11.980671,2.539847,2.454566,2.957626,2.696602,3.052012,2.748912,2.363049,2.998005,3.086702,2.998642,3.088117,3.087829,2.139884,2.168350,2.419017,2.288429,2.473887,2.314163,2.122421,2.437230,2.493229,2.437627,2.493137,2.493022,2.167807,2.179851,2.298800,2.241440,2.330623,2.254835,2.159016,2.311804,2.340867,2.310908,2.341777,2.341313,2.237639,2.244957,2.303210,2.275355,2.319603,2.281887,2.234547,2.306604,2.325783,2.305669,2.324353,2.325133
44800000000,6.905398,7.475334,11.684980,9.246099,11.940905,9.579980,6.745494,12.036014,11.975540,11.940661,12.100833,11.978322,2.397230,2.452780,2.957356,2.697238,3.052004,2.752433,2.363893,2.997376,3.086529,2.997409,3.085741,3.085962,2.131420,2.160208,2.408057,2.283864,2.467431,2.308895,2.115453,2.429332,2.486221,2.428254,2.484670,2.485536,2.166757,2.181757,2.299108,2.240061,2.330938,2.255790,2.160059,2.312048,2.341788,2.310620,2.342245,2.340981,2.231314,2.240395,2.293381,2.269080,2.313117,2.276752,2.227773,2.300059,2.319691,2.299545,2.319987,2.320253
51200000000,6.915662,7.474667,11.685540,9.245853,11.929849,9.546714,6.742566,12.042803,12.020186,11.968362,12.146180,11.986981,2.396247,2.453430,2.957146,2.696187,3.053580,2.748912,2.365084,2.998879,3.087864,3.001007,3.087617,3.096663,2.137762,2.164934,2.412464,2.289236,2.475786,2.315507,2.123775,2.438902,2.494555,2.435681,2.494194,2.493904,2.170698,2.181327,2.301841,2.245086,2.335264,2.259402,2.160870,2.315430,2.345401,2.313493,2.346765,2.345638,2.235397,2.242702,2.297913,2.274235,2.317470,2.278229,2.232234,2.306867,2.324961,2.304828,2.322682,2.324892
57600000000,6.916334,7.488126,11.693180,9.250166,11.936298,9.580186,6.763832,12.057529,12.016019,11.978576,12.225223,11.985867,2.397485,2.455572,2.960584,2.699419,3.055278,2.751288,2.366414,3.001625,3.089008,3.001298,3.089573,3.093015,2.135232,2.161686,2.417925,2.287817,2.470078,2.316387,2.128735,2.435003,2.490180,2.433628,2.490387,2.491746,2.168905,2.185069,2.302520,2.243878,2.335594,2.264129,2.163633,2.314775,2.347358,2.324302,2.343885,2.347175,2.233162,2.240798,2.296229,2.271035,2.317592,2.279331,2.230255,2.303218,2.322470,2.301501,2.321757,2.323543
64000000000,6.891981,7.429568,11.670939,9.191505,11.912367,9.520822,6.711287,12.030405,11.986732,11.981863,12.141073,11.999884,2.408339,2.470103,2.966297,2.707501,3.060460,2.758312,2.373903,3.006771,3.096845,3.007046,3.095502,3.096470,2.144396,2.175076,2.420638,2.294534,2.478865,2.322931,2.134805,2.445699,2.500128,2.441424,2.498465,2.500211,2.176045,2.189841,2.313148,2.254726,2.345973,2.269075,2.167289,2.333907,2.351488,2.321623,2.355756,2.353673,2.241909,2.250056,2.303798,2.278845,2.323927,2.293485,2.238711,2.311537,2.330107,2.314486,2.329860,2.331032
128000000000,6.925396,7.466092,11.699059,9.227005,11.923338,9.522362,6.756352,12.049973,12.021203,11.984319,12.145391,11.993435,2.393501,2.453938,2.955756,2.695858,3.049966,2.746171,2.365526,2.998446,3.085295,2.992799,3.081018,3.081361,2.133228,2.163746,2.413486,2.287362,2.469734,2.313962,2.118525,2.434038,2.494471,2.433550,2.489382,2.487692,2.160656,2.176797,2.295622,2.236466,2.327388,2.251781,2.155100,2.307583,2.342679,2.307498,2.338127,2.340356,2.226593,2.234358,2.289498,2.268406,2.313015,2.274842,2.225964,2.296459,2.314642,2.299223,2.317709,2.314526
192000000000,51.793756,64.076606,31.216960,9.253531,11.934511,9.591351,75.119356,60.846580,12.012960,11.978365,12.155702,12.023623,2.407615,2.472867,2.972044,2.738876,3.069750,2.775522,2.379823,3.012781,3.099175,3.016337,3.099306,3.103095,2.147923,2.175991,2.422429,2.301218,2.481110,2.330291,2.132637,2.447542,2.501636,2.444850,2.500804,2.501920,2.242057,2.187470,2.304247,2.250910,2.339744,2.265393,2.165542,2.317592,2.347909,2.321160,2.348371,2.348791,2.233780,2.256907,2.312977,2.288152,2.331398,2.296323,2.246648,2.319654,2.338155,2.320517,2.338625,2.338893
