Elements,fixed[F]holes,byte[F]holes,bit[F]holes,fixed[F]noholes,byte[F]noholes,bit[F]noholes
100,27.532250,29.232550,32.820030,26.692230,28.380500,32.325090
110,27.420690,29.407750,33.637860,26.534440,28.746240,32.799610
120,27.592170,29.733920,33.392790,26.936240,29.008920,33.391870
130,27.638680,30.371530,34.211080,26.944670,29.070040,33.574050
140,27.835810,30.476580,34.125230,27.482620,29.689770,33.724290
150,27.345510,29.904660,33.632550,26.517190,29.140950,33.325670
160,27.439350,29.959180,33.704190,26.825480,29.264960,33.603620
170,26.928520,29.856290,33.716100,26.476850,29.247030,33.371370
180,27.255750,29.947840,33.828190,26.619780,29.118830,33.453370
190,27.479780,30.198410,34.004450,26.787640,29.411640,33.700990
200,27.569470,30.213760,34.374290,26.713310,29.447420,33.743620
210,27.813380,30.393180,34.233720,26.485190,29.192520,33.693860
220,27.941670,30.313800,34.524550,26.847700,29.466270,33.948850
230,27.999220,30.366140,34.476090,26.838640,29.430900,33.865160
240,27.819600,30.871350,34.691750,26.995890,29.501540,34.104670
250,27.963340,30.698270,34.748190,27.066090,29.829680,34.368350
260,28.440800,31.310850,35.140400,27.307990,29.878580,34.781760
270,28.236740,31.191420,34.858080,27.210740,30.063590,34.544870
280,28.038880,30.865160,35.214950,27.099160,29.759020,34.856850
290,27.900120,30.861450,35.095060,27.263950,29.869350,34.546510
300,28.067400,30.784650,34.871310,26.929250,29.725870,34.487940
310,27.980480,31.087080,34.748680,27.003990,29.773550,34.356600
320,28.021430,31.130210,34.898440,27.164910,29.850600,34.466280
330,28.079730,31.456120,35.127760,27.138660,29.883010,34.436430
340,28.032160,31.131680,35.071460,27.123320,29.811570,34.436510
350,28.046690,30.894800,34.792020,27.028880,29.861660,34.455820
360,27.965040,31.184330,35.287180,27.077390,30.005240,34.474720
370,28.055870,31.239120,35.172170,26.911470,30.045980,34.844470
380,28.428710,31.517060,35.349320,27.133580,30.007310,34.654050
390,28.455620,31.396930,35.465020,27.130800,30.041720,34.739450
400,28.233310,31.413870,35.371370,26.943050,30.214970,34.729930
410,28.090820,31.113970,35.348470,26.960840,30.297530,34.893070
420,28.363630,31.406040,35.470800,26.943110,29.958730,34.672710
430,28.170480,31.473080,35.399210,27.092750,30.129320,34.746140
440,28.101660,31.594360,35.490410,26.931740,30.352770,34.709500
450,28.303900,31.629140,35.943500,27.067370,30.471990,34.828490
460,28.162440,31.649130,35.686290,27.284930,30.380370,35.118170
470,27.878230,31.906400,35.284040,27.058760,30.227070,34.892150
480,28.285940,31.734470,35.934620,27.105400,30.380440,35.011000
490,28.008380,31.444600,35.553200,27.214930,30.339080,35.090870
500,28.322820,31.542430,35.680640,27.337430,30.397080,35.180920
510,28.527320,31.728060,35.923650,27.535190,30.606260,35.555260
520,28.603690,31.764450,35.877100,27.420080,30.773110,35.368800
530,28.918100,32.311900,36.168460,27.771960,30.482390,35.468270
540,28.563500,32.141670,36.015280,27.766860,30.785290,35.706170
550,28.256510,32.043240,36.221200,27.701930,30.637020,35.348920
560,28.754480,31.732920,36.398900,27.576800,30.470300,35.390900
570,28.859300,31.973850,36.107420,27.543730,30.776350,35.267340
580,28.527770,31.669290,36.164300,27.644090,30.817620,35.649240
590,28.380320,31.713830,36.060030,27.566250,30.617840,35.375260
600,28.394460,32.120680,35.776060,27.246780,30.903410,35.349520
610,28.463860,31.698270,35.792250,27.499440,30.440430,35.253140
620,28.458070,31.648360,35.812810,27.185600,30.759000,35.536830
630,28.450710,31.691670,35.846620,27.236490,30.681350,35.247250
640,28.199280,31.716760,35.895060,27.519860,30.668540,35.318530
650,28.233750,31.729100,35.886110,27.303780,30.666240,35.365810
660,28.309050,31.724090,35.869010,27.310380,30.614800,35.335310
670,28.455660,31.727000,35.829440,27.570880,30.783080,35.253490
680,28.441330,31.710970,35.799060,27.161660,30.494210,35.481900
690,28.151100,31.702940,35.816530,27.198100,30.684870,35.511120
700,28.123580,31.717490,35.848810,27.420060,30.641450,35.303400
710,28.432400,31.744390,35.866990,27.496550,30.638740,35.292860
720,28.339150,31.724190,35.859310,27.229250,30.821730,35.534220
730,28.400130,31.740350,35.864830,27.121570,30.578290,35.517090
740,28.447540,32.105770,36.313220,27.468730,30.651510,35.295870
750,28.490320,32.136280,35.982280,27.329200,30.556030,35.363200
760,28.604450,32.226010,36.518620,27.242150,30.758880,35.495100
770,28.382650,32.012480,36.226820,27.420260,30.975060,35.642260
780,28.605690,31.973670,36.243610,27.646240,31.333950,35.561410
790,28.449950,31.927790,36.166240,27.468480,30.727040,35.883390
800,28.503390,32.144130,36.308180,27.597700,30.681520,35.564260
810,28.751180,31.962190,36.160510,27.555140,30.950020,35.571180
820,28.545690,31.943520,36.098120,27.487700,30.949020,35.514240
830,28.336560,31.972000,36.197720,27.558740,30.735000,35.632270
840,28.249960,31.945090,36.488700,27.503460,30.938000,35.580970
850,28.515380,32.280620,36.186430,27.310480,30.955690,35.568460
860,28.521100,31.970770,36.207280,27.272470,30.688050,35.489650
870,28.576410,31.981710,36.236370,27.521960,30.716860,35.777160
880,28.573510,32.452160,36.537070,27.507700,30.868350,35.681030
890,28.913990,32.388740,36.602490,27.555120,30.776410,35.720920
900,28.598070,32.132830,36.390180,27.653680,31.100440,35.762440
910,28.370580,32.342890,36.662890,27.546250,30.804410,35.667340
920,28.918320,32.430600,36.401320,27.617040,31.067100,35.743650
930,28.983870,32.447700,36.577510,27.592890,30.926610,35.634350
940,28.471390,32.319730,36.964300,27.483850,30.827520,35.693640
950,28.664550,32.508320,36.810620,27.373280,31.033020,35.812490
960,28.719140,32.649320,36.802650,27.397170,31.139650,35.796650
970,28.963730,32.603300,36.827670,27.362470,31.123180,35.883850
980,28.922090,32.613440,36.803630,27.646340,31.305660,35.850390
990,28.808030,32.677370,36.958950,27.666410,31.042490,35.940700
1000,29.069760,32.696030,37.088880,27.764170,31.425560,35.867380
1200,29.179260,32.788290,37.089140,27.838290,31.394560,36.065780
1400,28.923880,32.832270,37.298850,27.521020,31.191760,36.114760
1600,28.704530,33.156700,37.463990,27.672290,31.383020,36.375470
1800,29.252550,33.292510,37.621020,28.053910,31.850880,36.534550
2000,29.225630,33.484940,37.915110,28.148920,32.069660,36.644010
2200,29.602190,33.709900,38.043010,27.984210,31.939650,36.942440
2400,29.331060,33.725770,38.076290,28.090130,31.893980,36.876480
2600,29.557270,33.655510,38.053010,27.950100,31.905130,36.843200
2800,29.286120,33.676050,38.045040,27.989830,31.936750,36.862670
3000,29.270120,33.894270,38.403760,27.950190,31.990990,37.022990
3200,29.947560,33.923400,38.315220,28.274860,32.154760,37.126180
3400,29.408710,33.898490,38.394560,28.246600,32.114520,37.432970
3600,29.550460,34.163410,38.491920,28.273570,32.688790,37.421670
