Elements,fixed[F]holes,byte[F]holes,bit[F]holes,fixed[F]noholes,byte[F]noholes,bit[F]noholes
3800,29.760240,34.193350,38.606680,28.302490,32.377090,37.232870
4000,29.900400,34.367320,38.752250,28.248630,32.519200,37.429820
4200,29.772790,34.554630,38.936880,28.553630,32.594960,37.653360
4400,29.987840,34.344100,38.837920,28.711140,32.618330,37.949260
4600,29.974450,34.512230,39.010560,28.569350,32.608220,37.645350
4800,29.638170,34.395420,38.813460,28.773690,32.560410,37.638480
5000,29.655910,34.406230,38.867500,28.778850,32.557860,37.637080
5200,29.926850,34.416480,39.171210,28.401290,32.625000,37.659790
5400,29.885670,34.626140,39.141130,28.500480,32.636600,37.588990
5600,29.926240,34.486460,38.991350,28.586970,32.619800,37.869170
5800,29.936770,34.724740,38.972170,28.430030,32.668220,37.642090
6000,29.942990,34.646410,39.115300,28.453090,32.782330,38.023310
6200,30.080400,34.753820,39.416050,28.736230,32.827680,37.906030
6400,30.050470,34.833910,39.207230,28.267020,32.803270,37.950900
6600,29.829830,34.792680,39.140240,28.706200,32.809670,37.882720
6800,30.068090,34.742220,39.216990,28.684100,32.842230,37.889160
7000,30.076820,34.864590,39.245270,28.652530,32.898280,37.939030
7200,30.108190,34.962330,39.380380,28.773730,33.037730,38.015850
7400,30.102450,34.932640,39.418790,28.642500,32.990710,38.161650
7600,30.181590,34.964870,39.438240,28.578540,33.150360,38.107070
7800,30.146330,35.031300,39.522060,28.799170,33.095080,38.220750
8000,30.430770,36.507530,40.519880,28.972260,33.189490,38.503200
8200,30.197680,35.965620,39.852660,28.782370,33.369350,38.460890
8400,29.551630,35.030480,39.748190,29.156080,33.896070,38.740020
8600,29.929570,35.940510,39.772830,28.490020,33.594370,38.680620
8800,29.841710,35.078990,40.006620,29.099650,33.259440,38.508310
9000,29.585990,35.312860,39.470000,28.990100,33.262920,38.687080
9200,30.264290,35.466220,40.367420,28.966170,33.424890,38.382800
9400,30.496040,34.998130,39.785440,29.006760,33.270610,38.375650
9600,30.645390,35.639470,40.031910,28.916980,33.247840,38.678280
9800,30.298730,35.484700,39.706040,28.969300,33.453470,38.440600
10000,30.283350,35.520350,40.006400,28.939550,33.316480,38.391990
13000,30.602550,35.666690,40.072850,29.102890,33.532830,38.731330
16000,30.435710,35.980670,40.263480,29.059510,34.240050,39.461430
19000,30.817020,36.082720,40.629590,29.357460,34.043840,39.149000
22000,31.031180,36.157250,40.781470,28.774070,34.041110,39.304170
25000,30.958130,36.504020,40.947850,29.150100,34.584660,39.521150
28000,30.473990,36.515410,41.025860,29.487100,34.383890,39.662810
31000,31.209170,36.727090,41.326330,29.447100,34.628440,39.888450
34000,31.444810,37.138940,41.506250,29.860250,35.276850,40.193570
37000,31.079880,36.689670,41.850380,30.188590,34.892020,40.236830
40000,30.871640,36.886200,41.664770,29.768580,34.798180,40.467460
43000,30.858910,36.893240,41.741950,30.158070,35.011920,40.277290
46000,30.635670,37.054200,41.502600,29.811190,35.327100,40.387930
49000,31.248500,37.196670,41.742700,29.992050,35.217620,40.661770
52000,31.225430,37.129060,41.662760,29.978790,35.280840,40.584610
55000,31.334460,38.227990,41.742840,30.092270,35.684600,41.000170
58000,31.447070,37.755690,41.978330,29.794960,35.422280,40.843620
61000,31.038650,37.470840,42.223940,30.095000,35.455780,40.970180
64000,31.616040,37.620260,42.221740,30.047610,35.562030,41.087570
67000,31.625450,38.181180,42.616630,29.923950,35.875790,41.188510
70000,31.907390,39.247700,42.341710,30.178370,35.688300,41.593730
73000,31.471490,37.586880,42.229330,30.192710,35.654320,41.170590
76000,31.552850,37.668380,44.077470,30.311010,36.960920,41.193070
79000,31.661310,37.620250,42.423500,30.146620,36.261810,41.247860
82000,31.730830,37.857110,42.669490,30.221220,35.764490,41.363160
85000,31.752020,38.020030,42.587570,30.141050,35.704340,41.273490
88000,32.176420,38.320070,42.933010,30.140110,35.709230,41.203230
91000,32.053580,38.320540,42.862250,29.979570,35.805350,41.338730
94000,32.143260,38.579750,43.013580,30.096500,36.092580,41.380070
97000,32.166830,38.459680,43.081850,30.237120,35.988580,41.546580
100000,31.901510,38.201050,42.904540,30.331500,36.169140,41.562510
140000,32.463230,39.001130,43.727120,30.477270,36.423820,42.167650
180000,31.765340,38.956820,43.695460,30.815950,36.615760,42.360620
220000,31.665710,39.297880,44.141880,30.584060,36.923440,42.648010
260000,31.834750,39.870530,44.693090,30.791380,37.302330,43.241380
300000,32.433520,39.887100,44.760730,30.747780,37.321540,43.314280
340000,32.184200,40.250130,45.003540,30.784860,37.510840,43.380530
380000,32.242630,40.240000,45.270290,30.831410,37.631210,43.701350
420000,32.305600,40.756750,45.608970,30.919050,37.861640,43.944770
460000,31.984040,40.754320,46.615720,30.897030,38.004630,44.351950
500000,32.952800,41.173920,46.059550,30.646860,38.158120,44.409530
540000,32.214520,41.652270,46.600650,30.622990,38.356390,44.839390
580000,32.289960,41.223760,46.642220,30.877470,38.319090,44.792160
620000,33.038890,41.288900,46.430400,31.029360,38.360850,44.801880
660000,33.132160,41.401590,46.538270,30.972510,38.431090,44.945520
700000,32.940970,41.411750,46.913830,30.518520,38.441640,45.004130
740000,33.335380,41.630270,46.745560,31.250810,38.550480,45.001260
780000,32.656980,41.801550,47.248330,31.101580,38.702770,45.262120
820000,33.591980,41.808950,47.321400,32.597420,38.706270,45.543940
860000,34.598010,41.963260,47.447530,32.060980,39.007320,45.350720
900000,34.094760,42.135150,47.329240,34.656520,38.858320,45.890530
940000,34.755280,42.255160,47.462930,32.758420,38.960960,45.684670
980000,35.776780,42.314770,49.980640,34.079410,39.048320,45.808350
1000000,36.460230,42.380610,47.923260,38.487940,39.083480,45.801390
1500000,49.315310,42.951070,48.323260,51.450820,39.696220,46.666560
2000000,54.781230,43.879290,49.039830,57.472160,39.958900,47.314010
2500000,57.931480,42.831090,49.021840,59.166740,40.259410,47.334900
3000000,60.501750,43.226240,51.903500,59.191000,40.177810,47.994620
3500000,61.227140,43.862260,49.350910,63.838220,40.606780,48.064980
4000000,62.530370,43.557760,49.525130,63.731960,40.540750,48.226140
4500000,63.568510,44.122750,49.742070,65.412520,40.998010,48.200760
5000000,64.081290,45.037190,50.252850,66.106860,41.983300,48.251810
5500000,64.784250,45.872430,50.772220,67.848330,41.588090,48.444970
6000000,65.718140,47.346280,50.552880,66.458560,43.321460,49.525510
6500000,65.990940,54.252410,51.225480,68.452640,46.892350,50.440910
7000000,66.508160,55.065650,50.849480,68.441230,51.684250,54.414060
7500000,66.873230,58.403190,53.891590,69.879500,54.185120,53.779320
8000000,67.419620,63.942060,55.924860,69.610270,59.802930,56.320960
8500000,68.189480,67.182980,59.943680,69.922530,63.739610,63.190110
9000000,68.033360,69.818910,61.321710,71.676240,65.367110,67.012360
9500000,68.333890,72.224190,65.270400,70.586580,68.419700,71.531970
10000000,68.605260,74.969890,68.635910,70.129750,70.340480,77.079460
16000000,71.790970,91.495540,90.706400,71.392840,85.598480,105.451380
22000000,73.459540,97.558980,98.850650,75.226190,91.705740,119.298720
28000000,74.540400,101.315290,103.925740,75.182950,95.583620,121.532460
34000000,75.871070,103.942310,107.224560,77.810310,98.104660,126.529010
40000000,76.284350,105.520140,108.659580,77.866130,99.462450,132.711030
46000000,77.116070,106.729210,110.602640,77.966610,100.519960,133.380930
52000000,77.717320,107.753300,112.035290,80.571190,101.738140,137.287570
58000000,77.973430,108.510660,112.716360,80.157000,102.520630,141.778800
64000000,78.832710,109.589760,114.110410,81.255640,103.489090,139.605550
70000000,79.088390,110.566720,114.933500,82.023120,104.137310,137.125820
76000000,79.821790,110.856810,116.027330,81.855360,104.569560,140.095310
82000000,79.529830,111.328930,116.795920,82.374840,104.981020,140.888870
88000000,80.287350,112.956220,116.936830,84.028480,105.518220,142.991070
94000000,80.805910,112.109230,117.390130,83.500910,105.903130,141.963950
100000000,80.997240,112.704070,118.308250,82.662690,106.482140,145.721620
170000000,82.951420,115.613970,121.919310,86.946850,108.882380,154.563200
240000000,85.477820,117.503220,124.965280,88.889090,110.922800,158.301110
310000000,87.205170,118.952930,127.470310,92.072180,111.760790,160.853400
380000000,88.346310,119.235210,128.449540,94.127570,112.056970,159.386190
450000000,90.497180,120.289830,130.370400,95.717350,113.066630,163.566750
520000000,91.995650,121.087940,131.770160,97.821700,113.936560,165.166850
590000000,93.038550,121.512460,132.754970,97.139710,113.978910,168.540100
660000000,94.315900,122.521830,133.747020,99.615530,114.955630,164.896660
730000000,96.433410,123.939710,135.343760,101.734950,116.144260,165.271980
800000000,96.007410,123.734980,135.656590,101.368670,115.774300,168.351730
870000000,99.300130,125.911000,137.777030,105.541500,117.121400,172.494950
940000000,99.754520,125.343900,137.432230,104.526900,116.814220,172.385770
1000000000,98.694910,125.226360,137.768450,105.130400,116.540130,171.116410
1800000000,105.753220,130.494380,144.933210,113.368630,120.747270,179.175230
2600000000,114.001500,137.657620,152.804120,124.414130,128.015230,186.714270
3400000000,112.697170,139.126460,153.695020,119.539340,131.512710,187.817870
