Elements,fixed[F]holes,byte[F]holes,bit[F]holes,fixed[F]noholes,byte[F]noholes,bit[F]noholes
100,36.994250,41.130520,41.693880,34.302500,38.397930,40.373260
110,38.160250,42.210830,43.215670,34.993210,40.439210,42.089510
120,35.980170,40.823410,41.367850,34.956970,41.056110,42.854280
130,39.911480,45.607300,45.049060,36.893800,41.547640,41.955340
140,39.844480,45.475760,45.287680,37.410610,43.196050,43.597400
150,37.590410,42.819900,43.528030,37.537360,43.510460,44.177650
160,38.273520,43.791270,43.483660,37.639360,43.949670,44.934920
170,40.554770,46.209190,46.350430,37.525310,43.320890,44.492500
180,39.215390,44.033050,44.156430,36.536800,41.911280,43.139350
190,38.750110,45.053050,45.726040,37.419490,43.310450,45.189660
200,38.834300,43.979510,44.936010,37.400120,43.840490,44.782660
210,40.218240,45.786260,46.365260,36.869390,43.044410,44.605650
220,38.334300,44.657790,45.174660,37.365280,42.817700,44.240890
230,39.474040,43.789020,44.169380,37.270070,43.209420,44.400510
240,38.012530,43.585430,43.872950,37.115780,43.740870,45.176740
250,38.855870,45.276330,46.558650,37.109020,44.095400,45.253010
260,43.520970,50.463330,48.641560,41.328650,47.012730,46.430720
270,42.885460,50.063770,48.816750,40.408190,46.902290,46.736250
280,42.237690,49.599920,47.630750,40.018450,46.455320,46.193850
290,40.793810,47.737500,46.503280,39.841240,46.872730,46.522360
300,41.449060,47.825570,46.863880,39.614360,46.615940,46.751210
310,42.892680,50.429680,48.915800,38.137800,45.075370,45.628450
320,41.470560,49.150350,47.590120,40.651110,47.252590,46.974810
330,41.522450,48.302320,47.204360,40.307680,47.277370,47.427880
340,42.965140,47.824120,46.968940,38.187870,45.293570,45.401010
350,41.651240,48.971930,48.710670,39.592250,47.195150,47.690560
360,40.946100,48.768960,47.694600,39.442750,46.951360,47.430350
370,42.027310,48.983670,48.273640,38.803110,45.843770,46.670400
380,41.939710,49.845720,49.636340,39.330350,45.178320,46.062370
390,44.034840,51.890800,50.802140,39.379830,46.380920,46.723370
400,41.408040,48.486640,48.052300,39.687270,46.900760,47.156440
410,42.833280,49.535090,48.856530,40.149780,47.083890,48.096110
420,42.750100,50.088390,49.417180,39.488180,46.608170,47.371940
430,42.607470,50.178380,50.078280,39.269860,46.814520,47.508780
440,41.894400,49.789770,49.259440,39.342880,46.678980,47.034570
450,42.316190,49.903120,49.175200,40.281670,48.368660,48.768210
460,42.171190,49.644950,49.064850,39.141720,46.794740,47.127590
470,42.128200,49.775780,49.742530,39.967870,47.752780,48.471240
480,42.024170,49.650640,48.539330,39.279030,46.860590,47.404220
490,42.062280,49.968210,49.752690,39.523520,47.216590,47.862820
500,42.399860,49.864680,49.651090,40.504010,48.434970,49.132910
510,41.995380,50.328190,50.581160,38.995970,47.413270,49.098350
520,46.635040,54.233080,52.290490,44.292860,50.558300,49.436350
530,44.719160,52.475560,50.504310,42.832660,50.138880,49.425770
540,44.991160,53.691870,51.897910,44.579050,51.085210,50.237910
550,44.676380,52.359150,50.808270,44.058980,50.902440,49.957140
560,45.119600,52.919430,51.019980,43.399210,51.695100,50.571430
570,46.184710,53.817990,52.115230,42.954650,50.091430,49.544950
580,44.272800,51.146130,49.405660,44.587390,51.247800,50.133420
590,44.997400,52.552070,51.790250,43.347890,49.941310,49.590060
600,44.975680,52.525150,50.834200,41.615450,49.167750,48.635380
610,44.391490,52.393230,50.879590,43.311720,51.486080,50.642460
620,44.801350,52.856350,51.525970,42.373160,49.947720,49.572970
630,46.526810,54.089790,53.184640,44.001570,51.406040,51.253800
640,46.374930,54.873390,53.026600,42.667900,50.405540,49.832420
650,46.232480,53.869560,52.486320,41.256490,48.715990,48.912200
660,46.019980,53.008000,51.782350,42.415150,49.977770,49.720130
670,43.747540,52.275110,51.487510,42.451550,50.818930,51.054220
680,46.770260,53.072850,51.758150,42.595190,49.972160,49.824370
690,44.116380,52.088790,51.057720,42.548690,50.597000,50.976450
700,45.138720,53.772580,52.886830,43.228880,51.299370,51.606540
710,44.583800,52.169280,51.285460,42.278840,50.189100,50.661620
720,44.459160,52.308490,50.972190,42.003980,50.141910,49.964820
730,44.582000,52.719490,51.899510,42.819390,50.802680,51.231340
740,43.838750,52.134340,51.225390,42.176550,49.646950,50.331330
750,44.215290,53.251510,52.817620,42.587130,49.962510,50.358930
760,44.510340,52.822310,52.363230,41.558420,49.532510,50.324900
770,46.292810,54.333100,52.454800,42.310290,51.120580,50.275280
780,44.473450,52.873290,51.446940,43.442490,51.384030,51.030660
790,45.779700,54.970790,54.038830,43.184920,51.398150,51.680710
800,45.972530,54.057890,53.323230,43.182210,51.280470,50.803140
810,46.093700,53.506540,52.382740,42.638040,51.269390,50.920190
820,45.369090,53.905430,52.706830,43.315410,51.533480,51.471660
830,45.000310,54.335100,53.932120,43.453380,52.195890,52.420540
840,45.238940,54.155190,53.347830,43.097080,51.794610,52.065470
850,44.519300,51.915580,50.620010,42.715150,50.611500,50.630860
860,44.232130,53.286640,52.507480,42.338420,50.389950,50.862920
870,44.435600,52.932940,52.471820,42.045410,50.763250,51.199150
880,44.864500,53.862090,52.573460,43.278420,51.213290,51.410030
890,44.935260,54.183010,53.759240,41.872060,50.857890,51.365800
900,44.907700,53.276280,52.138180,42.000980,51.691090,50.864970
910,44.785700,53.621810,52.976300,42.235440,51.567890,51.344980
920,44.611380,53.090410,52.111080,42.203890,51.002350,50.875950
930,45.863750,54.056490,52.813560,41.537650,50.358010,50.417470
