Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[$16$]fixed8,byte[$16$]byte8,bit[$16$]bit8,fixed[$16$]byte8,fixed[$16$]bit8,byte[$16$]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[$16$]fixed16,byte[$16$]byte16,bit[$16$]bit16,fixed[$16$]byte16,fixed[$16$]bit16,byte[$16$]bit16,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[$16$]fixed32,byte[$16$]byte32,bit[$16$]bit32,fixed[$16$]byte32,fixed[$16$]bit32,byte[$16$]bit32,fixed[F]64,fixed[$\ell$]64,byte[F]64,byte[$\ell$]64,bit[F]64,bit[$\ell$]64,fixed[$16$]fixed64,byte[$16$]byte64,bit[$16$]bit64,fixed[$16$]byte64,fixed[$16$]bit64,byte[$16$]bit64,Prezza
640,25.019285,26.719544,27.773246,28.133277,28.498720,28.295090,28.621311,30.345560,30.916348,31.987778,31.234299,30.502551,20.396979,21.676106,21.818608,24.795441,24.421150,24.666488,24.313200,25.132172,26.579016,26.096590,27.307622,26.363936,17.503122,18.444675,18.401528,19.921015,19.458369,20.168491,21.637459,21.643302,22.776109,22.878933,23.849614,22.321380,17.373670,18.440620,18.287292,19.935732,19.468239,20.192633,21.570171,21.612514,22.582517,22.826157,23.813783,22.384891,17.301433,18.416455,18.357609,19.965814,19.215381,20.321798,21.628777,21.548048,22.410142,22.757293,23.846507,22.278106,58.671704
1280,25.895308,27.650687,28.439016,29.145764,29.627151,29.450321,29.066144,31.452827,31.405221,32.511818,32.161499,31.462712,21.961386,23.059294,22.816910,24.375926,23.753119,24.166776,25.949636,26.812368,27.964605,27.609514,28.488447,27.458492,21.127121,22.067566,22.491807,24.863297,24.806145,25.043552,23.912097,25.703273,26.985530,26.676769,27.900022,26.875342,17.289622,18.511083,18.333290,20.040742,19.437429,20.238954,21.548131,21.694750,22.624863,22.797916,23.864696,22.329315,17.315574,18.528174,18.403200,19.999302,19.311320,20.227460,21.635046,21.706596,22.384958,22.867977,23.864501,22.246754,59.188431
1920,25.780423,27.479974,28.252741,29.001160,29.421245,29.120730,29.088001,31.387884,31.213739,32.342391,31.966481,31.365651,22.980217,24.679528,24.815622,26.644161,26.263278,26.344231,27.145076,28.310792,29.458850,29.138857,30.000944,29.224776,23.448470,24.220071,24.332837,25.232123,25.086247,25.355193,26.568680,27.030350,28.069969,28.150545,28.829858,27.775342,17.266917,18.488365,18.315186,20.061364,19.604839,20.290190,21.523240,21.672514,22.659177,22.875032,23.893862,22.356601,17.293233,18.503484,18.387522,20.257926,19.353750,20.283707,21.633929,21.714379,22.376620,22.856760,23.685803,22.296623,58.055185
2560,26.919090,28.677208,29.452655,30.009362,30.673972,30.646866,29.925802,32.135070,32.250196,33.265123,33.052600,32.279626,22.713990,24.237414,24.399628,26.468796,25.952898,26.130724,26.894417,27.861059,28.970537,28.629274,29.605892,28.836621,22.188696,23.129669,22.883362,23.967402,23.707320,24.122107,25.657471,26.651974,27.371194,27.753825,28.389091,27.222343,21.341365,22.318502,22.580909,25.135023,24.736531,25.258201,25.316479,25.929025,27.211220,26.754340,27.903337,27.036294,17.284428,18.471094,18.371237,20.031714,19.243884,20.333295,21.606324,21.673403,22.380565,22.823433,23.624993,22.281099,57.932999
3200,26.821646,28.519972,29.352965,29.864693,30.539563,30.445986,29.790228,32.075719,32.150205,33.216191,33.010040,32.151003,23.966632,24.964738,25.045302,27.079544,26.426254,26.588568,27.956843,28.270105,29.197272,29.133483,29.866803,29.046008,22.607326,24.255136,24.657738,25.918125,25.930397,26.088977,25.300133,27.376226,28.589437,28.127409,29.028986,28.277162,22.912096,23.525263,23.814430,25.581309,25.469462,25.772544,26.899172,27.039014,27.997055,27.818416,28.745169,27.733842,17.299059,18.524300,18.340256,20.027567,19.333125,20.254165,21.599618,21.719330,22.371073,22.808976,23.682903,22.241888,57.964726
3840,26.771980,28.439752,29.274908,29.831231,30.410801,30.300188,29.827091,32.099304,32.160082,33.092130,32.908289,32.090160,25.176928,26.986647,26.898007,28.745605,28.220095,28.472986,28.839617,30.213143,30.995759,30.704569,31.543879,30.522809,23.602571,24.811916,25.300897,26.252128,26.371420,26.491771,26.509410,28.536473,29.540656,29.232325,30.045161,29.313545,22.994057,24.180225,24.415516,25.139669,25.007771,25.350233,26.914597,27.176941,27.991882,27.934698,28.823788,27.775880,17.266408,18.388314,18.384135,20.025937,19.330910,20.260557,21.591598,21.604468,22.334152,22.749034,23.497025,22.254800,57.972505
4480,27.698353,29.431062,30.341452,30.889395,31.701439,31.733390,30.598604,32.262979,32.914251,33.472158,33.703439,32.909368,25.487881,27.204891,27.212979,28.707191,28.272365,28.521682,29.257659,30.796698,31.391544,31.142769,31.971436,30.816443,24.438194,25.271583,25.685243,26.700269,26.766660,26.955421,27.516287,28.797430,29.697727,29.546067,30.255238,29.614996,22.475810,23.665699,23.490969,24.385710,24.359740,24.731576,26.333636,27.050286,27.768035,27.795990,28.582532,27.499822,19.595019,21.733290,21.934323,24.248884,23.539337,24.512128,22.894320,24.699507,26.138687,25.693785,26.668071,25.768837,59.174546
5120,27.612818,29.268517,30.265987,30.834246,31.580910,31.594213,30.455634,32.316611,32.870149,33.523132,33.702438,32.877219,25.134537,26.830022,26.897375,28.417783,27.956978,28.183408,29.001677,30.258202,31.135369,30.898210,31.745159,30.679484,22.985120,24.152224,24.659664,25.998903,25.956889,26.094130,26.078619,27.909818,28.887861,28.586023,29.473987,29.016915,21.796777,22.946983,22.697011,23.901673,23.666018,24.112329,25.716256,26.703071,27.435804,27.503063,28.303925,27.180394,21.353835,22.439191,22.848561,25.136093,24.224294,25.269681,23.773091,25.988671,27.174932,26.817868,27.751422,26.854296,57.907649
5760,27.593293,29.356156,30.201451,30.752094,31.579987,31.290060,30.531754,32.355206,32.896428,33.573159,33.658847,32.881635,24.729032,26.667180,26.519370,28.270518,27.751248,27.951848,28.449801,29.878390,30.773622,30.500129,31.279766,30.270692,23.787848,24.569406,25.031930,26.365427,26.348560,26.478508,26.393216,28.209860,29.090192,28.911310,29.698627,29.058535,21.427206,22.391986,22.148327,23.420192,23.202932,23.693289,25.203445,26.450844,27.129795,27.228891,28.046797,26.875814,22.449966,23.082389,23.478066,25.550447,24.832809,25.612695,26.006809,26.687607,27.780826,27.516645,28.362700,27.419879,57.917804
6400,27.595899,29.290054,30.159478,30.749161,31.489254,31.334903,30.399149,32.257487,32.836468,33.523446,33.611402,32.787445,25.032328,26.669310,26.731596,28.288105,27.872764,27.957469,28.900566,30.114865,31.005660,30.748683,31.643078,30.531689,24.222855,25.075080,25.378080,26.540220,26.448323,26.680045,27.395711,28.286734,29.137206,29.019163,29.785305,29.119111,22.025824,24.212281,24.315647,25.923999,25.860936,25.965412,25.973236,27.266441,28.715840,28.178884,29.198484,28.375952,22.903497,23.647025,23.957670,25.565601,25.230693,25.697410,26.515918,26.980695,28.005537,27.763762,28.583815,27.646014,57.946145
12800,28.166429,29.933408,30.960989,31.566862,32.408246,32.199547,30.965648,32.628307,33.143559,33.948544,34.121514,33.329700,26.049993,27.802978,27.777942,29.622950,29.116291,29.359446,29.614371,31.496162,32.183605,31.855892,32.712637,31.651298,25.612745,26.734087,27.018378,27.934833,28.001807,28.124638,28.108619,30.081243,30.979885,30.986606,31.688595,30.805496,23.957284,24.953530,25.317769,26.384985,26.414156,26.610390,27.973448,28.448370,29.257523,28.982670,29.847865,29.012680,22.097174,24.060551,24.732755,25.933415,26.005038,26.003303,25.419089,27.296967,28.669051,28.207760,29.133287,28.313725,57.937246
