Elements,fixed[F]1,fixed[$\ell$]1,byte[F]1,byte[$\ell$]1,bit[F]1,bit[$\ell$]1,fixed[26]byte1,fixed[26]bit1,fixed[32]byte1,fixed[32]bit1,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[26]byte8,fixed[26]bit8,fixed[32]byte8,fixed[32]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[26]byte16,fixed[26]bit16,fixed[32]byte16,fixed[32]bit16,fixed[F]24,fixed[$\ell$]24,byte[F]24,byte[$\ell$]24,bit[F]24,bit[$\ell$]24,fixed[26]byte24,fixed[26]bit24,fixed[32]byte24,fixed[32]bit24,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[26]byte32,fixed[26]bit32,fixed[32]byte32,fixed[32]bit32
4480000000,6.989307,7.555286,11.831736,9.318317,11.509776,9.659982,11.905026,11.532837,11.813607,11.541540,2.413193,2.480269,3.002507,2.719236,3.060344,2.778500,3.006313,3.061801,3.005909,3.060360,2.151889,2.190081,2.449308,2.318993,2.463217,2.352134,2.449131,2.463221,2.449687,2.467761,2.223948,2.252173,2.345580,2.250721,2.360532,2.273245,2.338100,2.375422,2.340511,2.359631,2.117811,2.141996,2.277123,2.214423,2.290352,2.221129,2.276575,2.289506,2.277781,2.290684
5120000000,6.946222,7.524151,11.773072,9.296072,11.486145,9.587659,11.866521,11.473303,11.788891,11.478058,2.398459,2.481232,2.994629,2.711130,3.045801,2.763212,3.005943,3.047032,3.003107,3.048187,2.138996,2.173515,2.435873,2.301193,2.449322,2.323791,2.437392,2.446988,2.437514,2.446229,2.201128,2.227776,2.320232,2.230488,2.335294,2.251029,2.320944,2.334545,2.321135,2.337391,2.103928,2.126239,2.262925,2.192294,2.282946,2.209683,2.259621,2.284073,2.257748,2.280824
5760000000,6.967694,7.547413,11.864316,9.317873,11.510592,9.638275,11.869826,11.496428,11.776215,11.509460,2.410004,2.478095,3.009440,2.721032,3.057154,2.775788,3.006373,3.058996,3.023925,3.058193,2.147301,2.184441,2.447024,2.311728,2.463852,2.344187,2.446006,2.462783,2.450497,2.462659,2.224467,2.237257,2.343839,2.247624,2.353401,2.263054,2.335288,2.351013,2.342481,2.358036,2.116650,2.138075,2.269571,2.205585,2.283737,2.210689,2.272052,2.282427,2.270157,2.285253
6400000000,6.945794,7.501747,11.762683,9.266320,11.480829,9.573963,11.837279,11.469254,11.769320,11.492497,2.397308,2.462758,2.996076,2.708022,3.043369,2.756236,3.011256,3.044623,2.993349,3.041514,2.143352,2.177660,2.437441,2.303167,2.460460,2.334707,2.440474,2.470525,2.436624,2.462077,2.226929,2.239145,2.339369,2.241188,2.347552,2.275545,2.333828,2.347005,2.331134,2.343394,2.124811,2.131044,2.265951,2.197448,2.280276,2.225771,2.266694,2.279882,2.272541,2.281753
12800000000,6.953562,7.488703,11.759212,9.267840,11.481452,9.563155,11.841552,11.475356,11.775005,11.485443,2.411765,2.470456,3.007098,2.712547,3.054993,2.769830,3.002636,3.053821,3.004510,3.054907,2.152051,2.188035,2.447427,2.307109,2.466353,2.329426,2.446380,2.465784,2.448265,2.461802,2.223716,2.260062,2.435994,2.331398,2.435688,2.344184,2.422003,2.439370,2.422685,2.433796,2.189252,2.200597,2.332477,2.261456,2.348534,2.275337,2.333550,2.353448,2.332788,2.348497
19200000000,6.949232,7.477183,11.749369,9.241708,11.478312,9.566106,11.831362,11.459672,11.755748,11.473144,2.410912,2.469761,3.007492,2.709747,3.055556,2.784208,3.007170,3.052154,3.002110,3.051582,2.154633,2.182887,2.447916,2.305618,2.461857,2.332664,2.449598,2.464801,2.448156,2.465359,2.228633,2.253697,2.421208,2.329607,2.436358,2.347422,2.424450,2.436745,2.420752,2.433986,2.186595,2.204385,2.335610,2.261535,2.351531,2.276022,2.333184,2.347903,2.333370,2.351577
25600000000,6.944225,7.474151,11.753012,9.252410,11.493097,9.545867,11.832765,11.472826,11.748817,11.477392,2.410269,2.472554,3.000351,2.715273,3.050935,2.763659,3.004599,3.050147,3.004381,3.053977,2.153717,2.181281,2.449229,2.301100,2.462127,2.328173,2.445532,2.459804,2.446127,2.460491,2.226228,2.264305,2.421946,2.328456,2.430351,2.344101,2.423059,2.435452,2.421187,2.433459,2.183043,2.202349,2.332942,2.264386,2.345209,2.274049,2.332338,2.344757,2.335701,2.346618
32000000000,6.934627,7.470004,11.742356,9.258308,11.468645,9.565573,11.823584,11.460644,11.740202,11.465699,2.409130,2.465519,2.998331,2.713109,3.045135,2.762504,3.000162,3.045536,3.000137,3.048533,2.147052,2.176428,2.439770,2.299936,2.455750,2.324061,2.441931,2.453695,2.442787,2.453445,2.229979,2.240350,2.414815,2.323799,2.423442,2.344091,2.415169,2.425249,2.413579,2.422924,2.180393,2.195579,2.329932,2.255634,2.345428,2.269309,2.329437,2.342508,2.328575,2.340383
38400000000,6.932741,7.473377,11.742108,9.243059,11.487508,9.561077,11.830507,11.462020,11.745351,11.469685,2.410807,2.471803,3.000523,2.711488,3.051738,2.763347,3.000012,3.050670,3.014382,3.052142,2.153729,2.180986,2.447614,2.300942,2.462344,2.330515,2.450868,2.461200,2.446057,2.459850,2.227972,2.246924,2.421253,2.328497,2.430499,2.344761,2.425188,2.435324,2.422221,2.432936,2.182675,2.200707,2.331290,2.258551,2.344707,2.272919,2.332488,2.345648,2.332514,2.345118
44800000000,6.930200,7.465702,11.739244,9.231974,11.460387,9.560272,11.821569,11.466365,11.738399,11.466555,2.409558,2.469137,3.001096,2.715842,3.050822,2.765238,3.001732,3.051157,3.000385,3.051358,2.150748,2.180373,2.444566,2.302778,2.460321,2.329360,2.447004,2.470393,2.443475,2.459654,2.227309,2.248291,2.421640,2.328865,2.435372,2.345414,2.425490,2.432292,2.422806,2.432363,2.184128,2.196964,2.330643,2.257230,2.346215,2.274237,2.329878,2.345221,2.331502,2.346250
51200000000,6.944953,7.461965,11.746728,9.232660,11.466932,9.555946,11.825664,11.473651,11.746046,11.468888,2.410885,2.468386,3.001425,2.713596,3.051785,2.761183,3.001206,3.049937,3.000790,3.049305,2.151708,2.179499,2.445409,2.300884,2.459453,2.329483,2.452210,2.459690,2.444866,2.458366,2.227440,2.243151,2.423767,2.325869,2.432679,2.344873,2.428295,2.435088,2.424231,2.431544,2.184485,2.198889,2.330948,2.262199,2.346021,2.275188,2.330673,2.349906,2.329857,2.344918
57600000000,6.929780,7.466552,11.732434,9.230396,11.454689,9.533770,11.824370,11.445255,11.735994,11.459125,2.409769,2.465573,3.000568,2.713337,3.046198,2.760329,3.000131,3.058273,3.001338,3.045885,2.151322,2.180509,2.445215,2.301942,2.459815,2.326239,2.443769,2.464558,2.443336,2.459575,2.227121,2.247462,2.421159,2.324503,2.430516,2.344180,2.421538,2.432914,2.423585,2.434608,2.191749,2.196646,2.331119,2.257338,2.345436,2.274899,2.332716,2.344809,2.330469,2.343610
64000000000,6.936334,7.477925,11.742335,9.260994,11.459614,9.557722,11.820498,11.450584,11.740798,11.461176,2.404563,2.463305,2.993886,2.712355,3.049722,2.759775,2.993269,3.047350,2.992521,3.046455,2.147207,2.175949,2.441450,2.301967,2.455570,2.324411,2.438267,2.454617,2.439112,2.455343,2.219113,2.238412,2.415887,2.320314,2.426388,2.338222,2.417064,2.426485,2.416748,2.427445,2.174067,2.193462,2.326293,2.254277,2.341826,2.272642,2.331446,2.339352,2.327392,2.340416
128000000000,6.929922,7.466790,11.735781,9.235011,11.454091,9.535435,11.822279,11.457787,11.735995,11.454898,2.413344,2.467692,2.999647,2.708653,3.052324,2.759808,2.999245,3.052754,2.999763,3.052321,2.161949,2.183860,2.445169,2.303239,2.462011,2.325818,2.444651,2.460481,2.445247,2.461904,2.227640,2.244639,2.426173,2.326977,2.434854,2.344510,2.423024,2.433208,2.422824,2.434781,2.184124,2.197702,2.332367,2.258767,2.349740,2.269956,2.332253,2.346241,2.332002,2.346204
192000000000,56.234969,71.580759,36.565313,9.260261,11.463056,9.583811,11.890577,11.466460,11.746717,11.465319,2.410712,2.471290,3.003790,2.728468,3.053785,2.778055,3.002625,3.052891,3.002529,3.053160,2.148960,2.178313,2.438959,2.303877,2.456768,2.329629,2.439926,2.455760,2.442579,2.457053,2.217372,2.241045,2.414124,2.324835,2.424647,2.342198,2.416102,2.425113,2.415274,2.425021,2.174860,2.192359,2.323336,2.255534,2.336615,2.272043,2.323950,2.337149,2.323434,2.337756
