Elements,fixed[F]1,fixed[$\ell$]1,byte[F]1,byte[$\ell$]1,bit[F]1,bit[$\ell$]1,fixed[26]byte1,fixed[26]bit1,fixed[32]byte1,fixed[32]bit1,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[26]byte8,fixed[26]bit8,fixed[32]byte8,fixed[32]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[26]byte16,fixed[26]bit16,fixed[32]byte16,fixed[32]bit16,fixed[F]24,fixed[$\ell$]24,byte[F]24,byte[$\ell$]24,bit[F]24,bit[$\ell$]24,fixed[26]byte24,fixed[26]bit24,fixed[32]byte24,fixed[32]bit24,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[26]byte32,fixed[26]bit32,fixed[32]byte32,fixed[32]bit32
128000,25.653780,26.687960,28.705180,28.080960,31.468910,28.817180,29.211290,32.043440,29.011810,31.756900,32.379000,32.497030,32.584250,32.755150,33.790550,32.838540,33.149690,34.516700,33.147080,34.632450,33.219560,33.652110,34.111860,33.806250,34.306230,34.175610,34.375120,35.644170,34.481520,35.284940,33.331270,33.731470,34.111770,34.154950,34.133170,34.245190,34.345340,35.344260,34.320100,35.479110,33.414780,33.845990,33.464890,33.561770,33.397890,34.474580,34.163860,34.446930,34.657150,35.477250
192000,25.675970,26.479340,28.887780,28.295170,31.866150,29.134260,29.487850,32.487540,29.229100,32.467760,32.617430,32.484230,32.663510,32.730810,33.993900,32.965560,33.337930,34.889400,33.296610,35.037540,32.872840,33.223130,33.614180,33.376440,33.862260,33.877030,33.606350,35.257440,33.698550,34.549600,35.051200,35.143440,36.393000,36.079440,36.082550,36.427210,36.721250,37.772530,36.482650,37.792430,34.417100,34.348380,34.613530,34.835330,34.808060,35.588760,35.272450,36.241170,35.309820,36.693120
256000,26.358460,27.231490,29.488810,29.229670,32.906550,29.968860,30.023480,33.604240,30.107210,33.303990,33.310180,32.815110,33.795620,33.561580,34.905530,34.039270,34.222600,36.387610,34.293970,36.466720,33.714620,34.034510,34.428330,34.183990,35.339000,34.784710,34.558530,36.224290,34.608430,36.099240,34.599750,35.232730,36.125950,35.523700,35.868450,36.203400,36.296890,37.138610,36.226890,37.148530,36.070920,36.365340,37.286290,37.124600,36.975660,37.899310,37.117600,38.280920,37.037080,38.605710
320000,26.366760,27.168560,29.548170,29.060880,32.962540,30.035930,30.085780,33.743260,29.916180,33.376200,33.119400,32.835720,33.524520,33.691790,36.029520,33.816230,34.249430,36.245280,34.270460,36.510770,33.583250,33.675460,34.395020,33.984500,34.735960,34.560300,34.109900,35.806070,34.190330,35.409430,34.691750,35.113980,35.971160,35.775630,36.100900,36.374580,36.374130,37.309000,36.367780,37.195330,35.544210,35.635760,36.586490,36.282980,36.555890,37.232260,36.436140,37.543630,36.500530,37.711710
384000,26.412250,27.399350,29.741270,29.425600,33.186440,30.335070,30.242700,33.843740,30.059550,33.572560,33.123000,32.915090,33.551830,33.426580,34.993910,34.105600,34.276220,36.425880,35.020970,36.685270,33.794130,34.428320,34.569200,34.273720,35.400040,35.022300,34.674900,36.665050,35.019860,36.233680,35.855920,35.906260,36.992470,36.615610,37.061580,37.264850,36.951920,38.656850,36.854260,38.448990,35.809210,36.324610,36.823620,36.501240,36.597040,37.622590,36.558540,37.600740,36.785920,37.837690
448000,26.571920,27.616880,29.954120,29.336250,33.420170,30.477880,30.468600,34.049670,30.762820,34.031750,33.735820,33.748720,34.747780,34.129740,36.087160,34.030510,34.354750,36.705400,34.401110,36.745100,34.077370,34.351020,34.833600,34.503320,36.024870,35.209930,35.152850,37.538270,35.092010,36.974800,35.540980,36.622730,36.608920,36.253110,36.636990,36.944680,36.839930,38.084110,37.136720,38.055750,36.089510,35.959030,36.914100,36.782300,37.242540,37.348850,36.734950,37.918590,36.806210,38.070620
512000,27.021320,28.012310,30.402110,29.801790,34.086820,30.859400,30.947920,34.715330,30.674840,34.454560,33.517390,33.284150,34.414980,34.122780,35.851250,35.525920,34.949260,37.443750,34.992190,37.523490,34.771020,34.967950,35.340360,34.930890,36.270160,35.650250,35.602860,38.066680,35.615690,37.701720,35.267170,35.699490,36.871620,36.442340,36.737840,36.989990,36.745560,38.208740,36.698640,38.073870,36.576690,36.362420,37.809910,37.457230,38.337500,38.468540,37.424920,38.856280,37.624990,38.981550
576000,27.002750,27.933540,30.291450,29.642570,33.989190,30.738740,30.751710,34.590330,30.578270,34.322130,33.423350,33.133160,34.327010,33.988050,35.820910,34.393780,34.837980,37.557290,34.913970,37.413090,34.369190,34.562480,35.161410,34.745210,36.183270,35.610910,35.465660,37.854680,35.367810,37.417710,35.453240,35.778270,37.020240,36.510440,36.895250,37.244300,36.779570,38.536820,36.787430,38.466010,35.974210,35.800490,37.034010,36.791880,37.418340,37.488990,36.768520,38.180580,36.890080,38.293980
640000,26.751920,27.786820,30.214420,29.600990,33.820800,30.720000,30.747620,34.548650,30.494550,34.222070,33.317770,33.049060,34.032780,33.867780,35.631280,34.326350,34.687420,37.272680,34.768120,37.357710,34.239520,34.436840,35.075310,34.613610,36.096330,35.386190,35.351500,37.783890,35.297220,37.527450,35.588840,35.937800,37.062980,36.599490,37.081700,37.478660,36.942350,38.918590,36.913970,38.889140,35.872080,36.156930,37.026680,36.930200,37.373880,37.485750,36.816340,37.999480,36.928640,38.148730
1280000,27.552940,28.474520,31.411920,30.381600,35.058010,31.816120,31.832390,35.880390,31.607650,35.289380,33.861680,33.576000,35.091670,34.703120,36.741810,35.379200,35.693070,38.410860,35.619260,38.513760,34.915770,34.910020,35.852110,35.237850,37.991370,36.119840,36.087280,39.636620,35.845160,39.275580,36.230490,36.709330,37.651340,37.187930,38.232990,38.231130,37.574020,39.946950,37.653150,39.950710,37.244650,37.188610,38.342220,38.241650,39.394080,38.872340,38.567360,40.640110,38.247650,40.645490
1920000,27.795500,28.708980,31.618370,30.745310,35.567150,32.131590,32.143910,36.042240,32.045200,35.764140,33.881140,33.746200,35.503680,35.193540,37.357950,36.006260,35.984480,38.978080,36.064510,39.074640,34.984360,35.320180,36.144690,35.608640,39.419850,36.536010,36.418440,40.852450,36.304740,41.739840,36.800000,37.047240,38.433810,37.615570,39.829550,38.689640,38.131790,41.568360,38.076580,41.690770,37.378110,37.226210,38.546210,38.211820,39.844380,39.049130,38.579950,41.481040,38.460660,41.216220
2560000,28.205920,29.058700,32.012900,31.109450,36.054040,32.660500,32.573300,36.543920,32.427630,36.471640,34.255360,34.001890,35.888250,35.591510,38.493780,36.459060,36.667470,40.067210,36.617500,40.067450,35.420270,35.347640,36.532700,36.207480,39.995210,37.082210,36.816350,41.777860,36.695310,41.317480,37.018650,37.352950,38.907640,37.901640,41.187620,39.200920,38.601340,43.211820,38.554980,43.476270,37.831790,37.640040,38.996050,38.683440,40.565910,39.486770,39.108770,41.897240,38.873210,42.049440
3200000,28.567720,29.633380,32.492980,31.603320,36.607980,33.205010,33.094840,37.438320,32.889990,36.979490,34.667350,34.427880,36.741310,36.010650,39.727080,38.013430,37.061820,41.244700,37.150540,41.280860,35.777340,35.760360,37.070210,36.475920,40.459370,37.730540,37.322280,42.224450,37.266680,41.727270,38.055010,37.913390,40.036230,38.870380,42.168700,40.000690,39.375380,44.250630,39.697480,44.195210,38.168080,38.366250,39.910700,39.321980,41.193660,40.348920,39.703900,42.711680,39.506430,42.393380
3840000,28.636790,29.590490,32.675690,31.756770,37.349580,33.630400,33.236000,37.400720,33.069160,37.114350,34.635630,34.676900,36.589400,36.071820,40.324000,37.208900,37.179200,41.843720,37.222240,41.864030,35.831050,36.008480,37.240810,36.897080,41.539090,37.860540,37.469360,43.243510,37.340400,42.905910,37.657390,37.866750,39.730270,38.596640,42.622000,39.845390,39.176860,44.589690,39.217250,44.356190,38.314480,38.299700,39.899680,39.453960,41.502060,40.639750,39.900950,43.048790,39.632820,42.803250
4480000,28.977530,29.904250,33.044810,32.319980,37.234660,33.658170,33.658620,37.921830,33.341110,37.550500,34.958910,34.727590,37.155090,36.699820,40.654690,37.661790,37.648020,42.085510,37.759640,41.959910,36.145430,36.197290,38.072840,37.069890,41.946420,38.438910,37.961080,43.561040,37.932570,43.356890,37.934590,37.770360,39.722660,38.646080,42.850470,40.142640,39.833420,44.815650,39.268650,44.380230,38.858880,39.003010,40.452880,40.026640,42.322870,40.974570,40.359330,43.654340,40.278580,43.199720
5120000,28.836910,29.876660,32.958900,32.023370,37.182920,33.782380,33.555810,37.778060,33.392140,37.532660,34.878810,34.677120,37.022880,36.644440,40.740670,37.647640,37.572380,42.181770,37.589230,42.101440,35.974300,36.172220,37.652820,36.978510,41.706990,38.457460,37.808150,43.290300,37.709990,43.060130,37.807000,37.897870,40.015010,39.118900,42.988170,40.255070,39.612330,45.007460,39.480620,44.938530,38.591030,38.922220,40.407710,39.827330,42.073200,40.743380,40.162580,43.462420,40.035030,43.083920
5760000,28.872350,29.905760,33.010860,32.150800,37.524140,34.147130,33.594870,37.913890,33.408100,37.888150,34.855440,34.647030,37.102390,36.428050,40.777260,37.713610,37.682880,43.589630,37.675610,42.089310,35.931490,35.991990,37.761150,37.079210,42.319130,38.758600,37.890500,43.863530,37.981740,43.696270,37.776350,37.981820,40.231430,39.226590,43.743990,40.610750,39.670330,46.152620,39.624480,45.625030,38.787940,38.660290,40.236850,39.851890,42.184800,40.891830,40.285260,43.385700,40.141160,43.137690
6400000,29.051140,30.066080,33.219780,32.300710,37.550540,34.202920,33.800720,38.133610,33.553440,37.938590,34.995330,35.125900,37.286930,36.842910,41.026780,38.290040,37.906190,42.408310,38.168700,42.455940,36.051200,36.192900,38.011480,37.408980,42.746040,38.775340,39.520900,44.345860,38.072660,43.944360,38.182950,38.334930,40.764210,39.440870,44.337730,41.105070,40.379440,46.229960,40.196710,46.114790,38.941340,38.904180,40.564660,40.103360,42.566130,41.250420,40.573190,44.067600,40.473230,43.673700
12800000,29.566260,30.552140,33.913080,33.000770,38.571190,35.122440,34.612500,39.282290,34.347320,38.756500,35.541530,35.276820,38.299410,37.228240,43.703540,38.894450,38.717630,45.045540,38.862480,45.014820,36.360910,36.633210,38.808810,37.993680,44.189490,39.739680,38.827860,46.010150,38.837380,45.449400,38.866670,38.759050,41.610780,40.137700,46.102290,42.303690,40.878230,48.216090,40.931930,47.973190,39.720330,39.550420,41.509900,40.997290,44.882150,42.435670,41.394330,46.131790,41.515750,45.757030
19200000,29.806510,30.903230,34.381480,33.406040,39.125130,35.716760,34.937360,39.611900,34.759910,39.314410,35.488130,35.533270,38.769760,37.648810,44.695120,39.549900,39.167150,46.519450,39.359970,46.364460,36.679910,36.985590,39.297960,38.413900,45.058640,40.350760,39.386750,47.046830,39.345030,46.545100,38.542830,38.980170,42.049090,40.111470,46.306770,42.323580,41.319850,48.554690,41.307440,48.395600,39.460710,39.770520,42.354260,41.483850,45.677770,43.121930,41.929400,47.118960,41.786000,46.641430
25600000,29.625450,30.763800,34.549980,33.408610,39.247110,35.561570,35.077130,39.717210,34.733400,39.345870,35.269360,35.381560,38.897380,37.657380,44.783080,39.576310,39.128100,46.278850,39.345990,46.475580,36.422140,36.879270,39.257380,38.457180,45.217870,40.300460,39.358130,47.127860,39.354350,46.721770,38.550110,38.881840,42.102100,40.509550,47.038780,42.749930,41.356310,49.377850,41.358320,49.178360,39.199050,39.567790,42.093220,41.420700,45.786540,43.263550,41.877230,47.193600,41.911490,46.820390
32000000,29.838150,30.912820,34.705640,33.782950,39.631210,36.527240,35.338880,39.998710,35.044070,39.714970,35.347330,35.533290,39.258610,37.927590,45.568260,40.256280,39.481390,47.118410,39.627090,47.321670,36.462210,36.999350,39.527910,38.665130,45.698450,40.666500,39.620140,47.532400,39.539070,47.214420,38.487440,38.865610,42.060790,40.586700,47.009160,42.757030,41.292730,49.367250,41.328870,49.788350,39.230550,39.648740,42.396890,41.750500,47.325760,44.064790,42.124410,48.426930,42.052380,48.332140
38400000,30.304320,31.725020,35.341920,34.313080,40.417190,36.404830,35.841870,40.617540,35.678290,40.321050,35.931890,36.050490,39.659740,38.437530,46.177140,40.768850,39.977700,47.963310,40.459020,48.906830,37.025980,37.524280,40.123340,39.153410,46.540750,41.209280,40.238540,48.372080,40.074200,47.893370,38.926360,39.473170,42.660440,40.973990,47.745550,43.443190,41.942240,50.204780,41.874270,49.976170,39.830250,40.284240,43.075190,42.419160,47.818810,44.210500,42.723240,48.908090,42.658620,48.810560
44800000,30.121540,31.420520,35.571420,34.416080,40.190520,36.492210,35.710150,40.728850,35.633970,40.994370,35.678770,36.037720,39.601430,38.377860,46.362000,40.494520,39.928380,47.885050,40.162610,47.989400,36.789490,37.462830,40.048590,39.175320,46.332550,41.270790,40.079930,48.066350,40.148750,47.715140,38.820620,39.419570,42.645090,40.992210,47.964760,43.493560,42.262630,50.277360,41.849060,50.263640,39.651490,40.129630,43.173210,42.461410,47.932860,44.122780,42.584180,49.303450,42.575800,49.048030
51200000,30.262260,31.497500,35.595730,34.551390,40.501810,36.771700,36.134700,40.902230,35.905000,40.541060,35.793780,36.163320,39.870350,38.597550,46.618980,40.837020,40.246540,48.174330,40.467960,48.454430,36.969600,37.620330,40.254430,39.327940,46.967130,41.554840,40.475940,48.543480,40.186590,48.169390,39.025990,39.676840,43.133260,41.244270,48.560820,44.001400,42.261590,50.897980,42.264070,50.838790,39.756040,40.218080,43.312940,42.518070,48.407610,44.659780,43.137900,49.705460,42.844600,49.606070
57600000,30.346540,31.538510,35.709940,34.590070,40.587150,36.988150,36.237140,40.953920,35.936380,40.609980,35.787100,36.142070,40.038930,38.655020,46.716840,40.864360,40.201630,48.528480,40.432620,48.666590,37.215050,37.598900,40.623070,39.339770,46.708980,41.685890,40.375980,48.646520,40.572850,48.297200,39.078060,39.598530,43.011480,41.544210,48.448670,44.255570,42.251810,50.794940,42.250930,50.907590,39.745080,40.297180,43.327920,42.558260,48.814460,44.786510,42.984710,50.303520,42.905670,49.838740
64000000,30.461520,31.740650,35.953270,35.038230,40.958670,37.277700,36.398050,41.258710,36.243990,41.146190,36.526530,36.232150,40.249080,38.869330,47.021910,41.190440,40.503770,48.727490,40.679600,49.105700,37.018940,37.733220,40.687010,39.726520,47.206990,41.878900,40.734420,49.137150,40.777490,48.787260,39.086100,39.649640,43.056340,42.520020,48.645210,44.107170,42.398960,50.955770,42.333400,50.711800,39.868490,40.436290,43.689290,42.795600,50.086540,44.913770,43.142990,50.737390,43.446910,50.918610
128000000,30.775010,32.462620,36.885140,35.644540,41.811270,38.362240,37.326880,42.254500,37.192780,42.113800,36.216860,36.752970,41.079580,39.908330,48.614340,42.331060,41.589870,50.188250,41.827480,50.762870,37.683850,38.630950,41.410020,40.645930,48.814210,42.871590,42.452310,50.350210,41.695370,50.101600,39.523350,40.190030,44.004050,42.434030,50.308710,45.446750,43.572500,52.488520,43.496150,52.332140,40.493610,41.108100,44.675950,43.864250,51.054220,46.723170,44.368690,52.296710,44.424150,52.559260
192000000,31.235060,32.357000,37.229530,36.242070,42.239310,38.766530,37.662930,42.742950,37.622390,42.387830,36.272040,36.928650,41.567110,40.170790,49.260780,42.577610,41.719000,50.829550,41.991040,50.893710,37.694790,38.858770,41.813160,40.828390,49.281690,43.491680,42.170110,51.319020,41.917250,50.677200,39.962550,40.983380,44.835750,43.076950,51.467990,46.127460,44.470960,53.315120,44.541020,53.279260,40.608130,41.471740,45.383750,44.214470,51.840010,46.498400,45.138400,53.305980,45.157240,53.481280
256000000,31.223000,34.103030,37.814990,36.740510,43.075670,39.488690,38.217150,43.603700,38.288060,43.016450,36.495900,37.485300,42.514780,41.118000,50.211200,43.504940,42.601000,51.607900,42.732900,52.090720,38.110120,39.185020,44.912810,41.810950,50.386350,44.357560,43.013160,52.161280,42.706770,51.794750,40.415730,41.277600,45.447960,43.589240,52.096610,46.554820,44.829760,53.856000,44.788490,53.896910,41.231750,41.856490,45.837250,44.856280,53.240650,47.273390,45.797230,54.408530,46.087070,54.406690
320000000,31.271830,32.776900,37.995610,36.689560,43.174390,40.041100,38.512340,43.759670,38.502060,43.477220,36.660490,37.544430,42.208910,41.396960,50.285740,43.425840,42.544980,51.579610,42.663990,51.814170,38.075180,39.205430,42.510700,41.802520,50.571570,44.838850,43.048970,52.478780,42.742340,51.892260,40.599950,41.283990,45.263560,43.864410,52.750090,47.204530,45.520530,54.557770,45.217980,54.292440,41.291470,42.400030,46.380390,45.406900,53.763700,47.837720,46.205530,54.684520,46.552030,55.163830
384000000,31.591510,32.805980,38.258830,36.732140,43.534260,40.170850,38.638580,44.148630,38.557130,43.526600,36.948520,37.336090,42.722170,40.874250,50.503610,43.603330,42.745830,52.106040,42.834880,52.387880,38.076230,39.228580,42.685270,41.657450,51.077280,44.598050,43.199150,52.881200,42.971570,52.308240,40.136730,41.266170,45.427360,43.916180,53.302080,47.563490,45.279570,54.904990,45.245530,54.781570,41.199260,42.322600,46.297500,45.344950,53.844680,47.850050,46.456310,54.879010,46.385440,55.327370
448000000,31.408860,32.916940,38.397240,36.995470,43.863600,40.575130,39.053810,44.275090,39.041170,43.859140,36.778210,37.919450,43.132130,41.170150,50.578400,44.178790,43.239890,52.219960,43.372440,52.490500,38.095620,39.256650,42.872440,41.962030,50.965070,45.370250,43.490640,53.033180,43.126810,52.416520,40.699400,41.661460,45.822830,44.245930,53.582140,47.925080,46.232300,55.079620,46.035980,54.891510,41.547110,42.637320,46.904300,45.711830,54.252940,48.132890,46.858690,55.271160,47.299720,55.706300
512000000,31.500520,33.096300,38.772110,37.262630,43.927500,41.166150,39.431650,44.590120,39.264180,44.245860,37.163750,37.795000,42.866680,41.273280,51.309440,44.175130,43.522840,52.502240,43.633340,52.779270,38.054590,39.594160,43.214360,42.089080,51.641020,45.387490,44.067100,53.686070,43.761400,53.061000,40.970670,42.010400,45.708490,44.226220,53.829560,47.568010,45.683560,55.278820,45.605780,54.986470,41.264270,42.251980,46.568030,45.811210,54.524760,48.481020,47.102170,55.527840,47.012900,56.194480
576000000,31.597250,33.156040,39.211940,37.406960,44.040500,41.428360,39.809840,44.777860,39.536200,44.650640,37.016150,38.005360,43.019420,41.515060,51.394950,44.359680,43.720820,53.085450,43.742750,53.365870,38.265420,39.483660,43.306140,42.260830,51.754640,45.251900,44.286920,53.577560,43.557910,53.385030,40.560320,41.661500,46.053080,44.449770,54.030080,48.178290,46.249070,55.293940,46.335320,55.447290,41.891040,42.976160,47.173640,46.098970,55.516790,49.017790,47.386280,57.020130,48.120980,57.002510
640000000,31.555050,33.140260,39.169790,37.701290,44.441780,42.240710,39.283280,44.861400,39.209350,44.817830,37.284700,37.910650,43.055900,41.497550,52.841100,44.501500,43.740610,52.856640,43.576260,53.374390,38.395580,39.626840,43.639770,42.301350,52.249800,45.635820,44.244640,53.971520,43.821170,53.362710,41.214250,41.958210,45.941220,44.463680,54.491580,47.866080,46.127650,55.466250,46.150650,55.631600,41.434630,42.593460,46.734160,45.928170,54.912780,48.363320,47.092880,56.043160,47.258060,56.267770
1280000000,31.969520,34.387160,40.517770,38.652070,45.919010,43.723730,40.914970,46.251570,40.648160,45.955020,37.537870,38.300910,44.176030,43.158500,52.619670,45.960100,44.713180,54.192490,44.524110,54.559550,38.879460,40.008690,44.439350,43.127280,53.111710,46.704530,45.454230,55.490650,44.560110,54.934980,41.077290,42.575560,47.107300,45.410820,55.512520,49.329120,47.271180,56.584560,47.237650,56.671300,42.338250,43.661840,47.731410,46.926840,56.572480,49.560840,48.478770,57.623860,48.743500,58.076250
1920000000,35.590490,39.045810,41.637760,39.778450,47.118270,45.963250,41.808460,48.128300,42.152150,47.815820,38.108290,38.769630,44.835450,43.189100,53.959810,47.076040,45.576850,55.170610,45.545140,55.416010,39.437830,40.671890,45.021620,43.844960,54.102540,47.865590,45.801330,57.560490,45.764460,55.602900,41.622430,42.709530,47.629560,46.420450,56.355350,51.390560,48.114730,58.046770,48.133990,57.658900,42.729540,43.920870,48.807040,47.399410,57.580500,50.783770,49.285640,58.641820,49.542640,58.874400
2560000000,45.539720,50.374280,42.364990,40.368350,47.639880,46.664780,42.877830,48.770410,42.843580,48.012530,38.233060,38.893190,45.141570,43.203430,53.906780,47.556620,45.702000,55.660680,45.506270,55.901650,39.567970,40.816270,45.043140,43.938020,54.331970,47.820170,45.745660,56.612370,45.552880,55.768620,41.505660,42.967200,47.879770,46.499700,56.808630,50.255280,47.830060,57.975730,48.061260,57.931990,42.308110,43.645600,48.996890,47.779430,57.697340,50.820500,49.679430,58.935370,49.871150,59.284870
3200000000,53.174770,59.759740,46.001630,43.163790,50.836120,49.426490,46.374410,52.361980,46.483550,50.200260,39.044240,40.065910,46.739890,44.547490,55.461470,48.860500,46.679690,57.200220,46.867270,57.484010,40.855390,41.893720,46.244530,45.151790,55.951550,49.336500,47.111170,57.232180,47.321800,57.297310,42.428920,43.684440,48.808680,47.786440,57.941640,51.369320,48.857350,59.113000,49.201020,59.321860,42.810680,44.625660,49.504800,48.320590,59.190420,52.120090,50.070200,60.848940,50.003060,60.445490
3840000000,57.226860,64.070260,50.109100,49.359100,54.018200,53.448570,50.272920,55.003520,49.640830,54.482020,42.281740,44.180610,47.529010,46.928020,57.887060,50.655020,49.033970,59.763370,48.949720,59.669610,43.614660,44.616530,47.754280,47.397750,58.521800,52.391230,49.340710,59.999060,48.609860,59.162400,44.521650,46.263360,50.400850,49.315380,60.360690,54.631870,51.246920,60.842940,50.473920,61.383960,45.056020,46.425280,52.123640,51.504360,60.852140,53.780420,53.416660,61.982950,53.162260,62.536410
