Elements,fixed[F]1,fixed[$\ell$]1,byte[F]1,byte[$\ell$]1,bit[F]1,bit[$\ell$]1,fixed[26]byte1,fixed[26]bit1,fixed[32]byte1,fixed[32]bit1,fixed[F]8,fixed[$\ell$]8,byte[F]8,byte[$\ell$]8,bit[F]8,bit[$\ell$]8,fixed[26]byte8,fixed[26]bit8,fixed[32]byte8,fixed[32]bit8,fixed[F]16,fixed[$\ell$]16,byte[F]16,byte[$\ell$]16,bit[F]16,bit[$\ell$]16,fixed[26]byte16,fixed[26]bit16,fixed[32]byte16,fixed[32]bit16,fixed[F]24,fixed[$\ell$]24,byte[F]24,byte[$\ell$]24,bit[F]24,bit[$\ell$]24,fixed[26]byte24,fixed[26]bit24,fixed[32]byte24,fixed[32]bit24,fixed[F]32,fixed[$\ell$]32,byte[F]32,byte[$\ell$]32,bit[F]32,bit[$\ell$]32,fixed[26]byte32,fixed[26]bit32,fixed[32]byte32,fixed[32]bit32
4480000000,469.141730,335.051960,407.663260,306.714490,408.212150,319.303050,411.492040,407.242150,411.021510,406.054690,399.198730,315.087870,347.482700,282.763980,332.249010,296.186960,349.255810,337.156500,349.791130,340.434490,373.219150,304.551490,309.540890,270.202270,305.025160,280.688780,311.952610,310.407880,311.365170,313.777150,357.623370,291.138630,287.899030,260.996610,295.737590,272.830110,288.606410,298.225300,289.220260,297.101850,344.697650,288.084980,285.353470,259.143440,291.897920,270.657480,286.401520,297.336060,286.336510,299.516530
5120000000,472.530850,330.958040,409.334960,307.164060,409.932530,321.203270,413.341360,410.001200,411.547210,409.053550,400.097790,313.709310,350.322210,282.832410,335.456410,296.211090,352.182730,339.935310,353.142170,342.457200,374.597050,298.583180,312.256740,269.255750,305.184670,278.389590,313.354390,310.975960,313.623950,312.823870,359.764950,293.301950,288.010560,262.190680,290.236710,273.030250,290.294030,293.409260,289.550620,292.457780,345.650470,285.829520,278.693400,257.024820,289.400800,271.841960,280.329710,295.556390,283.747000,296.909270
5760000000,480.206710,339.848660,416.424500,311.196310,418.531210,324.388780,422.879000,417.144890,420.680300,415.882530,407.372790,318.966440,357.361880,289.453390,341.458210,300.984120,358.817710,345.424600,359.884940,348.545080,379.721390,307.796010,320.418710,273.493650,313.463340,284.276820,321.901760,318.900220,322.016500,320.544990,368.356070,294.187600,297.198100,265.806560,296.666540,276.954940,298.767510,299.920860,298.779540,299.731280,353.135130,289.207240,285.109400,261.979240,288.345140,272.998870,286.411100,294.565680,286.221970,296.155400
6400000000,482.208630,334.099560,418.884360,308.832430,418.270680,323.721030,422.076560,417.862370,420.687580,416.159880,405.990450,317.338590,359.348410,287.407530,342.124240,301.529640,361.120450,347.700250,361.586460,351.579070,383.459340,308.143210,322.779140,276.663580,316.807900,286.891510,323.560950,326.548160,323.958740,324.907580,367.051930,320.494640,302.228850,268.363670,302.078980,281.029670,303.828480,304.730950,303.917520,303.776420,352.482370,294.079500,288.390470,263.682160,294.573450,278.800460,290.362770,301.100510,290.259800,301.915880
12800000000,545.028380,366.444200,471.829880,337.579810,473.862880,360.365240,475.031150,475.957700,474.076490,470.960600,451.733610,355.305400,409.309480,320.864750,392.691920,337.425430,411.455160,396.108500,411.409040,398.906620,425.101660,339.631050,374.875310,307.895000,366.903630,320.844220,376.408410,371.273390,376.039040,372.998950,411.884770,335.377830,356.497240,301.726550,352.930730,319.504550,358.199030,355.786630,357.896010,355.476300,400.381140,325.399520,342.599370,298.696420,341.616560,314.889550,345.238060,348.752340,344.645950,349.923870
19200000000,575.493920,389.822240,499.887860,355.202170,502.580200,377.241840,500.006040,500.591600,502.345490,498.644170,474.334100,367.076890,431.923340,332.752740,421.018160,352.295410,434.377340,417.389370,438.798630,420.596040,444.681120,358.235450,399.534140,321.863840,390.141910,336.877020,400.451610,395.158480,401.222870,396.928060,432.243020,345.073780,379.654400,316.412630,375.095490,333.817810,382.494670,377.492660,382.049210,377.760080,421.655010,341.919910,368.671860,314.780540,367.562230,332.566750,371.169130,375.269520,369.915730,375.347030
25600000000,591.001530,386.963010,507.767590,353.567000,512.842000,377.880180,511.440640,509.241230,509.719050,509.852020,480.739390,365.919260,438.621230,328.535630,419.332420,349.602160,446.802110,423.049630,440.308000,426.423350,448.240980,355.143000,406.284410,319.267950,393.521450,335.012310,408.041180,399.025270,408.975810,400.787500,441.732740,348.011530,389.084960,315.040350,382.238360,334.809530,390.053850,386.105670,390.512390,384.443800,423.602930,339.191390,377.004780,312.862930,371.999450,332.979320,379.560450,379.578250,379.493230,380.328050
32000000000,618.004330,401.866500,528.601470,369.012630,533.898420,387.721050,530.234090,527.028760,530.968090,531.470060,498.288840,382.415490,457.013840,343.078220,438.636480,366.008160,458.930940,441.424640,458.414650,445.554860,466.530760,371.050760,426.314250,332.929970,412.244630,348.498800,427.154590,417.526240,424.898590,419.337650,453.537070,360.659000,405.646120,325.489330,398.370190,344.824390,408.030890,401.598910,407.182020,400.546660,439.242040,354.271620,395.335980,324.276650,389.460750,341.438420,397.324990,398.563390,396.214160,398.634360
38400000000,632.968700,399.810790,541.807270,378.400280,544.579570,390.689370,539.613260,537.462390,540.817570,541.199570,512.109180,388.686150,467.948360,350.171160,447.155180,374.268940,471.118160,453.267010,468.675140,455.719160,476.030850,377.074490,434.255130,339.427850,422.046150,355.283820,434.710240,427.577940,435.445590,429.219340,461.431750,364.709060,416.637510,329.848270,407.792520,351.365390,415.968720,410.280080,416.670130,409.630180,447.771760,360.505590,405.890060,328.775810,397.575140,348.668340,406.885160,407.630740,406.299490,406.616080
44800000000,644.881580,409.155630,552.310590,380.871920,557.330470,396.769720,551.559440,549.316320,553.763680,554.373330,520.177750,393.702370,476.166210,357.691070,456.956190,377.854950,480.186400,463.053270,479.407840,464.634020,483.726500,381.892610,442.321290,344.239340,431.606210,360.129040,443.539210,435.316760,443.907570,436.271530,470.266900,372.940190,425.027690,336.524580,416.538730,361.834060,426.237840,420.647330,427.348890,423.166610,454.442720,366.865530,413.454300,333.120840,406.925670,353.341710,415.294520,415.302140,415.239880,419.108420
51200000000,668.020850,400.768910,560.422210,375.352960,567.958680,396.548210,560.224030,559.574190,566.868880,566.212440,526.930130,392.019920,480.616640,354.575360,461.624610,377.368060,484.803190,465.398310,482.188640,468.391260,489.667560,378.520870,445.915440,341.030990,432.802810,359.944300,447.645780,437.485030,448.763430,440.043860,474.310820,374.632990,428.922410,338.091180,424.596360,360.745730,429.992660,423.579240,430.137280,423.697330,457.138550,366.412060,417.763800,332.916540,411.583950,354.141790,419.817210,419.555270,422.246570,421.593660
57600000000,676.416030,411.132220,569.888020,384.038060,579.022420,403.101730,567.407450,563.567740,571.121090,574.496650,537.265490,395.299120,490.974990,362.322530,467.844850,382.600410,492.356140,473.640620,490.894630,476.129840,496.127480,387.269310,453.518590,350.126000,440.970530,368.308460,454.242620,446.095540,454.518140,447.357350,480.544080,376.324000,436.652860,340.825500,428.423230,364.136400,437.955300,431.850820,437.371360,430.011270,463.616960,370.242470,424.251370,338.269670,417.672920,358.471570,426.404680,426.353420,425.903500,427.865200
64000000000,691.718700,420.803170,583.487640,389.564840,590.859000,407.908040,577.049380,576.862520,586.217300,587.566140,545.454910,403.273220,499.088090,367.754930,478.096180,387.299640,501.950390,485.058170,501.142630,485.975270,507.449220,393.679980,463.693530,354.403820,450.672080,373.479830,465.007400,456.758450,465.567950,458.401910,494.330260,382.242870,444.379540,346.270890,436.103240,370.891240,446.840200,439.519070,447.141390,438.074560,473.309930,377.125730,433.101250,344.442190,427.384570,365.253650,435.419350,435.247390,435.286250,435.967840
128000000000,758.281960,440.921220,634.486580,406.107300,641.488070,432.031280,618.173590,617.567060,637.157590,638.675550,591.246300,421.677440,537.451130,383.096630,515.123740,405.736190,539.130440,519.699940,539.676560,523.384810,546.886530,409.943160,499.601900,371.046520,489.115440,391.137840,502.501530,493.030420,500.917880,492.428330,530.699850,401.407170,479.537950,368.790200,470.598770,389.033220,482.475110,475.579330,481.223090,471.562040,507.877400,399.536410,469.061270,365.662730,461.485920,387.860790,471.670560,471.483200,470.346680,471.327690
192000000000,853.408750,476.923450,663.698450,419.694920,672.767870,445.469350,644.400450,643.711940,665.938200,669.591200,623.176550,456.879500,560.719980,415.311910,540.130470,437.722650,563.097010,545.235600,562.732080,550.053970,576.034070,426.804100,522.402210,386.333110,507.665430,404.043270,524.924330,515.931080,523.790160,516.521070,554.868000,454.386620,503.257310,398.161170,494.188860,421.109470,513.312720,499.973100,504.280490,498.998580,535.690790,447.207790,492.969430,387.195620,483.900540,435.879580,495.684370,497.444000,494.196730,494.649390
