Elements,fixed[F]holes,byte[F]holes,bit[F]holes,fixed[F]noholes,byte[F]noholes,bit[F]noholes
97000,83.181510,75.241510,78.505870,79.435280,71.192020,79.481500
100000,84.624960,74.669060,77.180040,85.096490,71.938030,77.147910
140000,93.148980,79.112110,81.448880,89.520550,77.423800,82.405390
180000,92.941680,78.773780,81.935180,89.752610,75.895320,84.660320
220000,95.646050,80.856600,83.105320,92.064450,77.417150,83.192540
260000,93.800080,81.803550,84.968150,92.352650,76.891130,85.630970
300000,96.011540,86.064540,88.232010,98.211840,81.010180,89.224000
340000,95.812870,84.985500,87.953610,97.778450,81.021270,90.817370
380000,99.624460,86.259740,90.366950,97.852440,81.246920,91.989010
420000,99.866050,86.436090,88.686740,99.863450,82.472550,92.915880
460000,100.195140,87.248960,89.011080,99.571550,83.064200,97.177140
500000,100.348220,87.375850,88.795410,99.606370,83.146400,96.667660
540000,105.736790,93.045770,95.413330,106.886770,88.089610,103.548280
580000,104.907180,93.230690,94.510090,107.386900,87.973730,102.071130
620000,105.234730,93.512170,97.999360,108.204660,88.495850,108.054390
660000,106.263910,92.512690,95.008720,110.270440,88.890610,104.214730
700000,106.991590,93.320820,97.168500,110.092690,88.381390,107.620220
740000,106.057300,92.246740,95.929530,112.050240,89.439780,107.547720
780000,105.590660,94.384090,99.261660,110.135300,88.506470,108.696070
820000,107.140690,93.836240,97.632850,115.395040,89.317130,104.541170
860000,107.524310,96.109360,99.674240,116.721840,89.788050,109.503900
900000,109.660250,96.009390,99.944840,120.601310,91.464680,111.050440
940000,110.803400,96.321880,101.329510,120.258760,90.394460,110.529570
980000,110.977910,94.479160,98.963900,122.029760,89.929300,110.823480
1000000,112.193350,95.034300,98.576290,125.672560,89.737800,109.611260
1500000,128.091800,100.561650,105.378840,171.130080,96.008680,116.396350
2000000,137.776310,101.661800,104.355680,199.672230,97.344800,115.233520
2500000,149.361610,106.759970,109.856090,224.026800,102.076680,119.850650
3000000,154.721510,108.024160,111.843120,237.175630,103.324480,122.746050
3500000,159.474230,110.599500,114.958740,246.258350,103.539870,127.771730
4000000,163.790790,109.352110,111.951770,258.601550,104.075160,122.253080
4500000,171.437330,115.509550,117.112040,271.148290,111.043980,130.284600
5000000,174.626340,115.547730,116.780630,274.939690,109.978950,132.628760
5500000,176.663670,118.368570,120.588400,283.262900,114.737480,132.712830
6000000,179.709720,120.122840,120.185490,284.626860,114.892590,135.060940
6500000,182.805210,123.604600,121.980260,286.906250,117.465260,138.689120
7000000,185.965180,127.654900,125.438930,295.985580,121.308060,139.591770
7500000,186.428610,128.815090,125.194820,303.503840,123.163660,146.208750
8000000,187.051930,129.243020,123.719600,310.170660,124.345530,150.252760
8500000,196.076320,139.095870,133.090130,320.968550,133.262990,157.747270
9000000,196.157210,138.097290,131.435800,325.459010,134.006240,161.414740
9500000,197.891980,141.243890,135.807990,327.644070,135.668360,171.438340
10000000,199.718420,142.593120,137.117710,327.438170,137.435890,173.835380
16000000,212.905710,158.842980,151.520380,347.958240,155.221390,225.634500
22000000,226.752090,174.173340,168.249980,375.098750,169.748420,262.682600
28000000,234.126710,185.616400,177.951590,401.470580,180.239110,283.448250
34000000,253.010520,201.619910,193.505510,431.289880,197.744290,313.243600
40000000,255.101950,202.327350,194.124180,426.876840,198.702890,319.896000
46000000,260.502940,206.713090,199.907400,434.807220,201.622480,330.752670
52000000,264.247990,206.744500,198.964660,436.901710,204.005440,331.108770
58000000,268.199530,207.963410,200.084870,443.846000,205.128310,336.104940
64000000,269.215020,210.109570,200.595610,445.492770,206.172180,334.230570
70000000,310.465230,249.202400,240.822590,492.975440,245.332120,382.319070
76000000,312.045950,247.400350,240.583350,493.300550,244.017110,381.953820
82000000,313.979310,246.909500,238.205950,488.654690,242.475530,380.875500
88000000,312.651450,245.296920,237.236780,497.506420,240.073540,382.166780
94000000,315.246840,243.531450,236.087670,496.285090,242.292430,387.709700
100000000,313.685880,242.980220,236.707650,495.824330,237.727700,389.015640
170000000,347.496460,260.177210,250.500430,535.296370,259.668590,408.763810
240000000,367.112830,268.450700,259.535790,544.548650,271.235960,423.090310
310000000,384.488570,282.483610,272.742150,591.145620,287.242920,441.209600
380000000,400.635250,290.828630,279.036060,588.953740,292.892460,447.164260
450000000,409.950950,299.554970,286.023920,616.670980,300.360370,454.897400
520000000,419.082220,306.114110,294.655320,618.785120,310.061460,469.290250
590000000,427.355390,316.782720,301.608370,643.796230,320.903430,470.627080
660000000,431.525810,322.550590,307.054460,664.642640,328.004440,479.693660
730000000,440.089200,328.938880,313.932170,675.391880,331.891380,473.906680
800000000,450.905980,334.212230,319.255120,669.764750,336.387680,491.823380
870000000,452.508100,343.897660,326.372200,689.084910,343.158260,499.519290
940000000,462.337110,347.427220,328.958460,696.076800,346.041850,506.024530
1000000000,462.336050,353.203010,333.587550,704.986290,349.801980,487.178990
1800000000,506.990680,395.660940,375.526820,760.959230,396.830690,558.006370
2600000000,535.765060,425.028720,407.233170,763.194420,431.638960,591.180650
3400000000,556.229210,443.184060,424.913500,811.776840,455.394690,627.883410
