Elements,fixed[F]holes,byte[F]holes,bit[F]holes,fixed[F]noholes,byte[F]noholes,bit[F]noholes
180000,93.818620,83.157720,84.809370,94.184970,76.392900,83.371040
220000,97.490450,80.835940,83.879450,97.683000,76.679090,83.610950
260000,91.888460,82.425480,86.946220,99.034940,77.034830,84.772420
300000,96.918060,87.113940,89.877850,105.066220,84.027780,90.895120
340000,96.706380,85.381490,87.898140,105.322310,81.854490,91.328150
380000,97.072580,86.128690,89.520280,103.948300,82.572740,93.430960
420000,98.296480,88.001860,91.570020,105.363100,83.491390,96.316180
460000,98.259420,87.810400,91.701660,105.428780,84.317160,98.294540
500000,96.251870,87.601100,92.283130,106.052280,84.307430,98.524530
540000,100.901910,93.048440,96.526730,106.638530,89.754340,102.611360
580000,100.291960,92.982630,97.181300,114.018650,90.126060,104.183290
620000,100.407540,93.143960,98.537470,113.622960,90.051630,108.423860
660000,106.040030,93.108550,96.678690,113.667120,91.635970,104.888500
700000,102.169740,93.947830,98.188170,117.128620,90.026030,107.407750
740000,102.091660,92.752650,96.630860,116.803010,90.477600,109.285210
780000,105.122630,94.577180,99.540970,119.036960,89.866840,111.649350
820000,108.630490,95.127270,98.698080,121.693810,91.150120,106.731380
860000,108.308110,95.606810,101.593590,123.133500,90.951470,111.744760
900000,109.534410,97.887020,101.638710,130.439740,92.467350,113.195830
940000,111.696430,96.612190,102.582850,132.554770,94.068700,113.096070
980000,111.603000,96.571800,101.551390,137.301550,93.839400,113.206420
1000000,112.410570,95.231450,99.577060,136.257660,90.704250,110.905640
1500000,127.718860,101.741640,110.435360,174.163660,97.198670,120.532180
2000000,139.249890,102.370000,107.905550,202.404600,98.674010,118.999940
2500000,150.647940,109.061930,112.536990,224.700390,104.112430,123.621800
3000000,155.698600,109.371560,114.403560,238.459310,104.396740,126.097570
3500000,160.974080,110.840190,117.071810,248.333130,105.773160,131.619640
4000000,165.830730,110.482410,114.139670,258.838890,107.199210,127.537700
4500000,172.535980,115.425160,120.847080,270.472410,111.399100,134.052520
5000000,176.439550,117.812930,119.858160,274.001060,114.858810,133.548190
5500000,179.534410,120.444590,121.398510,280.049490,116.076750,137.112180
6000000,181.376780,122.362620,122.759780,284.480600,120.736940,141.139080
6500000,185.454370,124.683420,124.156610,290.480830,121.824560,142.560710
7000000,184.725680,126.612290,124.675540,294.412600,123.093570,142.415200
7500000,189.786260,128.903950,127.521020,297.644070,125.650050,155.943750
8000000,188.863100,129.312160,125.435850,299.207230,126.065270,149.219460
8500000,198.003840,138.700650,133.723820,312.910890,135.954070,162.880050
9000000,198.050580,139.030710,133.376650,310.289630,136.378090,164.897240
9500000,199.487510,140.841730,137.323000,312.969460,138.754100,172.472940
10000000,200.896820,143.903830,137.253910,317.832060,141.746800,176.957080
16000000,213.616910,159.517400,153.807170,348.224390,157.415500,226.346390
22000000,227.613770,173.945720,170.761500,370.201430,172.873700,263.884660
28000000,236.391720,185.145120,180.106600,388.757760,183.152090,288.255360
34000000,255.898510,204.053250,194.542500,415.073280,201.354890,301.793380
40000000,256.713920,203.996370,196.017300,424.473360,202.163760,306.163420
46000000,265.060120,208.653980,204.744410,434.874490,203.841980,332.919640
52000000,264.602800,211.375890,201.226220,436.269500,207.005670,334.464710
58000000,268.456810,210.943130,205.744770,411.635220,206.784620,313.763470
64000000,273.170320,210.033310,201.408320,445.547970,209.118310,316.258580
70000000,312.034330,251.009560,242.608810,482.067540,248.597120,382.436400
76000000,308.971000,249.135560,242.004960,470.024170,248.863720,389.296170
82000000,311.258000,246.245370,238.203350,490.536160,244.510020,385.529460
88000000,312.669350,246.809310,239.390730,495.199480,243.191110,390.893060
94000000,311.183790,245.405670,237.034560,486.328080,241.033570,343.683040
100000000,314.578240,243.219160,236.117380,468.710600,240.623560,373.847790
170000000,345.993740,261.328120,252.874880,525.668470,261.933250,406.576450
240000000,362.361640,269.706970,259.646790,538.210450,272.483360,406.475220
310000000,383.149610,283.222520,272.627720,541.462600,284.878430,406.317380
380000000,397.628230,291.309900,279.237800,579.218680,291.002390,428.964340
450000000,407.458600,299.052820,286.523900,573.215760,306.407170,417.997440
520000000,415.790180,305.019410,293.474210,611.954560,308.353310,444.377700
590000000,426.760460,319.113270,303.410570,622.849740,319.982480,434.992490
660000000,432.592240,323.581300,308.043610,647.844180,324.058190,445.402580
730000000,439.505370,329.514320,311.773530,619.561750,328.259720,447.614390
800000000,445.582190,331.293460,317.959960,635.831880,333.494650,431.849560
870000000,448.683040,338.852250,325.492960,674.576780,340.309080,453.130760
940000000,458.984420,345.095320,327.634140,665.643550,346.892120,454.562850
1000000000,454.726520,347.652020,332.140710,647.144600,350.334400,450.618480
1800000000,498.804570,389.301940,370.614490,701.331670,394.239610,479.881640
2600000000,533.327410,420.854540,404.811790,711.241920,429.441060,527.506900
3400000000,549.335610,434.795210,415.229230,740.975810,448.862890,540.684030
