Elements,fixed[F]holes,byte[F]holes,bit[F]holes,fixed[F]noholes,byte[F]noholes,bit[F]noholes
820,41.205960,44.716110,49.348680,41.362530,44.231750,48.890420
830,41.171160,44.555630,49.161100,41.234460,44.059710,48.713420
840,41.045260,44.465630,51.601700,41.448180,44.199310,48.837790
850,41.275330,45.045590,49.628120,41.268440,44.033150,48.720470
860,41.414330,44.867050,49.450950,41.389040,44.277360,49.104480
870,41.289770,44.962970,50.004020,41.212570,44.010970,48.671140
880,41.300600,44.747650,49.577680,41.286460,44.166310,48.811530
890,41.512480,45.100220,49.730290,41.219920,43.989710,48.632850
900,41.276250,44.876900,49.468740,41.340860,44.188590,48.808090
910,41.247750,44.941990,49.347910,41.223790,44.029470,48.686900
920,41.336240,46.052940,49.462260,41.359470,44.207280,48.792180
930,41.115300,44.906630,49.529160,41.206810,44.162360,48.731810
940,40.984270,44.531440,49.169920,41.317950,44.167370,48.945230
950,41.102390,44.496440,49.145360,41.753750,44.523400,49.166960
960,40.959930,44.401470,49.098340,41.430330,45.224870,48.943340
970,41.038190,44.560820,49.246370,42.490040,44.989870,49.638920
980,40.942750,44.553520,49.094120,41.203910,43.985540,48.636110
990,41.036480,44.540270,49.094250,41.260720,44.086790,48.635120
1000,42.156670,44.493960,48.992670,41.700560,44.499210,49.159620
1200,41.691940,45.514240,50.505240,42.302190,45.485430,50.146170
1400,41.770080,45.233160,50.032620,41.668670,44.730450,49.535460
1600,41.547250,45.456490,50.312280,43.477400,45.002410,49.782350
1800,41.976820,45.587620,50.495810,41.635470,44.727600,49.539050
2000,42.506320,45.724190,50.264310,41.725960,44.751350,49.591620
2200,42.386530,46.818420,51.628730,42.244650,45.714640,50.542450
2400,42.550490,48.034670,51.676740,42.261600,45.687890,50.777230
2600,42.568560,46.607990,51.681940,42.420040,45.479560,50.408820
2800,42.407790,46.524580,51.523920,42.314170,45.545140,50.448080
3000,41.954070,46.008250,51.047710,42.099920,45.361330,50.318690
3200,42.115710,46.295970,51.151730,42.334940,45.671060,50.541880
3400,42.799070,48.030130,51.593050,42.678820,46.796030,50.882750
3600,42.481460,46.329730,51.629950,43.372990,45.923830,50.719030
3800,42.455360,46.558670,52.949660,42.342580,45.633860,50.771980
4000,42.393430,46.407010,51.234620,42.615450,45.866280,50.656920
4200,43.223350,47.597610,52.623230,43.016320,46.860510,51.645490
4400,44.240250,47.610240,53.066360,43.001250,46.807990,51.889570
4600,42.569840,46.817890,52.200750,43.761610,46.894210,52.043270
4800,42.672890,49.030410,52.315040,43.134470,46.625590,51.495570
5000,42.829580,47.390940,52.404640,43.419910,48.218220,52.036860
5200,42.801630,47.339070,54.924230,42.967700,46.623270,51.766600
5400,42.739910,47.367780,52.454410,43.187260,46.602740,54.130610
5600,42.959520,47.332420,52.548010,43.088630,46.850880,51.899400
5800,43.987700,47.271820,53.184300,42.867400,46.489630,51.598390
6000,42.912560,47.220690,52.302140,42.823730,46.447440,51.641900
6200,43.059630,48.990510,52.683470,42.938820,46.881380,51.770630
6400,43.024720,47.662190,52.367950,42.923960,46.234930,51.205020
6600,43.012290,47.249910,53.868380,42.783690,46.404170,51.250050
6800,42.981400,47.283680,52.446040,43.081810,46.725670,51.622100
7000,43.250370,47.294200,52.319170,44.072230,46.471490,51.565110
7200,45.308530,47.273740,52.435200,43.096270,46.538910,51.638070
7400,42.981100,47.065440,52.375850,42.817280,47.973420,51.556540
7600,42.926140,48.078650,52.241310,43.058150,46.584180,51.563700
7800,42.942990,47.067510,52.394590,42.864400,47.095300,52.906990
8000,42.908520,47.083290,53.436970,42.778900,46.445980,51.509370
8200,43.587290,48.266730,53.614260,43.767780,47.485620,52.812270
8400,43.787280,48.081740,53.543230,43.717370,47.384610,52.740120
8600,43.594400,48.571080,53.370720,43.448630,47.415750,52.742250
8800,43.393180,48.069420,53.505320,43.701560,47.715430,52.631970
9000,43.875950,48.454540,53.707820,43.484190,47.357110,52.562610
9200,43.546140,48.037990,53.198100,43.859260,47.342830,54.148620
9400,43.119490,49.395760,52.972730,43.425840,47.557520,52.640660
9600,43.496310,48.110360,53.332020,43.634240,47.497160,52.517150
9800,43.066800,47.484290,53.609800,43.638640,47.288020,52.467040
10000,43.341280,47.975950,53.254680,43.328200,47.308230,52.499600
13000,43.592550,47.969080,53.268330,43.622710,47.769990,52.403440
16000,42.900500,47.335030,52.859250,43.524750,47.162110,52.301500
19000,43.744910,48.631790,53.913560,43.998930,48.032400,55.432040
22000,45.098030,48.568200,54.072260,43.919050,47.836250,53.226600
25000,43.620670,48.234420,53.894510,44.041290,48.227210,53.660640
28000,44.222960,48.736550,54.180950,43.986770,47.498600,53.192220
31000,43.512400,48.061350,53.728170,43.954070,47.856660,53.140840
34000,44.656160,51.199440,55.453220,44.498420,48.736010,54.349540
37000,44.601460,49.539030,55.505790,44.472380,48.713970,54.211710
40000,44.539270,49.423470,55.241480,44.448020,50.055670,54.119990
43000,44.530870,50.203090,55.286170,44.367900,48.526340,54.128640
46000,44.256210,48.880220,55.112630,44.367580,48.783660,54.101730
49000,44.734430,49.353530,55.376280,44.301390,48.524770,53.970480
52000,44.885980,49.766040,55.739930,44.420620,48.735490,54.266540
55000,45.130040,49.741320,55.621770,44.403200,48.729250,54.210500
58000,44.838400,49.829090,55.684290,44.417730,48.736250,55.682360
61000,45.046900,49.777540,55.401970,44.400600,48.650960,54.170600
64000,44.693260,49.381770,56.685620,44.346070,48.679670,54.160170
67000,45.225140,50.535010,56.894430,45.011360,49.792140,55.920110
70000,45.162460,50.436000,56.979720,44.985040,49.674530,55.478050
73000,45.070140,50.265320,56.712300,44.834500,49.508560,55.471480
76000,45.129700,50.334590,56.993840,44.934120,49.526800,55.332670
79000,45.098220,50.272240,56.674880,45.042010,49.928140,55.734630
82000,45.144220,50.416350,56.719060,44.358420,48.983970,54.821230
85000,45.110750,50.324740,56.602900,44.521420,49.042750,54.840500
88000,45.068380,50.369430,56.893460,44.825220,49.405340,55.285930
91000,45.056250,50.332140,56.845350,44.867320,49.535480,55.266190
94000,45.210960,50.391350,56.837140,44.806190,49.433650,55.137330
97000,45.070630,50.117820,56.607430,44.868970,49.912040,55.588830
100000,45.507930,52.277670,57.099140,44.917310,49.689540,55.477690
140000,45.171740,51.038550,57.937930,46.055490,50.433190,56.634330
180000,46.183500,51.176070,57.901450,45.368470,49.964910,56.287260
220000,45.852590,51.209140,58.214760,45.478700,50.269510,56.379490
260000,46.874840,51.108020,57.807810,45.625800,50.183390,58.111670
300000,46.795380,52.439310,59.602290,47.409420,51.494990,57.899950
340000,47.994640,52.315930,59.305170,47.259500,53.215370,57.507500
380000,48.588220,52.301800,59.840690,48.354530,51.014530,57.466430
420000,52.756990,52.618420,59.486690,56.304670,51.389880,57.648900
460000,55.884210,52.708030,59.828970,57.072660,51.807210,60.016790
500000,60.325680,52.622660,59.642130,61.145750,51.917530,58.343040
540000,64.245790,54.755060,62.675240,64.961300,55.402600,60.126490
580000,68.558270,56.209030,61.481110,72.101490,54.306820,60.556800
620000,73.680590,55.554350,62.306290,77.630750,55.483620,64.305180
660000,77.808090,57.146580,64.173440,79.246010,55.614580,62.215130
700000,79.633540,58.207380,63.728210,83.557880,56.464270,67.450140
740000,82.877540,58.897060,65.140380,87.302590,58.129550,64.518560
780000,87.108800,61.516950,67.070840,91.440130,58.951850,64.913910
820000,89.698510,64.436190,69.389400,92.399720,62.020790,68.862140
860000,91.664680,63.704850,71.151760,94.875330,63.575560,71.359710
900000,93.792400,67.668470,72.679170,97.342400,66.656010,71.044150
940000,96.020870,68.415560,73.809150,105.891020,67.376280,76.462480
980000,97.244620,70.646500,75.929630,103.191250,71.580330,72.982810
1000000,97.301910,70.861280,76.702110,102.387300,69.797160,75.317480
1500000,109.278910,90.898050,96.704470,116.487440,87.877550,93.908390
2000000,114.137860,107.185110,107.420180,125.641380,98.667760,104.161480
2500000,118.846630,110.241820,116.786490,130.147930,107.027560,112.165980
3000000,120.104790,117.048880,121.125970,134.861280,111.058180,118.504420
3500000,121.795010,118.175430,123.413500,135.131210,116.485700,122.408370
4000000,122.886020,120.045200,125.560450,139.353990,118.952270,123.203180
4500000,125.239580,125.110940,130.054050,142.144160,120.678680,126.270380
5000000,126.300930,125.807820,131.267020,143.770540,122.886590,127.829040
5500000,126.856700,127.336570,132.958990,146.528780,123.411700,130.880100
6000000,127.368960,128.331300,133.877280,147.414270,124.761500,131.305150
6500000,128.241800,129.933990,139.041740,150.575130,126.070000,132.477760
7000000,127.932930,129.335900,134.766030,147.361960,126.897700,133.125550
7500000,128.427190,130.752150,136.184330,151.687730,128.478400,136.449490
8000000,128.213260,130.873420,136.991160,148.990870,128.840220,136.363780
8500000,130.270480,134.516780,139.665830,152.720570,132.209710,140.699530
9000000,131.622750,135.037410,140.270940,150.415570,132.708690,141.806280
9500000,130.656220,135.689630,141.123650,153.870730,133.047970,143.062510
10000000,130.885740,136.728070,141.066190,152.926910,134.412090,144.973030
16000000,133.097220,141.111610,148.420500,162.865740,138.523630,158.105260
22000000,135.559120,144.999380,151.433490,167.878340,143.293000,170.112640
28000000,136.824110,147.091710,153.341410,166.358870,145.825600,176.055470
34000000,139.441290,151.819940,160.594180,181.875150,148.298420,181.777170
40000000,141.693590,152.283490,159.230860,178.735870,150.087710,197.054330
46000000,143.414600,154.029650,160.937610,181.909790,150.620250,194.891790
52000000,145.761940,155.744220,163.514680,181.296580,153.122450,197.418390
58000000,147.619590,157.805200,166.446050,182.310430,154.996420,190.534130
64000000,149.694580,158.724200,167.216300,192.674020,157.087990,192.922880
70000000,152.553030,164.884820,171.019800,188.733380,160.637140,207.647090
76000000,155.832410,164.741260,174.254060,191.506060,167.584410,207.204900
82000000,162.682500,173.673170,176.101220,197.857910,169.330710,213.763250
88000000,161.515210,168.986850,178.345170,201.821550,165.938600,209.796810
94000000,163.137590,170.083040,185.639180,195.413690,167.273570,201.445580
100000000,166.058010,171.505170,181.542170,192.825880,169.079450,206.207920
170000000,188.863900,189.421470,202.042640,225.605020,185.433760,233.227550
240000000,208.766260,200.121050,211.463850,246.333870,193.415710,243.504950
310000000,217.801450,204.368060,219.880320,261.382570,200.986360,252.390820
380000000,226.126450,207.289040,224.265600,287.481140,202.212940,261.039930
450000000,234.377760,210.721160,228.493700,283.376240,207.419690,260.380240
520000000,239.632880,211.805640,230.260570,300.834910,208.528340,269.051260
590000000,246.621750,217.396840,239.904200,311.817890,212.384660,271.468140
660000000,249.893040,219.491780,238.018190,325.438640,214.344080,276.673650
730000000,253.615020,223.440500,241.633470,309.815540,216.480230,281.115160
800000000,255.803930,223.665920,242.729000,324.716930,218.900270,276.907840
870000000,259.221050,227.667300,247.133100,340.061680,223.278830,283.573780
940000000,268.925810,230.917510,249.431260,342.575050,222.406550,285.767950
1000000000,263.576850,230.983350,249.330010,323.163840,222.786370,283.826500
1800000000,282.437440,252.851410,274.148970,366.454200,241.650400,297.553530
2600000000,298.153380,271.456750,297.407090,372.888490,261.426620,323.671770
3400000000,301.103880,275.750300,302.944200,384.554910,266.360190,327.786120
