Elements,fixed[F],fixed[$\ell$],byte[F],byte[$\ell$],bit[F],bit[$\ell$],fixed[$12$]fixed,byte[$12$]byte,bit[$12$]bit,fixed[$12$]byte,fixed[$12$]bit,byte[$12$]bit,fixed[$14$]fixed,byte[$14$]byte,bit[$14$]bit,fixed[$14$]byte,fixed[$14$]bit,byte[$14$]bit,fixed[$16$]fixed,byte[$16$]byte,bit[$16$]bit,fixed[$16$]byte,fixed[$16$]bit,byte[$16$]bit,fixed[$18$]fixed,byte[$18$]byte,bit[$18$]bit,fixed[$18$]byte,fixed[$18$]bit,byte[$18$]bit,fixed[$20$]fixed,byte[$20$]byte,bit[$20$]bit,fixed[$20$]byte,fixed[$20$]bit,byte[$20$]bit
6400,25.360133,25.228725,30.156468,27.031819,38.337974,35.615721,25.508602,33.852459,49.630863,31.315825,42.269414,45.591070,25.478622,31.029979,41.697593,35.894249,45.567280,39.723124,25.479060,30.764565,42.787372,31.240624,44.670824,42.521129,25.112460,35.038399,50.325162,37.755069,40.419391,41.203801,25.414938,35.939808,46.954677,30.853065,50.615066,48.276983
7040,24.270176,22.952888,26.925523,25.541330,42.738826,34.265434,25.427684,34.918789,47.151546,31.262627,45.805370,38.016003,25.289589,34.429298,51.425312,30.818652,36.243590,41.958708,25.392602,37.601969,48.294593,31.418690,48.406688,39.574419,25.198130,30.723757,47.556812,35.445189,44.157100,45.743251,25.405369,31.105566,37.194635,30.813427,35.798289,42.198157
7680,24.228161,22.997580,27.507250,27.572591,36.429712,33.916440,25.453797,35.016360,36.731669,31.044559,45.891764,40.459916,25.157480,30.875678,44.968199,30.543892,40.124133,42.597018,24.693325,34.063064,44.264173,35.762279,44.002571,47.837735,24.442297,31.925519,44.927769,31.305459,41.662343,45.854347,24.683037,33.495425,41.607047,29.859235,47.097102,41.903039
8320,24.109887,23.091139,26.841398,29.388660,44.928102,45.281971,24.998698,36.996105,43.255365,32.612397,43.473539,27.594072,24.990898,31.568326,45.855992,33.265491,27.232231,49.491533,24.967508,34.571660,41.798369,31.574229,35.616923,50.634017,24.978892,31.466938,31.967567,34.254437,28.921338,43.238188,24.966004,34.727885,38.097275,36.239349,31.924086,40.487854
8960,24.107391,23.067238,26.821593,26.886414,36.741790,40.296278,24.952049,31.302971,40.496015,31.807683,46.549925,44.941498,25.011730,36.025988,47.532582,32.817141,28.297550,35.464575,25.028768,35.742558,38.029641,29.566138,37.599210,48.435509,25.054413,33.802516,39.884270,33.495818,42.270524,46.748070,24.961109,31.684585,45.487085,31.205027,33.483593,45.678618
9600,24.024477,23.096469,27.496353,32.372044,36.149334,47.692597,26.307032,31.493383,33.194625,31.756626,45.012155,47.215015,26.204283,31.341032,44.017339,36.708316,32.319889,37.799610,26.112160,32.650351,39.245950,34.970981,31.184121,42.664364,26.097005,34.700876,44.295113,31.789279,31.603936,46.992596,26.157754,34.092313,46.539407,35.650231,45.326774,39.302174
10240,24.005939,23.067240,26.889873,25.945446,29.613968,35.730635,24.946463,32.531001,41.306164,33.674569,50.670478,47.697451,24.993856,38.879029,43.578224,31.393697,43.102674,37.304614,25.010377,36.159655,42.540155,31.322716,48.316616,38.591579,24.993844,31.561431,43.401317,31.838206,46.339709,48.861125,24.966941,31.482541,35.785067,32.288480,37.797768,45.048503
10880,24.027598,23.079151,32.575615,25.009432,41.041174,32.690759,24.979528,31.527416,39.716004,33.136634,43.543702,44.504325,25.008636,33.959746,43.204779,31.404169,45.302257,46.230442,24.986903,31.973438,44.701837,31.490798,36.481031,45.971447,24.988413,31.887271,49.627726,31.410385,47.650139,32.083988,24.958575,34.507377,44.528337,33.522414,38.940226,42.203489
11520,23.994005,23.124377,30.854987,25.164782,47.175505,38.051474,24.945586,31.491167,44.562483,31.642863,52.029661,44.207848,24.967318,33.526260,40.327467,37.711385,42.899178,47.495784,24.969943,31.476507,50.773336,31.389426,39.572544,32.588571,25.003637,31.423867,38.382835,33.796222,44.579790,52.366073,24.988890,31.240329,44.454497,31.834689,47.330172,47.221216
12160,24.034542,23.076849,29.190651,29.559825,40.460873,47.181775,24.963574,31.533037,47.702970,34.603266,47.257213,48.708277,24.976144,31.557578,45.859650,35.202211,46.291807,37.166873,24.989933,31.480282,46.981370,33.798178,42.503138,41.453111,24.998153,35.331367,48.208532,31.416868,44.428156,44.182499,24.959578,31.506989,50.183224,31.158220,46.122013,50.233252
12800,24.003659,23.080711,32.465657,24.740490,42.588989,37.282975,25.076300,35.589754,40.706757,31.517936,43.955223,38.983622,24.973724,31.524392,34.293782,34.754209,47.726054,46.187427,24.953002,38.569656,42.661736,31.442356,43.428545,45.931727,24.973825,32.156619,40.895613,33.721434,39.374121,51.194490,24.948276,34.981749,51.294294,31.897416,52.413596,48.833212
13440,24.011956,23.079353,26.919799,30.271270,34.660275,38.739166,24.984340,35.570942,37.107450,32.260526,51.305627,47.779359,24.991268,36.351981,43.966554,36.693612,37.173452,49.815539,24.998495,36.490020,47.079829,34.582999,51.022086,42.662286,25.009474,31.470429,48.206877,31.621097,53.266565,50.860932,24.957427,31.633101,51.792521,36.418081,40.376257,35.255793
14080,23.996343,23.095139,26.830133,25.039357,36.368259,30.699114,24.973058,36.881895,41.206702,33.495736,46.439630,41.301263,24.979370,31.638287,44.924610,32.290691,49.327065,46.737602,25.034201,31.281980,42.232347,33.754812,43.888528,46.280704,24.972338,33.003853,43.679028,32.018107,44.743126,42.762307,24.974378,31.285653,46.493808,37.066378,43.760910,49.856882
14720,23.998596,23.068652,31.998093,28.645386,43.029456,43.712869,24.997198,31.290557,45.248573,34.660443,48.465847,38.821676,24.988011,36.322291,49.560994,36.912631,49.965314,46.033520,24.959515,38.178849,41.473947,34.777244,39.833352,51.175795,24.985652,31.378774,45.346397,31.472163,50.097678,40.786524,24.990645,38.012927,51.139915,31.115194,47.101027,45.362433
15360,23.996590,23.096999,28.774182,27.898500,40.482790,44.170195,24.967625,33.963162,50.235811,34.446893,40.978486,37.885121,25.009970,35.652818,50.791730,31.373003,45.899713,44.794238,24.968326,34.452203,45.496091,38.656156,49.582457,46.370642,24.978766,31.367345,47.074169,31.438907,40.670862,46.295653,24.964099,37.668068,41.630146,31.751450,52.067074,43.549118
16000,24.016702,23.089998,31.891668,31.025936,37.628153,44.102926,24.972477,36.659484,53.425541,34.428114,39.954476,49.685080,24.980000,31.515825,45.049515,32.646617,43.516408,48.721820,24.975578,33.453287,39.191950,32.452526,47.177045,44.409172,24.979359,31.920380,44.068051,35.013439,45.152639,46.857226,24.973978,40.347795,51.469976,32.826595,52.753332,47.904585
16640,24.767631,23.578850,31.278762,27.171247,47.030665,31.753768,25.771280,33.867746,47.174471,37.189830,47.874975,50.627790,25.494880,32.068616,42.660159,36.955234,47.367761,46.025510,25.506004,35.181592,47.845962,34.796683,44.187912,46.377895,25.425853,36.309695,46.723312,37.096221,45.904838,48.836546,25.488567,32.908494,44.785474,34.225120,52.788729,49.427840
17280,24.794709,23.523182,33.629056,32.266338,33.193728,44.175250,25.770773,35.112965,44.998413,36.906340,52.500025,50.131970,25.498483,32.772046,56.086432,39.291541,48.977402,51.676829,25.502111,36.236845,49.126113,37.206339,51.495073,44.613016,25.416353,38.947098,42.338464,38.104167,38.988814,51.171718,25.500731,37.098558,48.565879,37.898993,30.288957,51.734071
17920,24.769479,23.550502,27.850603,31.913911,47.916194,46.998723,25.763373,36.918713,49.476565,36.416056,41.607689,46.575271,25.504264,35.286516,48.636624,38.165844,51.046551,43.986221,25.511316,37.077424,50.808948,37.650693,47.698371,44.410848,25.416925,35.553729,45.707980,34.551681,41.749800,50.657460,25.490924,33.464776,42.223702,35.334739,33.988599,52.507086
18560,24.761702,23.501034,37.959103,32.324583,30.465979,47.263888,25.774307,36.365925,48.548475,32.982796,41.548687,42.251940,25.503223,38.637457,44.836511,32.886313,56.453404,49.087593,25.488093,35.806748,47.376424,37.075146,44.535256,29.768493,25.450636,37.082720,42.998636,38.029165,52.310891,52.193119,25.847723,33.867417,56.588358,38.488771,52.868640,43.043357
19200,24.752545,23.534142,32.516596,32.378837,42.345614,48.004600,25.780912,39.145195,38.159785,37.642349,38.659524,37.120763,25.549078,37.158579,49.627436,34.852057,45.361783,49.711611,25.502322,38.340389,53.289603,34.311131,50.199036,48.262760,25.443192,40.192688,54.603085,35.007913,48.553753,35.039627,25.486853,38.699403,40.246399,34.507950,49.811046,54.796753
19840,24.871012,23.505249,32.976017,31.395310,44.893730,35.946923,25.779569,38.375793,37.644778,36.605010,51.874316,42.308663,25.529145,38.993041,36.422938,35.628453,35.892690,55.236047,25.473338,34.542458,39.353771,35.145485,52.952756,45.199329,25.456080,38.102948,43.605464,34.655786,49.184826,47.541509,25.476242,38.990478,51.035403,33.002537,34.343992,49.809463
20480,24.771054,23.542843,29.924740,31.691774,43.269467,42.802810,25.766175,38.505185,46.896470,38.721968,33.070143,48.838234,25.496543,35.147522,42.559956,42.056478,43.761516,51.021516,25.522291,38.504191,42.150909,37.898292,42.509568,50.710063,25.441299,39.330174,44.995281,40.204961,42.465793,51.714880,25.492294,37.528550,51.704126,40.115511,49.086238,46.559959
21120,24.764606,23.504152,34.568973,26.892665,43.973539,48.790000,25.779541,36.485889,47.527902,38.976043,51.155198,51.425345,25.518236,36.734296,51.807528,34.964226,54.294804,37.041042,25.502569,35.117024,55.453402,34.038628,39.643263,37.183439,25.420547,39.033560,48.908493,40.094095,54.532924,45.530432,25.466539,40.397263,50.236275,41.192910,45.326575,53.100719
21760,24.768708,23.510407,38.640226,35.509810,39.355212,41.929429,25.795867,37.679078,45.925765,33.249559,52.539772,53.385840,25.486532,37.439177,45.941249,36.918881,45.273893,54.308964,25.496725,38.659364,46.945703,38.220565,53.659595,40.897700,25.411580,36.876309,31.146747,36.719935,34.708538,50.875868,25.489314,37.419173,47.008875,34.803587,47.710847,52.392531
22400,24.758437,23.544007,36.457617,32.279457,43.359026,46.271467,25.810915,33.554328,42.213346,40.399258,44.941580,52.043754,25.518424,36.869781,40.941631,37.325767,46.234339,43.176622,25.527150,42.233884,56.829924,33.259579,38.227965,36.324898,25.490153,36.557421,44.357919,38.530096,49.332356,50.497845,25.485090,39.453773,53.171548,39.157670,47.056029,50.384172
23040,24.782503,23.593092,32.956362,31.442174,46.480182,44.828665,25.846368,36.201436,49.428174,37.698344,50.937041,44.630955,25.489433,36.131608,38.711335,37.394189,47.486948,53.118967,25.506771,37.537215,48.331453,34.041781,51.420717,49.722019,25.476945,34.837093,49.615887,33.296186,45.051886,37.809474,25.474537,38.413780,40.746381,39.237243,56.849631,40.408030
23680,24.768696,23.539766,31.580179,31.846663,40.907294,46.287115,25.791764,37.620267,45.489689,33.645650,49.989503,51.452482,25.516087,33.356811,40.235974,33.392413,46.256915,45.247067,25.491184,39.582309,52.840013,33.499242,48.383708,49.101456,25.445405,33.862144,36.979458,37.003927,56.952065,57.684436,25.467846,39.939331,43.675129,36.685195,41.753080,47.375984
24320,24.776199,23.524080,32.309811,34.154251,38.159955,42.831435,25.788687,37.243576,47.703745,35.736671,45.080635,43.492073,25.555254,38.047054,54.814666,39.835257,50.002779,52.138338,25.506339,38.120738,48.064084,37.502009,42.011506,37.347789,25.425162,34.007118,51.255011,38.947223,46.238002,37.126547,25.501876,37.633960,41.821257,41.577683,49.577208,51.757591
